序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
513,新北市,2013/11/03,新店,1.4,0.38,-,21.7,39,18,10.0,15.76,5.08,10.68,-,-,-,1.55,24.84,82.65,37.0
514,新北市,2013/11/03,淡水,2.6,0.36,-,26.1,50,30,15.0,15.36,6.17,9.19,-,-,-,-,-,-,44.0
515,新北市,2013/11/03,汐止,3.7,0.44,-,21.0,42,24,19.0,26.58,16.03,10.55,-,-,-,1.45,24.05,92.19,40.0
516,新北市,2013/11/03,土城,4.9,0.51,-,18.6,33,35,22.0,25.37,10.13,15.24,2.18,0.227,1.95,1.31,25.4,85.57,35.0
517,新北市,2013/11/03,林口,2.9,0.23,-,27.3,51,29,26.0,11.97,3.17,8.79,-,-,-,2.0,22.23,94.95,45.0
518,新北市,2013/11/03,萬里,1.2,0.23,-,27.6,55,38,10.0,8.88,3.97,4.91,-,-,-,4.86,22.96,90.05,47.0
519,新北市,2013/11/02,板橋,10.0,0.78,-,6.1,16,50,28.0,43.45,19.01,24.44,2.49,0.456,2.03,1.23,26.35,79.99,50.0
520,新北市,2013/11/02,三重,6.6,2.51,-,-,-,73,34.0,161.19,123.11,38.08,3.261,1.1,2.16,-,26.53,79.35,62.0
521,新北市,2013/11/02,菜寮,7.3,0.89,-,9.1,19,48,33.0,46.82,18.84,27.98,-,-,-,1.14,26.05,80.18,48.0
522,新北市,2013/11/02,永和,4.0,1.42,-,4.8,10,37,23.0,62.79,40.35,22.44,2.662,0.634,2.03,-,26.04,86.72,37.0
523,新北市,2013/11/02,新莊,11.0,0.73,-,10.0,24,48,30.0,40.5,15.34,25.16,-,-,-,1.23,25.8,86.51,48.0
524,新北市,2013/11/02,新店,3.1,0.56,-,10.2,21,26,16.0,29.2,14.57,14.64,-,-,-,1.14,25.81,81.7,30.0
525,新北市,2013/11/02,淡水,7.5,0.48,-,8.4,14,49,28.0,36.03,13.79,22.24,-,-,-,-,-,-,49.0
526,新北市,2013/11/02,汐止,5.0,0.51,-,5.6,13,26,16.0,40.08,22.74,17.34,-,-,-,1.15,25.47,87.95,26.0
527,新北市,2013/11/02,土城,7.4,0.72,-,6.8,15,45,26.0,45.95,25.52,20.43,2.363,0.427,1.94,0.98,26.15,85.38,45.0
528,新北市,2013/11/02,林口,5.8,0.42,-,8.2,16,45,34.0,32.71,10.08,22.63,-,-,-,1.26,24.26,88.92,45.0
529,新北市,2013/11/02,萬里,2.7,0.26,-,10.4,17,36,13.0,16.64,5.39,11.25,-,-,-,2.17,24.75,85.03,36.0
530,新北市,2013/11/01,板橋,2.1,0.44,-,22.2,35,13,10.0,20.6,4.64,15.96,2.03,0.155,1.88,3.33,25.62,82.07,34.0
531,新北市,2013/11/01,三重,3.1,1.61,-,-,-,36,16.0,96.93,67.93,29.0,2.59,0.615,1.98,-,25.91,79.47,36.0
532,新北市,2013/11/01,菜寮,2.0,0.37,-,24.5,37,12,11.0,17.69,4.85,12.83,-,-,-,2.98,25.66,79.69,36.0
533,新北市,2013/11/01,永和,1.4,0.51,-,23.3,37,12,9.0,21.73,7.37,14.36,1.904,0.149,1.75,-,25.11,91.02,12.0
534,新北市,2013/11/01,新莊,2.4,0.39,-,25.1,37,16,10.0,16.16,2.8,13.36,-,-,-,4.33,25.58,84.33,34.0
535,新北市,2013/11/01,新店,1.8,0.39,-,21.2,29,13,5.0,17.6,4.28,13.32,-,-,-,1.88,25.19,84.19,32.0
536,新北市,2013/11/01,淡水,1.2,0.25,-,29.9,37,11,6.0,8.21,1.78,6.43,-,-,-,-,-,-,37.0
537,新北市,2013/11/01,汐止,2.0,0.19,-,25.3,40,12,8.0,14.88,3.44,11.45,-,-,-,2.57,24.15,94.53,37.0
538,新北市,2013/11/01,土城,2.0,0.44,-,23.6,35,16,8.0,16.84,3.12,13.71,2.126,0.235,1.89,1.6,26.05,84.04,33.0
539,新北市,2013/11/01,林口,1.5,0.22,-,26.0,36,10,14.0,10.87,2.1,8.77,-,-,-,3.48,23.96,87.14,33.0
540,新北市,2013/11/01,萬里,1.1,0.13,-,41.3,49,41,4.0,3.7,0.94,2.74,-,-,-,6.17,23.91,92.42,43.0
541,臺中市,2013/11/30,西屯,3.3,0.53,-,33.3,69,72,44.0,32.38,8.19,24.17,2.127,0.262,1.87,1.77,16.3,61.3,64.0
542,臺中市,2013/11/30,忠明,4.6,0.68,-,28.3,62,63,43.0,42.38,11.0,31.38,2.143,0.274,1.87,1.19,16.68,55.99,64.0
543,臺中市,2013/11/30,豐原,3.9,0.44,-,42.4,66,63,39.0,17.4,2.63,14.77,1.98,0.16,1.82,1.71,14.75,60.99,70.0
544,臺中市,2013/11/30,沙鹿,5.1,0.48,-,33.6,62,71,54.0,24.85,3.36,21.49,-,-,-,1.89,15.78,60.62,61.0
545,臺中市,2013/11/30,大里,4.1,0.64,439.26,31.0,67,73,48.0,34.78,7.61,27.16,2.12,0.318,1.8,1.54,15.82,60.66,64.0
546,臺中市,2013/11/29,西屯,4.7,0.25,-,39.0,49,61,29.0,10.77,1.14,9.62,1.874,0.094,1.78,5.18,14.83,49.91,56.0
547,臺中市,2013/11/29,忠明,4.8,0.39,-,32.5,43,49,27.0,19.34,2.25,17.09,1.87,0.115,1.76,2.31,14.79,47.47,49.0
548,臺中市,2013/11/29,豐原,3.6,0.31,-,37.5,48,43,23.0,9.45,0.85,8.6,1.914,0.111,1.8,2.17,12.86,49.56,46.0
549,臺中市,2013/11/29,沙鹿,4.7,0.28,-,37.5,47,58,32.0,12.02,1.22,10.8,-,-,-,5.88,13.75,50.88,54.0
550,臺中市,2013/11/29,大里,4.5,0.42,422.66,31.2,45,55,32.0,22.12,3.02,19.1,1.901,0.16,1.74,2.73,14.8,49.02,52.0
551,臺中市,2013/11/28,西屯,3.0,0.3,-,29.5,32,53,27.0,11.49,1.86,9.63,1.851,0.101,1.75,5.99,15.47,65.27,52.0
552,臺中市,2013/11/28,忠明,3.6,0.4,-,24.6,28,40,25.0,17.94,2.96,14.97,1.861,0.123,1.74,2.6,15.3,62.45,40.0
553,臺中市,2013/11/28,豐原,2.1,0.31,-,29.1,31,31,16.0,8.97,0.5,8.49,1.87,0.082,1.79,2.6,13.64,66.79,35.0
554,臺中市,2013/11/28,沙鹿,3.6,0.32,-,28.1,29,48,33.0,13.22,1.48,11.75,-,-,-,7.26,14.46,65.75,48.0
555,臺中市,2013/11/28,大里,2.9,0.4,419.41,23.8,29,39,30.0,18.55,3.05,15.5,1.862,0.127,1.74,3.0,15.44,62.94,39.0
556,臺中市,2013/11/27,西屯,2.8,0.5,-,32.8,58,132,49.0,33.48,14.03,19.45,2.143,0.287,1.86,3.96,20.39,74.89,91.0
557,臺中市,2013/11/27,忠明,3.3,0.6,-,30.6,53,123,43.0,30.92,8.13,22.8,2.074,0.241,1.83,2.05,20.58,69.92,86.0
558,臺中市,2013/11/27,豐原,2.2,0.4,-,35.4,56,97,35.0,13.42,2.37,11.05,1.943,0.135,1.81,2.66,18.66,74.88,74.0
559,臺中市,2013/11/27,沙鹿,2.8,0.34,-,36.3,57,122,48.0,16.44,1.74,14.7,-,-,-,4.76,19.81,75.51,86.0
560,臺中市,2013/11/27,大里,3.6,0.62,435.2,30.9,55,117,55.0,25.04,5.24,19.81,2.102,0.264,1.84,2.63,20.48,70.25,84.0
561,臺中市,2013/11/26,西屯,5.7,0.6,-,27.2,49,100,43.0,36.33,9.19,27.13,2.305,0.475,1.83,1.69,20.71,65.49,75.0
562,臺中市,2013/11/26,忠明,5.7,0.8,-,23.3,47,86,40.0,42.81,9.89,32.92,2.137,0.326,1.81,1.03,20.89,62.02,68.0
563,臺中市,2013/11/26,豐原,3.8,0.66,-,29.3,53,62,30.0,23.94,5.81,18.1,2.139,0.283,1.86,1.52,19.53,68.65,56.0
564,臺中市,2013/11/26,沙鹿,3.7,0.61,-,25.6,41,104,46.0,29.58,5.16,24.42,-,-,-,2.45,19.33,64.93,77.0
565,臺中市,2013/11/26,大里,5.8,0.78,451.22,20.4,43,97,47.0,42.16,9.14,33.02,2.224,0.391,1.83,1.37,20.45,65.9,74.0
566,臺中市,2013/11/25,西屯,1.5,0.47,-,31.5,35,43,24.0,13.21,1.9,11.32,1.918,0.128,1.79,4.6,19.35,75.23,43.0
567,臺中市,2013/11/25,忠明,2.0,0.56,-,28.0,37,33,22.0,18.01,2.72,15.29,2.074,0.182,1.89,2.28,19.27,72.23,35.0
568,臺中市,2013/11/25,豐原,1.7,0.54,-,27.9,37,21,12.0,11.94,1.51,10.41,1.981,0.137,1.84,2.55,17.83,78.32,39.0
569,臺中市,2013/11/25,沙鹿,2.3,0.43,-,31.8,35,50,31.0,12.38,1.36,11.03,-,-,-,5.51,18.71,75.1,50.0
570,臺中市,2013/11/25,大里,2.3,0.67,440.84,24.2,34,39,25.0,25.33,6.29,19.04,2.024,0.215,1.81,2.7,19.53,71.8,39.0
571,臺中市,2013/11/24,西屯,4.5,0.64,-,32.9,66,126,84.0,34.14,10.54,23.61,2.273,0.332,1.94,1.8,22.33,74.73,88.0
572,臺中市,2013/11/24,忠明,4.7,0.83,-,33.4,67,127,82.0,40.08,10.97,29.11,2.308,0.286,2.02,1.28,22.52,69.3,88.0
573,臺中市,2013/11/24,豐原,3.7,0.61,-,44.8,68,120,86.0,18.74,1.79,16.95,2.025,0.2,1.83,2.17,20.83,68.02,85.0
574,臺中市,2013/11/24,沙鹿,4.6,0.61,-,33.8,63,133,114.0,27.89,4.13,23.76,-,-,-,1.93,21.99,78.61,92.0
575,臺中市,2013/11/24,大里,3.7,0.68,454.66,31.2,66,101,81.0,28.34,4.0,24.34,2.082,0.268,1.81,1.54,21.93,68.35,76.0
576,臺中市,2013/11/23,西屯,5.7,0.92,-,19.8,46,105,73.0,71.23,36.69,34.55,2.686,0.709,1.98,1.17,21.98,69.65,78.0
577,臺中市,2013/11/23,忠明,6.8,1.13,-,22.6,48,100,69.0,72.38,33.45,38.94,2.608,0.555,2.05,0.97,22.45,64.51,75.0
578,臺中市,2013/11/23,豐原,3.6,0.54,-,41.1,66,113,91.0,17.57,2.3,15.27,1.999,0.213,1.79,2.12,20.51,58.97,82.0
579,臺中市,2013/11/23,沙鹿,4.4,0.63,-,25.4,55,85,75.0,35.32,11.31,24.0,-,-,-,1.48,21.65,72.47,68.0
580,臺中市,2013/11/23,大里,6.0,0.85,463.74,14.0,33,84,52.0,50.54,16.59,33.95,2.349,0.507,1.84,1.25,21.6,64.92,67.0
581,臺中市,2013/11/22,西屯,3.5,0.63,-,11.6,26,69,38.0,48.04,18.32,29.72,2.36,0.503,1.86,1.76,20.9,76.49,60.0
582,臺中市,2013/11/22,忠明,5.0,1.02,-,12.9,22,72,45.0,62.13,24.86,37.27,2.437,0.506,1.93,1.13,21.53,70.28,61.0
583,臺中市,2013/11/22,豐原,3.0,0.45,-,18.2,25,37,23.0,22.38,5.9,16.47,2.057,0.261,1.8,1.65,19.58,69.17,37.0
584,臺中市,2013/11/22,沙鹿,3.8,0.46,-,14.5,29,60,50.0,31.97,7.69,24.29,-,-,-,2.63,20.16,78.43,55.0
585,臺中市,2013/11/22,大里,4.1,1.08,460.22,7.3,17,102,66.0,59.66,22.59,37.07,2.599,0.701,1.9,1.06,20.19,72.53,76.0
586,臺中市,2013/11/21,西屯,3.6,0.61,-,23.4,61,98,64.0,34.35,5.61,28.74,2.326,0.421,1.91,1.56,21.91,61.02,74.0
587,臺中市,2013/11/21,忠明,4.4,0.93,-,23.0,60,117,75.0,57.24,15.57,41.66,2.507,0.498,2.01,0.96,22.11,57.97,84.0
588,臺中市,2013/11/21,豐原,2.6,0.44,-,37.5,53,56,35.0,16.61,2.42,14.19,1.999,0.197,1.8,1.64,20.5,52.93,61.0
589,臺中市,2013/11/21,沙鹿,4.2,0.53,-,29.7,59,101,80.0,28.14,3.79,24.35,-,-,-,2.18,21.23,63.17,76.0
590,臺中市,2013/11/21,大里,4.2,1.03,445.17,25.0,62,135,99.0,48.51,9.42,39.09,2.53,0.652,1.88,1.05,21.76,59.98,92.0
591,臺中市,2013/11/20,西屯,5.4,0.83,-,26.6,59,139,81.0,50.08,11.79,38.3,2.472,0.455,2.02,1.26,20.08,62.38,94.0
592,臺中市,2013/11/20,忠明,6.7,1.08,-,26.6,62,139,85.0,63.49,17.08,46.41,2.52,0.508,2.01,0.93,20.38,57.58,94.0
593,臺中市,2013/11/20,豐原,5.0,0.6,-,49.3,69,121,71.0,20.44,1.31,19.17,2.117,0.253,1.86,1.47,18.59,61.73,86.0
594,臺中市,2013/11/20,沙鹿,5.9,0.72,-,32.7,61,138,103.0,36.07,4.74,31.33,-,-,-,1.36,19.18,61.7,94.0
595,臺中市,2013/11/20,大里,5.3,0.95,443.21,26.0,64,147,99.0,44.29,6.91,37.37,2.428,0.549,1.88,1.14,19.65,63.64,98.0
596,臺中市,2013/11/19,西屯,4.9,0.36,-,41.6,62,69,41.0,16.3,1.52,14.77,2.024,0.156,1.87,3.19,19.32,42.46,60.0
597,臺中市,2013/11/19,忠明,5.6,0.5,-,37.6,59,70,35.0,28.51,4.2,24.31,2.036,0.182,1.85,1.52,19.84,38.62,62.0
598,臺中市,2013/11/19,豐原,3.1,0.3,-,44.7,60,56,23.0,9.87,1.28,8.6,1.911,0.109,1.8,1.73,17.95,38.72,58.0
599,臺中市,2013/11/19,沙鹿,6.1,0.38,-,38.7,59,81,55.0,17.59,0.99,16.59,-,-,-,4.28,18.19,46.64,66.0
600,臺中市,2013/11/19,大里,4.8,0.7,428.67,27.2,65,106,57.0,35.75,5.36,30.38,2.151,0.354,1.8,1.55,18.88,54.6,78.0
601,臺中市,2013/11/18,西屯,4.9,0.26,-,48.8,62,104,43.0,11.69,1.39,10.3,1.946,0.107,1.84,4.92,19.08,41.21,77.0
602,臺中市,2013/11/18,忠明,5.3,0.43,-,45.6,59,98,37.0,19.16,1.61,17.56,1.949,0.124,1.82,2.5,19.64,39.3,74.0
603,臺中市,2013/11/18,豐原,3.7,0.32,-,46.7,60,90,34.0,11.21,1.54,9.67,1.903,0.111,1.79,2.01,17.47,40.95,70.0
604,臺中市,2013/11/18,沙鹿,5.7,0.3,-,47.4,60,116,51.0,13.35,0.84,12.48,-,-,-,5.69,18.6,44.67,83.0
605,臺中市,2013/11/18,大里,4.4,0.55,423.44,32.3,58,112,47.0,25.98,3.22,22.76,2.001,0.224,1.78,2.12,18.75,53.37,81.0
606,臺中市,2013/11/17,西屯,4.4,0.38,-,55.3,70,110,50.0,9.11,1.01,8.09,1.916,0.083,1.83,5.16,20.86,46.54,80.0
607,臺中市,2013/11/17,忠明,4.0,0.46,-,51.0,66,94,45.0,15.77,1.67,14.1,1.934,0.085,1.85,2.65,21.34,45.02,72.0
608,臺中市,2013/11/17,豐原,2.8,0.3,-,54.4,69,87,34.0,7.99,2.0,5.99,1.879,0.077,1.8,2.67,19.42,45.74,68.0
609,臺中市,2013/11/17,沙鹿,4.4,0.35,-,54.3,68,119,61.0,10.49,1.54,8.95,-,-,-,6.24,20.24,47.12,84.0
610,臺中市,2013/11/17,大里,3.7,0.57,425.63,37.6,65,101,52.0,21.34,2.48,18.85,1.973,0.169,1.8,2.23,20.79,54.32,76.0
611,臺中市,2013/11/16,西屯,3.3,0.47,-,35.4,44,71,50.0,14.41,1.27,13.14,1.995,0.128,1.87,4.34,21.34,78.77,60.0
612,臺中市,2013/11/16,忠明,3.4,0.6,-,30.9,42,69,44.0,21.17,2.53,18.65,2.019,0.139,1.88,2.09,21.69,73.21,60.0
613,臺中市,2013/11/16,豐原,1.9,0.48,-,29.5,42,42,31.0,9.94,1.32,8.62,1.946,0.129,1.82,2.19,20.28,77.7,42.0
614,臺中市,2013/11/16,沙鹿,3.6,0.44,-,35.7,43,80,69.0,14.47,1.59,12.88,-,-,-,5.13,20.71,79.26,65.0
615,臺中市,2013/11/16,大里,3.2,0.6,423.99,23.8,41,56,44.0,22.93,2.13,20.81,1.955,0.175,1.78,2.21,22.18,70.75,53.0
616,臺中市,2013/11/15,西屯,3.2,0.38,-,28.3,34,48,28.0,14.4,1.55,12.85,1.953,0.132,1.82,4.83,22.98,75.21,48.0
617,臺中市,2013/11/15,忠明,3.3,0.5,-,25.4,34,49,25.0,20.87,3.11,17.76,1.995,0.163,1.83,2.4,23.25,70.45,49.0
618,臺中市,2013/11/15,豐原,2.1,0.38,-,23.2,35,38,20.0,11.95,1.1,10.82,1.951,0.163,1.79,2.19,22.01,75.01,38.0
619,臺中市,2013/11/15,沙鹿,3.4,0.39,-,25.9,30,60,45.0,16.05,1.83,14.19,-,-,-,5.63,22.45,76.15,55.0
620,臺中市,2013/11/15,大里,3.1,0.49,417.09,20.8,36,45,27.0,23.79,3.12,20.66,1.916,0.185,1.73,2.84,24.0,68.08,45.0
621,臺中市,2013/11/14,西屯,2.5,0.27,-,31.9,51,32,20.0,15.03,2.0,13.02,1.911,0.126,1.79,3.39,23.49,76.61,54.0
622,臺中市,2013/11/14,忠明,2.7,0.34,-,31.8,53,32,16.0,19.42,2.8,16.61,1.954,0.141,1.81,1.8,23.6,72.03,59.0
623,臺中市,2013/11/14,豐原,3.0,0.3,-,26.2,49,35,18.0,13.66,1.95,11.71,1.985,0.198,1.79,1.92,22.46,77.97,59.0
624,臺中市,2013/11/14,沙鹿,2.7,0.23,-,27.6,43,33,24.0,12.83,1.12,11.67,-,-,-,4.48,23.04,78.32,46.0
625,臺中市,2013/11/14,大里,2.8,0.44,416.64,29.7,59,44,26.0,24.03,3.14,20.88,1.928,0.204,1.72,2.01,23.92,70.79,61.0
626,臺中市,2013/11/13,西屯,3.2,0.5,-,19.0,42,38,26.0,30.21,6.89,23.32,2.206,0.307,1.9,2.3,24.0,74.46,51.0
627,臺中市,2013/11/13,忠明,4.0,0.6,-,19.6,44,55,27.0,37.49,10.49,27.0,2.236,0.32,1.92,1.51,24.24,70.03,53.0
628,臺中市,2013/11/13,豐原,4.1,0.5,-,18.1,38,58,28.0,22.18,4.14,18.04,2.119,0.299,1.82,1.52,23.35,75.87,54.0
629,臺中市,2013/11/13,沙鹿,3.0,0.37,-,18.6,39,50,32.0,23.33,4.97,18.36,-,-,-,3.75,23.14,75.58,50.0
630,臺中市,2013/11/13,大里,4.6,0.72,430.02,19.3,49,61,38.0,39.53,11.66,27.87,2.356,0.525,1.83,1.44,24.69,70.15,56.0
631,臺中市,2013/11/12,西屯,4.2,0.51,-,26.2,45,30,22.0,27.94,6.84,21.1,2.23,0.365,1.87,2.08,23.5,74.16,52.0
632,臺中市,2013/11/12,忠明,6.4,0.63,-,25.6,49,47,24.0,34.42,7.17,27.25,2.118,0.249,1.87,1.27,23.87,68.98,54.0
633,臺中市,2013/11/12,豐原,2.9,0.49,-,22.5,44,53,28.0,19.79,3.31,16.48,2.096,0.28,1.82,1.44,22.87,76.26,52.0
634,臺中市,2013/11/12,沙鹿,2.6,0.4,-,25.8,41,43,31.0,20.16,3.05,17.12,-,-,-,3.04,22.83,73.52,43.0
635,臺中市,2013/11/12,大里,4.9,0.66,424.98,24.3,56,57,32.0,35.4,6.91,28.49,2.111,0.338,1.77,1.51,24.12,69.3,69.0
636,臺中市,2013/11/11,西屯,2.0,0.42,-,20.6,35,59,32.0,18.45,2.97,15.48,1.997,0.15,1.85,2.93,24.67,78.87,36.0
637,臺中市,2013/11/11,忠明,2.4,0.58,-,20.4,35,64,34.0,23.53,4.43,19.1,2.052,0.174,1.88,1.67,24.88,74.63,57.0
638,臺中市,2013/11/11,豐原,2.7,0.46,-,16.9,30,73,36.0,15.1,3.05,12.04,1.977,0.172,1.81,1.57,23.62,84.61,62.0
639,臺中市,2013/11/11,沙鹿,2.1,0.33,-,23.8,34,46,31.0,13.75,1.38,12.37,-,-,-,4.44,24.17,78.52,46.0
640,臺中市,2013/11/11,大里,3.2,0.64,427.81,16.5,34,71,50.0,25.46,4.55,20.91,2.028,0.254,1.78,1.68,25.28,74.24,60.0
641,臺中市,2013/11/10,西屯,4.0,0.53,-,21.9,46,103,56.0,22.49,2.98,19.51,2.11,0.223,1.89,1.78,25.72,82.35,76.0
642,臺中市,2013/11/10,忠明,4.6,0.64,-,22.5,49,105,57.0,30.17,5.85,24.31,2.115,0.223,1.89,1.31,25.94,77.61,78.0
643,臺中市,2013/11/10,豐原,4.6,0.55,-,19.7,40,102,57.0,20.17,2.53,17.63,2.032,0.208,1.82,1.35,24.5,84.22,76.0
644,臺中市,2013/11/10,沙鹿,4.4,0.4,-,22.2,34,107,68.0,16.15,1.31,14.83,-,-,-,2.47,25.3,85.9,78.0
645,臺中市,2013/11/10,大里,4.4,0.66,436.33,21.1,53,101,73.0,28.21,4.76,23.45,2.101,0.266,1.84,1.33,25.74,77.56,76.0
646,臺中市,2013/11/09,西屯,6.2,0.58,-,30.6,68,103,55.0,33.48,7.51,25.97,2.206,0.344,1.86,1.45,25.63,79.05,76.0
647,臺中市,2013/11/09,忠明,5.5,0.65,-,35.7,73,107,52.0,30.09,3.36,26.72,2.12,0.24,1.88,1.25,25.7,75.38,80.0
648,臺中市,2013/11/09,豐原,4.1,0.62,-,40.0,80,96,59.0,16.25,1.05,15.17,2.153,0.304,1.85,1.91,24.35,77.67,81.0
649,臺中市,2013/11/09,沙鹿,5.2,0.49,-,34.6,60,100,65.0,19.22,1.23,17.96,-,-,-,1.55,24.95,82.43,75.0
650,臺中市,2013/11/09,大里,3.8,0.58,430.97,33.1,71,93,63.0,23.15,1.89,21.25,1.99,0.245,1.75,1.44,25.3,75.81,76.0
651,臺中市,2013/11/08,西屯,3.6,0.62,-,28.3,65,92,51.0,33.53,6.78,26.75,2.448,0.515,1.93,1.59,25.71,76.22,71.0
652,臺中市,2013/11/08,忠明,5.1,0.75,-,33.1,76,93,50.0,38.26,9.05,29.21,2.246,0.324,1.92,1.34,26.02,72.0,72.0
653,臺中市,2013/11/08,豐原,3.0,0.48,-,47.0,72,84,41.0,12.8,1.49,11.31,1.993,0.184,1.81,1.83,24.49,74.75,67.0
654,臺中市,2013/11/08,沙鹿,3.6,0.46,-,27.5,56,81,52.0,23.6,3.63,19.97,-,-,-,1.89,25.28,80.37,66.0
655,臺中市,2013/11/08,大里,5.0,0.72,433.6,32.8,80,100,65.0,32.75,4.89,27.86,2.212,0.369,1.84,1.47,26.16,72.56,88.0
656,臺中市,2013/11/07,西屯,2.2,0.45,-,32.0,59,53,28.0,21.76,2.73,19.03,2.157,0.31,1.85,2.3,25.18,76.42,60.0
657,臺中市,2013/11/07,忠明,2.8,0.67,-,30.5,63,48,27.0,30.85,6.08,24.78,2.142,0.264,1.88,1.54,25.5,72.04,68.0
658,臺中市,2013/11/07,豐原,3.6,0.46,-,31.4,53,47,26.0,14.01,2.27,11.74,2.025,0.219,1.81,1.63,24.26,77.68,58.0
659,臺中市,2013/11/07,沙鹿,2.7,0.42,-,29.9,51,50,34.0,17.96,2.25,15.7,-,-,-,3.59,24.54,77.79,51.0
660,臺中市,2013/11/07,大里,3.7,0.6,422.23,30.2,69,62,36.0,27.07,3.39,23.68,2.055,0.277,1.78,1.63,25.75,71.43,73.0
661,臺中市,2013/11/06,西屯,3.0,0.41,-,22.7,42,50,32.0,18.94,2.23,16.7,2.076,0.211,1.86,2.65,24.04,83.92,50.0
662,臺中市,2013/11/06,忠明,3.7,0.58,-,21.6,40,50,27.0,27.51,6.14,21.37,2.136,0.234,1.9,1.51,24.17,78.82,50.0
663,臺中市,2013/11/06,豐原,3.0,0.52,-,14.3,31,49,30.0,21.29,5.88,15.41,2.134,0.271,1.86,1.41,23.09,85.94,49.0
664,臺中市,2013/11/06,沙鹿,2.8,0.37,-,23.0,40,51,35.0,16.56,1.86,14.7,-,-,-,3.04,23.46,87.2,50.0
665,臺中市,2013/11/06,大里,3.7,0.69,431.59,18.5,43,63,40.0,34.23,8.49,25.74,2.231,0.384,1.85,1.61,24.24,77.38,56.0
666,臺中市,2013/11/05,西屯,2.3,0.43,-,31.1,41,30,19.0,18.44,1.56,16.88,2.015,0.159,1.86,2.57,23.7,77.23,39.0
667,臺中市,2013/11/05,忠明,3.2,0.61,-,27.5,38,31,19.0,26.1,3.53,22.57,2.064,0.195,1.87,1.44,23.84,72.51,40.0
668,臺中市,2013/11/05,豐原,2.7,0.47,-,23.6,42,28,13.0,14.92,3.01,11.91,2.02,0.193,1.83,1.41,23.0,78.67,41.0
669,臺中市,2013/11/05,沙鹿,2.6,0.42,-,32.6,41,34,26.0,15.9,1.13,14.77,-,-,-,3.9,22.94,78.77,36.0
670,臺中市,2013/11/05,大里,3.1,0.71,427.22,20.2,44,44,25.0,30.97,4.82,26.15,2.181,0.328,1.85,1.32,24.16,72.29,46.0
671,臺中市,2013/11/04,西屯,2.0,0.27,-,41.0,46,25,12.0,8.23,1.27,6.96,1.871,0.07,1.8,4.47,24.02,75.92,42.0
672,臺中市,2013/11/04,忠明,2.2,0.45,-,37.0,42,20,12.0,17.36,2.42,14.94,1.926,0.103,1.82,2.04,24.34,70.93,42.0
673,臺中市,2013/11/04,豐原,1.4,0.3,-,34.1,39,13,7.0,6.33,1.41,4.92,-,-,-,2.04,23.17,77.67,36.0
674,臺中市,2013/11/04,沙鹿,1.8,0.28,-,41.1,45,28,19.0,10.36,1.2,9.16,-,-,-,5.68,23.57,76.55,42.0
675,臺中市,2013/11/04,大里,2.5,0.44,411.13,28.0,37,23,16.0,17.92,2.11,15.81,1.976,0.158,1.82,2.28,24.91,69.47,38.0
676,臺中市,2013/11/03,西屯,1.7,0.22,-,25.9,36,37,19.0,9.75,2.1,7.66,1.832,0.059,1.77,4.04,24.94,85.19,37.0
677,臺中市,2013/11/03,忠明,2.3,0.3,-,24.7,32,27,15.0,14.04,2.16,11.88,1.862,0.063,1.8,1.87,25.0,81.19,30.0
678,臺中市,2013/11/03,豐原,1.7,0.24,-,20.4,31,23,15.0,7.95,1.61,6.32,-,-,-,2.04,23.85,86.85,27.0
679,臺中市,2013/11/03,沙鹿,1.5,0.19,-,26.0,35,31,20.0,8.85,1.56,7.29,-,-,-,4.68,24.79,88.48,32.0
680,臺中市,2013/11/03,大里,2.0,0.4,415.09,18.1,26,35,24.0,17.74,3.48,14.27,2.015,0.145,1.87,2.15,25.43,77.62,35.0
681,臺中市,2013/11/02,西屯,2.3,0.23,-,25.5,32,47,20.0,13.23,2.49,10.74,1.857,0.095,1.76,2.28,25.13,87.92,47.0
682,臺中市,2013/11/02,忠明,1.7,0.36,-,24.9,30,37,20.0,17.6,2.82,14.78,1.894,0.11,1.78,1.39,25.05,84.54,37.0
683,臺中市,2013/11/02,豐原,2.8,0.36,-,16.4,23,41,22.0,16.23,1.96,14.27,1.923,0.176,1.75,1.43,23.79,89.79,41.0
684,臺中市,2013/11/02,沙鹿,1.6,0.22,-,27.3,30,35,18.0,10.03,1.66,8.37,-,-,-,2.88,25.11,92.27,35.0
685,臺中市,2013/11/02,大里,2.7,0.5,418.5,18.1,31,47,32.0,24.76,3.36,21.4,2.087,0.23,1.86,1.4,25.25,80.28,47.0
686,臺中市,2013/11/01,西屯,2.1,0.35,-,32.4,68,48,23.0,21.64,2.8,18.84,2.013,0.208,1.81,2.23,26.0,76.34,81.0
