序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1743,南投縣,2013/11/30,竹山,3.6,0.46,-,35.3,69,87,55.0,19.39,2.26,17.13,-,-,-,-,15.22,63.14,68.0
1744,南投縣,2013/11/29,南投,4.6,0.38,-,25.0,42,67,29.0,25.96,4.25,21.72,2.113,0.237,1.88,1.68,14.59,57.91,58.0
1745,南投縣,2013/11/29,埔里,2.2,0.45,-,27.1,51,49,36.0,18.04,2.49,15.55,-,-,-,-,14.94,63.15,54.0
1746,南投縣,2013/11/29,竹山,3.8,0.4,-,28.3,56,70,37.0,21.1,2.19,18.91,-,-,-,-,14.07,54.52,62.0
1747,南投縣,2013/11/28,南投,3.4,0.46,-,17.0,24,55,26.0,24.11,4.84,19.27,2.13,0.251,1.88,2.07,15.66,73.74,52.0
1748,南投縣,2013/11/28,埔里,1.5,0.39,-,13.2,17,52,38.0,13.18,1.65,11.53,-,-,-,-,16.07,83.86,51.0
1749,南投縣,2013/11/28,竹山,2.9,0.41,-,17.1,22,57,32.0,18.45,1.6,16.83,-,-,-,-,14.88,72.06,54.0
1750,南投縣,2013/11/27,南投,3.3,0.5,-,28.4,51,116,48.0,21.76,3.06,18.69,2.137,0.192,1.95,2.19,20.37,76.47,83.0
1751,南投縣,2013/11/27,埔里,2.7,0.52,-,29.6,49,71,44.0,18.82,1.83,16.99,-,-,-,-,20.52,70.86,60.0
1752,南投縣,2013/11/27,竹山,2.6,0.41,-,32.7,60,100,42.0,16.71,3.17,13.54,-,-,-,-,19.74,71.7,75.0
1753,南投縣,2013/11/26,南投,3.9,0.7,-,22.8,52,108,51.0,28.21,4.56,23.65,2.155,0.224,1.93,1.21,20.17,74.6,79.0
1754,南投縣,2013/11/26,埔里,2.2,0.47,-,27.8,52,51,37.0,15.11,2.52,12.57,-,-,-,-,20.69,74.76,50.0
1755,南投縣,2013/11/26,竹山,2.8,0.58,-,22.2,53,84,39.0,25.77,5.36,20.41,-,-,-,-,19.78,71.66,67.0
1756,南投縣,2013/11/25,南投,2.3,0.77,-,19.6,28,56,31.0,27.25,5.75,21.49,2.188,0.226,1.96,1.94,19.74,81.06,53.0
1757,南投縣,2013/11/25,埔里,2.0,0.54,-,21.4,29,51,47.0,17.5,4.1,13.39,-,-,-,-,19.96,83.51,50.0
1758,南投縣,2013/11/25,竹山,2.5,0.6,-,24.1,34,55,34.0,20.29,2.0,18.3,-,-,-,-,19.14,78.17,52.0
1759,南投縣,2013/11/24,南投,3.4,0.56,-,33.3,71,102,70.0,-,-,-,2.015,0.175,1.84,1.33,22.01,72.41,76.0
1760,南投縣,2013/11/24,埔里,2.6,0.51,-,35.0,66,69,61.0,17.02,2.23,14.79,-,-,-,-,20.67,69.52,72.0
1761,南投縣,2013/11/24,竹山,3.3,0.48,-,41.8,80,113,79.0,18.21,2.76,15.45,-,-,-,-,21.55,69.25,82.0
1762,南投縣,2013/11/23,南投,3.4,0.65,-,20.5,54,61,36.0,28.0,6.71,21.29,2.097,0.257,1.84,1.18,21.15,69.99,73.0
1763,南投縣,2013/11/23,埔里,3.4,0.55,-,20.0,48,37,27.0,25.21,7.26,17.95,-,-,-,-,20.03,65.66,51.0
1764,南投縣,2013/11/23,竹山,3.3,0.41,-,30.7,65,62,-,20.22,4.83,15.39,-,-,-,-,20.39,66.9,79.0
1765,南投縣,2013/11/22,南投,3.0,0.85,-,6.5,14,99,67.0,42.27,12.63,29.64,2.403,0.476,1.93,1.11,19.41,83.71,74.0
1766,南投縣,2013/11/22,埔里,2.6,0.56,-,7.7,16,40,30.0,26.69,10.99,15.71,-,-,-,-,18.22,77.84,40.0
1767,南投縣,2013/11/22,竹山,2.6,0.52,-,6.9,10,69,-,28.04,8.07,19.97,-,-,-,-,18.47,80.41,60.0
1768,南投縣,2013/11/21,南投,2.7,0.75,-,21.4,47,122,80.0,35.25,4.53,30.72,2.25,0.345,1.91,1.03,21.02,67.81,86.0
1769,南投縣,2013/11/21,埔里,2.8,0.58,-,20.1,42,77,59.0,21.82,2.73,19.09,-,-,-,-,19.72,69.44,64.0
1770,南投縣,2013/11/21,竹山,3.4,0.5,-,28.8,51,92,57.0,22.3,2.15,20.15,-,-,-,-,20.54,60.54,71.0
1771,南投縣,2013/11/20,南投,5.0,0.73,-,29.3,64,145,93.0,30.4,2.43,27.97,2.231,0.328,1.9,1.08,19.69,69.63,98.0
1772,南投縣,2013/11/20,埔里,3.5,0.54,-,33.8,63,95,66.0,20.36,1.99,18.37,-,-,-,-,18.11,69.16,72.0
1773,南投縣,2013/11/20,竹山,4.0,0.53,-,34.5,66,127,74.0,22.07,1.24,20.76,-,-,-,-,19.32,64.43,88.0
1774,南投縣,2013/11/19,南投,4.2,0.64,-,24.9,60,118,64.0,30.8,4.2,26.6,2.228,0.312,1.92,1.28,18.56,63.25,84.0
1775,南投縣,2013/11/19,埔里,2.8,0.52,-,39.1,73,92,58.0,16.92,1.58,15.34,-,-,-,-,18.17,66.71,71.0
1776,南投縣,2013/11/19,竹山,4.4,0.51,-,32.7,65,121,62.0,22.74,1.98,20.76,-,-,-,-,17.88,60.71,86.0
1777,南投縣,2013/11/18,南投,3.9,0.59,-,25.8,54,123,54.0,28.32,4.03,24.3,2.176,0.244,1.93,1.73,18.71,61.89,86.0
1778,南投縣,2013/11/18,埔里,2.6,0.5,-,37.1,71,84,50.0,17.45,1.89,15.56,-,-,-,-,18.73,66.85,68.0
1779,南投縣,2013/11/18,竹山,4.2,0.5,-,37.3,74,126,56.0,20.61,1.86,18.75,-,-,-,-,18.22,59.07,88.0
1780,南投縣,2013/11/17,南投,3.2,0.62,-,31.2,63,115,60.0,21.88,2.21,19.66,2.136,0.184,1.95,1.53,20.65,64.36,82.0
1781,南投縣,2013/11/17,埔里,2.2,0.49,-,34.9,68,68,49.0,15.36,1.98,13.38,-,-,-,-,20.75,68.4,70.0
1782,南投縣,2013/11/17,竹山,3.2,0.55,-,35.5,73,111,60.0,20.29,1.97,18.33,-,-,-,-,19.89,64.67,80.0
1783,南投縣,2013/11/16,南投,2.7,0.64,-,24.5,46,81,54.0,24.06,3.45,20.61,2.102,0.198,1.9,1.64,22.33,76.07,66.0
1784,南投縣,2013/11/16,埔里,2.3,0.56,-,31.4,67,65,51.0,18.36,1.93,16.43,-,-,-,-,23.1,73.37,64.0
1785,南投縣,2013/11/16,竹山,3.1,0.58,-,27.3,63,86,57.0,23.28,1.91,21.37,-,-,-,-,21.51,74.54,70.0
1786,南投縣,2013/11/15,南投,2.8,0.53,-,22.4,49,61,31.0,22.98,3.79,19.19,2.052,0.2,1.85,1.69,24.08,72.61,61.0
1787,南投縣,2013/11/15,埔里,2.0,0.44,-,31.8,59,50,38.0,17.44,1.85,15.58,-,-,-,-,23.84,68.78,68.0
1788,南投縣,2013/11/15,竹山,2.9,0.41,-,27.8,64,71,37.0,21.26,2.46,18.79,-,-,-,-,23.22,71.64,75.0
1789,南投縣,2013/11/14,南投,3.5,0.47,-,26.0,56,57,29.0,24.27,4.56,19.71,2.101,0.223,1.88,1.54,23.8,75.33,66.0
1790,南投縣,2013/11/14,埔里,2.2,0.51,-,31.2,58,62,49.0,17.82,2.59,15.2,-,-,-,-,23.38,73.56,70.0
1791,南投縣,2013/11/14,竹山,3.4,0.41,-,31.2,65,70,36.0,22.0,4.99,17.01,-,-,-,-,22.93,74.23,73.0
1792,南投縣,2013/11/13,南投,3.9,0.65,-,25.1,65,85,48.0,28.53,3.85,24.68,2.277,0.369,1.91,1.42,24.85,73.17,71.0
1793,南投縣,2013/11/13,埔里,2.1,0.47,-,33.7,63,63,49.0,15.86,1.67,14.19,-,-,-,-,24.01,73.16,65.0
1794,南投縣,2013/11/13,竹山,4.3,0.46,-,32.0,80,97,56.0,18.59,2.71,15.87,-,-,-,-,23.38,75.07,85.0
1795,南投縣,2013/11/12,南投,4.0,0.61,-,25.6,57,71,-,26.62,2.89,23.74,2.178,0.282,1.9,1.29,24.21,73.45,73.0
1796,南投縣,2013/11/12,埔里,2.4,0.45,-,35.5,62,69,52.0,14.56,1.78,12.78,-,-,-,-,24.7,75.74,63.0
1797,南投縣,2013/11/12,竹山,4.2,0.49,-,29.3,69,79,43.0,20.82,3.67,17.15,-,-,-,-,23.23,75.04,74.0
1798,南投縣,2013/11/11,南投,2.4,0.58,-,18.4,44,96,82.0,23.43,3.6,19.84,2.124,0.196,1.93,1.47,25.24,78.66,73.0
1799,南投縣,2013/11/11,埔里,1.8,0.44,-,26.6,52,57,44.0,16.05,2.12,13.93,-,-,-,-,24.82,76.03,55.0
1800,南投縣,2013/11/11,竹山,2.6,0.52,-,20.5,50,-,54.0,21.93,2.27,19.67,-,-,-,-,24.8,77.24,58.0
1801,南投縣,2013/11/10,南投,2.6,0.63,-,24.0,59,116,77.0,23.08,4.31,18.77,2.116,0.198,1.92,1.3,25.9,79.4,83.0
1802,南投縣,2013/11/10,埔里,2.4,0.49,-,20.6,44,52,40.0,17.48,2.43,15.05,-,-,-,-,25.48,72.12,56.0
1803,南投縣,2013/11/10,竹山,4.0,0.43,-,22.4,55,-,62.0,18.97,3.07,15.9,-,-,-,-,25.5,75.95,87.0
1804,南投縣,2013/11/09,南投,2.0,0.61,-,28.2,70,117,76.0,20.02,2.71,17.32,2.222,0.24,1.98,1.39,25.42,78.24,84.0
1805,南投縣,2013/11/09,埔里,2.5,0.56,-,29.5,60,68,52.0,17.54,1.77,15.77,-,-,-,-,24.19,75.19,64.0
1806,南投縣,2013/11/09,竹山,3.0,0.47,-,32.7,76,110,73.0,16.48,1.93,14.56,-,-,-,-,24.26,78.97,76.0
1807,南投縣,2013/11/08,南投,5.2,0.73,-,35.8,84,115,65.0,26.84,2.63,24.2,2.283,0.306,1.98,1.36,26.05,74.81,93.0
1808,南投縣,2013/11/08,埔里,2.1,0.47,-,45.1,81,59,44.0,15.69,1.22,14.46,-,-,-,-,25.05,67.31,98.0
1809,南投縣,2013/11/08,竹山,3.9,0.47,-,39.9,87,106,60.0,18.8,1.71,17.1,-,-,-,-,25.06,74.38,99.0
1810,南投縣,2013/11/07,南投,3.5,0.59,-,31.8,68,84,52.0,20.71,2.42,18.29,2.157,0.258,1.9,1.42,25.46,76.68,72.0
1811,南投縣,2013/11/07,埔里,2.3,0.47,-,34.5,66,61,50.0,13.91,1.8,12.11,-,-,-,-,24.72,74.54,64.0
1812,南投縣,2013/11/07,竹山,2.6,0.46,-,32.4,67,100,57.0,16.5,1.19,15.33,-,-,-,-,24.49,77.04,75.0
1813,南投縣,2013/11/06,南投,3.6,0.71,-,23.3,57,75,46.0,28.58,5.82,22.76,2.228,0.323,1.91,1.14,24.38,81.57,75.0
1814,南投縣,2013/11/06,埔里,2.1,0.48,-,30.2,60,63,49.0,15.32,2.56,12.76,-,-,-,-,24.39,77.65,75.0
1815,南投縣,2013/11/06,竹山,3.0,0.53,-,33.7,61,95,52.0,24.7,6.42,18.24,-,-,-,-,23.75,80.4,72.0
1816,南投縣,2013/11/05,南投,3.1,0.74,-,16.0,34,59,32.0,31.43,5.13,26.3,2.292,0.355,1.94,1.11,23.8,78.88,54.0
1817,南投縣,2013/11/05,埔里,2.3,0.44,-,22.2,47,48,37.0,15.27,2.14,13.12,-,-,-,-,24.31,77.49,48.0
1818,南投縣,2013/11/05,竹山,3.8,0.58,-,20.7,47,74,41.0,26.09,3.31,22.78,-,-,-,-,23.17,77.45,62.0
1819,南投縣,2013/11/04,南投,2.3,0.59,-,28.2,43,36,18.0,20.51,2.44,18.07,2.05,0.199,1.85,1.59,24.58,76.07,60.0
1820,南投縣,2013/11/04,埔里,1.6,0.36,-,19.0,41,31,23.0,14.62,4.25,10.37,-,-,-,-,24.86,78.92,46.0
1821,南投縣,2013/11/04,竹山,2.5,0.39,-,29.1,51,41,24.0,15.96,1.57,14.39,-,-,-,-,24.1,75.5,65.0
1822,南投縣,2013/11/03,南投,1.8,0.4,-,17.7,30,46,24.0,17.27,3.13,14.14,1.96,0.13,1.83,1.56,25.25,83.88,46.0
1823,南投縣,2013/11/03,埔里,1.6,0.36,-,9.5,23,34,25.0,15.34,5.23,10.11,-,-,-,-,24.27,81.9,34.0
1824,南投縣,2013/11/03,竹山,1.7,0.32,-,18.8,39,47,26.0,15.67,3.98,11.69,-,-,-,-,24.61,80.41,47.0
1825,南投縣,2013/11/02,南投,2.1,0.47,-,16.9,37,64,36.0,22.48,3.1,19.38,2.088,0.222,1.87,1.35,25.07,85.62,57.0
1826,南投縣,2013/11/02,埔里,2.3,0.5,-,18.5,36,58,50.0,18.62,2.91,15.71,-,-,-,-,23.64,81.02,54.0
1827,南投縣,2013/11/02,竹山,2.3,0.4,-,21.5,43,77,45.0,18.25,1.29,16.97,-,-,-,-,24.22,82.8,64.0
1828,南投縣,2013/11/01,南投,3.3,0.59,-,34.9,83,71,41.0,24.23,2.57,21.67,2.127,0.276,1.85,1.15,26.22,71.62,85.0
1829,南投縣,2013/11/01,埔里,2.7,0.56,-,50.7,81,78,61.0,18.44,2.04,16.39,-,-,-,-,25.59,66.81,88.0
1830,南投縣,2013/11/01,竹山,3.2,0.42,-,43.0,86,73,43.0,16.92,0.86,16.02,-,-,-,-,25.26,68.65,87.0
1831,雲林縣,2013/11/30,斗六,3.9,0.59,-,29.7,65,87,60.0,25.71,3.3,22.41,-,-,-,1.21,17.13,63.58,68.0
1832,雲林縣,2013/11/30,崙背,5.0,0.46,-,37.3,69,89,59.0,19.59,2.35,17.21,-,-,-,1.76,16.56,66.44,70.0
1833,雲林縣,2013/11/30,麥寮,4.7,0.43,-,41.5,76,76,50.0,20.55,3.22,17.33,2.038,0.133,1.91,-,17.62,61.6,63.0
1834,雲林縣,2013/11/30,臺西,5.0,0.45,-,44.4,80,82,52.0,19.38,2.13,17.25,2.144,0.148,2.0,-,16.66,67.88,66.0
1835,雲林縣,2013/11/29,斗六,4.8,0.38,-,31.2,51,66,39.0,19.06,1.59,17.48,-,-,-,2.28,15.78,52.86,58.0
1836,雲林縣,2013/11/29,崙背,6.0,0.34,-,37.4,47,114,37.0,14.76,1.03,13.71,-,-,-,4.7,15.64,53.11,82.0
1837,雲林縣,2013/11/29,麥寮,6.4,0.31,-,42.0,57,91,31.0,14.38,2.22,12.16,1.822,0.06,1.76,-,17.13,50.86,70.0
1838,雲林縣,2013/11/29,臺西,4.5,0.3,-,42.6,58,101,28.0,10.42,1.36,9.07,1.931,0.072,1.86,-,15.76,60.23,76.0
1839,雲林縣,2013/11/28,斗六,2.9,0.37,-,22.0,27,54,31.0,18.45,1.65,16.79,-,-,-,2.89,16.5,68.79,52.0
1840,雲林縣,2013/11/28,崙背,4.0,0.36,-,27.2,29,132,29.0,15.89,1.62,14.29,-,-,-,5.63,16.41,68.67,91.0
1841,雲林縣,2013/11/28,麥寮,4.9,0.31,-,32.0,35,93,30.0,15.05,2.17,12.88,1.832,0.072,1.76,-,17.98,62.42,72.0
1842,雲林縣,2013/11/28,臺西,2.6,0.28,-,35.2,38,89,27.0,9.73,1.7,8.03,1.933,0.072,1.86,-,16.84,72.46,70.0
1843,雲林縣,2013/11/27,斗六,3.9,0.41,-,35.0,61,104,49.0,16.82,2.9,13.92,-,-,-,2.8,21.53,72.25,77.0
1844,雲林縣,2013/11/27,崙背,4.1,0.45,-,33.7,55,170,52.0,18.0,2.09,15.89,-,-,-,3.95,21.11,79.87,110.0
1845,雲林縣,2013/11/27,麥寮,2.7,0.32,-,40.8,65,135,45.0,12.44,2.23,10.21,1.988,0.088,1.9,-,21.43,74.04,92.0
1846,雲林縣,2013/11/27,臺西,2.8,0.26,-,46.9,65,124,39.0,9.14,1.35,7.8,2.006,0.064,1.94,-,21.17,81.09,87.0
1847,雲林縣,2013/11/26,斗六,4.6,0.67,-,24.9,52,95,47.0,26.46,3.89,22.56,-,-,-,1.27,21.32,71.01,72.0
1848,雲林縣,2013/11/26,崙背,3.6,0.49,-,35.1,60,111,42.0,20.07,3.13,16.94,-,-,-,1.92,20.83,73.48,80.0
1849,雲林縣,2013/11/26,麥寮,4.4,0.74,-,34.0,57,111,43.0,22.39,3.97,18.42,2.134,0.163,1.97,-,21.34,66.68,80.0
1850,雲林縣,2013/11/26,臺西,7.2,0.6,-,38.0,61,105,39.0,22.19,3.38,18.83,2.07,0.104,1.97,-,20.99,73.27,78.0
1851,雲林縣,2013/11/25,斗六,4.0,0.57,-,26.8,38,54,33.0,18.17,1.24,16.95,-,-,-,2.82,20.55,76.45,52.0
1852,雲林縣,2013/11/25,崙背,3.3,0.53,-,31.0,40,66,26.0,14.44,1.16,13.26,-,-,-,4.52,20.47,80.05,58.0
1853,雲林縣,2013/11/25,麥寮,3.5,0.48,-,38.3,46,68,32.0,11.64,1.58,10.05,1.937,0.082,1.86,-,21.02,72.83,59.0
1854,雲林縣,2013/11/25,臺西,2.2,0.42,-,41.5,47,68,28.0,9.62,1.02,8.6,1.974,0.081,1.89,-,20.4,80.83,59.0
1855,雲林縣,2013/11/24,斗六,5.4,0.57,-,41.0,79,139,108.0,18.05,1.18,16.88,-,-,-,1.38,23.24,71.09,94.0
1856,雲林縣,2013/11/24,崙背,3.0,0.47,-,35.2,68,108,72.0,15.98,2.41,13.55,-,-,-,1.82,22.54,86.68,79.0
1857,雲林縣,2013/11/24,麥寮,3.0,0.39,-,37.4,66,87,66.0,13.52,3.21,10.31,2.195,0.126,2.07,-,22.11,82.88,68.0
1858,雲林縣,2013/11/24,臺西,3.6,0.51,-,50.6,86,93,68.0,13.57,1.65,11.9,2.312,0.241,2.07,-,22.38,90.4,72.0
1859,雲林縣,2013/11/23,斗六,5.1,0.59,-,27.4,65,112,83.0,24.28,4.55,19.74,-,-,-,0.92,22.23,69.18,81.0
1860,雲林縣,2013/11/23,崙背,3.4,0.42,-,25.7,51,77,41.0,24.17,9.62,14.55,-,-,-,1.64,21.88,81.08,64.0
1861,雲林縣,2013/11/23,麥寮,2.7,0.33,-,31.6,55,54,35.0,19.49,7.08,12.41,2.156,0.127,2.03,-,21.42,87.75,52.0
1862,雲林縣,2013/11/23,臺西,3.2,0.28,-,34.5,57,50,30.0,17.03,4.98,12.01,2.252,0.145,2.11,-,21.99,83.45,50.0
1863,雲林縣,2013/11/22,斗六,4.9,0.76,-,6.2,11,100,70.0,41.2,14.59,26.62,-,-,-,1.12,20.19,82.53,75.0
1864,雲林縣,2013/11/22,崙背,5.8,0.45,-,12.7,23,65,32.0,24.61,3.36,21.26,-,-,-,2.2,20.87,86.51,58.0
1865,雲林縣,2013/11/22,麥寮,3.4,0.32,-,23.1,41,48,30.0,18.26,2.8,15.46,2.002,0.131,1.87,-,20.5,87.81,48.0
1866,雲林縣,2013/11/22,臺西,3.2,0.25,-,30.0,43,41,22.0,13.04,1.47,11.56,1.997,0.104,1.89,-,21.46,86.03,41.0
1867,雲林縣,2013/11/21,斗六,5.6,0.7,-,27.9,61,139,87.0,28.63,3.24,25.39,-,-,-,1.34,22.42,63.51,94.0
1868,雲林縣,2013/11/21,崙背,5.7,0.67,-,28.1,58,153,96.0,26.23,3.75,22.48,-,-,-,2.12,21.92,72.67,102.0
1869,雲林縣,2013/11/21,麥寮,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-
1870,雲林縣,2013/11/21,臺西,4.7,0.41,-,38.4,64,94,62.0,17.39,1.27,16.12,2.171,0.176,2.0,-,22.05,76.66,72.0
1871,雲林縣,2013/11/20,斗六,7.3,0.72,-,30.6,64,163,108.0,29.99,3.6,26.39,-,-,-,1.11,21.03,63.32,106.0
1872,雲林縣,2013/11/20,崙背,7.7,0.73,-,36.5,70,158,101.0,25.55,2.67,22.88,-,-,-,1.75,20.14,67.04,104.0
1873,雲林縣,2013/11/20,麥寮,6.7,0.62,-,43.0,73,125,81.0,28.25,4.85,23.4,2.209,0.22,1.99,-,19.23,68.25,88.0
1874,雲林縣,2013/11/20,臺西,8.0,0.55,-,47.7,75,120,76.0,22.52,1.6,20.91,2.291,0.203,2.09,-,20.25,70.83,85.0
1875,雲林縣,2013/11/19,斗六,7.3,0.57,-,30.4,62,127,74.0,28.12,3.01,25.11,-,-,-,1.27,19.49,54.09,88.0
1876,雲林縣,2013/11/19,崙背,7.1,0.53,-,40.6,62,105,54.0,17.1,0.78,16.32,-,-,-,2.91,19.59,50.86,78.0
1877,雲林縣,2013/11/19,麥寮,7.1,0.4,-,46.0,68,82,38.0,16.69,2.14,14.55,1.889,0.076,1.81,-,19.22,53.26,66.0
1878,雲林縣,2013/11/19,臺西,6.0,0.3,-,52.9,76,95,34.0,9.92,0.82,9.01,1.969,0.073,1.9,-,19.81,59.45,72.0
1879,雲林縣,2013/11/18,斗六,5.8,0.51,-,35.6,67,135,64.0,22.8,2.72,20.08,-,-,-,1.77,19.7,54.18,92.0
1880,雲林縣,2013/11/18,崙背,6.9,0.41,-,44.3,57,141,45.0,13.97,1.12,12.83,-,-,-,4.25,19.74,46.95,96.0
1881,雲林縣,2013/11/18,麥寮,7.9,0.36,-,52.1,71,144,39.0,16.08,2.74,13.34,1.809,0.06,1.75,-,19.71,50.08,97.0
1882,雲林縣,2013/11/18,臺西,5.3,0.28,-,56.8,73,238,41.0,8.05,0.47,7.52,1.913,0.066,1.85,-,19.94,58.77,144.0
1883,雲林縣,2013/11/17,斗六,5.0,0.57,-,39.1,74,127,74.0,19.52,3.28,16.24,-,-,-,1.68,21.24,63.27,88.0
1884,雲林縣,2013/11/17,崙背,5.7,0.45,-,53.2,71,161,61.0,12.26,0.47,11.79,-,-,-,4.62,21.43,53.84,106.0
1885,雲林縣,2013/11/17,麥寮,7.6,0.41,-,56.5,78,180,51.0,14.22,2.14,12.09,1.814,0.061,1.75,-,21.2,53.99,115.0
1886,雲林縣,2013/11/17,臺西,4.3,0.33,-,63.4,79,245,49.0,8.08,0.51,7.52,1.937,0.059,1.88,-,21.65,59.45,148.0
1887,雲林縣,2013/11/16,斗六,4.3,0.59,-,29.6,60,97,67.0,20.18,1.65,18.54,-,-,-,2.2,22.79,75.13,74.0
1888,雲林縣,2013/11/16,崙背,5.0,0.57,-,35.5,49,96,64.0,15.98,1.42,14.56,-,-,-,3.97,22.49,80.65,73.0
1889,雲林縣,2013/11/16,麥寮,3.7,0.5,-,45.3,61,84,56.0,12.6,1.5,11.1,1.85,0.067,1.78,-,21.86,80.83,67.0
1890,雲林縣,2013/11/16,臺西,3.5,0.41,-,50.2,63,84,49.0,8.16,0.92,7.24,1.958,0.06,1.9,-,22.34,83.45,67.0
1891,雲林縣,2013/11/15,斗六,2.8,0.48,-,25.1,56,69,39.0,19.91,1.33,18.58,-,-,-,1.91,24.37,73.61,66.0
1892,雲林縣,2013/11/15,崙背,4.4,0.46,-,27.2,39,80,38.0,16.68,2.72,13.97,-,-,-,3.97,23.67,80.7,65.0
1893,雲林縣,2013/11/15,麥寮,2.5,0.37,-,33.9,39,88,38.0,12.97,3.24,9.73,1.819,0.073,1.75,-,22.99,80.96,69.0
1894,雲林縣,2013/11/15,臺西,2.4,0.31,-,39.3,43,91,30.0,8.17,1.17,7.0,1.901,0.061,1.84,-,23.52,83.81,70.0
1895,雲林縣,2013/11/14,斗六,6.0,0.39,-,27.0,56,58,29.0,21.07,3.02,18.04,-,-,-,1.91,24.03,75.38,65.0
1896,雲林縣,2013/11/14,崙背,3.8,0.31,-,31.5,48,51,17.0,12.99,1.35,11.62,-,-,-,3.45,23.83,82.98,50.0
1897,雲林縣,2013/11/14,麥寮,2.8,0.24,-,37.2,52,53,20.0,9.95,2.09,7.86,1.795,0.044,1.75,-,23.35,82.45,52.0
1898,雲林縣,2013/11/14,臺西,3.4,0.16,-,39.9,51,33,12.0,8.13,1.47,6.62,1.85,0.038,1.81,-,23.99,84.3,33.0
1899,雲林縣,2013/11/13,斗六,5.4,0.5,-,29.0,70,83,42.0,24.37,3.11,21.27,-,-,-,1.49,24.89,74.29,76.0
1900,雲林縣,2013/11/13,崙背,4.6,0.38,-,23.8,46,78,23.0,18.3,3.22,15.07,-,-,-,2.9,24.24,82.54,64.0
1901,雲林縣,2013/11/13,麥寮,3.5,0.31,-,28.5,47,85,21.0,13.81,1.47,12.36,1.984,0.112,1.87,-,23.3,82.77,68.0
1902,雲林縣,2013/11/13,臺西,2.9,0.24,-,31.7,50,37,13.0,12.49,1.31,11.17,1.959,0.104,1.86,-,23.89,84.68,37.0
1903,雲林縣,2013/11/12,斗六,3.9,0.47,-,28.8,63,61,34.0,21.22,2.3,18.91,-,-,-,1.3,24.54,73.45,66.0
1904,雲林縣,2013/11/12,崙背,3.7,0.39,-,30.8,53,52,18.0,14.2,0.97,13.22,-,-,-,2.22,23.82,80.38,55.0
1905,雲林縣,2013/11/12,麥寮,4.4,0.36,-,33.3,50,44,17.0,13.64,2.17,11.47,1.996,0.06,1.94,-,23.18,80.89,44.0
1906,雲林縣,2013/11/12,臺西,4.1,0.24,-,37.0,50,42,12.0,11.31,1.57,9.73,1.899,0.068,1.83,-,23.81,83.2,42.0
1907,雲林縣,2013/11/11,斗六,3.4,0.46,-,22.3,52,86,50.0,19.8,2.82,16.98,-,-,-,1.61,26.07,77.43,68.0
1908,雲林縣,2013/11/11,崙背,3.4,0.45,-,23.5,38,100,43.0,15.33,1.98,13.33,-,-,-,2.71,25.1,85.94,75.0
1909,雲林縣,2013/11/11,麥寮,4.1,0.45,-,27.8,40,82,39.0,15.36,1.62,13.73,2.033,0.086,1.95,-,24.06,86.17,66.0
1910,雲林縣,2013/11/11,臺西,3.6,0.33,-,31.9,44,105,33.0,11.08,1.49,9.59,1.993,0.076,1.92,-,24.76,88.72,78.0
1911,雲林縣,2013/11/10,斗六,6.9,0.52,-,27.6,56,116,70.0,18.7,2.41,16.29,-,-,-,1.56,26.52,79.62,83.0
1912,雲林縣,2013/11/10,崙背,3.3,0.31,-,26.5,41,96,47.0,10.62,0.8,9.79,-,-,-,1.98,25.86,90.2,73.0
1913,雲林縣,2013/11/10,麥寮,2.1,0.27,-,30.4,42,75,48.0,9.93,1.82,8.11,2.2,0.061,2.14,-,24.63,90.0,62.0
1914,雲林縣,2013/11/10,臺西,1.9,0.23,-,33.8,43,72,40.0,8.53,1.53,7.0,2.129,0.061,2.07,-,25.69,90.28,61.0
1915,雲林縣,2013/11/09,斗六,3.5,0.49,-,40.1,69,126,78.0,13.38,1.11,12.26,-,-,-,1.17,25.91,79.57,88.0
1916,雲林縣,2013/11/09,崙背,2.9,0.33,-,36.4,60,88,46.0,11.53,1.39,10.14,-,-,-,1.39,25.41,88.02,69.0
1917,雲林縣,2013/11/09,麥寮,3.0,0.33,-,36.5,55,67,41.0,13.47,2.7,10.76,2.068,0.111,1.96,-,24.23,87.64,58.0
1918,雲林縣,2013/11/09,臺西,2.1,0.23,-,41.3,54,62,31.0,7.49,0.78,6.68,1.985,0.084,1.9,-,25.33,87.68,56.0
1919,雲林縣,2013/11/08,斗六,4.4,0.48,-,40.6,80,106,63.0,14.67,1.14,13.53,-,-,-,1.55,26.28,77.82,87.0
1920,雲林縣,2013/11/08,崙背,3.1,0.44,-,38.5,65,102,51.0,12.53,2.06,10.46,-,-,-,2.06,25.39,87.92,76.0
