序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/02/25,中山,2.4,0.47,-,19.4,10,6,34.66,7.93,26.73,2.081,0.15,1.931,1.48,1.07,14.96,-,-,97.42,-
25,臺北市,2017/02/25,大同,2.4,1.02,-,-,27,5,88.54,50.45,38.09,2.401,0.332,2.069,-,-,-,-,-,-,-
26,臺北市,2017/02/25,萬華,1.4,0.42,-,18.5,13,7,32.9,5.32,27.57,-,-,-,1.21,0.95,14.74,-,-,91.87,-
27,臺北市,2017/02/25,陽明,0.9,0.14,414.07,46.2,5,2,1.54,0.39,1.06,-,-,-,-,-,8.67,2.07,4.73,99.4,6.92
28,臺北市,2017/02/25,士林,1.4,0.39,-,19.7,13,7,23.8,2.49,21.31,-,-,-,1.12,0.68,13.95,-,-,93.77,-
29,臺北市,2017/02/24,松山,1.8,0.43,426.35,21.8,18,7,30.26,5.93,24.33,1.997,0.117,1.88,1.27,0.89,13.54,-,-,87.74,-
30,臺北市,2017/02/24,古亭,1.5,0.47,-,22.6,9,12,31.47,7.06,24.41,2.067,0.152,1.915,1.76,1.33,13.4,-,-,92.23,-
31,臺北市,2017/02/24,中山,1.1,0.67,-,15.2,14,-,48.93,18.53,30.39,2.127,0.209,1.918,1.53,0.99,13.93,-,-,93.81,-
32,臺北市,2017/02/24,大同,3.3,1.25,-,-,30,7,97.35,62.03,35.32,2.431,0.4,2.031,-,-,-,-,-,-,-
33,臺北市,2017/02/24,萬華,2.4,0.56,-,17.1,12,7,39.11,10.39,28.72,-,-,-,1.41,1.11,13.63,-,-,87.82,-
34,臺北市,2017/02/24,陽明,1.1,0.17,416.19,44.9,5,3,2.24,0.31,1.86,-,-,-,-,-,7.24,2.02,4.35,99.39,18.53
35,臺北市,2017/02/24,士林,0.9,0.41,-,24.3,11,7,21.03,2.48,18.57,-,-,-,1.36,0.89,13.05,-,-,88.45,-
36,臺北市,2017/02/23,松山,0.6,0.53,431.85,17.9,16,7,20.39,4.81,15.58,2.006,0.131,1.875,2.44,1.92,15.62,-,-,84.61,-
37,臺北市,2017/02/23,古亭,0.8,0.58,-,17.3,8,13,22.36,5.41,16.95,2.049,0.135,1.914,2.88,2.6,15.88,-,-,85.75,-
38,臺北市,2017/02/23,中山,1,0.72,-,13.2,14,7,32.24,11.49,20.75,2.095,0.19,1.905,2.29,2.03,16.69,-,-,85.34,-
39,臺北市,2017/02/23,大同,2.2,0.96,-,-,27,7,56.37,32.74,23.63,2.282,0.264,2.018,-,-,-,-,-,-,-
40,臺北市,2017/02/23,萬華,1,0.59,-,14.2,13,7,26.28,6.59,19.68,-,-,-,2.8,2.55,16.68,-,-,80.97,-
41,臺北市,2017/02/23,陽明,0.9,0.39,429.12,28.5,-,2,6.18,1.04,5.14,-,-,-,-,-,9.46,0.82,4.13,99.35,35.25
42,臺北市,2017/02/23,士林,1.6,0.49,-,20.1,16,8,15.27,3.29,11.98,-,-,-,1.9,1.52,16.21,-,-,80.9,-
43,臺北市,2017/02/22,松山,4.4,0.96,443.7,10.4,39,20,66.48,32.79,33.69,2.415,0.41,2.005,1.37,0.94,20.22,-,-,83.02,-
44,臺北市,2017/02/22,古亭,2.9,0.87,-,8.2,32,28,55.33,20.89,34.43,2.415,0.375,2.039,1.31,0.74,20.17,-,-,85.51,-
45,臺北市,2017/02/22,中山,2.3,1.15,-,6.6,38,21,74.73,39.61,35.12,2.47,0.428,2.042,1.41,0.68,20.43,-,-,88.93,-
46,臺北市,2017/02/22,大同,4,1.98,-,-,58,21,119.63,82.1,37.53,3.007,0.749,2.258,-,-,-,-,-,-,-
47,臺北市,2017/02/22,萬華,2.7,1,-,6.4,33,19,63.12,27.01,36.1,-,-,-,1.27,0.79,20.55,-,-,83.09,-
48,臺北市,2017/02/22,陽明,1.3,0.16,415.39,35.5,9,6,3.6,0.92,2.69,-,-,-,-,-,15.94,3.17,4.92,93.94,4.43
49,臺北市,2017/02/22,士林,1.7,0.69,-,13.9,27,15,40.52,14.18,26.34,-,-,-,1.45,1.14,19.48,-,-,87.78,-
50,臺北市,2017/02/21,松山,2.1,0.39,421.43,32.2,33,14,22,3.47,18.52,1.952,0.09,1.861,2.37,1.85,19.29,-,-,81.22,-
51,臺北市,2017/02/21,古亭,2.1,0.5,-,32.3,24,19,23.5,4.01,19.49,2.021,0.117,1.904,3.3,3,19.82,-,-,79.5,-
52,臺北市,2017/02/21,中山,1.6,0.61,-,28.3,31,15,29.76,7.12,22.64,2.04,0.15,1.89,2.83,2.51,20.28,-,-,81.98,-
53,臺北市,2017/02/21,大同,1.6,0.79,-,-,43,13,45.59,21.76,23.83,2.229,0.234,1.995,-,-,-,-,-,-,-
54,臺北市,2017/02/21,萬華,1.8,0.51,-,30.3,35,13,28.35,7.38,20.98,-,-,-,3.53,3.26,20.57,-,-,76.29,-
55,臺北市,2017/02/21,陽明,1.4,0.21,416.49,48,5,3,2.42,0.39,1.97,-,-,-,-,-,12.6,0.63,4.41,99.17,60.54
56,臺北市,2017/02/21,士林,2.8,0.28,-,41.8,22,12,9.3,1.48,7.81,-,-,-,3.52,3.22,20.31,-,-,76.36,-
57,臺北市,2017/02/20,松山,4.2,0.64,441.02,19.6,46,29,41.65,8.03,33.63,2.221,0.217,2.004,1.64,1.15,20.69,-,-,72.59,-
58,臺北市,2017/02/20,古亭,4,0.68,-,22.1,41,35,38.29,7,31.3,2.257,0.244,2.013,1.72,1.14,20.88,-,-,72.25,-
59,臺北市,2017/02/20,中山,3.3,1.05,-,15.6,58,32,64.31,22.65,41.66,2.426,0.331,2.096,1.53,0.91,20.99,-,-,78.41,-
60,臺北市,2017/02/20,大同,4.2,1.43,-,-,76,34,88.2,44.77,43.43,2.764,0.493,2.272,-,-,-,-,-,-,-
61,臺北市,2017/02/20,萬華,3.3,0.78,-,17.2,48,32,47.99,10.15,37.83,-,-,-,1.39,0.92,21.46,-,-,73.09,-
62,臺北市,2017/02/20,陽明,1.8,0.21,414.84,48.3,17,12,3.39,0.75,2.62,-,-,-,-,-,15.15,1.29,4.48,87.7,12.49
63,臺北市,2017/02/20,士林,3.2,0.6,-,24.1,54,30,31.21,4.61,26.6,-,-,-,1.49,0.98,19.94,-,-,80.94,-
64,臺北市,2017/02/19,松山,1.7,0.39,419.64,50.9,45,23,13.78,1.99,11.79,1.926,0.072,1.854,1.73,0.88,21.7,-,-,59.69,-
65,臺北市,2017/02/19,古亭,1.3,0.54,-,44.4,42,29,22.08,3.45,18.62,2.043,0.153,1.89,2.39,2.11,21.8,-,-,61.48,-
66,臺北市,2017/02/19,中山,1.7,0.82,-,38.7,62,30,44.47,14.63,29.84,2.283,0.222,2.061,2.1,1.77,21.92,-,-,65.96,-
67,臺北市,2017/02/19,大同,2.4,1.02,-,-,78,29,54.78,19.52,35.26,2.467,0.283,2.184,-,-,-,-,-,-,-
68,臺北市,2017/02/19,萬華,2.3,0.68,-,40,58,29,31.87,6.59,25.26,-,-,-,1.88,1.49,21.94,-,-,62.19,-
69,臺北市,2017/02/19,陽明,2.7,0.24,416.13,60,28,23,5.52,0.54,4.95,-,-,-,-,-,14.41,0,0,82.63,0
70,臺北市,2017/02/19,士林,2.7,0.43,-,48.9,59,29,17.52,2.15,15.36,-,-,-,2.46,2.23,20.96,-,-,68.7,-
71,臺北市,2017/02/18,松山,3,0.44,426.91,34,53,31,23.9,3.62,20.28,2.009,0.11,1.899,2.05,1.56,19.87,-,-,75.5,-
72,臺北市,2017/02/18,古亭,3.4,0.48,-,32.3,43,33,24.78,5.09,19.69,2.072,0.13,1.942,2.57,2.29,19.91,-,-,75.16,-
73,臺北市,2017/02/18,中山,1.3,0.65,-,28.1,54,26,32.8,6.82,25.98,2.204,0.213,1.991,2.07,1.77,20.73,-,-,76.03,-
74,臺北市,2017/02/18,大同,2.8,1.06,-,-,70,28,59.52,26.96,32.56,2.416,0.331,2.085,-,-,-,-,-,-,-
75,臺北市,2017/02/18,萬華,2.2,0.54,-,29.4,57,27,30.08,6.19,23.89,-,-,-,2.62,2.22,20.5,-,-,73.46,-
76,臺北市,2017/02/18,陽明,0.6,0.22,416.99,54.3,20,17,2.73,0.38,2.24,-,-,-,-,-,12.48,0.5,3.81,98.4,147.32
77,臺北市,2017/02/18,士林,2,0.53,-,30.8,47,25,26.38,7.12,19.26,-,-,-,1.99,1.62,19.72,-,-,76.89,-
78,臺北市,2017/02/17,松山,5.4,0.77,452.19,18.6,42,23,58.14,17.82,40.33,2.328,0.295,2.033,1.2,0.82,20.45,-,-,63.39,-
79,臺北市,2017/02/17,古亭,3,0.6,-,30.9,29,24,32.36,5.99,26.36,2.132,0.201,1.931,1.68,1.29,20.67,-,-,63.73,-
80,臺北市,2017/02/17,中山,4.2,0.84,-,20.6,36,22,52.26,14.03,38.23,2.306,0.285,2.021,1.42,0.86,21.39,-,-,62.88,-
81,臺北市,2017/02/17,大同,4.4,1.7,-,-,53,23,95.91,53.94,41.97,2.733,0.583,2.15,-,-,-,-,-,-,-
82,臺北市,2017/02/17,萬華,3.3,0.65,-,22.4,37,20,36.96,6.96,30,-,-,-,1.39,0.92,21.32,-,-,61.73,-
83,臺北市,2017/02/17,陽明,3.5,0.15,416.11,51.1,19,13,4.56,0.78,3.74,-,-,-,-,-,14.6,0,0,79.52,0
84,臺北市,2017/02/17,士林,3,0.71,-,21.6,38,18,42.06,12.94,29.12,-,-,-,1.39,1.17,20.19,-,-,68.32,-
85,臺北市,2017/02/16,松山,3.2,0.74,448.78,17.9,42,23,48.44,14.93,33.51,2.273,0.28,1.993,1.41,1.09,19.58,-,-,57.64,-
86,臺北市,2017/02/16,古亭,2.4,0.73,-,30.5,39,29,41.91,9.23,32.68,2.267,0.301,1.966,1.61,1.28,19.6,-,-,58.47,-
87,臺北市,2017/02/16,中山,3.5,0.9,-,23.1,49,28,59.81,16.41,43.4,2.412,0.361,2.051,1.53,0.97,20.37,-,-,58.7,-
88,臺北市,2017/02/16,大同,5.2,1.96,-,-,66,29,112.09,63.76,48.34,2.9,0.686,2.215,-,-,-,-,-,-,-
89,臺北市,2017/02/16,萬華,3.9,0.84,-,26.1,49,29,46.61,8.81,37.8,-,-,-,1.21,0.85,20.27,-,-,56.86,-
90,臺北市,2017/02/16,陽明,1.7,0.22,418.03,59.2,21,17,4.65,0.42,4.19,-,-,-,-,-,14.15,0,0,64.21,0
91,臺北市,2017/02/16,士林,2.8,0.56,-,30.2,43,21,34.31,6.74,27.57,-,-,-,1.49,1.35,19.54,-,-,60.88,-
92,臺北市,2017/02/15,松山,1.4,0.4,431.98,28,20,7,30.16,8.47,21.69,1.949,0.13,1.818,1.4,0.8,19.17,-,-,56.9,-
93,臺北市,2017/02/15,古亭,1,0.35,-,34.9,12,10,22.62,5.19,17.43,1.957,0.101,1.855,2.1,1.94,20.05,-,-,54.86,-
94,臺北市,2017/02/15,中山,0.8,0.54,-,27.6,20,7,33.62,9.19,24.42,2.101,0.15,1.951,2.22,1.95,20.33,-,-,57.65,-
95,臺北市,2017/02/15,大同,3.9,1.51,-,-,44,9,109.04,65.8,43.24,2.59,0.516,2.074,-,-,-,-,-,-,-
96,臺北市,2017/02/15,萬華,1.8,0.39,-,29.2,21,6,28.93,6.03,22.9,-,-,-,2.02,1.79,20.38,-,-,53.93,-
97,臺北市,2017/02/15,陽明,2.3,0.11,412.75,45.7,7,5,3.11,0.3,2.74,-,-,-,-,-,11.85,0,0,83.98,0
98,臺北市,2017/02/15,士林,0.6,0.2,-,42.1,22,8,9.12,1.1,8.02,-,-,-,2.47,2.33,20.3,-,-,58.52,-
99,臺北市,2017/02/14,松山,1.8,0.42,432.36,36.7,33,17,27.69,5.4,22.29,1.949,0.119,1.83,2.19,1.68,16.74,-,-,53.55,-
100,臺北市,2017/02/14,古亭,1.4,0.32,-,47.4,21,18,15.42,2.41,13.01,1.948,0.077,1.871,3.38,3.1,17.27,-,-,52.79,-
101,臺北市,2017/02/14,中山,2.3,0.53,-,34.8,39,16,32.78,7.12,25.67,2.052,0.149,1.904,2.69,2.37,17.61,-,-,57.27,-
102,臺北市,2017/02/14,大同,3.4,0.73,-,-,51,13,55.4,23.24,32.16,2.195,0.188,2.007,-,-,-,-,-,-,-
103,臺北市,2017/02/14,萬華,2,0.42,-,36.4,37,16,29.11,4.54,24.57,-,-,-,3.2,2.99,17.57,-,-,51.94,-
104,臺北市,2017/02/14,陽明,3.6,0.18,415.93,55.2,17,13,2.8,0.26,2.49,-,-,-,-,-,9.07,0,0,80.47,0
105,臺北市,2017/02/14,士林,2.6,0.24,-,51.5,32,15,8.82,1.74,7.08,-,-,-,3.01,2.67,17.3,-,-,56.26,-
106,臺北市,2017/02/13,松山,1.9,0.38,430.3,35.1,37,16,23.54,4.12,19.42,1.919,0.097,1.821,1.97,1.46,16.34,-,-,59.7,-
107,臺北市,2017/02/13,古亭,1.4,0.3,-,42.2,24,-,13.47,2.59,10.88,1.974,0.066,1.909,2.92,2.87,16.45,-,-,62.58,-
108,臺北市,2017/02/13,中山,1.8,0.49,-,32.8,30,16,29.49,8.2,21.29,2.036,0.14,1.896,2.6,2.36,17.08,-,-,64.59,-
109,臺北市,2017/02/13,大同,2.8,0.83,-,-,51,13,60.03,29.57,30.46,2.248,0.251,1.997,-,-,-,-,-,-,-
110,臺北市,2017/02/13,萬華,1.7,0.41,-,33.9,32,14,25.77,4.92,20.85,-,-,-,2.58,2.46,17.03,-,-,58.94,-
111,臺北市,2017/02/13,陽明,1.9,0.18,415.69,52.2,19,13,1.76,0.36,1.3,-,-,-,-,-,8.5,0,0,88.98,0
112,臺北市,2017/02/13,士林,4.2,0.24,-,45.8,31,16,10.45,2.12,8.33,-,-,-,2.93,2.66,16.7,-,-,62.45,-
113,臺北市,2017/02/12,松山,1.1,0.31,428.24,33.4,30,13,18.49,2.44,16.05,1.908,0.079,1.829,1.53,1.02,14.42,-,-,58.5,-
114,臺北市,2017/02/12,古亭,1.8,0.25,-,38.6,19,-,12.97,2.41,10.56,1.974,0.067,1.907,2.73,2.52,14.25,-,-,62.4,-
115,臺北市,2017/02/12,中山,2.4,0.42,-,28.6,33,14,26.16,5.39,20.77,2.033,0.123,1.911,2.21,1.91,15.02,-,-,64.39,-
116,臺北市,2017/02/12,大同,3.9,0.74,-,-,47,12,63.05,31.78,31.27,2.221,0.213,2.008,-,-,-,-,-,-,-
117,臺北市,2017/02/12,萬華,1.6,0.36,-,28.3,31,13,25.77,4.15,21.63,-,-,-,2.17,1.92,15.14,-,-,57.22,-
118,臺北市,2017/02/12,陽明,1.5,0.15,414.97,46.8,15,7,1.56,0.38,1.08,-,-,-,-,-,6.88,0,0,88.06,0
119,臺北市,2017/02/12,士林,2,0.2,-,43.5,30,12,7.46,1.3,6.16,-,-,-,2.63,2.32,14.77,-,-,61.49,-
120,臺北市,2017/02/11,松山,1.8,0.36,430.46,40.3,43,20,17.16,1.71,15.45,1.907,0.074,1.833,1.98,1.59,12.54,-,-,50.97,-
121,臺北市,2017/02/11,古亭,2.7,0.36,-,39.5,36,-,17.88,2.66,15.22,2.02,0.096,1.924,2.31,2.11,12.38,-,-,55.46,-
122,臺北市,2017/02/11,中山,1.8,0.5,-,34,48,25,25.6,4.55,21.06,2.055,0.129,1.927,1.74,1.23,13.16,-,-,57.03,-
123,臺北市,2017/02/11,大同,2.3,0.59,-,-,63,19,37.76,14.19,23.57,2.127,0.139,1.988,-,-,-,-,-,-,-
124,臺北市,2017/02/11,萬華,2.6,0.39,-,36.9,48,22,21.53,2.5,19.03,-,-,-,2.45,2.2,13.14,-,-,49.82,-
125,臺北市,2017/02/11,陽明,-,-,-,-,26,16,-,-,-,-,-,-,-,-,-,0,0,-,0
126,臺北市,2017/02/11,士林,2.8,0.29,-,46.9,42,22,7.58,1.16,6.41,-,-,-,2.06,1.6,12.56,-,-,56.03,-
127,臺北市,2017/02/10,松山,3.3,0.46,431.85,46.7,63,42,14.7,1.95,12.75,1.904,0.072,1.831,2.26,1.68,11.9,-,-,51.05,-
128,臺北市,2017/02/10,古亭,2.9,0.48,-,43.4,53,44,18.86,2.55,16.32,2.038,0.103,1.936,2.14,1.51,11.9,-,-,54.47,-
129,臺北市,2017/02/10,中山,2.6,0.59,-,38.7,69,37,25.38,4.65,20.72,2.032,0.122,1.91,1.79,0.53,12.31,-,-,58.56,-
130,臺北市,2017/02/10,大同,3.1,0.78,-,-,79,41,49.83,23.54,26.29,2.174,0.178,1.996,-,-,-,-,-,-,-
131,臺北市,2017/02/10,萬華,3.2,0.51,-,41,70,45,22.51,3.66,18.85,-,-,-,2.13,1.67,12.4,-,-,50.49,-
132,臺北市,2017/02/10,陽明,3.1,0.39,422.26,52.1,44,38,3.85,0.49,3.3,-,-,-,-,-,2.91,0,0,88.1,0
133,臺北市,2017/02/10,士林,2.8,0.4,-,49.6,62,39,9.04,1.05,7.96,-,-,-,1.99,1.24,11.79,-,-,56.62,-
134,臺北市,2017/02/09,松山,1.2,0.42,432.28,34.1,26,17,13,1.74,11.26,1.91,0.075,1.835,1.79,1.31,12.18,-,-,64.76,-
135,臺北市,2017/02/09,古亭,2,0.47,-,29.8,25,21,18.19,2.71,15.48,2.055,0.114,1.941,1.85,0.89,11.92,-,-,71.57,-
136,臺北市,2017/02/09,中山,1.5,0.58,-,27.3,30,19,26.09,8.33,17.76,2.058,0.13,1.927,1.91,0.69,12.43,-,-,73.27,-
137,臺北市,2017/02/09,大同,2.8,0.74,-,-,44,13,43.09,21.34,21.75,2.204,0.187,2.017,-,-,-,-,-,-,-
138,臺北市,2017/02/09,萬華,-,-,-,-,35,23,-,-,-,-,-,-,1.74,-,-,-,-,-,-
139,臺北市,2017/02/09,陽明,1.6,0.34,422.55,41.1,20,17,3.13,0.54,2.56,-,-,-,-,-,3.43,1.3,4.29,98.15,45.89
140,臺北市,2017/02/09,士林,1.8,0.37,-,35.5,23,16,9.09,1.26,7.83,-,-,-,2.14,1.05,11.89,-,-,68.33,-
141,臺北市,2017/02/08,松山,2.9,0.56,435.83,22.5,35,15,37.53,11.62,25.91,2.056,0.195,1.862,1.54,1.14,18.22,-,-,74.24,-
142,臺北市,2017/02/08,古亭,2,0.46,-,27.5,31,17,25.81,5.3,20.51,2.075,0.167,1.907,1.89,1.5,18.06,-,-,75.93,-
143,臺北市,2017/02/08,中山,2.1,0.69,-,22.2,35,13,42.14,16.27,25.88,2.166,0.23,1.935,1.78,1.25,18.62,-,-,79.45,-
144,臺北市,2017/02/08,大同,3.3,1.24,-,-,54,11,59.66,33.45,26.21,2.425,0.405,2.02,-,-,-,-,-,-,-
145,臺北市,2017/02/08,萬華,2.6,0.51,-,26.2,36,12,26.69,5.84,20.85,-,-,-,1.81,1.52,18.6,-,-,74.39,-
146,臺北市,2017/02/08,陽明,1.6,0.15,412.4,42.3,11,5,3.55,0.52,2.95,-,-,-,-,-,11.35,2.07,4.52,96.1,47.47
147,臺北市,2017/02/08,士林,2,0.33,-,31.5,34,11,18.04,4.62,13.42,-,-,-,2.06,1.8,18.38,-,-,76.76,-
148,臺北市,2017/02/07,松山,1.8,0.34,421.94,36.2,45,20,20.71,3.99,16.72,1.88,0.083,1.796,2.6,2.01,17.93,-,-,60.69,-
149,臺北市,2017/02/07,古亭,1.2,0.34,-,39.8,43,19,16.21,2.74,13.47,1.964,0.079,1.884,3.6,3.29,18.02,-,-,62.39,-
150,臺北市,2017/02/07,中山,2.3,0.5,-,32.4,45,19,28.14,6.99,21.15,2.013,0.134,1.88,2.77,2.47,18.51,-,-,65.94,-
151,臺北市,2017/02/07,大同,3.2,0.63,-,-,-,16,42.86,18.95,23.91,2.134,0.171,1.962,-,-,-,-,-,-,-
152,臺北市,2017/02/07,萬華,1.2,0.36,-,35.4,51,21,21.92,3.95,17.97,-,-,-,3.73,3.4,18.5,-,-,60.34,-
153,臺北市,2017/02/07,陽明,2.8,0.18,413.68,48,23,14,2.82,0.26,2.49,-,-,-,-,-,9.29,0,0,92.62,0
154,臺北市,2017/02/07,士林,4.3,0.25,-,43.2,42,17,10.02,1.89,8.13,-,-,-,3.16,2.96,18.06,-,-,64.64,-
155,臺北市,2017/02/06,松山,3.4,0.48,425.79,39.5,65,35,18.16,2.67,15.48,1.928,0.081,1.847,2.81,2.21,18.08,-,-,61.88,-
156,臺北市,2017/02/06,古亭,2.3,0.47,-,44.1,60,37,14.92,2.5,12.41,2.011,0.082,1.928,3.88,3.5,18.12,-,-,64.19,-
157,臺北市,2017/02/06,中山,4.9,0.61,-,36.1,66,34,25.59,5.65,19.96,2.058,0.126,1.932,3.08,2.65,18.57,-,-,67.15,-
158,臺北市,2017/02/06,大同,4.5,0.73,-,-,79,34,38.38,14.66,23.72,2.159,0.156,2.002,-,-,-,-,-,-,-
159,臺北市,2017/02/06,萬華,4.4,0.5,-,39.9,62,37,20.65,3.78,16.88,-,-,-,3.93,3.62,18.57,-,-,61.71,-
160,臺北市,2017/02/06,陽明,2.1,0.36,421,52.8,38,30,1.97,0.3,1.59,-,-,-,-,-,9.31,0,0,94.26,0
161,臺北市,2017/02/06,士林,2.2,0.4,-,49.4,61,34,6.96,1.53,5.43,-,-,-,3.24,2.78,18.08,-,-,65.23,-
162,臺北市,2017/02/05,松山,1.9,0.52,430.73,26.3,44,23,22.57,6.43,16.15,1.979,0.113,1.866,2.2,1.74,19.2,-,-,78.01,-
163,臺北市,2017/02/05,古亭,2.3,0.55,-,22.8,40,31,24.83,6.06,18.77,2.127,0.148,1.979,1.97,1.56,19.29,-,-,79.8,-
164,臺北市,2017/02/05,中山,2.7,0.65,-,21.8,44,24,29.24,7.68,21.56,2.142,0.152,1.99,1.73,1.07,19.7,-,-,82.08,-
165,臺北市,2017/02/05,大同,2.6,0.81,-,-,59,22,39.05,16.43,22.62,2.259,0.189,2.071,-,-,-,-,-,-,-
166,臺北市,2017/02/05,萬華,-,0.58,-,21.9,43,27,28.34,8.16,20.18,-,-,-,2.03,1.63,19.8,-,-,77.46,-
167,臺北市,2017/02/05,陽明,1.3,0.29,418.28,36.1,10,7,3.93,0.65,3.26,-,-,-,-,-,12.81,1.17,3.92,91.61,106.9
168,臺北市,2017/02/05,士林,2.3,0.4,-,29.2,41,21,13.51,2.75,10.76,-,-,-,1.99,1.37,19.09,-,-,80,-
169,臺北市,2017/02/04,松山,2.3,0.8,450.52,13.4,40,19,45.91,15.59,30.32,2.325,0.286,2.04,1.14,0.77,19.97,-,-,75.69,-
170,臺北市,2017/02/04,古亭,2,0.74,-,15.1,35,28,39.76,10.41,29.34,2.305,0.276,2.028,1.04,0.79,19.86,-,-,77.8,-
171,臺北市,2017/02/04,中山,2.9,0.97,-,10.5,48,21,59.16,23.9,35.26,2.486,0.343,2.142,1.19,0.63,20.41,-,-,81.24,-
172,臺北市,2017/02/04,大同,3.8,1.38,-,-,65,23,68.62,33.08,35.54,2.734,0.455,2.279,-,-,-,-,-,-,-
