序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
28,臺北市,2008/03/27,萬華,4.8,0.91,-,44.0,87,81,47.0,45.66,8.3,37.35,-,-,-,-,21.58,-,50.05,86.0,-
29,臺北市,2008/03/27,陽明,3.6,0.26,385.19,67.4,78,42,26.0,5.94,1.36,4.58,-,-,-,-,16.41,-,46.19,71.0,-
30,臺北市,2008/03/27,士林,3.6,0.67,-,43.0,80,75,44.0,36.36,5.08,31.28,-,-,-,-,20.81,-,52.16,76.0,-
31,臺北市,2008/03/26,松山,6.0,0.76,412.75,31.0,57,86,55.0,40.86,6.23,34.63,2.376,0.304,2.07,-,20.95,-,63.18,68.0,-
32,臺北市,2008/03/26,古亭,6.1,0.83,-,31.3,57,89,59.0,45.71,11.4,34.31,2.264,0.29,1.98,-,20.94,-,65.76,70.0,-
33,臺北市,2008/03/26,中山,6.4,1.05,-,26.1,49,85,60.0,60.72,16.61,44.11,2.598,0.442,2.16,-,21.15,-,62.08,68.0,-
34,臺北市,2008/03/26,萬華,6.0,0.91,-,24.3,41,90,59.0,44.25,6.89,37.36,-,-,-,-,21.23,-,64.91,70.0,-
35,臺北市,2008/03/26,陽明,4.2,0.34,389.71,71.9,74,57,39.0,7.26,1.09,6.17,-,-,-,-,14.12,-,72.79,70.0,-
36,臺北市,2008/03/26,士林,3.6,0.72,-,40.1,70,85,53.0,34.62,6.45,28.17,-,-,-,-,20.86,-,63.0,68.0,-
37,臺北市,2008/03/25,松山,6.1,0.73,407.59,29.7,49,81,47.0,44.59,8.82,35.77,2.483,0.324,2.16,-,20.26,-,53.12,66.0,-
38,臺北市,2008/03/25,古亭,4.4,0.79,-,37.9,62,81,50.0,44.53,10.16,34.37,2.222,0.24,1.98,-,20.64,-,54.61,70.0,-
39,臺北市,2008/03/25,中山,5.6,1.0,-,28.8,53,90,53.0,61.62,16.63,44.99,2.572,0.391,2.18,-,20.93,-,50.49,70.0,-
40,臺北市,2008/03/25,萬華,5.6,0.88,-,42.6,72,83,54.0,38.36,4.23,34.12,-,-,-,-,20.91,-,54.5,79.0,-
41,臺北市,2008/03/25,陽明,4.5,0.32,396.38,65.4,71,49,30.0,6.52,1.27,5.25,-,-,-,-,14.43,-,55.84,74.0,-
42,臺北市,2008/03/25,士林,4.3,0.67,-,43.1,74,81,47.0,36.0,5.23,30.77,-,-,-,-,20.51,-,51.11,79.0,-
43,臺北市,2008/03/24,松山,8.2,0.77,408.27,32.7,53,113,60.0,42.81,4.73,38.09,2.295,0.244,2.05,-,18.36,-,57.07,82.0,-
44,臺北市,2008/03/24,古亭,5.2,0.64,-,51.6,55,120,63.0,27.7,4.08,23.61,2.042,0.139,1.9,-,19.16,-,54.45,85.0,-
45,臺北市,2008/03/24,中山,9.2,0.85,-,37.6,51,126,67.0,45.41,6.65,38.75,2.332,0.271,2.06,-,18.49,-,56.07,88.0,-
46,臺北市,2008/03/24,萬華,9.8,0.71,-,50.4,60,115,63.0,28.26,2.0,26.26,-,-,-,-,19.23,-,56.13,82.0,-
47,臺北市,2008/03/24,陽明,7.3,0.41,405.23,70.5,76,81,45.0,6.78,1.31,5.47,-,-,-,-,11.1,-,79.49,66.0,-
48,臺北市,2008/03/24,士林,9.1,0.5,-,65.6,71,114,58.0,15.87,1.27,14.6,-,-,-,-,19.15,-,52.21,82.0,-
49,臺北市,2008/03/23,松山,4.5,0.7,407.43,28.1,41,64,37.0,31.59,4.69,26.92,2.205,0.189,2.02,-,17.68,-,71.27,57.0,-
50,臺北市,2008/03/23,古亭,4.7,0.71,-,29.4,39,71,36.0,31.88,5.45,26.43,2.106,0.175,1.93,-,17.88,-,71.31,60.0,-
51,臺北市,2008/03/23,中山,5.7,0.83,-,26.7,39,74,41.0,42.78,8.79,33.99,2.307,0.246,2.06,-,17.32,-,71.15,62.0,-
52,臺北市,2008/03/23,萬華,6.5,0.82,-,29.2,41,65,37.0,31.62,3.64,27.98,-,-,-,-,18.21,-,72.37,58.0,-
53,臺北市,2008/03/23,陽明,4.3,0.42,408.66,55.1,73,68,23.0,5.6,1.5,4.1,-,-,-,-,11.54,-,69.27,63.0,-
54,臺北市,2008/03/23,士林,4.8,0.61,-,40.2,55,70,33.0,19.42,1.33,18.07,-,-,-,-,17.87,-,69.2,60.0,-
55,臺北市,2008/03/22,松山,8.6,0.93,423.94,22.1,45,101,62.0,47.01,6.99,40.02,2.53,0.38,2.15,-,22.53,-,69.09,76.0,-
56,臺北市,2008/03/22,古亭,6.6,0.91,-,22.1,48,92,59.0,45.5,9.49,36.01,2.329,0.317,2.01,-,22.34,-,71.5,71.0,-
57,臺北市,2008/03/22,中山,7.4,1.18,-,16.7,36,112,73.0,64.67,19.75,44.92,2.712,0.509,2.2,-,22.7,-,69.29,81.0,-
58,臺北市,2008/03/22,萬華,5.6,0.94,-,25.4,51,98,70.0,38.37,5.65,32.72,-,-,-,-,22.43,-,74.65,74.0,-
59,臺北市,2008/03/22,陽明,2.7,0.34,406.71,52.6,59,48,34.0,7.09,1.32,5.76,-,-,-,-,15.88,-,85.08,59.0,-
60,臺北市,2008/03/22,士林,5.2,0.78,-,22.8,49,96,60.0,38.03,4.89,33.14,-,-,-,-,21.96,-,74.2,73.0,-
61,臺北市,2008/03/21,松山,2.8,0.68,401.49,32.0,48,94,46.0,35.36,6.86,28.49,2.238,0.248,1.99,-,22.09,-,59.48,72.0,-
62,臺北市,2008/03/21,古亭,2.4,0.7,-,36.8,53,98,49.0,35.94,9.82,26.13,2.115,0.225,1.89,-,22.41,-,60.91,74.0,-
63,臺北市,2008/03/21,中山,3.6,0.91,-,31.6,51,120,52.0,49.95,15.22,34.73,2.326,0.345,1.98,-,22.39,-,59.01,85.0,-
64,臺北市,2008/03/21,萬華,4.4,0.76,-,40.3,61,97,52.0,31.88,5.1,26.76,-,-,-,-,22.52,-,62.97,74.0,-
65,臺北市,2008/03/21,陽明,2.7,0.3,399.45,57.5,63,63,37.0,5.37,1.13,4.24,-,-,-,-,14.79,-,83.11,58.0,-
66,臺北市,2008/03/21,士林,2.4,0.5,-,47.0,60,96,46.0,20.38,1.84,18.54,-,-,-,-,21.94,-,61.7,73.0,-
67,臺北市,2008/03/20,松山,2.7,0.48,394.27,39.6,44,107,47.0,25.16,3.51,21.65,2.085,0.148,1.94,-,18.94,-,60.63,78.0,-
68,臺北市,2008/03/20,古亭,2.1,0.47,-,42.5,49,102,50.0,24.03,5.51,18.52,1.963,0.121,1.84,-,19.22,-,62.09,76.0,-
69,臺北市,2008/03/20,中山,4.1,0.59,-,38.5,43,111,55.0,32.67,7.07,25.6,2.143,0.194,1.95,-,18.79,-,61.21,80.0,-
70,臺北市,2008/03/20,萬華,3.9,0.5,-,45.2,50,102,52.0,20.68,2.02,18.64,-,-,-,-,19.31,-,63.52,76.0,-
71,臺北市,2008/03/20,陽明,2.9,0.26,397.92,57.6,59,73,39.0,4.34,1.49,2.85,-,-,-,-,10.83,-,86.54,62.0,-
72,臺北市,2008/03/20,士林,3.0,0.34,-,55.9,58,107,48.0,10.89,2.0,8.89,-,-,-,-,19.04,-,60.0,78.0,-
73,臺北市,2008/03/19,松山,2.6,0.68,407.71,29.2,42,50,35.0,38.25,10.87,27.38,2.328,0.284,2.04,-,18.68,-,76.5,50.0,-
74,臺北市,2008/03/19,古亭,2.9,0.72,-,21.9,36,52,35.0,40.68,12.65,28.03,2.193,0.257,1.94,-,18.68,-,78.99,51.0,-
75,臺北市,2008/03/19,中山,3.7,1.0,-,19.7,34,59,38.0,61.39,25.63,35.77,2.621,0.44,2.18,-,18.3,-,78.27,54.0,-
76,臺北市,2008/03/19,萬華,5.1,0.96,-,23.7,42,56,40.0,47.64,18.46,29.18,-,-,-,-,18.93,-,80.85,53.0,-
77,臺北市,2008/03/19,陽明,2.3,0.31,399.15,52.0,60,21,16.0,3.48,0.69,2.77,-,-,-,-,11.85,-,88.6,52.0,-
78,臺北市,2008/03/19,士林,2.7,0.55,-,34.1,54,52,32.0,24.45,5.31,19.15,-,-,-,-,18.76,-,75.05,51.0,-
79,臺北市,2008/03/18,松山,7.1,1.13,427.24,8.9,15,69,49.0,77.64,31.29,46.34,2.81,0.618,2.19,-,20.33,-,84.63,60.0,-
80,臺北市,2008/03/18,古亭,7.4,1.31,-,6.2,10,76,55.0,86.64,39.58,47.06,2.871,0.725,2.15,-,20.18,-,87.56,63.0,-
81,臺北市,2008/03/18,中山,8.9,1.48,-,6.6,10,77,59.0,98.85,50.74,48.11,3.066,0.762,2.3,-,19.57,-,86.54,64.0,-
82,臺北市,2008/03/18,萬華,9.1,1.31,-,7.1,13,70,57.0,77.5,33.09,44.41,-,-,-,-,20.3,-,89.58,60.0,-
83,臺北市,2008/03/18,陽明,1.7,0.3,398.9,45.7,50,21,17.0,4.88,0.63,4.25,-,-,-,-,16.36,-,88.13,46.0,-
84,臺北市,2008/03/18,士林,5.7,0.83,-,9.2,16,63,44.0,53.66,15.59,38.07,-,-,-,-,19.86,-,86.75,56.0,-
85,臺北市,2008/03/17,松山,6.1,0.73,408.81,15.4,23,70,44.0,47.82,11.86,35.97,2.317,0.301,2.02,-,19.77,-,79.75,60.0,-
86,臺北市,2008/03/17,古亭,6.4,0.81,-,18.3,30,82,52.0,46.02,10.39,35.64,2.329,0.345,1.98,-,19.97,-,80.61,66.0,-
87,臺北市,2008/03/17,中山,3.4,0.96,-,19.0,25,72,43.0,54.52,19.89,34.63,2.465,0.398,2.07,-,19.63,-,78.35,61.0,-
88,臺北市,2008/03/17,萬華,4.1,0.82,-,21.7,34,67,47.0,41.65,10.15,31.51,-,-,-,-,19.74,-,83.19,58.0,-
89,臺北市,2008/03/17,陽明,1.8,0.35,398.08,49.0,53,28,22.0,4.11,0.38,3.75,-,-,-,-,15.92,-,83.15,51.0,-
90,臺北市,2008/03/17,士林,2.1,0.5,-,27.0,37,61,35.0,25.25,3.53,21.72,-,-,-,-,19.24,-,82.04,56.0,-
91,臺北市,2008/03/16,松山,4.1,0.77,414.74,25.6,52,70,42.0,42.33,6.48,35.85,2.432,0.282,2.15,-,21.11,-,72.57,60.0,-
92,臺北市,2008/03/16,古亭,4.1,0.86,-,24.5,52,74,44.0,43.73,10.47,33.26,2.328,0.315,2.01,-,20.98,-,74.53,62.0,-
93,臺北市,2008/03/16,中山,4.3,0.95,-,21.9,43,72,44.0,51.3,14.25,37.04,2.507,0.359,2.15,-,21.16,-,71.4,61.0,-
94,臺北市,2008/03/16,萬華,3.7,0.86,-,25.0,50,73,44.0,41.69,10.85,30.85,-,-,-,-,20.77,-,78.18,62.0,-
95,臺北市,2008/03/16,陽明,3.4,0.37,399.98,56.8,67,37,26.0,7.22,0.8,6.36,-,-,-,-,15.74,-,85.0,63.0,-
96,臺北市,2008/03/16,士林,3.1,0.62,-,29.8,51,66,37.0,31.59,5.21,26.39,-,-,-,-,20.48,-,76.33,58.0,-
97,臺北市,2008/03/15,松山,5.7,0.5,400.08,29.8,40,74,34.0,31.42,4.15,27.27,2.113,0.164,1.95,-,19.4,-,66.33,62.0,-
98,臺北市,2008/03/15,古亭,3.2,0.53,-,36.1,49,80,36.0,29.48,5.71,23.77,2.0,0.145,1.86,-,19.74,-,66.47,65.0,-
99,臺北市,2008/03/15,中山,5.1,0.58,-,33.6,41,84,37.0,34.23,6.93,27.31,2.137,0.187,1.95,-,19.65,-,64.34,67.0,-
100,臺北市,2008/03/15,萬華,7.5,0.51,-,38.1,44,71,36.0,24.91,2.66,22.25,-,-,-,-,19.86,-,68.3,60.0,-
101,臺北市,2008/03/15,陽明,1.7,0.24,393.44,54.5,61,41,23.0,3.15,0.76,2.36,-,-,-,-,12.66,-,86.17,56.0,-
102,臺北市,2008/03/15,士林,2.7,0.34,-,51.3,59,71,31.0,12.1,1.42,10.68,-,-,-,-,20.15,-,62.7,60.0,-
103,臺北市,2008/03/14,松山,4.7,0.66,403.6,30.0,38,82,58.0,29.48,3.26,26.22,2.15,0.197,1.95,-,17.68,-,81.08,66.0,-
104,臺北市,2008/03/14,古亭,4.8,0.74,-,26.8,33,92,70.0,36.9,7.78,29.12,2.096,0.206,1.89,-,17.65,-,84.21,71.0,-
105,臺北市,2008/03/14,中山,4.3,0.88,-,25.3,31,84,61.0,43.63,10.37,33.26,2.277,0.286,1.99,-,17.5,-,79.97,67.0,-
106,臺北市,2008/03/14,萬華,7.0,0.78,-,30.5,36,78,62.0,30.54,4.02,26.52,-,-,-,-,17.98,-,84.28,64.0,-
107,臺北市,2008/03/14,陽明,2.6,0.42,401.96,53.6,67,16,11.0,5.73,0.75,4.94,-,-,-,-,11.01,-,91.02,57.0,-
108,臺北市,2008/03/14,士林,3.1,0.57,-,36.4,59,75,58.0,22.32,2.51,19.79,-,-,-,-,17.69,-,81.69,62.0,-
109,臺北市,2008/03/13,松山,6.9,0.85,415.73,25.4,49,73,46.0,51.53,13.3,38.23,2.55,0.453,2.1,-,22.52,-,68.16,62.0,-
110,臺北市,2008/03/13,古亭,6.2,1.06,-,25.6,49,78,55.0,58.11,19.63,38.49,2.612,0.568,2.04,-,22.55,-,69.68,69.0,-
111,臺北市,2008/03/13,中山,6.5,1.15,-,23.3,35,71,44.0,68.25,26.3,41.95,2.706,0.561,2.14,-,22.36,-,69.09,60.0,-
112,臺北市,2008/03/13,萬華,6.6,1.04,-,26.4,53,79,54.0,51.76,16.04,35.72,-,-,-,-,22.38,-,73.02,71.0,-
113,臺北市,2008/03/13,陽明,2.8,0.3,397.6,57.2,68,30,24.0,6.73,1.36,5.37,-,-,-,-,15.79,-,81.91,68.0,-
114,臺北市,2008/03/13,士林,5.1,0.73,-,27.8,44,77,47.0,40.01,10.54,29.48,-,-,-,-,22.0,-,71.93,64.0,-
115,臺北市,2008/03/12,松山,4.2,0.56,398.33,25.1,37,43,23.0,32.79,5.79,27.0,2.141,0.198,1.94,-,22.51,-,71.42,43.0,-
116,臺北市,2008/03/12,古亭,2.8,0.54,-,33.9,43,38,22.0,27.99,6.38,21.6,1.98,0.142,1.84,-,23.1,-,69.68,41.0,-
117,臺北市,2008/03/12,中山,3.7,0.68,-,27.3,38,47,20.0,38.77,10.03,28.75,2.202,0.242,1.96,-,22.79,-,68.87,47.0,-
118,臺北市,2008/03/12,萬華,4.5,0.57,-,35.6,47,32,24.0,23.27,3.15,20.12,-,-,-,-,23.18,-,71.76,44.0,-
119,臺北市,2008/03/12,陽明,1.8,0.23,390.96,52.4,54,16,15.0,3.45,1.53,1.91,-,-,-,-,15.31,-,88.7,47.0,-
120,臺北市,2008/03/12,士林,2.5,0.36,-,45.1,49,39,19.0,13.32,1.75,11.57,-,-,-,-,23.05,-,67.33,46.0,-
121,臺北市,2008/03/11,松山,4.2,0.56,401.44,27.2,37,38,23.0,34.86,6.92,27.92,2.164,0.202,1.96,-,20.68,-,80.48,38.0,-
122,臺北市,2008/03/11,古亭,4.5,0.72,-,23.5,37,42,27.0,43.39,13.14,30.25,2.174,0.235,1.94,-,20.83,-,80.88,42.0,-
123,臺北市,2008/03/11,中山,3.8,0.91,-,21.1,38,51,26.0,52.42,17.89,34.53,2.459,0.368,2.09,-,20.58,-,77.15,50.0,-
124,臺北市,2008/03/11,萬華,5.7,0.81,-,27.2,46,56,30.0,38.19,10.48,27.71,-,-,-,-,20.83,-,82.11,53.0,-
125,臺北市,2008/03/11,陽明,0.9,0.19,388.25,57.3,58,14,13.0,2.91,1.61,1.3,-,-,-,-,14.59,-,88.99,50.0,-
126,臺北市,2008/03/11,士林,2.3,0.65,-,31.0,50,51,24.0,33.59,11.84,21.75,-,-,-,-,20.53,-,76.38,50.0,-
127,臺北市,2008/03/10,松山,4.3,0.67,406.17,25.8,41,53,39.0,44.32,8.07,36.24,2.184,0.231,1.95,-,17.65,-,86.86,52.0,-
128,臺北市,2008/03/10,古亭,4.2,0.65,-,34.3,50,52,41.0,35.24,7.63,27.61,2.03,0.168,1.86,-,17.79,-,87.27,51.0,-
129,臺北市,2008/03/10,中山,2.7,0.8,-,29.8,48,56,37.0,43.96,9.47,34.49,2.267,0.283,1.98,-,17.23,-,85.73,53.0,-
130,臺北市,2008/03/10,萬華,6.5,0.72,-,34.1,47,48,41.0,31.39,3.88,27.51,-,-,-,-,18.19,-,87.88,50.0,-
131,臺北市,2008/03/10,陽明,1.6,0.31,395.79,60.1,63,7,7.0,3.85,1.37,2.47,-,-,-,-,12.16,-,91.53,54.0,-
132,臺北市,2008/03/10,士林,2.4,0.63,-,41.1,56,49,32.0,25.91,4.85,21.05,-,-,-,-,18.3,-,80.18,51.0,-
133,臺北市,2008/03/09,松山,3.1,0.61,403.89,25.9,36,75,42.0,32.65,4.44,28.21,2.18,0.188,1.99,-,17.95,-,78.13,62.0,-
134,臺北市,2008/03/09,古亭,2.8,0.55,-,33.9,44,72,48.0,26.45,5.17,21.28,2.087,0.164,1.92,-,18.04,-,78.99,61.0,-
135,臺北市,2008/03/09,中山,2.3,0.61,-,32.8,43,69,46.0,30.78,6.61,24.17,2.197,0.202,2.0,-,17.83,-,76.27,60.0,-
136,臺北市,2008/03/09,萬華,2.7,0.58,-,35.4,44,68,43.0,23.3,1.61,21.69,-,-,-,-,17.85,-,82.24,59.0,-
137,臺北市,2008/03/09,陽明,1.3,0.3,395.99,57.9,63,10,8.0,4.32,1.67,2.65,-,-,-,-,11.56,-,91.99,54.0,-
138,臺北市,2008/03/09,士林,2.1,0.47,-,39.9,56,65,36.0,17.48,2.4,15.08,-,-,-,-,17.97,-,77.44,58.0,-
139,臺北市,2008/03/08,松山,3.6,0.62,402.58,31.0,41,67,36.0,33.44,4.65,28.79,2.197,0.234,1.96,-,18.11,-,78.18,58.0,-
140,臺北市,2008/03/08,古亭,3.3,0.62,-,33.1,40,71,40.0,33.98,7.4,26.57,2.165,0.254,1.91,-,17.93,-,79.28,60.0,-
141,臺北市,2008/03/08,中山,3.5,0.68,-,32.9,40,81,39.0,38.12,8.84,29.29,2.249,0.275,1.97,-,18.06,-,76.39,66.0,-
142,臺北市,2008/03/08,萬華,4.7,0.58,-,37.1,44,63,37.0,26.27,1.53,24.73,-,-,-,-,17.37,-,82.41,56.0,-
143,臺北市,2008/03/08,陽明,2.0,0.28,394.52,55.2,61,17,14.0,5.08,1.95,3.11,-,-,-,-,12.64,-,90.24,56.0,-
144,臺北市,2008/03/08,士林,2.4,0.39,-,44.0,50,63,28.0,17.72,1.6,16.08,-,-,-,-,17.84,-,77.65,56.0,-
145,臺北市,2008/03/07,松山,3.4,0.51,401.19,29.2,39,53,30.0,32.59,7.93,24.66,2.186,0.189,2.0,-,18.62,-,69.46,52.0,-
146,臺北市,2008/03/07,古亭,3.0,0.61,-,29.7,37,58,34.0,38.71,12.44,26.27,2.085,0.196,1.89,-,19.18,-,67.59,54.0,-
147,臺北市,2008/03/07,中山,4.6,0.66,-,28.2,32,57,36.0,42.32,11.28,31.04,2.22,0.256,1.96,-,18.98,-,65.92,54.0,-
148,臺北市,2008/03/07,萬華,4.5,0.61,-,33.1,42,50,33.0,29.4,5.32,24.08,-,-,-,-,18.77,-,70.22,50.0,-
149,臺北市,2008/03/07,陽明,2.8,0.21,394.75,55.3,60,23,17.0,3.6,0.74,2.84,-,-,-,-,11.92,-,85.11,55.0,-
150,臺北市,2008/03/07,士林,2.1,0.32,-,51.0,54,50,28.0,11.14,1.23,9.9,-,-,-,-,19.55,-,63.17,50.0,-
151,臺北市,2008/03/06,松山,3.1,0.56,401.59,28.3,42,56,30.0,39.5,9.46,30.04,2.223,0.21,2.01,-,18.51,-,55.06,53.0,-
152,臺北市,2008/03/06,古亭,3.3,0.51,-,37.5,46,58,35.0,29.35,6.44,22.91,2.004,0.138,1.87,-,19.1,-,54.12,54.0,-
153,臺北市,2008/03/06,中山,3.7,0.66,-,29.5,36,63,33.0,41.42,10.29,31.12,2.201,0.251,1.95,-,18.77,-,53.74,56.0,-
154,臺北市,2008/03/06,萬華,4.0,0.63,-,37.0,49,52,37.0,30.17,4.77,25.4,-,-,-,-,18.62,-,56.77,53.0,-
155,臺北市,2008/03/06,陽明,3.4,0.22,393.93,54.1,55,32,22.0,3.91,1.01,2.9,-,-,-,-,10.92,-,79.28,49.0,-
156,臺北市,2008/03/06,士林,2.8,0.34,-,49.7,54,55,28.0,14.01,1.49,12.52,-,-,-,-,18.93,-,54.08,52.0,-
157,臺北市,2008/03/05,松山,5.9,0.56,398.5,26.2,38,68,32.0,39.81,7.9,31.91,2.216,0.225,1.99,-,15.84,-,50.86,59.0,-
158,臺北市,2008/03/05,古亭,4.6,0.44,-,42.8,49,62,30.0,24.26,4.76,19.5,1.986,0.122,1.86,-,16.41,-,49.09,56.0,-
159,臺北市,2008/03/05,中山,5.6,0.69,-,26.9,37,66,35.0,46.26,12.54,33.73,2.278,0.274,2.0,-,15.54,-,51.3,58.0,-
160,臺北市,2008/03/05,萬華,5.4,0.51,-,43.4,48,58,32.0,22.92,2.74,20.19,-,-,-,-,16.13,-,51.04,54.0,-
161,臺北市,2008/03/05,陽明,6.1,0.23,397.9,54.6,58,35,21.0,6.14,1.43,4.72,-,-,-,-,8.06,-,76.76,51.0,-
162,臺北市,2008/03/05,士林,5.0,0.34,-,51.8,54,57,27.0,15.81,1.45,14.35,-,-,-,-,15.98,-,50.25,54.0,-
163,臺北市,2008/03/04,松山,11.5,0.6,400.43,28.6,50,115,48.0,44.15,8.44,35.71,2.211,0.223,1.99,-,15.9,-,49.8,82.0,-
164,臺北市,2008/03/04,古亭,7.7,0.53,-,48.1,54,116,50.0,28.23,5.29,22.94,2.016,0.134,1.88,-,16.65,-,46.47,83.0,-
165,臺北市,2008/03/04,中山,7.7,0.74,-,37.1,51,109,50.0,44.16,10.07,34.09,2.276,0.271,2.01,-,16.13,-,47.49,80.0,-
166,臺北市,2008/03/04,萬華,9.7,0.59,-,47.3,62,107,51.0,27.26,3.96,23.3,-,-,-,-,16.24,-,49.59,78.0,-
167,臺北市,2008/03/04,陽明,6.7,0.3,397.1,64.2,72,73,34.0,5.19,1.27,3.92,-,-,-,-,8.23,-,73.47,63.0,-
