序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
83,臺北市,2007/11/17,陽明,2.9,0.21,385.67,41.9,44,24,24.0,3.83,1.84,1.98,-,-,-,-,17.15,-,92.19,38.0,-
84,臺北市,2007/11/17,士林,2.7,0.36,-,38.6,42,56,34.0,12.42,1.09,11.33,-,-,-,-,24.92,-,66.4,53.0,-
85,臺北市,2007/11/16,松山,4.0,0.51,389.05,-,-,42,26.0,36.12,8.42,27.69,2.088,0.156,1.93,-,23.5,-,74.28,42.0,-
86,臺北市,2007/11/16,古亭,4.5,0.56,-,22.6,30,46,26.0,34.07,10.54,23.52,2.033,0.155,1.88,-,23.94,-,73.68,46.0,-
87,臺北市,2007/11/16,中山,5.0,0.66,-,20.7,26,44,30.0,39.37,11.13,28.24,2.245,0.256,1.99,-,24.13,-,70.11,44.0,-
88,臺北市,2007/11/16,萬華,3.6,0.55,-,25.2,32,39,27.0,32.4,7.93,24.47,-,-,-,-,24.21,-,70.54,39.0,-
89,臺北市,2007/11/16,陽明,3.0,0.18,386.56,40.4,43,14,17.0,3.74,1.51,2.24,-,-,-,-,16.69,-,93.74,37.0,-
90,臺北市,2007/11/16,士林,2.7,0.31,-,36.8,40,43,23.0,11.94,1.91,10.03,-,-,-,-,24.23,-,68.38,43.0,-
91,臺北市,2007/11/15,松山,3.2,0.51,389.76,-,-,46,29.0,39.33,7.83,31.5,2.05,0.106,1.94,-,23.56,-,70.42,46.0,-
92,臺北市,2007/11/15,古亭,3.1,0.51,-,24.4,29,43,28.0,31.62,8.61,23.01,2.029,0.158,1.87,-,23.95,-,70.07,43.0,-
93,臺北市,2007/11/15,中山,3.5,0.64,-,21.4,27,44,29.0,38.3,10.22,28.08,2.252,0.241,2.01,-,23.59,-,69.28,44.0,-
94,臺北市,2007/11/15,萬華,2.4,0.56,-,26.4,32,43,27.0,29.12,4.94,24.16,-,-,-,-,24.04,-,68.18,43.0,-
95,臺北市,2007/11/15,陽明,3.8,0.19,389.24,40.7,44,16,15.0,5.42,1.89,3.51,-,-,-,-,16.02,-,94.72,38.0,-
96,臺北市,2007/11/15,士林,5.2,0.29,-,38.1,43,48,24.0,12.98,2.32,10.65,-,-,-,-,23.94,-,66.51,48.0,-
97,臺北市,2007/11/14,松山,4.6,0.51,-,-,-,40,21.0,38.21,7.89,30.31,2.174,0.218,1.96,-,22.43,-,70.1,40.0,-
98,臺北市,2007/11/14,古亭,3.2,0.47,-,25.7,27,45,22.0,31.52,8.44,23.08,2.018,0.157,1.86,-,23.02,-,68.9,45.0,-
99,臺北市,2007/11/14,中山,7.9,0.59,-,18.8,25,42,26.0,41.78,11.37,30.41,2.321,0.317,2.0,-,22.94,-,66.97,42.0,-
100,臺北市,2007/11/14,萬華,3.9,0.51,-,27.5,35,38,22.0,28.78,4.57,24.21,-,-,-,-,23.05,-,67.06,38.0,-
101,臺北市,2007/11/14,陽明,1.6,0.16,386.44,44.7,45,15,13.0,2.6,1.43,1.15,-,-,-,-,14.98,-,93.62,39.0,-
102,臺北市,2007/11/14,士林,5.4,0.26,-,38.2,40,44,20.0,12.9,1.93,10.97,-,-,-,-,23.1,-,64.14,44.0,-
103,臺北市,2007/11/13,松山,5.2,0.51,393.72,17.6,31,49,23.0,38.64,10.0,28.65,2.18,0.241,1.94,-,20.97,-,68.93,49.0,-
104,臺北市,2007/11/13,古亭,3.6,0.49,-,24.7,30,49,25.0,34.47,10.15,24.32,2.029,0.173,1.86,-,21.71,-,67.66,49.0,-
105,臺北市,2007/11/13,中山,9.2,0.56,-,18.1,24,47,24.0,43.22,12.33,30.89,2.222,0.26,1.96,-,21.68,-,64.9,47.0,-
106,臺北市,2007/11/13,萬華,4.4,0.49,-,27.3,36,43,22.0,28.99,5.24,23.75,-,-,-,-,21.77,-,65.26,43.0,-
107,臺北市,2007/11/13,陽明,1.0,0.15,387.09,46.1,47,18,14.0,2.56,1.79,0.76,-,-,-,-,13.65,-,91.82,40.0,-
108,臺北市,2007/11/13,士林,3.7,0.26,-,39.4,41,44,20.0,11.77,2.11,9.67,-,-,-,-,21.86,-,61.48,44.0,-
109,臺北市,2007/11/12,松山,3.5,0.41,389.51,27.4,34,53,23.0,25.87,4.96,20.91,2.079,0.162,1.92,-,20.55,-,60.02,52.0,-
110,臺北市,2007/11/12,古亭,2.6,0.37,-,32.5,36,54,24.0,23.33,6.18,17.15,1.968,0.106,1.86,-,20.88,-,60.83,52.0,-
111,臺北市,2007/11/12,中山,4.4,0.54,-,25.6,35,52,26.0,36.16,10.71,25.45,2.2,0.236,1.96,-,21.14,-,57.6,51.0,-
112,臺北市,2007/11/12,萬華,2.1,0.5,-,32.4,38,47,26.0,25.8,5.55,20.24,-,-,-,-,21.07,-,57.81,47.0,-
113,臺北市,2007/11/12,陽明,1.2,0.14,388.28,46.5,47,26,18.0,2.51,1.49,1.02,-,-,-,-,12.66,-,88.03,41.0,-
114,臺北市,2007/11/12,士林,2.2,0.25,-,41.6,46,54,19.0,9.31,1.53,7.77,-,-,-,-,20.82,-,57.39,52.0,-
115,臺北市,2007/11/11,松山,3.1,0.41,389.46,34.0,46,66,38.0,21.56,3.26,18.31,2.031,0.114,1.92,-,20.54,-,65.9,58.0,-
116,臺北市,2007/11/11,古亭,3.1,0.43,-,34.1,43,67,39.0,24.28,4.43,19.85,1.97,0.093,1.88,-,20.54,-,68.68,58.0,-
117,臺北市,2007/11/11,中山,3.0,0.52,-,32.8,42,62,41.0,26.92,5.12,21.8,2.14,0.17,1.97,-,20.65,-,65.07,56.0,-
118,臺北市,2007/11/11,萬華,2.3,0.49,-,35.1,48,63,37.0,27.1,5.36,21.74,-,-,-,-,20.83,-,64.59,56.0,-
119,臺北市,2007/11/11,陽明,1.7,0.21,388.12,50.5,55,36,25.0,2.84,1.48,1.36,-,-,-,-,12.66,-,92.15,49.0,-
120,臺北市,2007/11/11,士林,1.8,0.29,-,48.1,53,62,26.0,6.67,1.01,5.67,-,-,-,-,20.95,-,61.73,56.0,-
121,臺北市,2007/11/10,松山,3.1,0.44,390.06,37.9,47,66,38.0,20.13,2.19,17.92,2.053,0.128,1.93,-,21.11,-,73.98,58.0,-
122,臺北市,2007/11/10,古亭,2.4,0.55,-,31.2,40,75,43.0,31.88,5.84,26.04,2.023,0.136,1.89,-,20.93,-,78.22,62.0,-
123,臺北市,2007/11/10,中山,2.6,0.61,-,32.8,38,71,44.0,30.48,5.29,25.19,2.181,0.211,1.97,-,21.32,-,70.98,60.0,-
124,臺北市,2007/11/10,萬華,2.0,0.63,-,34.6,45,72,40.0,33.86,7.36,26.48,-,-,-,-,21.36,-,72.49,61.0,-
125,臺北市,2007/11/10,陽明,1.3,0.24,389.17,54.6,56,37,27.0,2.19,0.96,1.23,-,-,-,-,13.87,-,93.9,49.0,-
126,臺北市,2007/11/10,士林,2.6,0.33,-,51.7,52,72,32.0,7.26,0.94,6.32,-,-,-,-,21.71,-,67.38,61.0,-
127,臺北市,2007/11/09,松山,2.9,0.49,391.03,27.2,34,34,24.0,32.17,5.12,27.05,2.17,0.244,1.93,-,20.49,-,84.69,41.0,-
128,臺北市,2007/11/09,古亭,2.1,0.57,-,26.6,35,43,25.0,36.22,8.72,27.5,2.055,0.177,1.88,-,20.75,-,84.8,43.0,-
129,臺北市,2007/11/09,中山,2.8,0.75,-,21.8,30,43,24.0,46.08,11.58,34.5,2.326,0.326,2.0,-,21.1,-,79.68,43.0,-
130,臺北市,2007/11/09,萬華,1.9,0.73,-,26.9,35,37,21.0,39.96,9.27,30.69,-,-,-,-,21.09,-,80.36,37.0,-
131,臺北市,2007/11/09,陽明,1.2,0.15,386.02,50.6,56,14,11.0,2.36,1.21,1.14,-,-,-,-,14.66,-,95.26,50.0,-
132,臺北市,2007/11/09,士林,2.2,0.35,-,38.5,49,42,20.0,17.29,2.46,14.82,-,-,-,-,21.57,-,74.7,48.0,-
133,臺北市,2007/11/08,松山,3.2,0.39,389.41,21.4,26,14,14.0,28.97,5.8,23.17,2.088,0.189,1.9,-,21.51,-,89.94,27.0,-
134,臺北市,2007/11/08,古亭,2.7,0.56,-,19.2,27,27,13.0,36.81,11.12,25.69,2.027,0.172,1.86,-,21.6,-,92.01,27.0,-
135,臺北市,2007/11/08,中山,2.4,0.68,-,17.3,26,23,16.0,40.65,12.24,28.41,2.258,0.296,1.96,-,21.8,-,87.23,26.0,-
136,臺北市,2007/11/08,萬華,2.6,0.63,-,20.5,26,21,11.0,32.57,6.24,26.33,-,-,-,-,21.98,-,87.18,27.0,-
137,臺北市,2007/11/08,陽明,0.7,0.12,382.24,42.1,44,5,3.0,1.86,0.91,0.94,-,-,-,-,16.4,-,95.93,38.0,-
138,臺北市,2007/11/08,士林,2.3,0.44,-,23.7,28,29,15.0,23.36,4.76,18.59,-,-,-,-,22.34,-,81.85,35.0,-
139,臺北市,2007/11/07,松山,3.8,0.44,390.89,18.0,28,27,14.0,33.17,8.17,25.0,2.122,0.2,1.92,-,21.35,-,88.52,28.0,-
140,臺北市,2007/11/07,古亭,2.8,0.45,-,22.6,30,32,15.0,27.49,7.27,20.22,1.977,0.123,1.85,-,21.45,-,89.7,32.0,-
141,臺北市,2007/11/07,中山,3.8,0.59,-,17.8,26,37,17.0,36.86,9.96,26.9,2.212,0.243,1.97,-,21.42,-,87.38,37.0,-
142,臺北市,2007/11/07,萬華,3.1,0.58,-,20.2,31,27,15.0,31.08,6.48,24.6,-,-,-,-,21.71,-,85.88,31.0,-
143,臺北市,2007/11/07,陽明,1.3,0.14,383.47,41.1,42,6,4.0,3.02,1.63,1.39,-,-,-,-,15.96,-,96.09,36.0,-
144,臺北市,2007/11/07,士林,1.6,0.28,-,32.9,36,32,12.0,11.73,2.23,9.5,-,-,-,-,22.13,-,80.29,33.0,-
145,臺北市,2007/11/06,松山,1.9,0.37,388.96,21.6,30,16,13.0,28.38,5.98,22.38,2.06,0.146,1.92,-,21.08,-,87.88,30.0,-
146,臺北市,2007/11/06,古亭,1.7,0.59,-,16.3,19,27,16.0,41.2,12.69,28.51,2.116,0.204,1.91,-,20.88,-,92.88,27.0,-
147,臺北市,2007/11/06,中山,2.6,0.82,-,11.1,15,25,31.0,53.52,19.0,34.52,2.436,0.361,2.07,-,20.81,-,89.92,25.0,-
148,臺北市,2007/11/06,萬華,2.0,0.76,-,15.9,18,-,12.0,41.29,10.48,30.81,-,-,-,-,21.01,-,89.36,22.0,-
149,臺北市,2007/11/06,陽明,1.3,0.14,382.79,41.9,43,5,4.0,2.07,0.85,1.21,-,-,-,-,15.72,-,95.28,36.0,-
150,臺北市,2007/11/06,士林,2.2,0.49,-,21.7,33,26,13.0,28.23,6.35,21.87,-,-,-,-,20.89,-,87.35,31.0,-
151,臺北市,2007/11/05,松山,1.3,0.45,390.13,29.9,38,11,10.0,30.66,5.34,25.32,2.053,0.167,1.89,-,21.17,-,88.69,40.0,-
152,臺北市,2007/11/05,古亭,1.9,0.68,-,21.5,31,24,12.0,41.48,12.36,29.12,2.135,0.222,1.91,-,21.2,-,91.49,35.0,-
153,臺北市,2007/11/05,中山,2.8,0.9,-,18.5,28,26,-,49.18,16.0,33.18,2.489,0.417,2.07,-,22.06,-,86.98,29.0,-
154,臺北市,2007/11/05,萬華,2.5,0.98,-,17.6,29,-,12.0,46.79,13.89,32.9,-,-,-,-,21.33,-,88.13,32.0,-
155,臺北市,2007/11/05,陽明,1.2,0.18,383.99,46.7,49,5,3.0,2.32,1.1,1.22,-,-,-,-,16.14,-,94.86,42.0,-
156,臺北市,2007/11/05,士林,1.7,0.56,-,26.7,32,31,13.0,25.16,3.66,21.48,-,-,-,-,21.77,-,81.43,38.0,-
157,臺北市,2007/11/04,松山,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,25.0,-
158,臺北市,2007/11/04,古亭,3.3,0.39,-,26.9,33,51,28.0,25.93,5.29,20.64,1.96,0.092,1.87,-,20.59,-,79.1,50.0,-
159,臺北市,2007/11/04,中山,2.6,0.49,-,24.9,34,52,-,28.21,4.67,23.54,2.151,0.193,1.96,-,21.77,-,74.53,51.0,-
160,臺北市,2007/11/04,萬華,3.3,0.48,-,26.5,36,47,25.0,26.67,4.1,22.57,-,-,-,-,20.83,-,74.37,47.0,-
161,臺北市,2007/11/04,陽明,1.1,0.16,384.1,44.7,45,19,13.0,2.25,1.28,0.97,-,-,-,-,13.85,-,93.81,39.0,-
162,臺北市,2007/11/04,士林,2.2,0.26,-,39.9,45,48,21.0,8.56,0.77,7.77,-,-,-,-,21.3,-,67.69,48.0,-
163,臺北市,2007/11/03,松山,3.3,0.41,388.8,29.7,35,50,26.0,24.86,3.15,21.71,2.045,0.151,1.89,-,20.42,-,67.63,50.0,-
164,臺北市,2007/11/03,古亭,3.6,0.47,-,23.8,31,56,29.0,30.62,7.36,23.26,2.043,0.131,1.91,-,20.19,-,73.54,53.0,-
165,臺北市,2007/11/03,中山,2.8,0.56,-,23.0,28,56,-,34.16,7.32,26.84,2.213,0.24,1.97,-,21.59,-,67.08,53.0,-
166,臺北市,2007/11/03,萬華,2.2,0.57,-,24.5,31,53,27.0,31.06,6.73,24.33,-,-,-,-,20.48,-,68.5,52.0,-
167,臺北市,2007/11/03,陽明,1.2,0.17,385.04,44.4,46,30,18.0,2.21,1.29,0.92,-,-,-,-,12.72,-,92.56,38.0,-
168,臺北市,2007/11/03,士林,2.1,0.27,-,41.1,43,57,21.0,8.82,1.37,7.46,-,-,-,-,20.86,-,61.34,54.0,-
