序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2014/04/29,陽明,2.2,0.26,395.79,63,37,-,4.44,1.72,2.71,-,14.51,96.57
27,臺北市,2014/04/29,士林,-,-,-,-,-,34,-,-,-,-,-,-
28,臺北市,2014/04/29,士林,3.6,0.34,-,60.4,53,-,11.03,1.07,9.94,2.61,21.97,62.96
29,臺北市,2014/04/28,松山,-,-,-,-,-,30,-,-,-,-,-,-
30,臺北市,2014/04/28,松山,4.1,0.61,434.85,48.1,51,-,15.66,1.96,13.68,2.56,22.2,67.4
31,臺北市,2014/04/28,古亭,-,-,-,-,-,25,-,-,-,-,-,-
32,臺北市,2014/04/28,古亭,3.7,0.6,-,43.2,55,-,17.89,2.64,15.25,3.23,22.76,67.71
33,臺北市,2014/04/28,中山,-,-,-,-,-,27,-,-,-,-,-,-
34,臺北市,2014/04/28,中山,2.3,0.75,-,40.8,70,-,27.94,6.17,21.77,2.58,23.2,67.6
35,臺北市,2014/04/28,大同,-,-,-,-,-,23,-,-,-,-,-,-
36,臺北市,2014/04/28,大同,3.5,1.25,-,-,64,-,58.7,26.38,32.32,-,-,-
37,臺北市,2014/04/28,萬華,-,-,-,-,-,29,-,-,-,-,-,-
38,臺北市,2014/04/28,萬華,3.6,0.62,-,44.3,46,-,23.74,3.81,19.93,3.29,22.77,67.23
39,臺北市,2014/04/28,陽明,-,-,-,-,-,21,-,-,-,-,-,-
40,臺北市,2014/04/28,陽明,1.4,0.42,396.43,56.2,24,-,3.24,0.31,2.89,-,15.23,97.87
41,臺北市,2014/04/28,士林,-,-,-,-,-,27,-,-,-,-,-,-
42,臺北市,2014/04/28,士林,2.2,0.51,-,54,38,-,10.77,1.9,8.87,2.97,22.78,66.34
43,臺北市,2014/04/27,松山,-,-,-,-,-,23,-,-,-,-,-,-
44,臺北市,2014/04/27,松山,4.3,0.67,439.55,29,41,-,27.68,6.25,21.44,1.61,24.85,76.12
45,臺北市,2014/04/27,古亭,-,-,-,-,-,21,-,-,-,-,-,-
46,臺北市,2014/04/27,古亭,4.1,0.72,-,24.5,47,-,31.12,6.97,24.15,1.76,25.23,80.32
47,臺北市,2014/04/27,中山,-,-,-,-,-,19,-,-,-,-,-,-
48,臺北市,2014/04/27,中山,2.9,0.82,-,25.5,61,-,37.91,9.61,28.3,1.58,25.51,77.65
49,臺北市,2014/04/27,大同,-,-,-,-,-,14,-,-,-,-,-,-
50,臺北市,2014/04/27,大同,4,1.22,-,-,51,-,47.19,17.1,30.08,-,-,-
51,臺北市,2014/04/27,萬華,-,-,-,-,-,22,-,-,-,-,-,-
52,臺北市,2014/04/27,萬華,4.4,0.73,-,26.2,38,-,32.58,5.75,26.83,1.59,25.38,77.41
53,臺北市,2014/04/27,陽明,-,-,-,-,-,10,-,-,-,-,-,-
54,臺北市,2014/04/27,陽明,1.9,0.27,391.67,46.2,12,-,3.66,0.8,2.87,-,19.21,98.07
55,臺北市,2014/04/27,士林,-,-,-,-,-,17,-,-,-,-,-,-
56,臺北市,2014/04/27,士林,2.8,0.41,-,39.7,26,-,14.95,1.99,12.94,1.81,24.95,77.49
57,臺北市,2014/04/26,松山,-,-,-,-,-,13,-,-,-,-,-,-
58,臺北市,2014/04/26,松山,1.8,0.65,433.78,18.8,25,-,31.93,8.35,23.58,1.47,24.49,83.57
59,臺北市,2014/04/26,古亭,-,-,-,-,-,11,-,-,-,-,-,-
60,臺北市,2014/04/26,古亭,2,0.7,-,18.7,32,-,33.1,8.88,24.22,1.56,25.08,87.63
61,臺北市,2014/04/26,中山,-,-,-,-,-,12,-,-,-,-,-,-
62,臺北市,2014/04/26,中山,2.5,0.87,-,17,48,-,46.38,15.19,31.19,1.48,25.5,83.08
63,臺北市,2014/04/26,大同,-,-,-,-,-,9,-,-,-,-,-,-
64,臺北市,2014/04/26,大同,3.3,1.38,-,-,47,-,73.56,37.82,35.74,-,-,-
65,臺北市,2014/04/26,萬華,-,-,-,-,-,15,-,-,-,-,-,-
66,臺北市,2014/04/26,萬華,2.5,0.77,-,19.2,30,-,39.02,10.34,28.68,1.47,25.41,82.79
67,臺北市,2014/04/26,陽明,-,-,-,-,-,5,-,-,-,-,-,-
68,臺北市,2014/04/26,陽明,1.1,0.23,390.94,41.5,8,-,3.54,0.54,3.03,-,19.95,98.88
69,臺北市,2014/04/26,士林,-,-,-,-,-,9,-,-,-,-,-,-
70,臺北市,2014/04/26,士林,2,0.43,-,30.5,15,-,17.49,2.52,14.97,1.82,25.28,80.6
71,臺北市,2014/04/25,松山,-,-,-,-,-,29,-,-,-,-,-,-
72,臺北市,2014/04/25,松山,4.8,0.89,447.65,11.1,41,-,44.68,15.3,29.38,1.44,22.71,87.08
73,臺北市,2014/04/25,古亭,-,-,-,-,-,24,-,-,-,-,-,-
74,臺北市,2014/04/25,古亭,3.9,0.93,-,12,45,-,44.83,11.73,33.1,1.57,23.38,90.25
75,臺北市,2014/04/25,中山,-,-,-,-,-,23,-,-,-,-,-,-
76,臺北市,2014/04/25,中山,2.8,1.16,-,8.5,64,-,61.87,24.34,37.53,1.41,23.72,86.37
77,臺北市,2014/04/25,大同,-,-,-,-,-,18,-,-,-,-,-,-
78,臺北市,2014/04/25,大同,4.2,1.75,-,-,59,-,90.08,49.59,40.49,-,-,-
79,臺北市,2014/04/25,萬華,-,-,-,-,-,27,-,-,-,-,-,-
80,臺北市,2014/04/25,萬華,4.8,0.94,-,9.7,42,-,51.07,14.16,36.92,1.59,23.6,85.88
81,臺北市,2014/04/25,陽明,-,-,-,-,-,5,-,-,-,-,-,-
82,臺北市,2014/04/25,陽明,1.2,0.23,397.3,37.9,7,-,2.74,1.38,1.33,-,19.09,98.84
83,臺北市,2014/04/25,士林,-,-,-,-,-,18,-,-,-,-,-,-
84,臺北市,2014/04/25,士林,1.8,0.63,-,21.5,30,-,26.42,5.13,21.29,1.34,23.54,83.21
85,臺北市,2014/04/24,松山,-,-,-,-,-,19,-,-,-,-,-,-
86,臺北市,2014/04/24,松山,1.6,0.64,429.34,36.6,32,-,25.56,3.77,21.79,1.46,21.4,86.34
87,臺北市,2014/04/24,古亭,-,-,-,-,-,19,-,-,-,-,-,-
88,臺北市,2014/04/24,古亭,1.9,0.78,-,29.4,45,-,34.71,5.47,29.23,1.49,22.02,89.72
89,臺北市,2014/04/24,中山,-,-,-,-,-,18,-,-,-,-,-,-
90,臺北市,2014/04/24,中山,1.9,0.91,-,28,50,-,47.24,13.16,34.08,1.26,22.29,87.59
91,臺北市,2014/04/24,大同,-,-,-,-,-,14,-,-,-,-,-,-
92,臺北市,2014/04/24,大同,2.6,1.5,-,-,49,-,69.37,30.07,39.29,-,-,-
93,臺北市,2014/04/24,萬華,-,-,-,-,-,20,-,-,-,-,-,-
94,臺北市,2014/04/24,萬華,1.7,0.88,-,30.5,28,-,39.73,6.91,32.82,0.95,22.05,87.03
95,臺北市,2014/04/24,陽明,-,-,-,-,-,7,-,-,-,-,-,-
96,臺北市,2014/04/24,陽明,1.4,0.29,403.24,52.1,9,-,3.15,0.66,2.45,-,17.95,99
97,臺北市,2014/04/24,士林,-,-,-,-,-,14,-,-,-,-,-,-
98,臺北市,2014/04/24,士林,1.5,0.53,-,42.7,21,-,19.21,1.82,17.4,1.17,21.96,85.2
99,臺北市,2014/04/23,松山,-,-,-,-,-,28,-,-,-,-,-,-
100,臺北市,2014/04/23,松山,2,0.47,423.44,42,55,-,20.89,2.62,18.27,2.35,20.12,75.93
101,臺北市,2014/04/23,古亭,-,-,-,-,-,22,-,-,-,-,-,-
102,臺北市,2014/04/23,古亭,2.2,0.46,-,41.1,61,-,19.98,2.74,17.24,3.13,20.39,78.33
103,臺北市,2014/04/23,中山,-,-,-,-,-,27,-,-,-,-,-,-
104,臺北市,2014/04/23,中山,2.5,0.58,-,40.2,78,-,29.55,4.72,24.83,2.5,20.96,76.89
105,臺北市,2014/04/23,大同,-,-,-,-,-,21,-,-,-,-,-,-
106,臺北市,2014/04/23,大同,3.4,1.07,-,-,72,-,57.59,21.94,35.65,-,-,-
107,臺北市,2014/04/23,萬華,-,-,-,-,-,27,-,-,-,-,-,-
108,臺北市,2014/04/23,萬華,2.8,0.46,-,41.8,54,-,27.37,3.46,23.9,3.58,20.61,76.13
109,臺北市,2014/04/23,陽明,-,-,-,-,-,9,-,-,-,-,-,-
110,臺北市,2014/04/23,陽明,1.1,0.25,406.52,63.1,13,-,2.61,0.85,1.76,-,14.27,99
111,臺北市,2014/04/23,士林,-,-,-,-,-,22,-,-,-,-,-,-
112,臺北市,2014/04/23,士林,2.2,0.34,-,57,44,-,10.09,1.49,8.58,2.71,20.91,72.9
113,臺北市,2014/04/22,松山,-,-,-,-,-,19,-,-,-,-,-,-
114,臺北市,2014/04/22,松山,1.9,0.62,434.02,22.9,37,-,29.19,7.95,21.25,1.74,21.47,83.47
115,臺北市,2014/04/22,古亭,-,-,-,-,-,13,-,-,-,-,-,-
116,臺北市,2014/04/22,古亭,1.7,0.68,-,19.6,47,-,34.71,11.67,23.05,1.97,21.68,87.27
117,臺北市,2014/04/22,中山,-,-,-,-,-,18,-,-,-,-,-,-
118,臺北市,2014/04/22,中山,3.9,0.87,-,17.9,55,-,44.56,12.67,31.89,1.75,22.44,83.23
119,臺北市,2014/04/22,大同,-,-,-,-,-,15,-,-,-,-,-,-
120,臺北市,2014/04/22,大同,3,1.72,-,-,60,-,75.32,37.51,37.8,-,-,-
121,臺北市,2014/04/22,萬華,-,-,-,-,-,18,-,-,-,-,-,-
122,臺北市,2014/04/22,萬華,2.8,0.7,-,21.2,31,-,34.5,6.76,27.73,2.06,22.1,83.18
123,臺北市,2014/04/22,陽明,-,-,-,-,-,8,-,-,-,-,-,-
124,臺北市,2014/04/22,陽明,1.3,0.24,412.16,48.8,13,-,4.01,1.04,2.98,-,16.71,98.93
125,臺北市,2014/04/22,士林,-,-,-,-,-,17,-,-,-,-,-,-
126,臺北市,2014/04/22,士林,2.5,0.54,-,24.9,40,-,27.15,3.19,23.96,1.47,22.15,82.73
127,臺北市,2014/04/21,松山,-,-,-,-,-,20,-,-,-,-,-,-
128,臺北市,2014/04/21,松山,4.7,0.4,420.63,39,37,-,-,-,-,2.65,21.95,79.96
129,臺北市,2014/04/21,古亭,-,-,-,-,-,16,-,-,-,-,-,-
130,臺北市,2014/04/21,古亭,3.1,0.49,-,30.6,45,-,23.21,3.98,19.23,2.7,22.67,81.7
131,臺北市,2014/04/21,中山,-,-,-,-,-,19,-,-,-,-,-,-
132,臺北市,2014/04/21,中山,4.4,0.53,-,34.6,50,-,24.85,5.07,19.78,2.58,23.25,79.03
133,臺北市,2014/04/21,大同,-,-,-,-,-,16,-,-,-,-,-,-
134,臺北市,2014/04/21,大同,6.1,1.71,-,-,56,-,78.34,42.8,35.55,-,-,-
135,臺北市,2014/04/21,萬華,-,-,-,-,-,21,-,-,-,-,-,-
136,臺北市,2014/04/21,萬華,4,0.47,-,34.8,37,-,24.98,3.85,21.14,3.06,22.76,79.63
137,臺北市,2014/04/21,陽明,-,-,-,-,-,9,-,-,-,-,-,-
138,臺北市,2014/04/21,陽明,1.9,0.23,398.15,43.4,11,-,2.56,0.89,1.69,-,18.85,97.42
139,臺北市,2014/04/21,士林,-,-,-,-,-,16,-,-,-,-,-,-
140,臺北市,2014/04/21,士林,3.5,0.36,-,38.7,28,-,14.47,1.34,13.11,1.9,23.96,74.53
141,臺北市,2014/04/20,松山,-,-,-,-,-,23,-,-,-,-,-,-
142,臺北市,2014/04/20,松山,2.4,0.48,430.84,26.3,37,-,18.95,3.79,15.16,2.06,22.56,81.15
143,臺北市,2014/04/20,古亭,-,-,-,-,-,18,-,-,-,-,-,-
144,臺北市,2014/04/20,古亭,2.6,0.51,-,20.9,42,-,22.51,4.54,17.97,2.21,22.95,84.38
145,臺北市,2014/04/20,中山,-,-,-,-,-,21,-,-,-,-,-,-
146,臺北市,2014/04/20,中山,2.6,0.62,-,21.5,61,-,31.44,7.78,23.66,2.06,23.61,81.47
147,臺北市,2014/04/20,大同,-,-,-,-,-,16,-,-,-,-,-,-
148,臺北市,2014/04/20,大同,3.6,1.19,-,-,61,-,64.02,29.89,34.13,-,-,-
149,臺北市,2014/04/20,萬華,-,-,-,-,-,21,-,-,-,-,-,-
150,臺北市,2014/04/20,萬華,2.6,0.56,-,21.5,33,-,29.29,6.14,23.15,2.3,23.28,81.67
151,臺北市,2014/04/20,陽明,-,-,-,-,-,8,-,-,-,-,-,-
152,臺北市,2014/04/20,陽明,0.9,0.22,390.97,39.9,12,-,3.81,0.94,2.86,-,17.78,98.98
153,臺北市,2014/04/20,士林,-,-,-,-,-,19,-,-,-,-,-,-
154,臺北市,2014/04/20,士林,1.8,0.44,-,25.2,32,-,19.87,2.89,16.99,1.54,23.51,79.89
155,臺北市,2014/04/19,松山,-,-,-,-,-,44,-,-,-,-,-,-
156,臺北市,2014/04/19,松山,5.2,0.69,440.52,28.2,74,-,33.22,4.13,29.07,1.29,25.61,73.2
157,臺北市,2014/04/19,古亭,-,-,-,-,-,33,-,-,-,-,-,-
158,臺北市,2014/04/19,古亭,4.2,0.68,-,25.1,70,-,28.81,4.52,24.3,1.61,25.95,76.01
159,臺北市,2014/04/19,中山,-,-,-,-,-,36,-,-,-,-,-,-
160,臺北市,2014/04/19,中山,3.2,0.81,-,25.9,96,-,39.43,8.57,30.86,1.57,26.42,73.52
161,臺北市,2014/04/19,大同,-,-,-,-,-,33,-,-,-,-,-,-
162,臺北市,2014/04/19,大同,5,1.2,-,-,91,-,51.86,19.91,31.94,-,-,-
163,臺北市,2014/04/19,萬華,-,-,-,-,-,39,-,-,-,-,-,-
164,臺北市,2014/04/19,萬華,4.3,0.75,-,26.1,65,-,32.83,5.06,27.77,1.26,26.18,73.72
165,臺北市,2014/04/19,陽明,-,-,-,-,-,23,-,-,-,-,-,-
166,臺北市,2014/04/19,陽明,2.3,0.25,399.49,40.1,29,-,7.45,1.96,5.49,-,19.77,97.04
167,臺北市,2014/04/19,士林,-,-,-,-,-,38,-,-,-,-,-,-
168,臺北市,2014/04/19,士林,3.2,0.48,-,33.6,63,-,21.4,2.38,19.01,1.61,25.91,73.69
169,臺北市,2014/04/18,松山,-,-,-,-,-,24,-,-,-,-,-,-
170,臺北市,2014/04/18,松山,5,0.67,445.18,27.6,48,-,35.03,6.01,29.02,1.41,25.7,68.48
171,臺北市,2014/04/18,古亭,-,-,-,-,-,23,-,-,-,-,-,-
172,臺北市,2014/04/18,古亭,2.5,0.65,-,25.3,51,-,28.43,6.33,22.1,1.69,25.37,74.51
173,臺北市,2014/04/18,中山,-,-,-,-,-,22,-,-,-,-,-,-
174,臺北市,2014/04/18,中山,2.7,0.74,-,27.2,70,-,34.71,6.48,28.23,1.74,26.36,69.8
175,臺北市,2014/04/18,大同,-,-,-,-,-,22,-,-,-,-,-,-
176,臺北市,2014/04/18,大同,3.9,1.8,-,-,69,-,73.29,39.61,33.68,-,-,-
177,臺北市,2014/04/18,萬華,-,-,-,-,-,25,-,-,-,-,-,-
178,臺北市,2014/04/18,萬華,2.4,0.68,-,29.6,44,-,29.34,4.84,24.51,1.42,25.97,71.07
179,臺北市,2014/04/18,陽明,-,-,-,-,-,19,-,-,-,-,-,-
180,臺北市,2014/04/18,陽明,3.1,0.25,405.42,48.9,25,-,6.63,1.69,4.94,-,19.61,95.58
181,臺北市,2014/04/18,士林,-,-,-,-,-,24,-,-,-,-,-,-
182,臺北市,2014/04/18,士林,3.8,0.56,-,31.9,54,-,25.48,3.71,21.77,1.57,25.94,70.62
183,臺北市,2014/04/17,松山,-,-,-,-,-,25,-,-,-,-,-,-
184,臺北市,2014/04/17,松山,4.9,0.74,444.52,33.8,40,-,34.67,4.72,29.94,1.31,25.11,66.92
185,臺北市,2014/04/17,古亭,-,-,-,-,-,24,-,-,-,-,-,-
186,臺北市,2014/04/17,古亭,3.3,0.67,-,29.6,59,-,30.57,5.92,24.65,1.71,25.17,70.93
187,臺北市,2014/04/17,中山,-,-,-,-,-,25,-,-,-,-,-,-
188,臺北市,2014/04/17,中山,4.3,0.89,-,25.7,75,-,46.67,11.95,34.72,1.58,26.15,67.42
189,臺北市,2014/04/17,大同,-,-,-,-,-,22,-,-,-,-,-,-
190,臺北市,2014/04/17,大同,5.3,1.8,-,-,71,-,82.41,41.41,41,-,-,-
191,臺北市,2014/04/17,萬華,-,-,-,-,-,26,-,-,-,-,-,-
192,臺北市,2014/04/17,萬華,4.1,0.73,-,29.8,50,-,34.34,5.49,28.85,1.36,25.62,69.1
193,臺北市,2014/04/17,陽明,-,-,-,-,-,23,-,-,-,-,-,-
194,臺北市,2014/04/17,陽明,2.3,0.28,409.93,54.4,28,-,5.75,0.73,5,-,19.46,91.8
195,臺北市,2014/04/17,士林,-,-,-,-,-,28,-,-,-,-,-,-
196,臺北市,2014/04/17,士林,4.1,0.61,-,34.5,39,-,27.39,4.37,23.02,1.83,25.18,69.62
197,臺北市,2014/04/16,松山,-,-,-,-,-,25,-,-,-,-,-,-
198,臺北市,2014/04/16,松山,3.5,0.63,434.08,40.7,47,-,30.5,4.54,25.96,1.33,24.66,60.55
199,臺北市,2014/04/16,古亭,-,-,-,-,-,25,-,-,-,-,-,-
200,臺北市,2014/04/16,古亭,2.9,0.64,-,34,64,-,30.17,6.31,23.86,1.74,24.68,65.01
201,臺北市,2014/04/16,中山,-,-,-,-,-,30,-,-,-,-,-,-
202,臺北市,2014/04/16,中山,3.6,0.86,-,37.6,87,-,43.17,8.88,34.29,1.59,25.44,61.99
203,臺北市,2014/04/16,大同,-,-,-,-,-,27,-,-,-,-,-,-
204,臺北市,2014/04/16,大同,4.6,1.6,-,-,83,-,67.87,26.11,41.77,-,-,-
205,臺北市,2014/04/16,萬華,-,-,-,-,-,35,-,-,-,-,-,-
206,臺北市,2014/04/16,萬華,4,0.78,-,40,66,-,33.42,3.77,29.65,1.18,24.97,63.2
207,臺北市,2014/04/16,陽明,-,-,-,-,-,28,-,-,-,-,-,-
208,臺北市,2014/04/16,陽明,2.4,0.33,415.96,56.4,35,-,8.24,1.85,6.4,-,18.65,90.23
209,臺北市,2014/04/16,士林,-,-,-,-,-,35,-,-,-,-,-,-
210,臺北市,2014/04/16,士林,3.4,0.54,-,47.3,77,-,25.57,3.02,22.55,1.55,24.47,66.36
211,臺北市,2014/04/15,松山,-,-,-,-,-,20,-,-,-,-,-,-
212,臺北市,2014/04/15,松山,2.2,0.38,418.51,48.2,42,-,17.21,1.96,15.23,2.62,22.09,59.44
213,臺北市,2014/04/15,古亭,-,-,-,-,-,17,-,-,-,-,-,-
214,臺北市,2014/04/15,古亭,1.5,0.38,-,45.9,50,-,15.31,2.53,12.78,3.42,22.63,60.55
215,臺北市,2014/04/15,中山,-,-,-,-,-,21,-,-,-,-,-,-
216,臺北市,2014/04/15,中山,1.7,0.52,-,41.4,75,-,26.59,5.19,21.4,2.91,23.06,61.04
217,臺北市,2014/04/15,大同,-,-,-,-,-,17,-,-,-,-,-,-
218,臺北市,2014/04/15,大同,2.6,1.03,-,-,66,-,59.49,26.1,33.39,-,-,-
219,臺北市,2014/04/15,萬華,-,-,-,-,-,23,-,-,-,-,-,-
220,臺北市,2014/04/15,萬華,2.1,0.45,-,42.2,46,-,25.44,3.84,21.6,3.12,22.73,59.63
221,臺北市,2014/04/15,陽明,-,-,-,-,-,16,-,-,-,-,-,-
222,臺北市,2014/04/15,陽明,1.3,0.21,393.87,60.5,25,-,2.79,0.63,2.14,-,14.61,96.63
223,臺北市,2014/04/15,士林,-,-,-,-,-,21,-,-,-,-,-,-
224,臺北市,2014/04/15,士林,1.6,0.28,-,56.3,54,-,10.62,1.84,8.77,2.96,22.55,61.09
225,臺北市,2014/04/14,松山,-,-,-,-,-,19,-,-,-,-,-,-
226,臺北市,2014/04/14,松山,1.6,0.36,417.81,56.2,39,-,12.63,0.97,11.65,2.81,19.59,67.56
227,臺北市,2014/04/14,古亭,-,-,-,-,-,18,-,-,-,-,-,-
228,臺北市,2014/04/14,古亭,1.3,0.38,-,45.9,46,-,18.07,2.86,15.21,3.15,19.96,70.1
229,臺北市,2014/04/14,中山,-,-,-,-,-,18,-,-,-,-,-,-
230,臺北市,2014/04/14,中山,0.9,0.53,-,45.7,60,-,24.96,3.89,21.08,2.36,20.59,68.69
231,臺北市,2014/04/14,大同,-,-,-,-,-,14,-,-,-,-,-,-
232,臺北市,2014/04/14,大同,1.8,0.96,-,-,55,-,53.63,21.34,32.29,-,-,-
233,臺北市,2014/04/14,萬華,-,-,-,-,-,21,-,-,-,-,-,-
234,臺北市,2014/04/14,萬華,1.6,0.4,-,48.7,39,-,20.63,2.48,18.16,3.17,20.06,68
235,臺北市,2014/04/14,陽明,-,-,-,-,-,11,-,-,-,-,-,-
236,臺北市,2014/04/14,陽明,1.1,0.22,387.44,61.9,15,-,-,-,-,-,12.57,98.99
237,臺北市,2014/04/14,士林,-,-,-,-,-,20,-,-,-,-,-,-
238,臺北市,2014/04/14,士林,1.2,0.29,-,59,39,-,12.41,2.66,9.75,2.85,20.05,67.16
239,臺北市,2014/04/13,松山,-,-,-,-,-,26,-,-,-,-,-,-
240,臺北市,2014/04/13,松山,3.3,0.5,433.75,36.6,48,-,19.91,3.39,16.52,2.18,24.86,68.86
241,臺北市,2014/04/13,古亭,-,-,-,-,-,23,-,-,-,-,-,-
242,臺北市,2014/04/13,古亭,2.4,0.46,-,30.5,54,-,17.33,3.07,14.27,2.66,24.9,72.86
243,臺北市,2014/04/13,中山,-,-,-,-,-,22,-,-,-,-,-,-
244,臺北市,2014/04/13,中山,2.3,0.58,-,28.8,66,-,25.37,5.03,20.34,2.29,25.69,69.8
245,臺北市,2014/04/13,大同,-,-,-,-,-,22,-,-,-,-,-,-
246,臺北市,2014/04/13,大同,3.6,1.26,-,-,65,-,52.67,24.34,28.34,-,-,-
247,臺北市,2014/04/13,萬華,-,-,-,-,-,26,-,-,-,-,-,-
248,臺北市,2014/04/13,萬華,2.3,0.51,-,32.2,41,-,19.54,3.07,16.47,2.4,25.17,70.93
249,臺北市,2014/04/13,陽明,-,-,-,-,-,18,-,-,-,-,-,-
250,臺北市,2014/04/13,陽明,2.3,0.25,395.55,52.4,25,-,7.33,2.87,4.47,-,19.17,92.56
251,臺北市,2014/04/13,士林,-,-,-,-,-,29,-,-,-,-,-,-
252,臺北市,2014/04/13,士林,3.5,0.48,-,33.5,42,-,19.77,4.42,15.35,2.37,25.17,70.8
253,臺北市,2014/04/12,松山,-,-,-,-,-,34,-,-,-,-,-,-
254,臺北市,2014/04/12,松山,4.3,0.69,443.19,43.1,49,-,29.33,3.13,26.2,1.42,25.42,62.39
255,臺北市,2014/04/12,古亭,-,-,-,-,-,26,-,-,-,-,-,-
256,臺北市,2014/04/12,古亭,3.3,0.6,-,36.2,55,-,25.61,3.02,22.59,1.69,25.41,66.49
257,臺北市,2014/04/12,中山,-,-,-,-,-,34,-,-,-,-,-,-
258,臺北市,2014/04/12,中山,6.5,0.89,-,31.2,80,-,48.72,11.18,37.54,1.53,26.26,64.42
259,臺北市,2014/04/12,大同,-,-,-,-,-,32,-,-,-,-,-,-
260,臺北市,2014/04/12,大同,6.8,1.45,-,-,81,-,66.94,22.88,44.06,-,-,-
261,臺北市,2014/04/12,萬華,-,-,-,-,-,37,-,-,-,-,-,-
262,臺北市,2014/04/12,萬華,5.9,0.79,-,35.5,58,-,35.9,5.24,30.66,1.19,25.82,65.39
263,臺北市,2014/04/12,陽明,-,-,-,-,-,23,-,-,-,-,-,-
264,臺北市,2014/04/12,陽明,2.7,0.29,400.2,64.5,27,-,6.14,1.58,4.57,-,20.82,73.86
265,臺北市,2014/04/12,士林,-,-,-,-,-,36,-,-,-,-,-,-
266,臺北市,2014/04/12,士林,4.2,0.6,-,40.5,55,-,24.41,2.61,21.81,1.76,25.15,68.31
267,臺北市,2014/04/11,松山,-,-,-,-,-,17,-,-,-,-,-,-
268,臺北市,2014/04/11,松山,-,-,-,-,33,-,-,-,-,-,-,-
269,臺北市,2014/04/11,古亭,-,-,-,-,-,18,-,-,-,-,-,-
270,臺北市,2014/04/11,古亭,2,0.6,-,45.5,46,-,25.98,4.36,21.62,1.67,24.96,64.98
271,臺北市,2014/04/11,中山,-,-,-,-,-,19,-,-,-,-,-,-
272,臺北市,2014/04/11,中山,3.3,0.74,-,46.2,64,-,38.53,6,32.54,1.51,25.56,62.48
273,臺北市,2014/04/11,大同,-,-,-,-,-,18,-,-,-,-,-,-
