序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
453,新北市,2013/12/10,新莊,6.5,0.75,-,30.2,35,109,69.0,21.77,1.98,19.78,-,-,-,4.56,16.15,61.57,80.0
454,新北市,2013/12/10,新店,5.9,0.72,-,31.8,40,125,78.0,17.06,1.79,15.26,-,-,-,2.38,16.26,62.72,88.0
455,新北市,2013/12/10,淡水,5.7,0.68,-,30.0,41,108,73.0,17.85,2.28,15.57,-,-,-,-,-,-,79.0
456,新北市,2013/12/10,汐止,8.1,0.69,-,21.1,26,114,76.0,27.46,4.28,23.18,-,-,-,1.99,15.79,69.21,82.0
457,新北市,2013/12/10,土城,5.9,0.75,-,29.0,34,122,79.0,18.65,1.74,16.91,2.166,0.173,1.99,1.65,16.91,62.6,86.0
458,新北市,2013/12/10,林口,6.1,0.61,-,30.5,38,113,67.0,15.44,2.42,13.02,-,-,-,2.8,14.18,70.13,82.0
459,新北市,2013/12/10,萬里,3.9,0.45,-,-,53,138,49.0,10.5,2.23,8.26,-,-,-,4.36,15.95,65.67,94.0
460,新北市,2013/12/09,板橋,5.2,0.67,-,29.6,41,76,52.0,23.25,1.7,21.54,2.25,0.25,2.0,2.49,21.18,74.34,63.0
461,新北市,2013/12/09,三重,5.3,2.07,-,-,-,98,-,136.83,89.36,47.47,2.811,0.791,2.02,-,21.08,75.24,74.0
462,新北市,2013/12/09,菜寮,3.9,0.66,-,31.5,44,64,51.0,23.24,2.25,20.98,-,-,-,2.05,20.4,75.71,57.0
463,新北市,2013/12/09,永和,4.0,1.17,-,23.9,39,70,52.0,44.49,17.38,27.11,2.331,0.399,1.93,1.81,21.03,81.88,60.0
464,新北市,2013/12/09,新莊,8.2,0.54,-,34.0,47,60,44.0,20.66,1.89,18.77,-,-,-,2.86,20.67,78.14,55.0
465,新北市,2013/12/09,新店,4.0,0.62,-,33.9,49,71,51.0,20.41,2.09,18.32,-,-,-,1.98,20.96,76.05,60.0
466,新北市,2013/12/09,淡水,3.3,0.47,-,41.0,57,61,42.0,12.04,1.3,10.75,-,-,-,-,-,-,60.0
467,新北市,2013/12/09,汐止,4.4,0.57,-,29.9,47,65,51.0,21.35,2.63,18.73,-,-,-,2.14,20.35,84.29,58.0
468,新北市,2013/12/09,土城,5.2,0.64,-,31.0,44,73,52.0,22.3,2.18,20.13,2.216,0.248,1.97,1.7,21.32,76.96,62.0
469,新北市,2013/12/09,林口,4.2,0.46,-,37.6,60,71,43.0,15.48,2.04,13.44,-,-,-,1.89,18.87,85.55,63.0
470,新北市,2013/12/09,萬里,1.8,0.23,-,38.4,49,24,12.0,7.92,2.33,5.59,-,-,-,2.77,20.67,81.84,48.0
471,新北市,2013/12/08,板橋,1.8,0.49,-,30.8,37,20,16.0,20.55,2.54,18.01,2.085,0.169,1.92,2.36,22.93,69.47,35.0
472,新北市,2013/12/08,三重,2.0,1.29,-,-,-,35,19.0,83.59,48.64,34.95,2.465,0.474,1.99,-,22.7,71.05,35.0
473,新北市,2013/12/08,菜寮,1.4,0.36,-,38.6,44,15,14.0,12.97,1.18,11.8,-,-,-,3.12,22.36,70.92,40.0
474,新北市,2013/12/08,永和,1.6,0.42,-,36.3,42,12,10.0,14.65,3.56,11.1,1.916,0.121,1.8,2.63,22.57,77.95,12.0
475,新北市,2013/12/08,新莊,2.3,0.36,-,38.1,45,13,10.0,14.43,1.37,13.06,-,-,-,3.59,22.61,71.38,42.0
476,新北市,2013/12/08,新店,0.6,0.3,-,41.3,47,17,10.0,9.99,1.52,8.48,-,-,-,2.76,22.84,69.66,41.0
477,新北市,2013/12/08,淡水,1.3,0.17,-,44.6,48,12,11.0,1.99,0.75,1.24,-,-,-,-,-,-,41.0
478,新北市,2013/12/08,汐止,2.2,0.26,-,32.7,38,13,13.0,12.33,1.04,11.28,-,-,-,1.67,21.66,81.11,34.0
479,新北市,2013/12/08,土城,1.3,0.41,-,34.6,43,16,12.0,15.13,2.0,13.13,2.095,0.158,1.94,1.79,23.38,70.92,39.0
480,新北市,2013/12/08,林口,3.5,0.25,-,40.3,45,18,14.0,9.75,1.12,8.63,-,-,-,3.36,20.7,78.93,41.0
481,新北市,2013/12/08,萬里,4.2,0.21,-,37.0,47,22,11.0,11.39,2.26,9.13,-,-,-,2.25,20.58,83.72,42.0
482,新北市,2013/12/07,板橋,1.7,0.45,-,38.8,45,39,27.0,20.54,2.04,18.5,2.07,0.171,1.9,2.52,21.04,63.68,42.0
483,新北市,2013/12/07,三重,2.1,1.35,-,-,-,57,31.0,87.42,47.39,40.03,2.512,0.524,1.99,-,20.87,65.33,54.0
484,新北市,2013/12/07,菜寮,2.0,0.42,-,42.5,49,36,23.0,17.33,2.39,14.94,-,-,-,3.35,20.47,65.6,45.0
485,新北市,2013/12/07,永和,2.2,0.45,-,43.5,51,30,23.0,15.49,3.65,11.85,1.93,0.139,1.79,2.76,20.74,72.0,30.0
486,新北市,2013/12/07,新莊,1.9,0.37,-,42.5,49,38,22.0,17.83,2.11,15.72,-,-,-,4.02,20.7,66.1,46.0
487,新北市,2013/12/07,新店,1.7,0.35,-,43.1,48,35,23.0,13.9,1.4,12.5,-,-,-,2.47,20.63,66.29,45.0
488,新北市,2013/12/07,淡水,2.1,0.21,-,51.1,55,32,24.0,4.1,0.73,3.36,-,-,-,-,-,-,48.0
489,新北市,2013/12/07,汐止,5.5,0.34,-,29.0,40,36,27.0,22.46,2.37,20.06,-,-,-,2.0,19.63,77.44,40.0
490,新北市,2013/12/07,土城,1.4,0.38,-,41.1,47,35,26.0,14.03,1.37,12.66,2.049,0.131,1.92,1.8,21.5,66.03,44.0
491,新北市,2013/12/07,林口,2.6,0.26,-,46.4,52,37,23.0,11.82,1.85,9.97,-,-,-,4.31,18.79,73.2,47.0
492,新北市,2013/12/07,萬里,3.4,0.22,-,49.3,56,42,21.0,8.25,1.35,6.9,-,-,-,2.18,18.97,78.68,49.0
493,新北市,2013/12/06,板橋,3.3,0.61,-,27.6,43,47,36.0,31.39,5.26,26.12,2.263,0.281,1.98,1.98,19.46,65.41,47.0
494,新北市,2013/12/06,三重,3.6,1.79,-,-,-,75,37.0,120.23,74.4,45.83,2.791,0.732,2.06,-,19.67,66.56,62.0
495,新北市,2013/12/06,菜寮,2.9,0.52,-,32.9,49,42,31.0,26.66,4.13,22.54,-,-,-,2.42,19.12,67.21,44.0
496,新北市,2013/12/06,永和,1.8,0.6,-,34.1,44,37,27.0,25.23,7.09,18.14,2.084,0.221,1.86,2.26,19.14,73.94,37.0
497,新北市,2013/12/06,新莊,4.1,0.53,-,32.0,51,46,30.0,31.22,7.47,23.75,-,-,-,2.91,19.09,68.1,46.0
498,新北市,2013/12/06,新店,1.6,0.39,-,36.1,46,41,28.0,17.32,2.43,14.89,-,-,-,2.05,18.92,68.72,42.0
499,新北市,2013/12/06,淡水,2.1,0.39,-,39.2,51,38,28.0,15.03,2.31,12.72,-,-,-,-,-,-,46.0
500,新北市,2013/12/06,汐止,3.8,0.36,-,28.0,41,41,30.0,25.42,2.41,23.02,-,-,-,1.88,18.21,79.83,41.0
501,新北市,2013/12/06,土城,3.4,0.46,-,33.7,49,45,31.0,24.35,6.51,17.84,2.15,0.207,1.94,1.47,19.39,69.86,45.0
502,新北市,2013/12/06,林口,2.5,0.32,-,43.3,49,46,29.0,14.81,1.81,13.0,-,-,-,2.53,17.34,75.58,46.0
503,新北市,2013/12/06,萬里,1.8,0.23,-,50.2,60,51,23.0,7.26,1.64,5.62,-,-,-,3.52,17.8,78.95,53.0
504,新北市,2013/12/05,板橋,2.5,0.64,-,27.3,35,47,30.0,33.42,5.47,27.95,2.241,0.304,1.94,1.56,19.81,58.69,47.0
505,新北市,2013/12/05,三重,4.5,1.73,-,-,-,69,36.0,121.21,71.45,49.76,2.775,0.68,2.1,-,19.6,61.84,60.0
506,新北市,2013/12/05,菜寮,3.2,0.63,-,29.4,42,47,28.0,31.25,3.67,27.58,-,-,-,2.17,19.26,60.98,47.0
507,新北市,2013/12/05,永和,1.6,0.68,-,31.4,37,38,23.0,30.26,8.83,21.43,2.115,0.244,1.87,1.56,19.49,67.33,38.0
508,新北市,2013/12/05,新莊,2.9,0.62,-,27.9,39,47,26.0,41.21,10.94,30.28,-,-,-,2.38,19.11,62.59,47.0
509,新北市,2013/12/05,新店,2.1,0.5,-,31.7,45,41,24.0,24.04,4.19,19.86,-,-,-,1.54,19.14,63.37,41.0
510,新北市,2013/12/05,淡水,2.7,0.35,-,38.4,51,40,26.0,16.96,2.17,14.79,-,-,-,-,-,-,44.0
511,新北市,2013/12/05,汐止,4.8,0.46,-,18.1,30,47,28.0,41.93,10.29,31.63,-,-,-,1.62,18.36,72.89,47.0
512,新北市,2013/12/05,土城,1.7,0.52,-,32.4,41,43,24.0,22.52,2.15,20.37,2.146,0.2,1.95,1.22,20.05,61.52,43.0
513,新北市,2013/12/05,林口,3.8,0.37,-,36.6,43,46,27.0,21.42,2.43,18.98,-,-,-,2.41,17.43,67.52,46.0
514,新北市,2013/12/05,萬里,3.9,0.21,-,50.2,56,58,20.0,8.93,1.54,7.39,-,-,-,3.59,18.33,72.1,54.0
515,新北市,2013/12/04,板橋,7.8,0.73,-,22.3,39,51,35.0,43.32,11.17,32.16,2.43,0.387,2.04,1.67,18.01,56.62,50.0
516,新北市,2013/12/04,三重,4.1,1.89,-,-,-,66,39.0,140.44,88.01,52.43,2.818,0.746,2.07,-,18.26,59.79,58.0
517,新北市,2013/12/04,菜寮,3.1,0.74,-,24.3,39,45,34.0,39.93,7.66,32.27,-,-,-,1.71,17.75,58.67,45.0
518,新北市,2013/12/04,永和,4.0,0.76,-,26.7,34,40,31.0,38.5,12.89,25.61,2.187,0.302,1.89,1.65,17.91,65.7,40.0
519,新北市,2013/12/04,新莊,7.2,1.04,-,21.0,42,53,35.0,58.92,19.96,38.96,-,-,-,1.85,17.25,62.01,52.0
520,新北市,2013/12/04,新店,2.5,0.46,-,34.4,42,40,28.0,21.92,3.7,18.22,-,-,-,1.69,17.88,59.95,43.0
521,新北市,2013/12/04,淡水,3.0,0.52,-,31.0,49,46,33.0,28.27,4.15,24.12,-,-,-,-,-,-,52.0
522,新北市,2013/12/04,汐止,5.3,0.5,-,18.1,37,41,30.0,47.32,18.83,28.49,-,-,-,1.22,16.6,73.83,41.0
523,新北市,2013/12/04,土城,8.5,0.61,-,22.4,39,52,38.0,40.75,12.29,28.46,2.363,0.377,1.99,1.2,17.51,63.55,51.0
524,新北市,2013/12/04,林口,3.7,0.4,-,37.3,46,45,28.0,23.22,2.83,20.39,-,-,-,1.37,16.26,64.64,45.0
525,新北市,2013/12/04,萬里,2.4,0.21,-,43.5,52,35,-,8.87,1.81,7.07,-,-,-,3.63,16.12,74.78,47.0
526,新北市,2013/12/03,板橋,6.0,0.74,-,36.2,50,70,50.0,36.92,4.62,32.29,2.31,0.311,2.0,1.97,18.74,49.65,60.0
527,新北市,2013/12/03,三重,6.0,2.01,-,-,-,106,58.0,142.95,81.92,61.03,3.042,0.79,2.25,-,18.69,54.06,78.0
528,新北市,2013/12/03,菜寮,5.3,0.8,-,37.6,57,69,49.0,39.04,7.52,31.53,-,-,-,2.1,18.32,51.83,60.0
529,新北市,2013/12/03,永和,4.4,0.91,-,37.5,50,63,45.0,41.85,12.95,28.9,2.266,0.321,1.95,1.81,18.37,59.33,56.0
530,新北市,2013/12/03,新莊,5.2,0.77,-,38.9,58,72,47.0,40.89,6.91,33.98,-,-,-,2.71,18.32,53.55,61.0
531,新北市,2013/12/03,新店,3.9,0.55,-,43.6,54,62,41.0,23.15,3.13,20.01,-,-,-,1.64,17.99,54.38,56.0
532,新北市,2013/12/03,淡水,5.5,0.46,-,50.9,59,57,41.0,19.92,4.29,15.64,-,-,-,-,-,-,58.0
533,新北市,2013/12/03,汐止,9.2,0.64,-,21.1,52,69,47.0,54.21,18.3,35.9,-,-,-,2.14,16.25,68.76,60.0
534,新北市,2013/12/03,土城,4.2,0.55,-,45.7,56,64,47.0,19.78,1.33,18.42,2.179,0.21,1.97,1.57,18.99,51.68,57.0
535,新北市,2013/12/03,林口,5.8,0.42,-,54.1,58,64,39.0,18.77,2.42,16.36,-,-,-,2.83,16.99,54.88,57.0
536,新北市,2013/12/03,萬里,-,-,-,-,71,-,-,-,-,-,-,-,-,3.87,16.11,68.4,62.0
537,新北市,2013/12/02,板橋,4.9,0.64,-,40.3,56,69,47.0,28.67,3.8,24.86,2.186,0.213,1.97,2.42,18.11,53.55,60.0
538,新北市,2013/12/02,三重,6.8,1.85,-,-,-,95,52.0,126.18,68.3,57.89,2.983,0.742,2.24,-,18.09,56.38,72.0
539,新北市,2013/12/02,菜寮,6.3,0.65,-,40.5,59,69,46.0,32.29,3.32,28.98,-,-,-,2.37,17.7,55.15,60.0
540,新北市,2013/12/02,永和,3.7,0.71,-,41.7,58,61,41.0,29.24,6.91,22.33,2.184,0.253,1.93,2.15,17.72,61.86,56.0
541,新北市,2013/12/02,新莊,5.5,0.65,-,39.8,62,69,43.0,34.51,6.1,28.41,-,-,-,3.64,17.43,58.52,60.0
542,新北市,2013/12/02,新店,4.2,0.57,-,40.0,59,69,42.0,24.03,3.32,20.71,-,-,-,1.73,17.46,58.32,60.0
543,新北市,2013/12/02,淡水,4.4,0.42,-,52.8,70,60,40.0,15.02,2.64,12.37,-,-,-,-,-,-,61.0
544,新北市,2013/12/02,汐止,10.4,0.55,-,25.0,53,70,46.0,40.2,9.28,30.92,-,-,-,2.24,16.04,69.72,60.0
545,新北市,2013/12/02,土城,4.6,0.52,-,48.3,59,65,46.0,18.03,1.73,16.29,2.134,0.172,1.96,1.64,18.55,55.42,58.0
546,新北市,2013/12/02,林口,6.6,0.42,-,53.3,64,69,40.0,17.83,2.51,15.32,-,-,-,3.74,16.11,61.54,60.0
547,新北市,2013/12/02,萬里,5.9,0.33,-,53.0,77,66,38.0,9.58,1.95,7.63,-,-,-,4.31,15.12,70.17,68.0
548,新北市,2013/12/01,板橋,3.3,0.59,-,25.3,46,41,25.0,31.52,6.04,25.47,2.286,0.252,2.03,2.14,17.93,57.32,41.0
549,新北市,2013/12/01,三重,3.4,1.54,-,-,-,58,29.0,119.46,74.77,44.69,2.812,0.634,2.18,-,18.2,58.59,54.0
550,新北市,2013/12/01,菜寮,2.6,0.54,-,29.5,47,36,23.0,27.85,4.38,23.48,-,-,-,2.11,17.8,57.49,41.0
551,新北市,2013/12/01,永和,2.4,0.59,-,28.7,45,35,24.0,28.25,8.38,19.87,2.149,0.227,1.92,1.99,17.71,66.54,35.0
552,新北市,2013/12/01,新莊,3.5,0.55,-,29.7,51,39,24.0,32.44,8.78,23.66,-,-,-,2.87,17.45,60.74,45.0
553,新北市,2013/12/01,新店,2.6,0.44,-,31.8,46,39,23.0,21.06,3.17,17.89,-,-,-,1.65,17.6,61.88,42.0
554,新北市,2013/12/01,淡水,2.6,0.35,-,36.4,52,32,22.0,14.29,2.6,11.69,-,-,-,-,-,-,47.0
555,新北市,2013/12/01,汐止,7.5,0.41,-,23.7,46,36,24.0,31.09,9.3,21.78,-,-,-,2.09,16.43,72.05,41.0
556,新北市,2013/12/01,土城,3.5,0.44,-,31.8,49,39,29.0,25.11,9.03,16.08,2.153,0.192,1.96,1.53,17.66,63.83,44.0
557,新北市,2013/12/01,林口,3.4,0.27,-,40.1,48,36,22.0,13.17,1.57,11.6,-,-,-,2.43,16.26,64.2,42.0
558,新北市,2013/12/01,萬里,1.9,0.2,-,47.0,62,42,14.0,7.09,1.51,5.58,-,-,-,4.53,16.24,69.19,56.0
559,臺中市,2013/12/31,西屯,3.8,0.39,-,32.7,-,63,44.0,19.21,2.43,16.78,-,-,-,3.19,17.26,70.79,-
560,臺中市,2013/12/31,忠明,4.0,0.57,-,24.4,-,59,42.0,28.14,4.27,23.87,-,-,-,1.6,17.04,67.14,-
561,臺中市,2013/12/31,豐原,3.6,0.49,-,27.1,-,47,32.0,17.53,2.37,15.15,-,-,-,1.82,16.12,69.4,-
562,臺中市,2013/12/31,沙鹿,4.8,0.42,-,34.0,-,59,48.0,18.48,1.59,16.89,-,-,-,4.05,16.23,73.07,-
563,臺中市,2013/12/31,大里,4.8,0.97,-,19.8,-,80,57.0,49.02,18.29,30.73,-,-,-,1.38,16.56,69.77,-
564,臺中市,2013/12/30,西屯,4.3,0.45,-,19.0,-,60,44.0,22.0,3.1,18.89,-,-,-,2.97,15.65,74.33,-
565,臺中市,2013/12/30,忠明,4.3,0.6,-,14.2,-,56,39.0,31.12,7.56,23.56,-,-,-,1.44,15.34,70.08,-
566,臺中市,2013/12/30,豐原,3.0,0.46,-,15.8,-,35,26.0,17.32,3.3,14.02,-,-,-,1.41,13.95,76.26,-
567,臺中市,2013/12/30,沙鹿,5.3,0.46,-,19.5,-,61,50.0,21.8,2.79,19.01,-,-,-,3.61,14.79,76.73,-
568,臺中市,2013/12/30,大里,4.5,0.84,-,13.6,-,66,49.0,45.05,18.52,26.53,-,-,-,1.39,15.05,71.62,-
569,臺中市,2013/12/29,西屯,2.6,0.37,-,23.3,-,43,33.0,11.69,1.27,10.4,-,-,-,4.09,13.1,76.09,-
570,臺中市,2013/12/29,忠明,3.8,0.44,-,17.4,-,34,28.0,20.19,3.56,16.63,-,-,-,2.07,12.9,71.49,-
571,臺中市,2013/12/29,豐原,1.6,0.32,-,22.7,-,22,18.0,8.92,1.41,7.5,-,-,-,2.09,11.42,77.23,-
572,臺中市,2013/12/29,沙鹿,3.9,0.33,-,21.4,-,37,33.0,14.34,1.76,12.58,-,-,-,5.17,12.08,75.56,-
573,臺中市,2013/12/29,大里,2.1,0.45,-,16.8,-,39,34.0,22.32,5.39,16.93,-,-,-,2.19,13.15,70.81,-
574,臺中市,2013/12/28,西屯,2.9,0.29,-,26.0,-,48,31.0,13.39,1.31,12.07,-,-,-,4.22,13.29,65.72,-
575,臺中市,2013/12/28,忠明,3.8,0.41,-,19.8,-,46,26.0,21.56,3.89,17.68,-,-,-,2.07,13.12,61.57,-
576,臺中市,2013/12/28,豐原,2.6,0.36,-,24.4,-,41,26.0,11.55,1.99,9.53,-,-,-,2.1,11.52,65.15,-
577,臺中市,2013/12/28,沙鹿,3.1,0.27,-,27.0,-,46,34.0,11.82,1.59,10.22,-,-,-,5.26,12.13,68.5,-
578,臺中市,2013/12/28,大里,3.6,0.54,-,14.9,-,61,36.0,28.11,7.2,20.9,-,-,-,1.96,12.62,65.78,-
579,臺中市,2013/12/27,西屯,10.5,0.65,-,28.1,-,149,84.0,18.67,1.99,16.67,-,-,-,6.55,12.2,57.67,-
580,臺中市,2013/12/27,忠明,10.5,0.76,-,24.3,-,143,91.0,24.97,4.21,20.76,-,-,-,2.88,12.08,54.76,-
581,臺中市,2013/12/27,豐原,9.1,0.72,-,29.3,-,139,90.0,16.39,1.84,14.54,-,-,-,2.77,10.12,58.89,-
582,臺中市,2013/12/27,沙鹿,11.2,0.61,-,26.7,-,136,102.0,19.15,2.55,16.6,-,-,-,8.42,10.93,58.17,-
583,臺中市,2013/12/27,大里,9.3,0.75,-,25.6,-,135,99.0,23.61,3.23,20.38,-,-,-,3.42,11.82,56.39,-
584,臺中市,2013/12/26,西屯,3.4,0.41,-,32.0,-,49,33.0,12.66,1.4,11.26,-,-,-,6.56,15.65,76.02,-
585,臺中市,2013/12/26,忠明,3.7,0.52,-,27.6,-,42,30.0,18.69,3.26,15.43,-,-,-,2.74,15.47,71.43,-
586,臺中市,2013/12/26,豐原,3.2,0.43,-,31.0,-,37,21.0,10.79,1.24,9.55,-,-,-,2.69,14.06,78.13,-
587,臺中市,2013/12/26,沙鹿,3.8,0.44,-,31.2,-,49,42.0,13.68,1.5,12.18,-,-,-,7.94,14.61,77.99,-
588,臺中市,2013/12/26,大里,3.5,0.51,-,27.0,-,37,25.0,18.68,2.66,16.02,-,-,-,3.33,15.53,69.88,-
589,臺中市,2013/12/25,西屯,2.2,0.35,-,29.5,-,36,23.0,14.16,1.88,12.28,-,-,-,4.0,17.37,79.39,-
590,臺中市,2013/12/25,忠明,3.0,0.52,-,22.6,-,23,24.0,22.01,3.55,18.46,-,-,-,1.91,17.05,74.89,-
591,臺中市,2013/12/25,豐原,2.0,0.37,-,25.3,-,16,14.0,10.41,1.72,8.69,-,-,-,2.1,16.21,80.96,-
592,臺中市,2013/12/25,沙鹿,2.7,0.37,-,30.7,-,33,30.0,12.28,1.3,10.98,-,-,-,5.06,16.36,80.85,-
593,臺中市,2013/12/25,大里,2.9,0.59,-,19.0,-,31,21.0,26.28,4.28,22.0,-,-,-,2.04,17.04,74.23,-
594,臺中市,2013/12/24,西屯,0.8,0.22,-,32.2,-,23,15.0,11.28,1.72,9.56,-,-,-,4.62,16.51,77.77,-
595,臺中市,2013/12/24,忠明,2.2,0.35,-,25.7,-,19,13.0,19.0,3.16,15.83,-,-,-,2.24,16.14,73.6,-
596,臺中市,2013/12/24,豐原,1.5,0.24,-,29.4,-,10,12.0,7.57,1.79,5.78,-,-,-,2.21,15.19,80.28,-
597,臺中市,2013/12/24,沙鹿,2.1,0.25,-,31.4,-,20,21.0,11.84,1.79,10.05,-,-,-,5.99,15.35,79.41,-
598,臺中市,2013/12/24,大里,2.4,0.45,-,21.1,-,21,14.0,22.66,4.73,17.93,-,-,-,2.44,16.3,72.72,-
599,臺中市,2013/12/23,西屯,1.9,0.26,-,23.1,-,27,15.0,17.6,2.92,14.67,-,-,-,3.55,17.6,75.19,-
600,臺中市,2013/12/23,忠明,3.0,0.39,-,17.8,-,22,15.0,23.99,5.25,18.74,-,-,-,1.77,17.18,71.04,-
601,臺中市,2013/12/23,豐原,2.0,0.3,-,19.6,-,9,13.0,12.23,2.95,9.27,-,-,-,1.83,16.55,75.65,-
602,臺中市,2013/12/23,沙鹿,2.8,0.26,-,23.2,-,25,23.0,16.98,2.41,14.58,-,-,-,4.75,16.25,79.12,-
603,臺中市,2013/12/23,大里,2.5,0.57,-,13.6,-,28,19.0,33.12,9.32,23.8,-,-,-,1.68,17.2,71.46,-
604,臺中市,2013/12/22,西屯,1.9,0.31,-,29.0,-,32,24.0,9.84,0.83,8.98,-,-,-,4.21,15.62,72.36,-
605,臺中市,2013/12/22,忠明,2.6,0.41,-,22.8,-,29,20.0,18.12,2.78,15.34,-,-,-,2.08,15.22,68.58,-
606,臺中市,2013/12/22,豐原,1.4,0.31,-,26.2,-,15,21.0,7.36,0.57,6.78,-,-,-,2.18,13.96,75.78,-
607,臺中市,2013/12/22,沙鹿,3.0,0.29,-,27.0,-,32,28.0,12.81,1.74,11.07,-,-,-,5.5,14.52,72.68,-
608,臺中市,2013/12/22,大里,2.6,0.46,-,20.6,-,34,25.0,19.81,2.65,17.16,-,-,-,2.06,15.19,68.34,-
609,臺中市,2013/12/21,西屯,3.0,0.5,-,25.1,-,46,31.0,12.85,1.64,11.21,-,-,-,4.55,14.36,79.57,-
610,臺中市,2013/12/21,忠明,3.7,0.62,-,18.7,-,34,-,20.83,3.69,17.15,-,-,-,2.04,13.91,75.51,-
611,臺中市,2013/12/21,豐原,1.8,0.49,-,21.2,-,16,21.0,10.25,0.64,9.6,-,-,-,2.16,12.87,84.73,-
612,臺中市,2013/12/21,沙鹿,4.0,0.5,-,23.4,-,47,44.0,15.1,2.02,13.08,-,-,-,5.39,13.43,79.78,-
613,臺中市,2013/12/21,大里,2.6,0.61,-,16.0,-,35,30.0,22.46,3.52,18.94,-,-,-,2.26,13.84,75.21,-
614,臺中市,2013/12/20,西屯,3.0,0.29,-,29.1,-,42,28.0,13.16,1.56,11.6,-,-,-,3.53,14.98,74.22,-
615,臺中市,2013/12/20,忠明,2.9,0.46,-,22.4,-,35,26.0,22.55,4.01,18.54,-,-,-,1.84,14.51,70.85,-
616,臺中市,2013/12/20,豐原,1.6,0.33,-,26.4,-,25,23.0,-,-,-,-,-,-,1.91,13.46,79.08,-
617,臺中市,2013/12/20,沙鹿,3.0,0.3,-,28.3,-,35,30.0,13.7,1.49,12.22,-,-,-,4.78,13.93,74.26,-
618,臺中市,2013/12/20,大里,2.9,0.59,-,19.0,-,40,29.0,29.07,7.11,21.96,-,-,-,1.75,14.4,71.77,-
619,臺中市,2013/12/19,西屯,4.1,0.33,-,30.2,-,61,39.0,12.18,1.47,10.69,-,-,-,6.19,14.34,74.05,-
620,臺中市,2013/12/19,忠明,3.8,0.47,-,25.9,-,52,36.0,18.17,2.79,15.37,-,-,-,2.62,13.92,70.24,-
621,臺中市,2013/12/19,豐原,2.7,0.39,-,29.2,-,39,30.0,9.44,1.05,8.4,-,-,-,2.61,12.44,78.27,-
622,臺中市,2013/12/19,沙鹿,4.1,0.34,-,29.7,-,59,47.0,12.36,1.67,10.68,-,-,-,7.24,13.39,73.4,-
623,臺中市,2013/12/19,大里,3.4,0.46,-,25.2,-,48,35.0,18.39,2.8,15.6,-,-,-,3.26,13.92,69.63,-
624,臺中市,2013/12/18,西屯,1.7,0.25,-,24.5,-,22,14.0,11.48,2.22,9.26,-,-,-,5.69,15.45,80.65,-
625,臺中市,2013/12/18,忠明,1.4,0.32,-,21.6,-,17,12.0,16.04,3.02,13.02,-,-,-,2.44,15.13,76.48,-
626,臺中市,2013/12/18,豐原,1.6,0.25,-,26.6,-,16,10.0,8.53,2.09,6.45,-,-,-,2.72,13.94,81.09,-
627,臺中市,2013/12/18,沙鹿,1.6,0.23,-,25.2,-,21,19.0,11.83,1.94,9.89,-,-,-,7.08,15.06,79.19,-
628,臺中市,2013/12/18,大里,2.0,0.31,-,22.6,-,16,10.0,15.57,2.62,12.95,-,-,-,3.32,15.11,73.65,-
629,臺中市,2013/12/17,西屯,1.7,0.26,-,25.7,-,10,7.0,11.41,1.06,10.34,-,-,-,5.05,16.9,87.48,-
630,臺中市,2013/12/17,忠明,2.0,0.32,-,21.3,-,6,10.0,17.74,2.64,15.1,-,-,-,2.15,16.51,83.42,-
631,臺中市,2013/12/17,豐原,1.3,0.22,-,26.9,-,8,7.0,8.88,1.68,7.2,-,-,-,3.26,15.72,87.1,-
632,臺中市,2013/12/17,沙鹿,1.2,0.19,-,27.4,-,9,14.0,9.58,1.2,8.39,-,-,-,6.45,17.27,88.79,-
633,臺中市,2013/12/17,大里,1.8,0.37,-,19.1,-,13,10.0,19.71,3.14,16.58,-,-,-,2.51,16.31,81.41,-
634,臺中市,2013/12/16,西屯,2.6,0.46,-,18.2,-,34,20.0,29.78,11.16,18.62,-,-,-,3.56,20.5,85.68,-
635,臺中市,2013/12/16,忠明,3.0,0.54,-,15.7,-,28,20.0,25.36,7.07,18.29,-,-,-,1.82,20.33,82.54,-
636,臺中市,2013/12/16,豐原,3.2,0.46,-,16.4,-,23,11.0,22.39,8.26,14.13,-,-,-,2.05,19.42,89.09,-
637,臺中市,2013/12/16,沙鹿,2.4,0.39,-,21.2,-,30,24.0,21.8,7.18,14.62,-,-,-,4.45,20.36,87.57,-
638,臺中市,2013/12/16,大里,3.5,0.64,-,14.8,-,39,27.0,38.03,17.48,20.55,-,-,-,2.37,20.42,80.62,-
639,臺中市,2013/12/15,西屯,1.4,0.48,-,14.5,30,27,17.0,25.88,7.16,18.73,2.016,0.212,1.8,2.34,20.94,88.83,28.0
