序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
19,臺北市,2007/05/28,陽明,2.9,0.22,391.19,36.6,53,27,18.0,11.07,2.43,8.64,-,-,-,-,-,23.57,-,85.52,48.0,-
20,臺北市,2007/05/28,中山,3.4,0.78,-,24.6,42,50,28.0,35.73,9.4,26.33,2.267,0.272,2.0,-,-,30.07,-,67.24,50.0,-
21,臺北市,2007/05/28,士林,2.7,0.55,-,29.8,50,51,22.0,26.45,4.59,21.86,-,-,-,-,-,30.14,-,67.26,50.0,-
22,臺北市,2007/05/28,松山,3.2,0.59,403.32,24.5,47,50,26.0,35.37,11.01,24.36,2.211,0.264,1.95,-,-,29.31,-,68.79,60.0,-
23,臺北市,2007/05/28,萬華,2.3,0.57,-,31.3,52,48,21.0,19.31,3.88,15.43,-,-,-,-,-,30.99,-,62.84,64.0,-
24,臺北市,2007/05/28,古亭,2.9,0.65,-,22.6,42,47,-,32.22,10.0,22.21,2.093,0.196,1.9,-,-,29.0,-,71.94,58.0,-
25,臺北市,2007/05/27,陽明,2.6,0.2,391.56,31.0,48,30,21.0,8.84,1.99,6.85,-,-,-,-,-,22.85,-,90.64,49.0,-
26,臺北市,2007/05/27,中山,4.0,0.76,-,21.9,45,56,34.0,37.11,13.48,23.62,2.272,0.23,2.04,-,-,30.8,-,67.65,53.0,-
27,臺北市,2007/05/27,萬華,2.8,0.49,-,29.9,54,43,26.0,17.29,3.19,14.09,-,-,-,-,-,31.7,-,63.22,64.0,-
28,臺北市,2007/05/27,松山,2.9,0.51,397.94,29.0,54,49,29.0,22.14,4.54,17.6,2.056,0.197,1.86,-,-,30.38,-,66.41,68.0,-
29,臺北市,2007/05/27,士林,3.3,0.39,-,29.8,55,52,27.0,18.77,4.34,14.43,-,-,-,-,-,30.51,-,69.02,59.0,-
30,臺北市,2007/05/27,古亭,2.4,0.61,-,24.3,49,53,-,26.26,6.7,19.55,2.068,0.172,1.9,-,-,29.82,-,70.79,58.0,-
31,臺北市,2007/05/26,萬華,3.8,0.65,-,23.7,46,48,30.0,25.58,5.49,20.09,-,-,-,-,-,30.07,-,73.6,49.0,-
32,臺北市,2007/05/26,士林,2.5,0.54,-,27.8,46,55,30.0,21.7,3.83,17.87,-,-,-,-,-,29.03,-,77.57,52.0,-
33,臺北市,2007/05/26,松山,4.2,0.69,404.55,21.9,44,52,35.0,34.43,8.43,26.0,2.19,0.25,1.94,-,-,28.66,-,78.99,51.0,-
34,臺北市,2007/05/26,古亭,3.3,0.74,-,19.0,38,55,35.0,35.14,11.68,23.46,2.17,0.239,1.93,-,-,28.46,-,80.16,52.0,-
35,臺北市,2007/05/26,陽明,1.6,0.22,392.4,35.5,52,34,26.0,7.66,1.17,6.49,-,-,-,-,-,22.59,-,91.84,50.0,-
36,臺北市,2007/05/26,中山,4.8,0.96,-,15.4,28,61,38.0,49.22,18.73,30.49,2.35,0.283,2.07,-,-,28.93,-,78.52,56.0,-
37,臺北市,2007/05/25,士林,3.2,0.38,-,34.1,56,60,25.0,18.22,2.55,15.67,-,-,-,-,-,31.33,-,61.2,55.0,-
38,臺北市,2007/05/25,古亭,4.0,0.65,-,22.3,43,51,23.0,33.82,10.02,23.8,2.095,0.229,1.87,-,-,30.17,-,68.77,50.0,-
39,臺北市,2007/05/25,松山,4.2,0.66,404.73,27.6,54,50,28.0,33.27,8.55,24.72,2.144,0.283,1.86,-,-,30.55,-,65.5,54.0,-
40,臺北市,2007/05/25,陽明,2.2,0.18,387.88,40.7,57,29,18.0,6.01,1.05,4.96,-,-,-,-,-,23.92,-,84.17,56.0,-
41,臺北市,2007/05/25,萬華,3.8,0.61,-,27.5,55,54,23.0,25.43,4.69,20.74,-,-,-,-,-,32.09,-,60.87,57.0,-
42,臺北市,2007/05/25,中山,5.3,0.94,-,21.7,40,62,35.0,46.57,16.08,30.49,2.428,0.347,2.08,-,-,31.25,-,63.92,56.0,-
43,臺北市,2007/05/24,士林,-,0.63,-,29.1,64,64,24.0,30.73,9.23,21.5,-,-,-,-,-,30.34,-,67.77,66.0,-
44,臺北市,2007/05/24,陽明,3.0,0.2,391.09,42.7,65,32,21.0,8.35,0.95,7.37,-,-,-,-,-,23.63,-,87.61,67.0,-
45,臺北市,2007/05/24,古亭,4.4,0.76,-,28.9,68,52,26.0,36.71,11.12,25.59,2.223,0.295,1.93,-,-,29.72,-,70.39,74.0,-
46,臺北市,2007/05/24,松山,6.0,0.82,411.32,35.1,81,51,32.0,43.33,12.8,30.53,2.389,0.377,2.01,-,-,29.46,-,70.58,99.0,-
47,臺北市,2007/05/24,萬華,3.8,0.72,-,34.1,74,51,25.0,27.2,5.3,21.9,-,-,-,-,-,31.69,-,61.84,77.0,-
48,臺北市,2007/05/24,中山,5.4,1.01,-,28.3,68,62,34.0,48.69,17.04,31.65,2.47,0.412,2.06,-,-,30.29,-,68.17,76.0,-
49,臺北市,2007/05/23,古亭,4.0,0.79,-,24.3,54,38,21.0,40.56,13.97,26.59,2.239,0.287,1.95,-,-,27.11,-,79.81,65.0,-
50,臺北市,2007/05/23,陽明,3.0,0.23,394.86,46.3,60,27,21.0,8.3,1.43,6.88,-,-,-,-,-,21.73,-,90.76,58.0,-
51,臺北市,2007/05/23,松山,4.1,0.62,407.87,26.5,46,33,-,43.41,17.14,26.27,-,-,-,-,-,27.85,-,73.36,62.0,-
52,臺北市,2007/05/23,萬華,3.2,0.82,-,28.6,57,36,21.0,30.86,5.9,24.96,-,-,-,-,-,29.13,-,69.88,65.0,-
53,臺北市,2007/05/23,士林,3.5,0.58,-,28.0,51,46,23.0,25.45,4.32,21.12,-,-,-,-,-,28.0,-,73.91,67.0,-
54,臺北市,2007/05/23,中山,4.7,1.07,-,21.6,46,52,31.0,56.38,18.37,38.01,2.534,0.42,2.11,-,-,28.05,-,74.85,61.0,-
55,臺北市,2007/05/22,中山,2.5,0.63,-,19.9,29,35,-,32.04,10.93,21.12,2.08,0.179,1.9,-,-,27.92,-,68.83,35.0,-
56,臺北市,2007/05/22,松山,1.8,0.45,388.29,23.0,32,27,19.0,21.31,5.67,15.65,1.993,0.157,1.84,-,-,27.61,-,68.58,30.0,-
57,臺北市,2007/05/22,古亭,2.5,0.6,-,20.2,31,30,16.0,29.95,9.71,20.24,2.06,0.166,1.89,-,-,27.44,-,72.64,31.0,-
58,臺北市,2007/05/22,士林,-,0.33,-,30.4,37,31,12.0,12.1,2.22,9.88,-,-,-,-,-,28.34,-,65.08,35.0,-
59,臺北市,2007/05/22,萬華,2.0,0.65,-,23.6,37,35,16.0,24.85,5.63,19.23,-,-,-,-,-,29.36,-,64.12,36.0,-
60,臺北市,2007/05/22,陽明,1.3,0.17,384.03,38.1,42,12,9.0,3.45,1.55,1.9,-,-,-,-,-,21.15,-,90.83,38.0,-
61,臺北市,2007/05/21,中山,2.6,0.87,-,23.4,32,45,30.0,44.6,12.71,31.9,2.308,0.266,2.04,-,-,25.16,-,76.52,45.0,-
62,臺北市,2007/05/21,松山,2.2,0.69,397.98,25.0,35,39,28.0,35.01,8.86,26.16,2.395,0.28,2.12,-,-,25.04,-,76.61,39.0,-
63,臺北市,2007/05/21,陽明,1.6,0.2,388.25,46.6,51,13,11.0,2.71,1.13,1.58,-,-,-,-,-,18.8,-,94.57,51.0,-
64,臺北市,2007/05/21,士林,-,0.47,-,36.7,44,41,19.0,16.47,2.88,13.57,-,-,-,-,-,25.51,-,72.8,43.0,-
65,臺北市,2007/05/21,萬華,2.3,0.91,-,24.4,40,-,26.0,36.88,6.39,30.49,-,-,-,-,-,26.6,-,71.12,38.0,-
66,臺北市,2007/05/21,古亭,4.0,0.7,-,26.7,35,45,24.0,34.89,6.4,28.49,2.208,0.198,2.01,-,-,24.99,-,78.15,45.0,-
67,臺北市,2007/05/20,松山,2.7,0.55,390.97,32.3,34,48,32.0,31.01,4.01,27.0,2.124,0.162,1.96,-,-,22.6,-,84.81,48.0,-
68,臺北市,2007/05/20,古亭,2.6,0.64,-,33.6,42,54,33.0,35.61,5.63,29.97,2.05,0.132,1.92,-,-,22.31,-,87.33,52.0,-
69,臺北市,2007/05/20,陽明,2.1,0.25,390.63,56.5,60,26,17.0,3.52,0.86,2.65,-,-,-,-,-,16.85,-,96.12,55.0,-
70,臺北市,2007/05/20,士林,2.7,0.43,-,48.6,59,53,25.0,14.71,1.24,13.45,-,-,-,-,-,23.27,-,78.31,52.0,-
71,臺北市,2007/05/20,萬華,2.7,0.69,-,34.1,45,-,31.0,32.43,3.55,28.86,-,-,-,-,-,23.94,-,79.9,42.0,-
72,臺北市,2007/05/20,中山,4.1,0.68,-,33.4,46,57,35.0,41.71,10.06,31.65,2.126,0.148,1.98,-,-,22.73,-,84.09,54.0,-
73,臺北市,2007/05/19,松山,3.5,0.6,394.44,27.8,36,53,27.0,37.53,7.99,29.55,2.164,0.232,1.93,-,-,22.07,-,79.93,52.0,-
74,臺北市,2007/05/19,古亭,2.8,0.59,-,28.1,39,53,25.0,34.96,6.84,28.12,2.056,0.153,1.9,-,-,21.6,-,83.68,52.0,-
75,臺北市,2007/05/19,陽明,2.0,0.23,389.5,61.0,70,36,22.0,3.67,1.04,2.63,-,-,-,-,-,16.03,-,95.18,60.0,-
76,臺北市,2007/05/19,士林,4.0,0.51,-,37.6,57,63,25.0,25.07,5.63,19.43,-,-,-,-,-,22.17,-,77.1,56.0,-
77,臺北市,2007/05/19,萬華,5.3,0.63,-,32.7,41,47,26.0,30.72,3.85,26.87,-,-,-,-,-,23.25,-,75.28,47.0,-
78,臺北市,2007/05/19,中山,4.7,0.75,-,25.0,37,58,29.0,46.25,11.44,34.82,2.246,0.248,2.0,-,-,22.06,-,80.36,54.0,-
79,臺北市,2007/05/18,松山,3.8,0.86,411.28,17.3,37,84,46.0,44.95,9.32,35.64,2.315,0.364,1.95,-,-,25.05,-,75.32,68.0,-
80,臺北市,2007/05/18,古亭,4.0,0.89,-,17.8,37,77,34.0,44.77,12.21,32.56,2.296,0.319,1.98,-,-,24.46,-,79.97,64.0,-
81,臺北市,2007/05/18,陽明,1.8,0.29,395.43,53.6,60,38,24.0,7.59,1.59,6.0,-,-,-,-,-,18.92,-,95.35,56.0,-
82,臺北市,2007/05/18,士林,3.3,0.8,-,23.8,48,81,-,37.27,7.77,29.51,-,-,-,-,-,25.09,-,75.99,66.0,-
83,臺北市,2007/05/18,萬華,4.1,0.84,-,25.5,47,72,41.0,37.08,8.5,28.59,-,-,-,-,-,26.19,-,72.21,61.0,-
84,臺北市,2007/05/18,中山,7.8,1.27,-,13.0,25,92,54.0,80.41,35.73,44.68,2.711,0.53,2.18,-,-,25.19,-,77.42,71.0,-
85,臺北市,2007/05/17,松山,4.7,0.9,402.48,22.1,34,110,56.0,49.74,13.66,36.08,2.377,0.404,1.97,-,-,26.06,-,62.76,80.0,-
86,臺北市,2007/05/17,古亭,4.5,0.89,-,18.4,26,99,57.0,45.46,15.29,30.18,2.273,0.309,1.96,-,-,25.3,-,70.34,74.0,-
87,臺北市,2007/05/17,陽明,3.1,0.23,388.41,52.2,62,88,33.0,5.1,1.28,3.82,-,-,-,-,-,19.78,-,81.04,69.0,-
88,臺北市,2007/05/17,士林,4.2,0.67,-,26.9,41,119,-,30.87,4.51,26.36,-,-,-,-,-,26.12,-,62.66,84.0,-
89,臺北市,2007/05/17,萬華,6.3,0.82,-,24.3,32,94,51.0,36.32,6.85,29.46,-,-,-,-,-,26.98,-,62.87,72.0,-
90,臺北市,2007/05/17,中山,6.7,0.99,-,18.5,27,114,69.0,56.03,15.36,40.66,2.476,0.366,2.11,-,-,26.15,-,64.84,82.0,-
91,臺北市,2007/05/16,松山,4.2,0.74,407.5,32.4,59,69,41.0,40.15,10.66,29.49,2.319,0.34,1.98,-,-,28.5,-,66.08,66.0,-
92,臺北市,2007/05/16,古亭,4.4,0.71,-,31.1,61,67,46.0,34.21,8.2,26.01,2.24,0.272,1.97,-,-,27.65,-,71.34,65.0,-
93,臺北市,2007/05/16,陽明,3.6,0.34,398.3,52.9,60,48,32.0,10.71,1.33,9.38,-,-,-,-,-,21.16,-,86.14,70.0,-
94,臺北市,2007/05/16,士林,4.7,0.56,-,38.0,60,81,-,21.26,2.31,18.95,-,-,-,-,-,28.35,-,65.62,77.0,-
95,臺北市,2007/05/16,萬華,4.4,0.69,-,39.1,68,67,37.0,25.43,3.69,21.73,-,-,-,-,-,29.4,-,63.23,71.0,-
96,臺北市,2007/05/16,中山,7.3,1.03,-,23.6,42,72,42.0,59.23,20.58,38.64,2.47,0.356,2.11,-,-,28.28,-,67.86,61.0,-
97,臺北市,2007/05/15,松山,5.2,0.8,400.73,34.3,68,70,42.0,41.05,9.72,31.33,2.267,0.298,1.97,-,-,26.27,-,75.15,91.0,-
98,臺北市,2007/05/15,古亭,5.2,0.84,-,42.6,86,73,51.0,38.9,7.72,31.18,2.301,0.275,2.03,-,-,26.28,-,76.13,113.0,-
99,臺北市,2007/05/15,陽明,3.4,0.38,396.11,64.3,87,52,40.0,7.72,0.76,6.94,-,-,-,-,-,20.66,-,89.01,90.0,-
100,臺北市,2007/05/15,士林,4.6,0.69,-,36.5,71,80,-,30.16,4.67,25.48,-,-,-,-,-,26.83,-,70.91,77.0,-
101,臺北市,2007/05/15,萬華,4.9,0.89,-,44.4,85,68,44.0,34.27,4.79,29.49,-,-,-,-,-,27.85,-,68.78,102.0,-
102,臺北市,2007/05/15,中山,7.6,1.15,-,28.8,61,79,52.0,63.52,21.6,41.92,2.476,0.374,2.1,-,-,26.65,-,74.61,90.0,-
103,臺北市,2007/05/14,松山,3.7,0.65,395.01,29.8,50,83,47.0,30.09,4.29,25.78,2.119,0.222,1.9,-,-,24.7,-,76.14,66.0,-
104,臺北市,2007/05/14,古亭,5.1,0.74,-,31.9,58,89,54.0,34.92,4.02,30.96,2.215,0.222,1.99,-,-,24.5,-,78.59,70.0,-
105,臺北市,2007/05/14,陽明,2.0,0.35,388.57,53.6,57,41,30.0,4.83,0.39,4.4,-,-,-,-,-,18.26,-,93.96,53.0,-
106,臺北市,2007/05/14,士林,3.1,0.57,-,35.7,53,88,-,20.42,1.91,18.5,-,-,-,-,-,25.25,-,72.8,69.0,-
107,臺北市,2007/05/14,萬華,4.1,0.69,-,36.3,60,87,49.0,28.42,2.3,26.15,-,-,-,-,-,25.96,-,71.67,68.0,-
108,臺北市,2007/05/14,中山,8.7,0.89,-,23.5,37,98,57.0,59.34,20.98,38.36,2.38,0.277,2.1,-,-,24.95,-,76.0,74.0,-
109,臺北市,2007/05/13,松山,5.4,0.63,391.45,37.4,44,127,63.0,24.35,3.21,21.14,1.983,0.116,1.87,-,-,23.55,-,82.0,88.0,-
110,臺北市,2007/05/13,古亭,6.4,0.65,-,40.5,49,123,72.0,24.14,2.65,21.49,1.99,0.083,1.91,-,-,23.65,-,82.4,86.0,-
111,臺北市,2007/05/13,陽明,2.5,0.39,389.88,58.7,63,25,17.0,4.13,0.69,3.41,-,-,-,-,-,16.88,-,96.66,64.0,-
112,臺北市,2007/05/13,士林,3.1,0.51,-,49.4,56,99,-,10.93,1.2,9.71,-,-,-,-,-,24.77,-,70.72,74.0,-
113,臺北市,2007/05/13,萬華,5.7,0.64,-,43.3,51,118,68.0,21.05,1.86,19.19,-,-,-,-,-,25.3,-,73.55,84.0,-
114,臺北市,2007/05/13,中山,6.6,0.69,-,38.9,47,122,72.0,29.53,3.3,26.23,2.04,0.103,1.94,-,-,24.12,-,78.89,86.0,-
115,臺北市,2007/05/12,松山,8.6,0.75,404.7,53.8,95,111,83.0,34.11,2.66,31.45,2.197,0.253,1.94,-,-,26.63,-,67.12,96.0,-
116,臺北市,2007/05/12,古亭,6.4,0.7,-,56.5,106,102,85.0,31.67,3.63,28.04,2.153,0.197,1.96,-,-,26.26,-,68.72,109.0,-
117,臺北市,2007/05/12,陽明,3.6,0.39,393.29,86.8,103,77,56.0,9.56,0.76,8.77,-,-,-,-,-,20.94,-,78.55,110.0,-
118,臺北市,2007/05/12,士林,4.2,0.7,-,41.0,75,109,-,29.32,3.25,26.05,-,-,-,-,-,26.2,-,68.79,81.0,-
119,臺北市,2007/05/12,萬華,4.8,0.71,-,57.3,96,94,70.0,28.22,2.77,25.45,-,-,-,-,-,27.88,-,61.87,93.0,-
120,臺北市,2007/05/12,中山,4.9,0.87,-,44.7,80,104,74.0,43.8,6.64,37.16,2.298,0.25,2.05,-,-,26.67,-,67.65,88.0,-
121,臺北市,2007/05/11,松山,3.5,0.43,387.01,33.6,38,65,42.0,24.03,4.88,19.16,1.949,0.123,1.83,-,-,26.57,-,56.5,58.0,-
122,臺北市,2007/05/11,士林,1.8,0.38,-,44.6,52,75,-,13.52,1.39,12.13,-,-,-,-,-,26.87,-,54.82,62.0,-
123,臺北市,2007/05/11,陽明,3.0,0.24,384.25,58.2,62,55,37.0,3.89,1.19,2.7,-,-,-,-,-,19.67,-,75.64,54.0,-
124,臺北市,2007/05/11,中山,2.7,0.63,-,34.2,45,71,43.0,31.96,7.34,24.61,2.073,0.157,1.92,-,-,26.83,-,57.49,60.0,-
125,臺北市,2007/05/11,萬華,3.4,0.59,-,40.0,50,70,45.0,21.8,3.42,18.38,-,-,-,-,-,28.33,-,50.57,60.0,-
126,臺北市,2007/05/11,古亭,1.7,0.47,-,39.6,49,68,51.0,22.09,4.31,17.78,1.943,0.083,1.86,-,-,26.54,-,58.29,59.0,-
127,臺北市,2007/05/10,松山,5.0,0.66,410.63,31.2,54,80,49.0,42.46,9.38,33.08,2.269,0.291,1.98,-,-,25.57,-,56.83,66.0,-
128,臺北市,2007/05/10,士林,4.3,0.57,-,41.7,60,80,-,25.89,3.65,22.24,-,-,-,-,-,25.47,-,53.78,69.0,-
129,臺北市,2007/05/10,陽明,3.0,0.21,386.92,65.1,78,38,26.0,4.36,1.13,3.23,-,-,-,-,-,19.49,-,65.21,76.0,-
130,臺北市,2007/05/10,中山,6.2,0.8,-,30.8,49,76,51.0,46.35,9.87,36.49,2.3,0.289,2.01,-,-,25.82,-,55.98,63.0,-
131,臺北市,2007/05/10,萬華,5.4,0.7,-,43.5,66,62,41.0,28.93,4.53,24.4,-,-,-,-,-,26.94,-,47.37,73.0,-
132,臺北市,2007/05/10,古亭,4.3,0.64,-,38.5,58,70,55.0,32.86,6.42,26.44,2.114,0.192,1.92,-,-,25.05,-,58.02,67.0,-
133,臺北市,2007/05/09,萬華,4.9,0.82,-,62.1,106,88,63.0,38.0,4.63,33.35,-,-,-,-,-,27.32,-,50.35,146.0,-
134,臺北市,2007/05/09,松山,4.0,0.81,407.81,53.5,94,86,55.0,42.5,6.97,35.53,2.267,0.296,1.97,-,-,26.61,-,53.09,139.0,-
135,臺北市,2007/05/09,陽明,3.9,0.34,390.75,84.9,98,64,46.0,6.91,0.93,5.96,-,-,-,-,-,20.0,-,68.87,86.0,-
136,臺北市,2007/05/09,古亭,4.6,0.84,-,58.5,108,78,66.0,37.76,7.54,30.23,2.261,0.288,1.97,-,-,25.97,-,56.41,152.0,-
137,臺北市,2007/05/09,中山,6.2,1.14,-,46.1,84,98,65.0,65.99,14.05,51.94,2.462,0.375,2.09,-,-,26.45,-,55.79,126.0,-
138,臺北市,2007/05/09,士林,4.5,0.7,-,62.3,103,93,-,28.93,2.49,26.44,-,-,-,-,-,25.72,-,55.63,119.0,-
139,臺北市,2007/05/08,萬華,3.3,0.76,-,56.5,73,87,55.0,30.24,2.97,27.26,-,-,-,-,-,26.98,-,47.03,74.0,-
140,臺北市,2007/05/08,松山,5.1,0.61,402.02,43.8,61,89,57.0,35.89,5.04,30.85,2.157,0.22,1.94,-,-,25.03,-,54.72,70.0,-
141,臺北市,2007/05/08,陽明,4.2,0.27,386.37,74.1,78,54,36.0,3.95,0.75,3.17,-,-,-,-,-,19.1,-,64.55,70.0,-
142,臺北市,2007/05/08,古亭,2.9,0.67,-,51.4,66,87,70.0,31.38,4.36,27.02,2.152,0.136,2.02,-,-,25.13,-,55.62,68.0,-
143,臺北市,2007/05/08,中山,4.1,0.93,-,38.9,57,95,67.0,52.22,10.5,41.71,2.363,0.296,2.07,-,-,25.66,-,52.33,72.0,-
144,臺北市,2007/05/08,士林,3.5,0.52,-,57.8,71,-,-,20.42,2.81,17.61,-,-,-,-,-,25.48,-,48.73,66.0,-
145,臺北市,2007/05/07,萬華,10.8,0.77,-,63.7,78,111,68.0,33.53,2.2,31.28,-,-,-,-,-,25.25,-,53.84,80.0,-
146,臺北市,2007/05/07,松山,11.7,0.7,403.85,50.8,73,107,71.0,39.08,3.9,35.18,2.122,0.198,1.92,-,-,23.42,-,60.62,78.0,-
147,臺北市,2007/05/07,陽明,5.7,0.38,386.22,87.0,91,82,62.0,5.76,2.05,3.7,-,-,-,-,-,17.76,-,75.62,80.0,-
148,臺北市,2007/05/07,士林,8.5,0.56,-,78.0,84,117,72.0,17.29,1.62,15.67,-,-,-,-,-,24.31,-,54.07,84.0,-
149,臺北市,2007/05/07,中山,9.7,0.83,-,59.5,67,111,76.0,39.07,3.88,35.22,2.157,0.182,1.98,-,-,23.98,-,58.82,80.0,-
150,臺北市,2007/05/07,古亭,10.4,0.75,-,61.2,74,107,85.0,37.56,3.92,33.73,2.117,0.157,1.96,-,-,23.66,-,60.34,78.0,-
151,臺北市,2007/05/06,萬華,5.0,0.8,-,34.2,66,48,31.0,31.91,4.14,27.77,-,-,-,-,-,25.89,-,65.47,63.0,-
152,臺北市,2007/05/06,松山,5.8,0.77,406.23,30.5,58,50,36.0,36.51,10.1,26.41,2.163,0.234,1.93,-,-,24.58,-,71.38,56.0,-
153,臺北市,2007/05/06,陽明,3.6,0.34,386.49,62.1,76,43,26.0,5.09,0.82,4.25,-,-,-,-,-,18.04,-,80.86,66.0,-
154,臺北市,2007/05/06,士林,4.9,0.61,-,37.8,64,60,34.0,21.8,2.47,19.33,-,-,-,-,-,24.5,-,70.3,62.0,-
155,臺北市,2007/05/06,中山,6.7,1.02,-,25.5,49,57,33.0,50.64,14.48,36.17,2.373,0.26,2.11,-,-,24.77,-,72.37,54.0,-
156,臺北市,2007/05/06,古亭,5.4,0.89,-,30.9,63,55,41.0,41.01,9.65,31.37,2.343,0.265,2.08,-,-,24.33,-,72.61,59.0,-
157,臺北市,2007/05/05,萬華,4.7,0.85,-,16.6,23,61,38.0,45.36,7.97,37.38,-,-,-,-,-,24.74,-,80.37,56.0,-
158,臺北市,2007/05/05,松山,4.6,0.87,421.68,14.9,21,58,42.0,50.64,11.92,38.72,2.396,0.386,2.01,-,-,23.52,-,85.59,54.0,-
159,臺北市,2007/05/05,陽明,1.9,0.25,391.4,48.8,60,21,16.0,7.31,1.09,6.22,-,-,-,-,-,17.9,-,93.42,74.0,-
160,臺北市,2007/05/05,士林,3.6,0.57,-,22.7,30,52,32.0,28.84,4.05,24.79,-,-,-,-,-,23.43,-,84.25,51.0,-
161,臺北市,2007/05/05,中山,5.4,1.16,-,9.4,12,64,42.0,76.49,30.18,46.31,2.662,0.474,2.19,-,-,23.7,-,84.91,57.0,-
162,臺北市,2007/05/05,古亭,5.5,0.98,-,12.8,20,65,50.0,56.78,12.93,43.85,2.603,0.433,2.17,-,-,23.27,-,85.87,58.0,-
163,臺北市,2007/05/04,萬華,5.3,0.87,-,53.4,108,83,53.0,37.79,4.7,33.09,-,-,-,-,-,27.5,-,55.76,152.0,-
