序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1661,彰化縣,2013/09/26,二林,1.8,0.18,-,37.6,58,58,19.0,7.82,0.69,7.09,-,-,-,3.89,27.92,70.34,54.0
1662,彰化縣,2013/09/25,彰化,5.6,0.45,-,25.1,50,57,33.0,17.91,2.16,15.74,2.035,0.234,1.8,1.75,28.51,70.86,54.0
1663,彰化縣,2013/09/25,線西,4.3,0.3,-,25.2,43,53,28.0,14.86,3.3,11.56,2.001,0.166,1.84,3.38,27.47,79.93,52.0
1664,彰化縣,2013/09/25,二林,4.5,0.21,-,26.1,50,59,27.0,13.26,3.02,10.24,-,-,-,2.23,28.88,77.72,58.0
1665,彰化縣,2013/09/24,彰化,4.9,0.41,-,30.5,55,57,36.0,15.95,2.34,13.61,2.029,0.238,1.79,1.34,27.99,77.77,56.0
1666,彰化縣,2013/09/24,線西,3.2,0.31,-,31.0,60,54,33.0,12.3,1.28,11.01,2.041,0.152,1.89,2.14,27.46,86.62,52.0
1667,彰化縣,2013/09/24,二林,2.5,0.22,-,24.8,53,57,28.0,11.42,1.93,9.48,-,-,-,1.74,28.63,83.48,62.0
1668,彰化縣,2013/09/23,彰化,4.5,0.55,-,15.5,33,42,26.0,20.85,2.95,17.89,2.092,0.278,1.81,1.45,28.12,79.01,42.0
1669,彰化縣,2013/09/23,線西,4.1,0.38,-,21.3,45,45,25.0,17.48,3.69,13.8,2.095,0.189,1.91,1.87,27.62,88.13,45.0
1670,彰化縣,2013/09/23,二林,2.6,0.31,-,19.0,39,48,23.0,13.11,2.09,11.01,-,-,-,1.52,28.35,86.05,48.0
1671,彰化縣,2013/09/22,彰化,3.6,0.33,-,14.4,25,30,17.0,15.11,2.45,12.67,1.9,0.137,1.76,1.4,28.33,76.77,30.0
1672,彰化縣,2013/09/22,線西,2.7,0.27,-,17.1,31,33,15.0,11.89,2.08,9.81,1.936,0.074,1.86,1.93,27.66,86.51,33.0
1673,彰化縣,2013/09/22,二林,2.5,0.2,-,16.1,29,40,16.0,9.03,1.09,7.92,-,-,-,1.91,28.28,85.96,40.0
1674,彰化縣,2013/09/21,彰化,3.7,0.42,-,8.0,14,32,15.0,20.15,7.51,12.64,1.93,0.189,1.74,2.41,29.54,67.01,32.0
1675,彰化縣,2013/09/21,線西,3.2,0.15,-,14.4,18,26,13.0,8.53,1.37,7.16,1.788,0.042,1.75,5.5,28.68,75.94,26.0
1676,彰化縣,2013/09/21,二林,2.9,0.13,-,15.4,18,35,13.0,7.17,1.11,6.06,-,-,-,4.69,29.63,73.84,35.0
1677,彰化縣,2013/09/20,彰化,1.4,0.29,-,17.2,28,51,17.0,13.7,2.66,11.04,1.861,0.135,1.73,3.38,29.51,66.26,50.0
1678,彰化縣,2013/09/20,線西,2.4,0.17,-,22.1,32,51,17.0,8.82,1.78,7.04,1.792,0.03,1.76,6.85,28.05,80.07,50.0
1679,彰化縣,2013/09/20,二林,2.4,0.15,-,22.1,32,53,16.0,7.89,1.25,6.64,-,-,-,4.51,29.41,75.73,52.0
1680,彰化縣,2013/09/19,彰化,3.6,0.41,-,35.2,76,58,35.0,13.42,1.82,11.61,1.975,0.179,1.8,1.9,29.39,71.2,91.0
1681,彰化縣,2013/09/19,線西,5.3,0.41,-,33.0,61,61,35.0,13.14,1.76,11.37,1.986,0.116,1.87,3.42,28.53,81.62,56.0
1682,彰化縣,2013/09/19,二林,4.5,0.3,-,33.6,70,67,30.0,12.32,2.09,10.23,-,-,-,2.23,29.88,78.16,84.0
1683,彰化縣,2013/09/18,彰化,5.8,0.51,-,43.5,78,62,37.0,18.28,1.44,16.84,2.041,0.23,1.81,1.33,29.52,66.52,72.0
1684,彰化縣,2013/09/18,線西,6.3,0.41,-,34.3,72,59,29.0,19.41,2.87,16.53,2.065,0.179,1.89,1.86,28.14,76.94,54.0
1685,彰化縣,2013/09/18,二林,3.8,0.32,-,38.2,77,71,33.0,14.13,1.31,12.8,-,-,-,1.51,29.72,73.17,72.0
1686,彰化縣,2013/09/17,彰化,4.3,0.41,-,37.0,62,67,35.0,16.66,1.51,15.15,2.013,0.205,1.81,1.81,29.19,66.87,66.0
1687,彰化縣,2013/09/17,線西,-,-,-,-,61,72,30.0,-,-,-,-,-,-,-,-,-,-
1688,彰化縣,2013/09/17,二林,3.4,0.27,-,36.5,65,72,31.0,13.51,2.08,11.44,-,-,-,2.28,29.47,73.78,64.0
1689,彰化縣,2013/09/16,彰化,3.3,0.46,-,35.4,61,60,31.0,17.29,1.69,15.6,2.049,0.21,1.84,1.87,30.22,64.91,61.0
1690,彰化縣,2013/09/16,線西,6.0,0.34,-,32.3,55,71,30.0,17.12,3.66,13.46,1.978,0.099,1.88,3.63,28.76,74.46,60.0
1691,彰化縣,2013/09/16,二林,3.5,0.31,-,35.4,59,80,34.0,12.93,1.46,11.47,-,-,-,2.39,30.21,73.32,65.0
1692,彰化縣,2013/09/15,彰化,3.5,0.36,-,27.7,50,71,38.0,13.03,2.08,10.94,1.928,0.153,1.78,2.34,29.54,73.1,65.0
1693,彰化縣,2013/09/15,線西,4.5,0.3,-,25.5,39,48,29.0,10.25,1.71,8.53,1.916,0.077,1.84,3.58,28.55,81.82,48.0
1694,彰化縣,2013/09/15,二林,3.3,0.24,-,25.7,47,57,-,10.69,1.61,9.08,-,-,-,2.82,30.04,78.61,70.0
1695,彰化縣,2013/09/14,彰化,-,-,-,-,88,-,-,-,-,-,-,-,-,-,-,-,80.0
1696,彰化縣,2013/09/14,線西,4.0,0.3,-,40.1,87,41,31.0,11.32,2.13,9.19,1.93,0.107,1.82,2.24,28.55,81.82,41.0
1697,彰化縣,2013/09/14,二林,1.8,0.21,-,42.2,86,53,-,8.75,0.95,7.77,-,-,-,1.72,29.85,77.65,83.0
1698,彰化縣,2013/09/13,彰化,4.5,0.45,-,38.9,70,52,37.0,14.75,1.22,13.5,2.015,0.22,1.8,1.34,28.75,74.02,77.0
1699,彰化縣,2013/09/13,線西,5.1,0.44,-,31.2,61,48,35.0,16.65,2.15,14.5,2.158,0.248,1.91,1.84,28.12,82.68,48.0
1700,彰化縣,2013/09/13,二林,4.5,0.33,-,38.4,78,62,36.0,12.35,1.74,10.61,-,-,-,1.67,29.45,80.17,70.0
1701,彰化縣,2013/09/12,彰化,5.0,0.45,-,41.0,73,71,53.0,13.16,0.77,12.4,2.015,0.214,1.8,1.37,28.48,76.28,76.0
1702,彰化縣,2013/09/12,線西,4.6,0.4,-,36.1,77,61,47.0,16.33,1.95,14.37,2.157,0.205,1.95,2.16,28.04,85.45,56.0
1703,彰化縣,2013/09/12,二林,2.4,0.28,-,28.8,60,67,40.0,11.4,1.61,9.78,-,-,-,1.91,29.06,82.67,71.0
1704,彰化縣,2013/09/11,彰化,7.5,0.55,-,44.5,79,89,68.0,17.52,0.61,16.94,2.071,0.253,1.82,1.43,29.44,74.55,73.0
1705,彰化縣,2013/09/11,線西,4.7,0.36,-,38.4,79,64,46.0,15.49,1.01,14.53,2.11,0.178,1.93,1.99,28.53,86.18,57.0
1706,彰化縣,2013/09/11,二林,4.1,0.3,-,39.1,74,79,48.0,9.83,0.61,9.22,-,-,-,1.46,30.09,78.97,74.0
1707,彰化縣,2013/09/10,彰化,4.2,0.4,-,42.9,84,69,48.0,13.86,1.36,12.5,1.961,0.165,1.8,1.84,29.36,75.07,85.0
1708,彰化縣,2013/09/10,線西,4.4,0.27,-,47.5,87,55,38.0,8.5,1.1,7.39,1.945,0.075,1.87,2.19,28.27,85.68,52.0
1709,彰化縣,2013/09/10,二林,3.4,0.24,-,39.9,73,61,34.0,8.13,0.8,7.29,-,-,-,1.6,29.72,80.08,83.0
1710,彰化縣,2013/09/09,彰化,6.0,0.44,-,35.7,68,69,47.0,14.96,1.48,13.47,1.937,0.151,1.79,1.94,29.31,73.6,69.0
1711,彰化縣,2013/09/09,線西,3.6,0.33,-,31.5,57,60,37.0,10.51,1.47,9.04,2.083,0.104,1.98,2.6,28.14,85.71,55.0
1712,彰化縣,2013/09/09,二林,3.2,0.25,-,30.6,61,71,41.0,8.42,0.76,7.63,-,-,-,1.93,29.66,80.23,69.0
1713,彰化縣,2013/09/08,彰化,5.0,0.47,-,42.7,77,69,47.0,14.58,2.3,12.28,1.992,0.161,1.83,1.43,29.31,72.49,79.0
1714,彰化縣,2013/09/08,線西,6.2,0.44,-,33.4,58,65,36.0,13.31,1.51,11.8,2.006,0.085,1.92,2.24,28.26,82.66,58.0
1715,彰化縣,2013/09/08,二林,5.5,0.31,-,38.8,72,72,41.0,9.21,0.6,8.53,-,-,-,1.69,29.81,77.66,72.0
1716,彰化縣,2013/09/07,彰化,6.4,0.51,-,28.2,84,66,42.0,17.68,1.37,16.32,2.095,0.232,1.86,1.54,28.95,74.32,80.0
1717,彰化縣,2013/09/07,線西,5.7,0.36,-,37.5,75,54,31.0,12.48,1.73,10.76,2.026,0.105,1.92,2.41,27.9,84.05,52.0
1718,彰化縣,2013/09/07,二林,3.5,0.26,-,37.6,77,58,28.0,10.27,1.25,9.02,-,-,-,1.58,29.68,78.19,87.0
1719,彰化縣,2013/09/06,彰化,5.4,0.55,-,36.5,61,68,44.0,17.5,1.99,15.52,2.077,0.227,1.85,1.61,28.43,74.99,78.0
1720,彰化縣,2013/09/06,線西,5.6,0.35,-,29.9,51,50,27.0,14.92,2.45,12.48,2.095,0.135,1.96,2.39,27.24,86.38,50.0
1721,彰化縣,2013/09/06,二林,4.6,0.31,-,34.0,62,62,33.0,13.92,1.63,12.31,-,-,-,1.87,28.99,80.12,61.0
1722,彰化縣,2013/09/05,彰化,6.5,0.57,-,43.4,96,70,41.0,22.46,2.63,19.84,2.151,0.256,1.9,1.65,27.54,70.79,100.0
1723,彰化縣,2013/09/05,線西,6.3,0.39,-,46.7,85,59,31.0,14.7,2.17,12.54,2.02,0.121,1.9,2.6,26.33,79.22,54.0
1724,彰化縣,2013/09/05,二林,5.5,0.38,-,45.7,90,71,40.0,13.08,0.75,12.38,-,-,-,1.64,28.01,75.58,88.0
1725,彰化縣,2013/09/04,彰化,3.8,0.5,-,33.4,57,79,35.0,20.16,1.16,18.99,2.064,0.222,1.84,1.86,26.63,68.21,65.0
1726,彰化縣,2013/09/04,線西,4.5,0.32,-,40.9,55,56,24.0,13.28,1.78,11.5,1.952,0.088,1.86,3.74,25.79,75.59,53.0
1727,彰化縣,2013/09/04,二林,4.4,0.33,-,36.1,62,70,32.0,14.83,1.22,13.59,-,-,-,2.55,26.96,76.04,69.0
1728,彰化縣,2013/09/03,彰化,4.0,0.64,-,43.9,86,65,43.0,22.73,2.23,20.47,2.253,0.316,1.94,2.27,27.05,67.36,82.0
1729,彰化縣,2013/09/03,線西,5.3,0.39,-,52.4,86,69,39.0,16.31,2.56,13.74,2.131,0.169,1.96,3.84,26.24,74.2,60.0
1730,彰化縣,2013/09/03,二林,4.9,0.39,-,50.9,89,80,44.0,14.13,1.37,12.74,-,-,-,2.82,27.64,73.27,84.0
1731,彰化縣,2013/09/02,彰化,3.4,0.73,-,26.6,55,50,34.0,28.31,3.11,25.2,2.261,0.341,1.92,1.24,25.55,75.19,64.0
1732,彰化縣,2013/09/02,線西,4.7,0.4,-,39.0,69,55,34.0,19.38,1.68,17.67,2.216,0.199,2.02,2.35,25.3,80.59,52.0
1733,彰化縣,2013/09/02,二林,3.3,0.41,-,40.8,74,64,33.0,14.97,2.39,12.55,-,-,-,2.01,26.85,78.39,78.0
1734,彰化縣,2013/09/01,彰化,2.9,0.51,-,39.9,54,26,21.0,16.7,1.99,14.71,1.989,0.191,1.8,2.08,24.05,82.94,51.0
1735,彰化縣,2013/09/01,線西,2.6,0.27,-,50.7,62,28,21.0,7.78,1.08,6.68,1.906,0.047,1.86,3.71,24.21,90.18,28.0
1736,彰化縣,2013/09/01,二林,2.5,0.27,-,51.0,60,36,20.0,8.06,1.47,6.57,-,-,-,3.26,25.49,86.57,56.0
1737,南投縣,2013/09/30,南投,2.0,0.48,-,35.7,74,64,36.0,16.92,2.01,14.9,2.066,0.167,1.9,1.44,28.85,73.1,73.0
1738,南投縣,2013/09/30,埔里,1.7,0.47,-,38.0,69,60,43.0,12.74,1.62,11.12,-,-,-,-,27.28,78.25,70.0
1739,南投縣,2013/09/30,竹山,1.6,0.33,-,42.1,78,-,-,11.13,1.17,9.91,-,-,-,-,28.3,73.62,77.0
1740,南投縣,2013/09/29,南投,1.7,0.43,-,35.1,75,67,38.0,14.35,1.59,12.75,1.987,0.104,1.88,1.34,28.16,74.72,72.0
1741,南投縣,2013/09/29,埔里,1.4,0.39,-,44.2,73,55,39.0,11.14,1.7,9.44,-,-,-,-,27.14,75.56,71.0
1742,南投縣,2013/09/29,竹山,1.3,0.35,-,44.1,81,70,40.0,9.83,0.84,8.97,-,-,-,-,27.32,75.26,78.0
1743,南投縣,2013/09/28,南投,2.4,0.46,-,37.8,79,80,38.0,17.1,1.48,15.62,2.034,0.144,1.89,1.43,27.61,75.89,80.0
1744,南投縣,2013/09/28,埔里,2.0,0.4,-,48.2,83,57,36.0,11.14,0.95,10.19,-,-,-,-,27.01,76.7,94.0
1745,南投縣,2013/09/28,竹山,2.2,0.35,-,43.1,84,75,40.0,11.15,0.93,10.2,-,-,-,-,26.73,76.71,87.0
1746,南投縣,2013/09/27,南投,2.6,0.4,-,32.4,70,60,23.0,20.09,2.09,17.99,2.056,0.171,1.89,1.6,27.11,69.76,80.0
1747,南投縣,2013/09/27,埔里,1.9,0.35,-,41.7,79,46,27.0,11.81,1.4,10.41,-,-,-,-,26.95,75.73,76.0
1748,南投縣,2013/09/27,竹山,2.5,0.31,-,35.6,75,72,28.0,16.59,2.45,14.14,-,-,-,-,26.2,72.53,79.0
1749,南投縣,2013/09/26,南投,2.0,0.38,-,29.9,59,62,26.0,17.78,2.51,15.26,2.038,0.165,1.87,1.62,27.07,71.22,67.0
1750,南投縣,2013/09/26,埔里,1.6,0.28,-,33.0,54,37,28.0,9.92,1.57,8.35,-,-,-,-,26.4,74.09,54.0
1751,南投縣,2013/09/26,竹山,1.5,0.27,-,34.1,66,65,33.0,11.72,1.2,10.51,-,-,-,-,26.3,74.03,67.0
1752,南投縣,2013/09/25,南投,2.3,0.4,-,28.8,62,55,28.0,15.13,1.61,13.5,1.997,0.157,1.84,1.31,27.48,78.17,74.0
1753,南投縣,2013/09/25,埔里,2.0,0.32,-,32.7,61,38,31.0,11.26,2.03,9.24,-,-,-,-,26.74,76.88,71.0
1754,南投縣,2013/09/25,竹山,2.4,0.28,-,31.8,66,53,28.0,9.86,1.78,8.08,-,-,-,-,26.9,77.27,78.0
1755,南投縣,2013/09/24,南投,1.3,0.32,-,25.5,47,48,27.0,10.77,1.35,9.4,1.925,0.102,1.82,1.55,26.62,85.29,50.0
1756,南投縣,2013/09/24,埔里,1.1,0.23,-,27.0,46,28,23.0,8.27,2.02,6.26,-,-,-,-,26.58,76.74,58.0
1757,南投縣,2013/09/24,竹山,0.9,0.21,-,19.3,37,40,26.0,9.5,2.08,7.4,-,-,-,-,25.8,85.28,40.0
1758,南投縣,2013/09/23,南投,1.8,0.42,-,15.8,29,43,24.0,16.36,2.27,14.07,2.09,0.224,1.87,1.58,26.68,86.12,43.0
1759,南投縣,2013/09/23,埔里,1.2,0.34,-,22.2,37,24,22.0,11.32,1.68,9.64,-,-,-,-,25.76,86.41,42.0
1760,南投縣,2013/09/23,竹山,-,0.27,-,16.6,32,38,21.0,12.14,2.38,9.75,-,-,-,-,25.83,85.76,38.0
1761,南投縣,2013/09/22,南投,2.5,0.31,-,15.9,26,30,14.0,15.15,2.77,12.37,1.961,0.093,1.87,1.54,27.84,79.29,30.0
1762,南投縣,2013/09/22,埔里,1.6,0.24,-,24.4,35,15,15.0,8.86,1.76,7.1,-,-,-,-,27.33,76.85,42.0
1763,南投縣,2013/09/22,竹山,0.9,0.2,-,16.7,34,30,17.0,10.61,1.22,9.39,-,-,-,-,26.69,81.71,38.0
1764,南投縣,2013/09/21,南投,1.2,0.29,-,12.0,21,29,12.0,13.9,4.89,9.01,1.958,0.113,1.85,2.09,29.05,68.17,29.0
1765,南投縣,2013/09/21,埔里,-,0.12,-,20.9,23,7,10.0,5.27,1.27,4.0,-,-,-,-,28.19,66.12,22.0
1766,南投縣,2013/09/21,竹山,1.1,0.21,-,11.8,19,26,13.0,10.11,2.33,7.78,-,-,-,-,28.58,65.51,26.0
1767,南投縣,2013/09/20,南投,1.8,0.36,-,23.3,54,46,20.0,14.91,2.73,12.19,1.971,0.122,1.85,1.44,28.82,71.17,50.0
1768,南投縣,2013/09/20,埔里,1.8,0.37,-,27.6,45,36,33.0,11.64,2.03,9.6,-,-,-,-,28.01,70.45,47.0
1769,南投縣,2013/09/20,竹山,2.0,0.36,-,35.6,78,61,35.0,12.41,1.14,11.25,-,-,-,-,28.39,71.97,75.0
1770,南投縣,2013/09/19,南投,2.7,0.38,-,41.1,86,52,29.0,11.65,1.82,9.84,1.958,0.123,1.83,1.47,29.07,70.58,92.0
1771,南投縣,2013/09/19,埔里,1.1,0.33,-,35.6,64,31,26.0,9.77,1.44,8.32,-,-,-,-,28.07,69.98,65.0
1772,南投縣,2013/09/19,竹山,5.5,0.31,-,47.4,88,53,29.0,9.44,0.96,8.46,-,-,-,-,28.59,68.29,84.0
1773,南投縣,2013/09/18,南投,2.4,0.45,-,48.3,93,68,38.0,14.89,0.81,14.07,2.029,0.138,1.89,1.55,28.77,69.49,99.0
1774,南投縣,2013/09/18,埔里,2.0,0.4,-,58.0,91,52,38.0,11.8,0.7,11.1,-,-,-,-,27.78,68.7,104.0
1775,南投縣,2013/09/18,竹山,2.1,0.33,-,47.5,84,67,35.0,14.29,2.15,12.13,-,-,-,-,27.89,68.63,90.0
1776,南投縣,2013/09/17,南投,2.6,0.4,-,42.8,75,65,32.0,14.6,1.03,13.57,2.017,0.154,1.86,1.68,28.54,66.63,80.0
1777,南投縣,2013/09/17,埔里,2.1,0.3,-,50.0,76,38,26.0,11.13,1.27,9.87,-,-,-,-,26.93,60.1,85.0
1778,南投縣,2013/09/17,竹山,3.9,0.24,-,41.9,75,67,30.0,11.14,2.05,9.09,-,-,-,-,27.66,66.9,83.0
1779,南投縣,2013/09/16,南投,2.5,0.39,-,41.1,73,56,27.0,13.23,1.5,11.75,2.02,0.137,1.88,1.43,29.52,70.62,73.0
1780,南投縣,2013/09/16,埔里,0.9,0.27,-,42.1,75,31,23.0,9.45,1.27,8.18,-,-,-,-,28.29,70.71,75.0
1781,南投縣,2013/09/16,竹山,2.1,0.25,-,36.0,69,59,29.0,-,-,-,-,-,-,-,28.79,71.35,81.0
1782,南投縣,2013/09/15,南投,2.3,0.35,-,34.1,57,60,32.0,10.47,1.08,9.38,1.903,0.08,1.82,1.82,28.98,75.33,65.0
1783,南投縣,2013/09/15,埔里,1.5,0.31,-,35.0,60,33,27.0,10.04,1.21,8.83,-,-,-,-,27.32,78.41,69.0
1784,南投縣,2013/09/15,竹山,2.5,0.31,-,38.0,64,61,39.0,9.04,1.08,7.94,-,-,-,-,27.86,77.1,68.0
1785,南投縣,2013/09/14,南投,2.3,0.4,-,38.4,79,50,29.0,11.73,1.42,10.31,1.959,0.117,1.84,1.58,28.13,76.22,86.0
1786,南投縣,2013/09/14,埔里,1.1,0.29,-,39.9,78,31,26.0,10.08,2.08,8.0,-,-,-,-,26.9,78.28,80.0
1787,南投縣,2013/09/14,竹山,2.3,0.25,-,32.6,63,42,26.0,9.77,2.0,7.76,-,-,-,-,27.09,75.82,77.0
1788,南投縣,2013/09/13,南投,1.9,0.34,-,32.6,68,42,24.0,12.01,1.62,10.39,1.966,0.1,1.87,1.35,26.87,82.53,87.0
1789,南投縣,2013/09/13,埔里,2.0,0.34,-,17.9,32,31,25.0,12.62,2.31,10.31,-,-,-,-,26.44,81.07,33.0
1790,南投縣,2013/09/13,竹山,1.7,0.23,-,33.1,68,42,26.0,9.45,0.88,8.55,-,-,-,-,26.48,78.43,90.0
1791,南投縣,2013/09/12,南投,2.0,0.4,-,32.8,67,61,40.0,12.88,1.38,11.48,2.012,0.114,1.9,1.45,27.35,81.12,77.0
1792,南投縣,2013/09/12,埔里,2.1,0.36,-,30.1,54,44,38.0,13.11,1.75,11.36,-,-,-,-,26.26,80.75,61.0
1793,南投縣,2013/09/12,竹山,3.4,0.27,-,32.4,62,58,38.0,12.29,2.12,10.18,-,-,-,-,26.51,80.0,73.0
1794,南投縣,2013/09/11,南投,5.0,0.51,-,40.5,72,82,52.0,15.43,1.13,14.32,2.099,0.154,1.95,1.51,28.99,74.56,79.0
1795,南投縣,2013/09/11,埔里,2.2,0.37,-,44.1,70,55,47.0,11.47,1.7,9.78,-,-,-,-,28.14,72.28,82.0
1796,南投縣,2013/09/11,竹山,3.1,0.25,-,43.0,78,71,51.0,10.45,0.74,9.68,-,-,-,-,27.95,74.75,75.0
1797,南投縣,2013/09/10,南投,2.6,0.47,-,47.6,81,82,51.0,12.57,1.1,11.46,2.062,0.141,1.92,1.75,28.89,74.08,82.0
1798,南投縣,2013/09/10,埔里,2.4,0.42,-,47.4,83,65,53.0,12.51,1.6,10.9,-,-,-,-,28.08,73.91,88.0
1799,南投縣,2013/09/10,竹山,2.8,0.27,-,46.8,80,70,48.0,10.02,1.59,8.43,-,-,-,-,27.98,71.59,80.0
1800,南投縣,2013/09/09,南投,3.6,0.54,-,46.6,101,84,51.0,14.86,1.05,13.79,2.097,0.156,1.94,1.66,29.1,75.46,100.0
1801,南投縣,2013/09/09,埔里,2.0,0.39,-,50.7,85,58,46.0,10.8,1.74,9.05,-,-,-,-,28.61,70.99,90.0
1802,南投縣,2013/09/09,竹山,5.0,0.42,-,44.3,95,87,59.0,12.18,1.03,11.13,-,-,-,-,28.35,72.73,112.0
1803,南投縣,2013/09/08,南投,2.9,0.53,-,47.8,85,80,50.0,13.42,1.13,12.28,2.06,0.114,1.95,1.36,28.77,74.66,82.0
1804,南投縣,2013/09/08,埔里,1.7,0.43,-,53.4,83,61,52.0,10.24,1.37,8.87,-,-,-,-,28.02,75.19,81.0
1805,南投縣,2013/09/08,竹山,4.2,0.41,-,49.4,79,83,56.0,11.03,1.37,9.66,-,-,-,-,28.11,71.06,76.0
1806,南投縣,2013/09/07,南投,3.4,0.52,-,52.5,94,78,50.0,13.63,1.71,11.92,2.054,0.115,1.94,1.78,29.09,74.4,109.0
1807,南投縣,2013/09/07,埔里,2.1,0.44,-,65.1,101,61,51.0,10.35,1.07,9.25,-,-,-,-,28.05,74.06,112.0
1808,南投縣,2013/09/07,竹山,-,0.5,-,35.3,52,-,-,11.83,1.02,10.81,-,-,-,-,26.24,77.39,51.0
1809,南投縣,2013/09/06,南投,3.4,0.6,-,47.5,92,82,52.0,16.77,1.07,15.7,2.199,0.18,2.02,1.34,28.41,73.5,95.0
1810,南投縣,2013/09/06,埔里,1.4,0.5,-,58.2,88,72,57.0,10.35,0.67,9.63,-,-,-,-,27.48,75.99,96.0
1811,南投縣,2013/09/06,竹山,3.3,0.45,-,56.9,93,79,56.0,10.28,0.86,9.4,-,-,-,-,27.44,72.35,100.0
1812,南投縣,2013/09/05,南投,3.4,0.54,-,55.4,101,84,-,14.12,1.15,12.98,2.21,0.192,2.02,1.3,27.73,69.75,113.0
1813,南投縣,2013/09/05,埔里,2.5,0.5,-,61.0,104,77,60.0,10.79,1.25,9.54,-,-,-,-,26.53,75.53,120.0
1814,南投縣,2013/09/05,竹山,2.6,0.37,-,63.3,100,85,56.0,9.62,2.0,7.62,-,-,-,-,26.68,73.47,91.0
1815,南投縣,2013/09/04,南投,3.2,0.62,-,42.7,88,89,48.0,18.9,0.89,17.99,2.334,0.245,2.09,1.36,26.55,71.19,90.0
1816,南投縣,2013/09/04,埔里,2.5,0.48,-,48.1,85,68,51.0,11.48,1.28,10.2,-,-,-,-,25.37,78.2,90.0
1817,南投縣,2013/09/04,竹山,2.8,0.38,-,54.3,94,88,53.0,9.75,1.18,8.58,-,-,-,-,25.78,74.47,94.0
1818,南投縣,2013/09/03,南投,1.9,0.62,-,45.9,102,70,37.0,16.93,1.71,15.22,2.239,0.211,2.03,1.45,26.75,80.61,96.0
1819,南投縣,2013/09/03,埔里,1.5,0.46,-,44.7,87,54,41.0,11.29,1.59,9.69,-,-,-,-,26.19,75.5,87.0
1820,南投縣,2013/09/03,竹山,2.6,0.41,-,54.7,103,74,43.0,9.78,1.02,8.76,-,-,-,-,26.3,71.07,101.0
1821,南投縣,2013/09/02,南投,1.6,0.71,-,27.1,61,60,34.0,20.06,2.27,17.8,2.313,0.232,2.08,0.87,24.91,95.71,72.0
1822,南投縣,2013/09/02,埔里,1.1,0.44,-,27.8,46,36,29.0,10.68,1.64,9.03,-,-,-,-,23.98,81.01,45.0
1823,南投縣,2013/09/02,竹山,2.7,0.49,-,38.4,68,61,40.0,11.99,0.84,11.11,-,-,-,-,24.36,77.29,76.0
1824,南投縣,2013/09/01,南投,1.3,0.38,-,42.6,56,25,18.0,10.98,0.86,10.1,2.032,0.083,1.95,1.89,23.94,99.54,52.0
1825,南投縣,2013/09/01,埔里,0.8,0.36,-,39.8,51,14,16.0,9.69,1.42,8.28,-,-,-,-,22.62,91.1,48.0
1826,南投縣,2013/09/01,竹山,1.5,0.23,-,44.0,54,29,-,7.71,1.18,6.52,-,-,-,-,22.77,87.26,52.0
1827,雲林縣,2013/09/30,斗六,3.5,0.43,-,42.8,83,63,40.0,14.86,1.1,13.75,-,-,-,1.81,30.33,71.71,88.0
1828,雲林縣,2013/09/30,崙背,4.3,0.36,-,30.5,63,61,32.0,14.05,2.4,11.66,-,-,-,2.5,28.47,83.74,65.0
1829,雲林縣,2013/09/30,麥寮,4.0,0.35,-,31.5,58,63,31.0,14.04,2.64,11.4,2.014,0.091,1.92,-,27.69,84.14,56.0
1830,雲林縣,2013/09/30,臺西,-,-,-,-,60,55,22.0,-,-,-,-,-,-,-,-,-,52.0
1831,雲林縣,2013/09/29,斗六,3.0,0.4,-,39.3,78,64,39.0,13.04,1.51,11.53,-,-,-,1.52,29.07,75.31,75.0
1832,雲林縣,2013/09/29,崙背,2.9,0.33,-,29.4,64,59,33.0,14.34,1.94,12.39,-,-,-,1.99,28.32,83.98,69.0
1833,雲林縣,2013/09/29,麥寮,3.5,0.3,-,29.5,55,49,28.0,13.17,2.92,10.23,2.034,0.089,1.95,-,27.77,82.99,49.0
1834,雲林縣,2013/09/29,臺西,4.8,0.27,-,31.4,53,46,22.0,12.57,1.49,11.09,-,-,-,-,28.16,83.81,46.0
1835,雲林縣,2013/09/28,斗六,4.8,0.43,-,40.7,84,68,36.0,15.29,1.4,13.89,-,-,-,1.32,28.49,74.36,81.0
1836,雲林縣,2013/09/28,崙背,3.8,0.32,-,35.8,75,63,28.0,12.54,0.95,11.57,-,-,-,2.01,27.74,83.85,77.0
1837,雲林縣,2013/09/28,麥寮,2.8,0.28,-,39.7,74,56,31.0,13.24,3.3,9.95,2.108,0.12,1.99,-,27.16,82.89,53.0
1838,雲林縣,2013/09/28,臺西,3.4,0.2,-,41.9,73,51,21.0,8.19,0.93,7.22,1.987,0.089,1.9,-,27.56,84.84,50.0
