序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
551,臺中市,2013/09/28,西屯,3.8,0.38,-,34.4,72,62,30.0,21.11,2.37,18.74,2.092,0.233,1.86,1.9,27.71,75.69,74.0
552,臺中市,2013/09/28,忠明,4.0,0.46,-,36.8,78,61,28.0,24.33,2.68,21.65,2.155,0.158,2.0,1.5,28.12,71.18,82.0
553,臺中市,2013/09/28,豐原,3.4,0.41,-,41.4,73,58,27.0,13.85,1.36,12.49,2.008,0.182,1.83,1.6,26.7,76.55,74.0
554,臺中市,2013/09/28,沙鹿,3.4,0.36,-,32.4,62,59,33.0,18.42,1.72,16.69,-,-,-,2.77,27.28,77.44,62.0
555,臺中市,2013/09/28,大里,3.6,0.52,427.93,36.4,85,73,38.0,23.87,3.98,19.89,2.173,0.305,1.87,1.49,28.34,71.91,88.0
556,臺中市,2013/09/27,西屯,2.3,0.22,-,37.0,59,41,17.0,15.42,1.36,14.06,1.902,0.117,1.79,3.52,26.47,66.88,60.0
557,臺中市,2013/09/27,忠明,3.2,0.33,-,35.5,61,40,17.0,20.61,2.67,17.95,1.964,0.122,1.84,2.0,27.11,62.87,64.0
558,臺中市,2013/09/27,豐原,3.1,0.28,-,34.7,59,42,14.0,10.75,1.51,9.24,1.926,0.125,1.8,2.15,26.0,68.37,58.0
559,臺中市,2013/09/27,沙鹿,2.0,0.23,-,37.8,54,42,21.0,12.98,1.35,11.63,-,-,-,4.63,25.95,68.99,54.0
560,臺中市,2013/09/27,大里,3.3,0.47,416.84,29.3,63,49,26.0,22.24,3.31,18.92,2.065,0.242,1.82,1.86,27.72,65.4,66.0
561,臺中市,2013/09/26,西屯,1.4,0.17,-,35.7,48,38,19.0,9.2,1.24,7.96,1.822,0.061,1.76,4.31,26.63,66.95,43.0
562,臺中市,2013/09/26,忠明,2.9,0.26,-,36.2,51,44,17.0,15.59,1.85,13.74,1.883,0.103,1.78,2.35,27.67,60.48,50.0
563,臺中市,2013/09/26,豐原,1.5,0.16,-,34.7,43,38,13.0,6.05,1.76,4.29,1.821,0.05,1.77,2.31,25.65,67.61,39.0
564,臺中市,2013/09/26,沙鹿,1.5,0.14,-,39.9,50,36,20.0,7.76,1.28,6.47,-,-,-,5.26,26.39,67.02,45.0
565,臺中市,2013/09/26,大里,2.8,0.36,408.6,32.5,56,47,24.0,15.29,1.85,13.44,1.907,0.153,1.75,2.25,28.06,62.57,60.0
566,臺中市,2013/09/25,西屯,2.1,0.34,-,27.5,53,47,26.0,17.06,2.89,14.17,2.083,0.246,1.84,2.39,28.04,72.69,59.0
567,臺中市,2013/09/25,忠明,2.6,0.43,-,28.0,58,46,24.0,23.95,4.63,19.32,2.015,0.178,1.84,1.38,28.49,69.11,65.0
568,臺中市,2013/09/25,豐原,2.2,0.28,-,35.3,61,44,20.0,11.46,2.17,9.29,1.907,0.119,1.79,1.98,26.97,72.25,62.0
569,臺中市,2013/09/25,沙鹿,2.1,0.27,-,28.3,46,49,33.0,15.2,1.73,13.47,-,-,-,3.08,28.02,73.07,50.0
570,臺中市,2013/09/25,大里,3.4,0.52,441.52,27.3,62,51,31.0,23.97,3.83,20.14,2.14,0.281,1.86,1.56,28.35,71.32,67.0
571,臺中市,2013/09/24,西屯,2.3,0.3,-,29.5,57,44,28.0,16.63,2.74,13.89,1.978,0.19,1.79,1.81,28.05,78.3,62.0
572,臺中市,2013/09/24,忠明,2.2,0.36,-,35.7,60,38,26.0,16.08,2.4,13.69,1.879,0.118,1.76,1.48,28.54,72.38,69.0
573,臺中市,2013/09/24,豐原,2.8,0.31,-,32.2,55,45,19.0,12.05,2.0,10.06,1.946,0.16,1.79,1.9,27.3,75.85,57.0
574,臺中市,2013/09/24,沙鹿,2.9,0.31,-,32.3,57,47,32.0,15.42,1.49,13.92,-,-,-,2.19,28.29,77.14,60.0
575,臺中市,2013/09/24,大里,2.2,0.38,452.75,31.1,56,45,31.0,15.3,2.09,13.17,1.966,0.174,1.79,1.43,28.27,73.58,66.0
576,臺中市,2013/09/23,西屯,1.7,0.41,-,19.2,45,39,21.0,23.9,5.68,18.23,2.1,0.254,1.85,2.17,28.15,81.11,45.0
577,臺中市,2013/09/23,忠明,2.5,0.51,-,22.7,47,32,21.0,25.48,6.59,18.89,2.04,0.227,1.81,1.5,28.41,77.43,46.0
578,臺中市,2013/09/23,豐原,1.5,0.19,-,27.2,43,34,14.0,7.54,2.0,5.54,1.841,0.079,1.76,2.18,26.75,82.33,42.0
579,臺中市,2013/09/23,沙鹿,2.3,0.32,-,26.0,44,33,26.0,16.94,2.7,14.24,-,-,-,2.34,28.65,77.0,47.0
580,臺中市,2013/09/23,大里,1.9,0.45,458.37,22.9,43,34,23.0,18.89,4.89,14.0,1.978,0.197,1.78,1.71,28.02,76.37,43.0
581,臺中市,2013/09/22,西屯,1.9,0.3,-,15.5,30,29,13.0,17.78,4.3,13.48,1.941,0.126,1.82,1.93,28.15,79.23,29.0
582,臺中市,2013/09/22,忠明,2.9,0.4,-,18.8,31,21,12.0,18.84,4.64,14.2,1.874,0.116,1.76,1.37,28.62,73.79,29.0
583,臺中市,2013/09/22,豐原,2.1,0.21,-,19.2,29,23,9.0,9.27,2.31,6.96,1.826,0.069,1.76,1.95,27.1,79.52,26.0
584,臺中市,2013/09/22,沙鹿,2.7,0.29,-,17.2,32,26,19.0,16.14,3.17,12.97,-,-,-,1.93,28.05,80.63,31.0
585,臺中市,2013/09/22,大里,2.4,0.31,443.8,18.5,31,27,18.0,15.1,3.24,11.86,1.873,0.108,1.77,1.8,28.65,72.69,30.0
586,臺中市,2013/09/21,西屯,1.2,0.21,-,12.9,17,27,11.0,12.45,2.37,10.08,1.827,0.09,1.74,3.88,28.67,71.33,27.0
587,臺中市,2013/09/21,忠明,3.3,0.32,-,11.9,17,22,12.0,18.94,6.19,12.75,1.826,0.109,1.72,2.16,29.29,66.47,22.0
588,臺中市,2013/09/21,豐原,1.5,0.16,-,14.7,17,19,9.0,6.39,1.46,4.93,1.788,0.066,1.72,2.46,28.23,67.61,19.0
589,臺中市,2013/09/21,沙鹿,1.5,0.16,-,15.5,19,24,13.0,9.22,1.9,7.32,-,-,-,4.66,28.75,71.96,24.0
590,臺中市,2013/09/21,大里,2.7,0.72,453.81,6.4,10,33,19.0,31.62,13.96,17.66,2.235,0.354,1.88,1.59,29.16,68.51,33.0
591,臺中市,2013/09/20,西屯,1.4,0.13,-,22.1,30,58,12.0,6.21,0.99,5.2,1.761,0.046,1.71,5.23,28.69,69.76,54.0
592,臺中市,2013/09/20,忠明,2.5,0.19,-,21.8,33,43,13.0,11.39,2.28,9.11,1.751,0.054,1.7,2.53,29.32,65.14,43.0
593,臺中市,2013/09/20,豐原,1.6,0.13,-,19.0,27,22,10.0,5.93,1.42,4.5,1.792,0.062,1.73,2.28,27.97,69.39,23.0
594,臺中市,2013/09/20,沙鹿,1.5,0.11,-,24.1,31,40,16.0,7.24,1.42,5.82,-,-,-,6.24,28.64,72.06,40.0
595,臺中市,2013/09/20,大里,1.0,0.31,433.23,18.9,36,31,18.0,13.94,2.35,11.59,1.836,0.104,1.73,2.09,30.2,64.05,33.0
596,臺中市,2013/09/19,西屯,2.7,0.32,-,37.7,80,47,26.0,15.29,1.93,13.34,1.942,0.155,1.79,2.46,29.21,70.76,108.0
597,臺中市,2013/09/19,忠明,3.2,0.38,-,44.2,95,40,25.0,15.5,1.79,13.7,1.893,0.124,1.77,1.71,29.84,65.76,125.0
598,臺中市,2013/09/19,豐原,3.9,0.34,-,46.5,101,44,20.0,11.44,1.18,10.23,1.95,0.16,1.79,2.01,28.45,66.46,122.0
599,臺中市,2013/09/19,沙鹿,3.2,0.32,-,36.9,69,55,34.0,14.82,2.06,12.76,-,-,-,2.98,29.16,72.49,99.0
600,臺中市,2013/09/19,大里,2.6,0.46,441.44,41.8,95,52,33.0,16.91,3.29,13.61,1.923,0.168,1.76,1.8,29.8,67.03,110.0
601,臺中市,2013/09/18,西屯,3.6,0.52,-,42.5,90,66,35.0,30.48,5.15,25.33,2.222,0.318,1.9,1.61,29.35,68.56,85.0
602,臺中市,2013/09/18,忠明,4.0,0.67,-,49.8,93,63,36.0,30.26,3.51,26.75,2.122,0.262,1.86,1.26,30.09,63.32,88.0
603,臺中市,2013/09/18,豐原,3.6,0.48,-,55.9,96,59,29.0,13.77,0.96,12.82,2.011,0.178,1.83,1.87,27.81,71.12,112.0
604,臺中市,2013/09/18,沙鹿,4.4,0.47,-,36.5,76,63,39.0,25.22,2.6,22.62,-,-,-,2.02,29.1,70.35,80.0
605,臺中市,2013/09/18,大里,4.1,0.59,449.32,56.1,107,74,43.0,22.19,1.51,20.67,2.089,0.28,1.81,1.73,29.67,64.71,135.0
606,臺中市,2013/09/17,西屯,2.9,0.34,-,37.1,66,61,30.0,19.45,2.53,16.9,1.973,0.142,1.83,2.16,28.82,67.36,62.0
607,臺中市,2013/09/17,忠明,2.9,0.44,-,41.9,70,54,28.0,21.91,3.0,18.92,1.969,0.157,1.81,1.65,29.44,62.92,68.0
608,臺中市,2013/09/17,豐原,2.0,0.32,-,39.8,67,65,25.0,-,-,-,1.966,0.136,1.83,1.87,27.58,67.97,66.0
609,臺中市,2013/09/17,沙鹿,3.1,0.29,-,38.9,64,64,34.0,16.1,1.98,14.12,-,-,-,2.97,28.65,68.0,66.0
610,臺中市,2013/09/17,大里,3.8,0.47,438.12,39.0,72,62,37.0,21.49,2.4,19.09,2.055,0.261,1.79,1.78,29.46,63.77,70.0
611,臺中市,2013/09/16,西屯,2.5,0.34,-,38.3,64,55,27.0,15.35,1.91,13.45,1.929,0.119,1.81,2.29,29.72,65.58,60.0
612,臺中市,2013/09/16,忠明,2.9,0.38,-,42.4,67,50,28.0,18.76,1.42,17.31,1.905,0.121,1.78,1.59,30.41,61.92,65.0
613,臺中市,2013/09/16,豐原,1.8,0.28,-,36.5,61,52,20.0,10.58,1.53,9.05,1.933,0.113,1.82,1.85,28.83,68.72,57.0
614,臺中市,2013/09/16,沙鹿,2.7,0.28,-,34.7,61,64,33.0,14.76,2.24,12.51,-,-,-,3.45,29.2,67.42,60.0
615,臺中市,2013/09/16,大里,2.4,0.46,427.8,40.0,71,55,32.0,20.8,2.22,18.58,1.996,0.202,1.79,1.48,30.6,63.46,68.0
616,臺中市,2013/09/15,西屯,2.0,0.28,-,32.2,52,52,29.0,12.69,1.48,11.19,1.855,0.099,1.76,3.0,29.23,72.39,63.0
617,臺中市,2013/09/15,忠明,2.4,0.35,-,37.8,59,44,29.0,14.33,2.18,12.15,1.832,0.086,1.75,1.74,29.79,68.35,72.0
618,臺中市,2013/09/15,豐原,2.1,0.27,-,27.9,43,44,19.0,9.25,2.35,6.9,1.877,0.09,1.79,2.06,28.11,76.14,51.0
619,臺中市,2013/09/15,沙鹿,2.8,0.25,-,28.0,42,55,34.0,11.18,1.07,10.11,-,-,-,3.58,29.04,74.56,60.0
620,臺中市,2013/09/15,大里,2.0,0.3,419.4,34.9,55,41,29.0,13.19,2.39,10.81,1.813,0.086,1.73,2.25,29.86,67.92,67.0
621,臺中市,2013/09/14,西屯,1.8,0.35,-,38.7,83,49,33.0,17.0,2.52,14.46,1.981,0.17,1.81,2.08,28.86,76.35,83.0
622,臺中市,2013/09/14,忠明,2.7,0.47,-,44.7,89,45,36.0,18.47,2.8,15.67,1.96,0.152,1.81,1.6,29.34,71.83,90.0
623,臺中市,2013/09/14,豐原,2.7,0.33,-,39.7,80,60,32.0,10.23,1.49,8.74,1.916,0.119,1.8,2.03,27.64,79.44,83.0
624,臺中市,2013/09/14,沙鹿,3.0,0.33,-,43.7,84,43,38.0,13.56,1.52,12.04,-,-,-,2.37,29.21,75.52,81.0
625,臺中市,2013/09/14,大里,2.6,0.45,-,43.8,88,51,37.0,16.69,2.61,14.07,1.942,0.163,1.78,1.73,29.34,71.5,83.0
626,臺中市,2013/09/13,西屯,4.4,0.47,-,28.9,61,51,31.0,28.55,6.89,21.66,2.132,0.277,1.86,1.57,28.5,75.74,71.0
627,臺中市,2013/09/13,忠明,3.8,0.64,-,35.4,74,45,33.0,29.58,5.49,24.09,2.162,0.295,1.87,1.34,28.87,71.69,83.0
628,臺中市,2013/09/13,豐原,3.1,0.36,-,30.8,54,48,25.0,10.52,1.75,8.77,1.952,0.136,1.82,1.74,26.74,82.04,70.0
629,臺中市,2013/09/13,沙鹿,4.4,0.4,-,35.1,57,54,44.0,19.18,1.28,17.9,-,-,-,1.9,29.0,73.76,57.0
630,臺中市,2013/09/13,大里,4.0,0.46,-,36.9,80,45,32.0,19.51,4.19,15.32,2.055,0.239,1.82,1.51,28.29,73.14,112.0
631,臺中市,2013/09/12,西屯,3.1,0.58,-,32.7,74,72,50.0,27.52,2.28,25.24,2.228,0.34,1.89,1.67,28.4,78.16,75.0
632,臺中市,2013/09/12,忠明,3.5,0.69,-,41.9,86,64,46.0,25.97,3.77,22.2,2.132,0.274,1.86,1.35,28.8,72.62,87.0
633,臺中市,2013/09/12,豐原,3.8,0.35,-,51.9,86,64,37.0,10.38,1.62,8.76,1.991,0.133,1.86,2.27,27.19,76.7,91.0
634,臺中市,2013/09/12,沙鹿,4.9,0.51,-,42.6,78,74,58.0,20.64,1.16,19.46,-,-,-,1.94,29.06,74.69,75.0
635,臺中市,2013/09/12,大里,4.6,0.56,-,42.0,79,67,51.0,20.13,1.82,18.31,2.145,0.354,1.79,1.52,28.37,72.98,86.0
636,臺中市,2013/09/11,西屯,4.4,0.55,-,44.4,85,84,58.0,22.37,1.89,20.47,2.18,0.29,1.89,1.7,29.23,76.74,80.0
637,臺中市,2013/09/11,忠明,3.9,0.56,-,56.3,91,82,58.0,19.56,1.75,17.81,2.053,0.195,1.86,1.46,29.64,72.29,87.0
638,臺中市,2013/09/11,豐原,2.9,0.45,-,54.0,90,86,41.0,11.13,1.51,9.63,2.057,0.16,1.9,1.83,28.16,79.83,83.0
639,臺中市,2013/09/11,沙鹿,5.1,0.46,-,-,78,71,56.0,18.18,1.39,16.79,-,-,-,2.04,29.59,76.64,78.0
640,臺中市,2013/09/11,大里,4.4,0.6,447.57,52.7,91,86,68.0,18.33,1.66,16.67,2.12,0.261,1.86,1.51,29.91,71.11,93.0
641,臺中市,2013/09/10,西屯,4.1,0.44,-,45.0,98,73,49.0,19.74,1.82,17.93,2.069,0.218,1.85,2.18,29.19,76.32,97.0
642,臺中市,2013/09/10,忠明,3.8,0.54,-,54.8,104,77,54.0,20.29,2.21,18.09,2.025,0.187,1.84,1.7,29.63,71.48,105.0
643,臺中市,2013/09/10,豐原,5.8,0.45,-,47.6,87,107,43.0,11.47,1.69,9.78,1.999,0.14,1.86,1.87,28.05,81.97,80.0
644,臺中市,2013/09/10,沙鹿,4.2,0.39,-,45.4,97,75,57.0,17.34,1.34,16.01,-,-,-,2.39,28.87,78.6,104.0
645,臺中市,2013/09/10,大里,3.5,0.55,435.02,49.1,99,83,57.0,17.72,2.54,15.18,2.071,0.214,1.86,1.62,29.9,70.46,96.0
646,臺中市,2013/09/09,西屯,3.5,0.38,-,34.5,70,73,43.0,17.71,1.73,15.98,2.016,0.173,1.84,1.98,29.23,76.06,75.0
647,臺中市,2013/09/09,忠明,4.2,0.5,-,42.2,81,68,46.0,19.87,2.2,17.67,1.968,0.14,1.83,1.6,29.67,71.4,84.0
648,臺中市,2013/09/09,豐原,6.4,0.41,-,41.1,72,69,40.0,12.7,2.61,10.1,1.999,0.136,1.86,2.04,28.44,78.25,75.0
649,臺中市,2013/09/09,沙鹿,4.6,0.39,-,33.0,59,71,48.0,15.58,1.3,14.26,-,-,-,2.61,29.1,77.35,68.0
650,臺中市,2013/09/09,大里,3.5,0.53,433.24,40.0,87,77,56.0,20.06,2.8,17.26,2.076,0.199,1.88,1.76,29.91,71.68,90.0
651,臺中市,2013/09/08,西屯,4.1,0.39,-,40.9,72,67,40.0,17.15,2.21,14.94,2.04,0.175,1.87,1.82,29.09,73.98,66.0
652,臺中市,2013/09/08,忠明,4.0,0.5,-,48.0,78,61,43.0,18.63,2.01,16.62,1.964,0.12,1.84,1.57,29.65,68.92,70.0
653,臺中市,2013/09/08,豐原,2.7,0.42,-,42.7,76,72,39.0,10.18,0.83,9.35,2.008,0.132,1.88,1.58,27.67,78.52,73.0
654,臺中市,2013/09/08,沙鹿,4.0,0.4,-,37.0,63,69,45.0,16.36,1.41,14.94,-,-,-,2.21,28.99,75.88,66.0
655,臺中市,2013/09/08,大里,3.0,0.5,424.86,48.3,86,71,47.0,17.23,0.92,16.29,2.043,0.147,1.9,1.48,29.78,69.73,84.0
656,臺中市,2013/09/07,西屯,4.7,0.5,-,38.9,89,65,41.0,21.76,2.6,19.16,2.127,0.244,1.88,1.87,28.97,74.92,94.0
657,臺中市,2013/09/07,忠明,3.6,0.58,-,46.1,99,63,38.0,21.92,2.59,19.33,2.072,0.192,1.88,1.48,29.34,70.43,101.0
658,臺中市,2013/09/07,豐原,3.6,0.44,-,47.0,87,66,36.0,13.05,1.19,11.84,2.058,0.172,1.89,2.01,27.62,75.65,97.0
659,臺中市,2013/09/07,沙鹿,4.3,0.47,-,35.4,79,66,44.0,22.28,2.87,19.41,-,-,-,2.32,28.75,76.5,93.0
660,臺中市,2013/09/07,大里,3.6,0.55,428.08,45.2,98,71,45.0,21.05,1.61,19.44,2.135,0.233,1.9,1.5,29.61,70.05,98.0
661,臺中市,2013/09/06,西屯,3.0,0.44,-,34.1,75,57,35.0,23.08,4.0,19.09,2.16,0.26,1.9,1.83,28.53,76.74,72.0
662,臺中市,2013/09/06,忠明,4.2,0.59,-,35.7,78,60,37.0,31.31,5.22,26.09,2.214,0.273,1.94,1.35,28.8,72.56,84.0
663,臺中市,2013/09/06,豐原,3.8,0.45,-,45.2,82,69,37.0,13.24,1.62,11.62,2.073,0.171,1.9,1.93,27.37,77.7,95.0
664,臺中市,2013/09/06,沙鹿,3.2,0.38,-,29.8,54,54,36.0,17.91,2.31,15.61,-,-,-,2.35,28.02,80.14,52.0
665,臺中市,2013/09/06,大里,3.2,0.61,419.37,42.8,88,69,48.0,24.12,3.15,20.97,2.164,0.306,1.86,1.42,29.08,70.01,100.0
666,臺中市,2013/09/05,西屯,3.4,0.4,-,46.2,96,65,37.0,21.73,3.13,18.6,2.136,0.206,1.93,1.86,27.46,72.36,100.0
667,臺中市,2013/09/05,忠明,4.0,0.56,-,49.3,106,61,36.0,25.87,3.48,22.39,2.137,0.218,1.92,1.47,28.0,67.94,117.0
668,臺中市,2013/09/05,豐原,3.5,0.45,-,57.1,103,77,37.0,14.14,2.79,11.35,2.091,0.186,1.91,2.0,26.5,74.33,99.0
669,臺中市,2013/09/05,沙鹿,4.2,0.41,-,42.3,83,62,39.0,19.23,2.1,17.13,-,-,-,2.43,26.79,74.97,93.0
670,臺中市,2013/09/05,大里,3.8,0.62,416.2,51.4,112,76,49.0,23.65,3.17,20.49,2.331,0.315,2.02,1.47,28.11,69.46,130.0
671,臺中市,2013/09/04,西屯,2.9,0.31,-,43.3,64,63,30.0,14.69,1.62,13.07,1.966,0.126,1.84,2.57,26.48,68.73,67.0
672,臺中市,2013/09/04,忠明,2.6,0.49,-,39.6,70,56,32.0,24.14,3.07,21.07,2.076,0.216,1.86,1.41,26.97,65.48,80.0
673,臺中市,2013/09/04,豐原,2.5,0.34,-,47.6,67,63,30.0,9.99,1.78,8.21,1.974,0.116,1.86,1.73,25.76,70.76,64.0
674,臺中市,2013/09/04,沙鹿,2.4,0.27,-,41.8,58,58,30.0,13.1,1.53,11.58,-,-,-,3.69,26.01,70.74,59.0
675,臺中市,2013/09/04,大里,3.6,0.61,411.41,38.9,81,74,49.0,24.93,2.28,22.64,2.367,0.317,2.05,1.72,27.09,68.72,82.0
676,臺中市,2013/09/03,西屯,2.0,0.41,-,50.1,89,76,37.0,20.16,4.54,15.62,2.156,0.198,1.96,3.25,26.77,69.28,87.0
677,臺中市,2013/09/03,忠明,2.5,0.59,-,49.6,93,62,41.0,28.59,7.16,21.43,2.256,0.27,1.99,1.78,27.31,65.6,93.0
678,臺中市,2013/09/03,豐原,2.3,0.33,-,53.7,84,58,30.0,9.77,1.64,8.12,1.978,0.104,1.87,2.19,25.91,69.16,84.0
679,臺中市,2013/09/03,沙鹿,3.2,0.31,-,55.0,89,63,40.0,15.13,1.71,13.42,-,-,-,3.82,26.36,68.57,84.0
680,臺中市,2013/09/03,大里,3.0,0.6,411.07,48.7,93,63,42.0,19.88,2.51,17.37,2.292,0.307,1.99,1.85,27.56,65.77,92.0
681,臺中市,2013/09/02,西屯,2.5,0.59,-,31.1,59,63,33.0,29.54,6.94,22.6,2.266,0.285,1.98,1.65,25.5,77.11,62.0
682,臺中市,2013/09/02,忠明,2.6,0.89,-,29.2,57,55,33.0,42.85,13.88,28.97,2.427,0.388,2.04,1.09,25.8,73.28,63.0
683,臺中市,2013/09/02,豐原,2.0,0.34,-,34.1,48,56,23.0,13.85,2.3,11.53,2.029,0.141,1.89,1.7,24.46,79.64,53.0
684,臺中市,2013/09/02,沙鹿,2.6,0.42,-,41.8,66,55,37.0,18.57,1.62,16.95,-,-,-,2.24,25.33,76.32,72.0
685,臺中市,2013/09/02,大里,2.6,0.79,413.84,28.6,53,57,35.0,27.7,3.78,23.92,2.408,0.433,1.98,1.09,25.57,72.42,54.0
686,臺中市,2013/09/01,西屯,1.4,0.36,-,43.5,57,26,19.0,14.19,1.11,13.09,1.943,0.114,1.83,3.39,24.46,85.77,53.0
687,臺中市,2013/09/01,忠明,0.8,0.51,-,45.5,60,17,17.0,19.63,5.45,14.18,1.966,0.118,1.85,1.59,24.24,83.87,56.0
688,臺中市,2013/09/01,豐原,1.3,0.24,-,44.7,55,18,10.0,7.42,0.58,6.79,1.883,0.043,1.84,2.21,23.29,92.22,51.0
689,臺中市,2013/09/01,沙鹿,1.2,0.34,-,45.6,60,28,23.0,11.71,1.01,10.69,-,-,-,3.62,25.3,87.94,56.0
690,臺中市,2013/09/01,大里,1.5,0.45,395.61,43.0,56,23,17.0,17.03,3.79,13.24,1.986,0.146,1.84,2.18,24.08,79.1,52.0
691,臺南市,2013/09/30,新營,3.9,0.4,-,42.3,75,88,38.0,12.55,1.43,11.08,2.221,0.087,2.13,1.46,29.08,79.39,74.0
692,臺南市,2013/09/30,善化,4.3,0.34,436.27,45.4,75,68,36.0,11.57,1.42,10.15,-,-,-,1.56,30.42,78.22,70.0
693,臺南市,2013/09/30,安南,5.1,0.42,-,45.2,85,80,43.0,-,-,-,-,-,-,1.49,29.28,77.12,74.0
694,臺南市,2013/09/30,臺南,5.4,0.55,-,49.8,90,75,46.0,17.97,1.78,16.19,2.153,0.254,1.9,-,29.25,78.51,84.0
695,臺南市,2013/09/29,新營,2.6,0.39,-,39.7,71,80,35.0,13.3,1.85,11.45,2.175,0.083,2.09,1.57,28.46,80.82,90.0
696,臺南市,2013/09/29,善化,3.1,0.28,435.83,38.5,63,54,28.0,10.75,1.37,9.38,-,-,-,1.79,30.33,78.27,67.0
697,臺南市,2013/09/29,安南,3.6,0.33,-,42.0,63,64,31.0,12.52,1.58,10.94,2.047,0.114,1.93,1.57,29.06,75.67,63.0
698,臺南市,2013/09/29,臺南,4.5,0.42,-,43.3,65,64,39.0,14.46,1.39,13.07,2.012,0.172,1.84,-,29.0,76.54,65.0
699,臺南市,2013/09/28,新營,3.5,0.38,-,39.8,65,69,28.0,12.62,1.46,11.16,2.113,0.09,2.02,1.55,27.75,79.54,67.0
700,臺南市,2013/09/28,善化,3.3,0.33,434.74,38.6,62,60,26.0,12.61,1.74,10.87,-,-,-,1.46,29.33,78.91,66.0
701,臺南市,2013/09/28,安南,3.5,0.32,-,43.3,64,66,25.0,10.96,1.81,9.14,2.035,0.121,1.91,1.39,28.47,75.17,74.0
702,臺南市,2013/09/28,臺南,3.0,0.42,-,42.6,59,63,31.0,13.26,1.67,11.59,1.975,0.172,1.8,-,28.41,75.29,65.0
703,臺南市,2013/09/27,新營,3.5,0.34,-,37.1,70,84,28.0,15.12,1.94,13.19,2.051,0.091,1.96,1.8,26.79,76.63,71.0
704,臺南市,2013/09/27,善化,3.4,0.3,430.53,38.6,77,71,26.0,13.37,1.5,11.86,-,-,-,1.82,28.19,77.07,78.0
705,臺南市,2013/09/27,安南,3.9,0.3,-,41.7,82,74,26.0,-,-,-,2.088,0.121,1.97,1.59,27.52,72.85,83.0
706,臺南市,2013/09/27,臺南,4.0,0.48,-,42.4,82,73,36.0,19.92,2.45,17.46,2.117,0.233,1.88,-,27.59,73.13,83.0
707,臺南市,2013/09/26,新營,1.9,0.31,-,35.8,65,70,31.0,12.6,2.6,10.0,2.027,0.087,1.94,2.13,27.57,77.86,66.0
708,臺南市,2013/09/26,善化,4.1,0.23,430.04,35.2,67,54,25.0,11.59,0.96,10.59,-,-,-,1.74,28.31,79.5,68.0
709,臺南市,2013/09/26,安南,2.2,0.29,-,35.2,69,66,28.0,15.81,1.87,13.93,2.0,0.126,1.87,1.58,28.16,75.95,66.0
710,臺南市,2013/09/26,臺南,3.5,0.41,-,36.8,71,58,33.0,16.51,1.91,14.59,1.994,0.196,1.8,-,28.19,76.24,66.0
711,臺南市,2013/09/25,新營,3.1,0.29,-,35.2,58,55,25.0,8.69,1.91,6.78,2.021,0.066,1.96,1.47,27.92,83.85,58.0
712,臺南市,2013/09/25,善化,4.0,0.18,429.61,30.2,58,42,24.0,9.42,1.5,7.92,-,-,-,1.89,28.53,83.33,56.0
713,臺南市,2013/09/25,安南,3.1,0.3,-,33.7,58,55,27.0,16.03,3.42,12.61,2.091,0.248,1.84,2.16,28.31,80.76,62.0
714,臺南市,2013/09/25,臺南,4.6,0.37,-,31.0,53,49,31.0,15.41,2.52,12.9,1.962,0.193,1.77,-,28.16,83.1,56.0
715,臺南市,2013/09/24,新營,2.7,0.29,-,25.1,37,52,23.0,9.82,1.76,8.06,2.04,0.087,1.95,1.72,28.09,85.56,51.0
716,臺南市,2013/09/24,善化,3.2,0.2,420.72,24.2,36,40,21.0,11.04,1.71,9.32,-,-,-,1.92,28.66,82.88,40.0
717,臺南市,2013/09/24,安南,4.1,0.35,-,23.6,38,57,25.0,19.77,4.32,15.45,2.202,0.303,1.9,1.93,28.52,82.13,54.0
718,臺南市,2013/09/24,臺南,4.0,0.31,-,25.0,39,48,28.0,14.39,2.28,12.11,1.964,0.186,1.78,-,28.25,86.38,48.0
719,臺南市,2013/09/23,新營,2.3,0.36,-,18.2,36,46,19.0,15.9,2.61,13.28,2.108,0.122,1.99,1.26,27.38,87.97,46.0
720,臺南市,2013/09/23,善化,2.8,0.21,429.49,22.6,40,36,16.0,10.57,1.38,9.18,-,-,-,1.58,29.4,82.31,47.0
721,臺南市,2013/09/23,安南,3.5,0.31,-,21.0,38,46,18.0,16.68,4.17,12.51,2.053,0.167,1.89,1.55,28.48,80.35,46.0
722,臺南市,2013/09/23,臺南,3.2,0.38,-,22.8,35,44,27.0,13.6,2.09,11.51,1.937,0.179,1.76,-,28.77,79.63,44.0
723,臺南市,2013/09/22,新營,1.3,0.31,-,12.9,21,29,12.0,10.83,2.41,8.41,2.033,0.099,1.93,1.48,26.9,89.97,29.0
