序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2014/03/30,陽明,3.2,0.37,417.92,63.4,63,-,5.03,0.61,4.4,-,15.68,88.98
27,臺北市,2014/03/30,士林,-,-,-,-,-,38,-,-,-,-,-,-
28,臺北市,2014/03/30,士林,4.5,0.41,-,56.9,76,-,13.25,2.41,10.84,3.25,22.95,59.92
29,臺北市,2014/03/29,松山,-,-,-,-,-,24,-,-,-,-,-,-
30,臺北市,2014/03/29,松山,4.2,0.69,444.18,19.9,48,-,35.95,10.72,25.23,1.59,25.73,72.26
31,臺北市,2014/03/29,古亭,-,-,-,-,-,22,-,-,-,-,-,-
32,臺北市,2014/03/29,古亭,3.3,0.67,-,16.8,53,-,32.08,9.15,22.93,1.84,25.91,75.92
33,臺北市,2014/03/29,中山,-,-,-,-,-,27,-,-,-,-,-,-
34,臺北市,2014/03/29,中山,5,0.97,-,15,79,-,52.21,22.45,29.76,1.64,26.73,72.75
35,臺北市,2014/03/29,大同,-,-,-,-,-,22,-,-,-,-,-,-
36,臺北市,2014/03/29,大同,5.7,1.74,-,-,77,-,78.38,43.36,35.02,-,-,-
37,臺北市,2014/03/29,萬華,-,-,-,-,-,31,-,-,-,-,-,-
38,臺北市,2014/03/29,萬華,3.9,0.81,-,16,56,-,38.86,12.95,25.91,1.61,26.33,73.52
39,臺北市,2014/03/29,陽明,-,-,-,-,-,18,-,-,-,-,-,-
40,臺北市,2014/03/29,陽明,2.2,0.21,412.66,33.9,24,-,6.94,1.31,5.63,-,20.66,95
41,臺北市,2014/03/29,士林,-,-,-,-,-,25,-,-,-,-,-,-
42,臺北市,2014/03/29,士林,4.3,0.53,-,20.2,55,-,25.98,5.96,20.02,2.18,25.94,74.56
43,臺北市,2014/03/28,松山,-,-,-,-,-,17,-,-,-,-,-,-
44,臺北市,2014/03/28,松山,3,0.55,425.74,23.6,38,-,29.33,5.15,24.18,1.38,25.83,68.34
45,臺北市,2014/03/28,古亭,-,-,-,-,-,27,-,-,-,-,-,-
46,臺北市,2014/03/28,古亭,3.9,0.88,-,24.8,61,-,43.33,9.89,33.44,1.73,27.26,67.08
47,臺北市,2014/03/28,中山,-,-,-,-,-,21,-,-,-,-,-,-
48,臺北市,2014/03/28,中山,3.3,0.86,-,18.7,60,-,44.77,15.04,29.74,1.63,26.5,69.97
49,臺北市,2014/03/28,大同,-,-,-,-,-,19,-,-,-,-,-,-
50,臺北市,2014/03/28,大同,4,1.51,-,-,64,-,69.18,34.76,34.42,-,-,-
51,臺北市,2014/03/28,萬華,-,-,-,-,-,24,-,-,-,-,-,-
52,臺北市,2014/03/28,萬華,3.2,0.87,-,20,49,-,43.87,12.15,31.72,1.39,26.17,70.65
53,臺北市,2014/03/28,陽明,-,-,-,-,-,9,-,-,-,-,-,-
54,臺北市,2014/03/28,陽明,1.8,0.16,408.51,34.2,15,-,3.33,1.11,2.22,-,20.04,95.1
55,臺北市,2014/03/28,士林,-,-,-,-,-,24,-,-,-,-,-,-
56,臺北市,2014/03/28,士林,3,0.43,-,29.2,57,-,20.15,3.16,16.98,1.73,25.88,70.89
57,臺北市,2014/03/27,松山,-,-,-,-,-,21,-,-,-,-,-,-
58,臺北市,2014/03/27,松山,4.8,0.6,434.95,21.4,36,-,32.18,6.56,25.62,1.88,24.46,72.41
59,臺北市,2014/03/27,古亭,-,-,-,-,-,20,-,-,-,-,-,-
60,臺北市,2014/03/27,古亭,3.9,0.6,-,18.7,47,-,30.85,7.71,23.14,2.15,24.8,74.38
61,臺北市,2014/03/27,中山,-,-,-,-,-,20,-,-,-,-,-,-
62,臺北市,2014/03/27,中山,4.3,0.87,-,17.5,63,-,44.48,14.88,29.6,1.79,25.35,73.48
63,臺北市,2014/03/27,大同,-,-,-,-,-,20,-,-,-,-,-,-
64,臺北市,2014/03/27,大同,4.8,1.39,-,-,54,-,69.28,33.92,35.36,-,-,-
65,臺北市,2014/03/27,萬華,-,-,-,-,-,25,-,-,-,-,-,-
66,臺北市,2014/03/27,萬華,7.3,0.67,-,19.2,38,-,36.61,9.52,27.09,2.27,24.88,73.95
67,臺北市,2014/03/27,陽明,-,-,-,-,-,12,-,-,-,-,-,-
68,臺北市,2014/03/27,陽明,2.4,0.2,412.84,37.1,18,-,5.37,1.32,4.04,-,18.76,97.76
69,臺北市,2014/03/27,士林,-,-,-,-,-,24,-,-,-,-,-,-
70,臺北市,2014/03/27,士林,4.1,0.44,-,26.4,39,-,22.9,5.59,17.3,2.04,24.56,75.02
71,臺北市,2014/03/26,松山,-,-,-,-,-,26,-,-,-,-,-,-
72,臺北市,2014/03/26,松山,4.8,0.74,444.17,24.9,47,-,40.58,8.06,32.52,1.17,24.7,64.25
73,臺北市,2014/03/26,古亭,-,-,-,-,-,30,-,-,-,-,-,-
74,臺北市,2014/03/26,古亭,4.5,0.68,-,27,58,-,34.87,5.81,29.06,1.56,25.09,65.89
75,臺北市,2014/03/26,中山,-,-,-,-,-,28,-,-,-,-,-,-
76,臺北市,2014/03/26,中山,3.8,0.98,-,19.1,69,-,53.37,15.36,38.01,1.48,25.57,64.45
77,臺北市,2014/03/26,大同,-,-,-,-,-,25,-,-,-,-,-,-
78,臺北市,2014/03/26,大同,5.9,1.83,-,-,69,-,92.64,47.7,44.94,-,-,-
79,臺北市,2014/03/26,萬華,-,-,-,-,-,30,-,-,-,-,-,-
80,臺北市,2014/03/26,萬華,7.7,0.84,-,22.5,53,-,46.66,10.78,35.88,1.21,25.15,64.82
81,臺北市,2014/03/26,陽明,-,-,-,-,-,18,-,-,-,-,-,-
82,臺北市,2014/03/26,陽明,2.6,0.25,416.98,46.8,23,-,7.1,1.33,5.77,-,18.84,93.59
83,臺北市,2014/03/26,士林,-,-,-,-,-,26,-,-,-,-,-,-
84,臺北市,2014/03/26,士林,4.7,0.63,-,26.2,52,-,34.1,7.48,26.62,1.54,24.61,68.35
85,臺北市,2014/03/25,松山,-,-,-,-,-,34,-,-,-,-,-,-
86,臺北市,2014/03/25,松山,4.5,0.84,445.93,29.4,63,-,51.27,11.77,39.5,1.15,22.16,65.09
87,臺北市,2014/03/25,古亭,-,-,-,-,-,33,-,-,-,-,-,-
88,臺北市,2014/03/25,古亭,3.3,0.8,-,29.5,72,-,41.78,8.02,33.76,1.38,22.67,65.5
89,臺北市,2014/03/25,中山,-,-,-,-,-,31,-,-,-,-,-,-
90,臺北市,2014/03/25,中山,4.5,1.01,-,27.9,89,-,58.21,16.28,41.93,1.3,23.48,63.75
91,臺北市,2014/03/25,大同,-,-,-,-,-,31,-,-,-,-,-,-
92,臺北市,2014/03/25,大同,4.7,1.85,-,-,79,-,96.05,46.02,50.03,-,-,-
93,臺北市,2014/03/25,萬華,-,-,-,-,-,34,-,-,-,-,-,-
94,臺北市,2014/03/25,萬華,4.6,0.85,-,29.6,58,-,42.26,6.36,35.9,1,23.05,63.15
95,臺北市,2014/03/25,陽明,-,-,-,-,-,28,-,-,-,-,-,-
96,臺北市,2014/03/25,陽明,2.7,0.33,421.25,62.2,35,-,8.97,1.41,7.56,-,17.48,84.87
97,臺北市,2014/03/25,士林,-,-,-,-,-,30,-,-,-,-,-,-
98,臺北市,2014/03/25,士林,4,0.6,-,37.2,43,-,31.21,5.41,25.8,1.54,22.56,65.11
99,臺北市,2014/03/24,松山,-,-,-,-,-,14,-,-,-,-,-,-
100,臺北市,2014/03/24,松山,1.4,0.41,421.01,30.7,35,-,23.65,4.7,18.95,1.98,20.48,63.42
101,臺北市,2014/03/24,古亭,-,-,-,-,-,13,-,-,-,-,-,-
102,臺北市,2014/03/24,古亭,1.5,0.42,-,29,37,-,23.54,6,17.54,2.32,21.31,63.89
103,臺北市,2014/03/24,中山,-,-,-,-,-,13,-,-,-,-,-,-
104,臺北市,2014/03/24,中山,2,0.56,-,28.1,48,-,31.46,8.03,23.43,2.23,21.91,62.96
105,臺北市,2014/03/24,大同,-,-,-,-,-,13,-,-,-,-,-,-
106,臺北市,2014/03/24,大同,2.6,1.44,-,-,51,-,85.4,47.9,37.5,-,-,-
107,臺北市,2014/03/24,萬華,-,-,-,-,-,16,-,-,-,-,-,-
108,臺北市,2014/03/24,萬華,1.9,0.46,-,27.2,31,-,30.01,6.11,23.9,2.14,21.67,61.56
109,臺北市,2014/03/24,陽明,-,-,-,-,-,12,-,-,-,-,-,-
110,臺北市,2014/03/24,陽明,1.2,0.17,411.38,47.8,17,-,3.23,1.2,2.03,-,14.73,94.07
111,臺北市,2014/03/24,士林,-,-,-,-,-,14,-,-,-,-,-,-
112,臺北市,2014/03/24,士林,1,0.27,-,41.5,29,-,13.89,2.14,11.75,2.44,21.5,62.09
113,臺北市,2014/03/23,松山,-,-,-,-,-,10,-,-,-,-,-,-
114,臺北市,2014/03/23,松山,1.7,0.32,417.31,33.6,32,-,18.85,2.5,16.36,2.18,19.08,59.12
115,臺北市,2014/03/23,古亭,-,-,-,-,-,10,-,-,-,-,-,-
116,臺北市,2014/03/23,古亭,1.1,0.25,-,37,35,-,11.64,1.78,9.86,3.29,19.84,58.2
117,臺北市,2014/03/23,中山,-,-,-,-,-,12,-,-,-,-,-,-
118,臺北市,2014/03/23,中山,1.8,0.38,-,32.4,53,-,22.29,4.25,18.04,2.66,20.16,60.41
119,臺北市,2014/03/23,大同,-,-,-,-,-,7,-,-,-,-,-,-
120,臺北市,2014/03/23,大同,1.8,0.74,-,-,48,-,54.91,25.92,28.99,-,-,-
121,臺北市,2014/03/23,萬華,-,-,-,-,-,11,-,-,-,-,-,-
122,臺北市,2014/03/23,萬華,1.6,0.33,-,30.8,32,-,23.89,4.1,19.78,3.18,19.91,57.81
123,臺北市,2014/03/23,陽明,-,-,-,-,-,8,-,-,-,-,-,-
124,臺北市,2014/03/23,陽明,1.9,0.15,411.84,45.2,15,-,3,0.83,2.17,-,12.09,96.13
125,臺北市,2014/03/23,士林,-,-,-,-,-,14,-,-,-,-,-,-
126,臺北市,2014/03/23,士林,0.9,0.19,-,45.4,29,-,8.1,1.57,6.53,3.34,20,58.63
127,臺北市,2014/03/22,松山,-,-,-,-,-,13,-,-,-,-,-,-
128,臺北市,2014/03/22,松山,1.3,0.33,417.81,35.9,42,-,20.27,2.3,17.95,2.53,16.08,56.65
129,臺北市,2014/03/22,古亭,-,-,-,-,-,12,-,-,-,-,-,-
130,臺北市,2014/03/22,古亭,1.3,0.28,-,38.2,47,-,13.58,2.54,11.05,3.66,16.39,59.71
131,臺北市,2014/03/22,中山,-,-,-,-,-,14,-,-,-,-,-,-
132,臺北市,2014/03/22,中山,1,0.43,-,31.4,55,-,27.59,5.83,21.76,2.78,17.02,59.73
133,臺北市,2014/03/22,大同,-,-,-,-,-,9,-,-,-,-,-,-
134,臺北市,2014/03/22,大同,2.1,0.78,-,-,56,-,57.26,25.14,32.12,-,-,-
135,臺北市,2014/03/22,萬華,-,-,-,-,-,15,-,-,-,-,-,-
136,臺北市,2014/03/22,萬華,1.1,0.35,-,33.2,38,-,24.53,4.19,20.34,3.93,16.65,56.84
137,臺北市,2014/03/22,陽明,-,-,-,-,-,11,-,-,-,-,-,-
138,臺北市,2014/03/22,陽明,1.1,0.16,413.78,50.2,22,-,2.69,0.55,2.1,-,9.25,94.32
139,臺北市,2014/03/22,士林,-,-,-,-,-,12,-,-,-,-,-,-
140,臺北市,2014/03/22,士林,2.6,0.2,-,46.8,32,-,9.86,1.71,8.15,3.35,16.76,57.18
141,臺北市,2014/03/21,松山,-,-,-,-,-,18,-,-,-,-,-,-
142,臺北市,2014/03/21,松山,1.5,0.35,419.39,41.3,54,-,18.6,2.11,16.49,2.44,13.7,57.68
143,臺北市,2014/03/21,古亭,-,-,-,-,-,19,-,-,-,-,-,-
144,臺北市,2014/03/21,古亭,1.8,0.39,-,36.2,60,-,21.2,3.61,17.57,3.01,13.8,62.65
145,臺北市,2014/03/21,中山,-,-,-,-,-,18,-,-,-,-,-,-
146,臺北市,2014/03/21,中山,1.5,0.53,-,34.2,76,-,31.08,7.34,23.73,2.18,14.66,60.67
147,臺北市,2014/03/21,大同,-,-,-,-,-,15,-,-,-,-,-,-
148,臺北市,2014/03/21,大同,2.6,0.89,-,-,72,-,63.05,30.58,32.47,-,-,-
149,臺北市,2014/03/21,萬華,-,-,-,-,-,21,-,-,-,-,-,-
150,臺北市,2014/03/21,萬華,2,0.43,-,34.5,59,-,28.09,4.63,23.46,2.85,14.28,56.93
151,臺北市,2014/03/21,陽明,-,-,-,-,-,14,-,-,-,-,-,-
152,臺北市,2014/03/21,陽明,1.2,0.21,416.34,53.2,28,-,3.2,1.33,1.87,-,6.32,94.22
153,臺北市,2014/03/21,士林,-,-,-,-,-,19,-,-,-,-,-,-
154,臺北市,2014/03/21,士林,1.5,0.26,-,48.9,64,-,10.28,1.9,8.38,2.79,14.1,57.26
155,臺北市,2014/03/20,松山,-,-,-,-,-,33,-,-,-,-,-,-
156,臺北市,2014/03/20,松山,2.5,0.63,437.42,30.9,65,-,27.49,6.17,21.31,2.58,17.62,77.35
157,臺北市,2014/03/20,古亭,-,-,-,-,-,31,-,-,-,-,-,-
158,臺北市,2014/03/20,古亭,2.3,0.61,-,25.9,60,-,24.23,4.01,20.22,2.77,18.12,77.73
159,臺北市,2014/03/20,中山,-,-,-,-,-,29,-,-,-,-,-,-
160,臺北市,2014/03/20,中山,2.8,0.87,-,22.1,76,-,43.7,12.4,31.3,1.82,18.94,76.58
161,臺北市,2014/03/20,大同,-,-,-,-,-,26,-,-,-,-,-,-
162,臺北市,2014/03/20,大同,3,1.35,-,-,74,-,67.73,33.12,34.6,-,-,-
163,臺北市,2014/03/20,萬華,-,-,-,-,-,30,-,-,-,-,-,-
164,臺北市,2014/03/20,萬華,2.3,0.64,-,23.8,50,-,30.52,5.17,25.35,2.12,18.47,74.97
165,臺北市,2014/03/20,陽明,-,-,-,-,-,23,-,-,-,-,-,-
166,臺北市,2014/03/20,陽明,1.5,0.34,424.63,49,33,-,6.74,1.56,5.18,-,12.12,98.99
167,臺北市,2014/03/20,士林,-,-,-,-,-,30,-,-,-,-,-,-
168,臺北市,2014/03/20,士林,2.7,0.57,-,30.8,58,-,23.89,3.58,20.31,1.83,18.37,75.02
169,臺北市,2014/03/19,松山,-,-,-,-,-,40,-,-,-,-,-,-
170,臺北市,2014/03/19,松山,5.3,1.04,458.61,20.1,75,-,55.69,16.88,38.81,1.22,23.86,69.95
171,臺北市,2014/03/19,古亭,-,-,-,-,-,40,-,-,-,-,-,-
172,臺北市,2014/03/19,古亭,3.8,0.96,-,20,67,-,40.21,9.12,31.09,1.48,24.31,71.73
173,臺北市,2014/03/19,中山,-,-,-,-,-,38,-,-,-,-,-,-
174,臺北市,2014/03/19,中山,4.2,1.37,-,15.1,94,-,69.8,25.12,44.68,1.27,24.92,70.92
175,臺北市,2014/03/19,大同,-,-,-,-,-,37,-,-,-,-,-,-
176,臺北市,2014/03/19,大同,5.5,2.17,-,-,94,-,88.18,41.33,46.86,-,-,-
177,臺北市,2014/03/19,萬華,-,-,-,-,-,35,-,-,-,-,-,-
178,臺北市,2014/03/19,萬華,3.6,1.17,-,17,68,-,49.36,11.06,38.3,1.09,24.37,71.71
179,臺北市,2014/03/19,陽明,-,-,-,-,-,32,-,-,-,-,-,-
180,臺北市,2014/03/19,陽明,2.6,0.35,421.67,54.2,38,-,6.3,1.41,4.89,-,18.97,92.81
181,臺北市,2014/03/19,士林,-,-,-,-,-,42,-,-,-,-,-,-
182,臺北市,2014/03/19,士林,4.4,0.69,-,28,85,-,29.98,5.75,24.23,1.45,24.19,72.29
183,臺北市,2014/03/18,松山,-,-,-,-,-,40,-,-,-,-,-,-
184,臺北市,2014/03/18,松山,4.6,1.14,466.87,23.4,71,-,62.67,24.52,38.15,1.16,22.02,70.68
185,臺北市,2014/03/18,古亭,-,-,-,-,-,37,-,-,-,-,-,-
186,臺北市,2014/03/18,古亭,3.3,0.95,-,20.6,71,-,42.74,10.27,32.48,1.37,22.54,72.94
187,臺北市,2014/03/18,中山,-,-,-,-,-,38,-,-,-,-,-,-
188,臺北市,2014/03/18,中山,6,1.46,-,14.6,88,-,83.92,40.43,43.49,1.35,23.2,71.4
189,臺北市,2014/03/18,大同,-,-,-,-,-,35,-,-,-,-,-,-
190,臺北市,2014/03/18,大同,6.4,2.27,-,-,85,-,121.45,70.79,50.66,-,-,-
191,臺北市,2014/03/18,萬華,-,-,-,-,-,36,-,-,-,-,-,-
192,臺北市,2014/03/18,萬華,3.6,1,-,18.4,61,-,48.2,11.02,37.18,1.14,22.83,71.22
193,臺北市,2014/03/18,陽明,-,-,-,-,-,26,-,-,-,-,-,-
194,臺北市,2014/03/18,陽明,1.9,0.35,419.28,49.2,32,-,6.7,1.44,5.26,-,18.48,91.56
195,臺北市,2014/03/18,士林,-,-,-,-,-,38,-,-,-,-,-,-
196,臺北市,2014/03/18,士林,4.5,0.87,-,20.5,62,-,40.74,12.06,28.68,1.55,22.39,73.05
197,臺北市,2014/03/17,松山,-,-,-,-,-,45,-,-,-,-,-,-
198,臺北市,2014/03/17,松山,4.7,1.13,459.93,21.4,78,-,63.65,20.83,42.82,1.16,20.37,68.42
199,臺北市,2014/03/17,古亭,-,-,-,-,-,43,-,-,-,-,-,-
200,臺北市,2014/03/17,古亭,4.5,1.09,-,17.9,73,-,53.43,16.81,36.62,1.37,20.64,71.79
201,臺北市,2014/03/17,中山,-,-,-,-,-,45,-,-,-,-,-,-
202,臺北市,2014/03/17,中山,5.4,1.61,-,17,121,-,91.28,40.76,50.52,1.14,21.35,69.32
203,臺北市,2014/03/17,大同,-,-,-,-,-,45,-,-,-,-,-,-
204,臺北市,2014/03/17,大同,6.3,2.4,-,-,108,-,127.38,69.81,57.58,-,-,-
205,臺北市,2014/03/17,萬華,-,-,-,-,-,48,-,-,-,-,-,-
206,臺北市,2014/03/17,萬華,4.9,1.38,-,16.7,75,-,72.34,27.1,45.24,0.89,21.07,68.81
207,臺北市,2014/03/17,陽明,-,-,-,-,-,31,-,-,-,-,-,-
208,臺北市,2014/03/17,陽明,3.4,0.44,424.77,54.4,37,-,11.28,1.57,9.71,-,16.52,92.01
209,臺北市,2014/03/17,士林,-,-,-,-,-,46,-,-,-,-,-,-
210,臺北市,2014/03/17,士林,3.9,1.04,-,22.9,77,-,52.6,15.62,36.98,1.24,20.46,71.18
211,臺北市,2014/03/16,松山,-,-,-,-,-,36,-,-,-,-,-,-
212,臺北市,2014/03/16,松山,4.6,1.02,445.6,14.7,65,-,59.34,15.63,43.72,1,18.9,61.87
213,臺北市,2014/03/16,古亭,-,-,-,-,-,36,-,-,-,-,-,-
214,臺北市,2014/03/16,古亭,3.3,0.86,-,17.4,65,-,46.44,10.74,35.7,1.19,18.95,64.6
215,臺北市,2014/03/16,中山,-,-,-,-,-,39,-,-,-,-,-,-
216,臺北市,2014/03/16,中山,4,1.09,-,17.7,102,-,63.08,18.25,44.82,1.04,19.51,63.31
217,臺北市,2014/03/16,大同,-,-,-,-,-,36,-,-,-,-,-,-
218,臺北市,2014/03/16,大同,5,1.72,-,-,90,-,91.39,40.67,50.72,-,-,-
219,臺北市,2014/03/16,萬華,-,-,-,-,-,40,-,-,-,-,-,-
220,臺北市,2014/03/16,萬華,3.5,0.98,-,20.4,67,-,50.48,11.16,39.32,0.84,19.12,61.86
221,臺北市,2014/03/16,陽明,-,-,-,-,-,22,-,-,-,-,-,-
222,臺北市,2014/03/16,陽明,2.9,0.34,416.45,51.1,27,-,5.56,0.86,4.69,-,14.96,79.68
223,臺北市,2014/03/16,士林,-,-,-,-,-,42,-,-,-,-,-,-
224,臺北市,2014/03/16,士林,3.4,0.68,-,26.5,69,-,33.98,5.9,28.07,1.12,18.68,67.54
225,臺北市,2014/03/15,松山,-,-,-,-,-,21,-,-,-,-,-,-
226,臺北市,2014/03/15,松山,2.3,0.42,419.5,46.5,52,-,20.01,1.93,18.08,1.92,17.29,49.33
227,臺北市,2014/03/15,古亭,-,-,-,-,-,22,-,-,-,-,-,-
228,臺北市,2014/03/15,古亭,2.8,0.41,-,43.2,54,-,20.27,3.54,16.74,2.64,17.76,51.08
229,臺北市,2014/03/15,中山,-,-,-,-,-,21,-,-,-,-,-,-
230,臺北市,2014/03/15,中山,2.5,0.58,-,41,70,-,30.09,5.1,25,2.24,18.17,52.18
231,臺北市,2014/03/15,大同,-,-,-,-,-,19,-,-,-,-,-,-
232,臺北市,2014/03/15,大同,3.9,1.34,-,-,68,-,85.37,41.6,43.77,-,-,-
233,臺北市,2014/03/15,萬華,-,-,-,-,-,23,-,-,-,-,-,-
234,臺北市,2014/03/15,萬華,3.1,0.47,-,42.1,51,-,25.89,3.19,22.71,2.22,18,49.27
235,臺北市,2014/03/15,陽明,-,-,-,-,-,22,-,-,-,-,-,-
236,臺北市,2014/03/15,陽明,2.9,0.24,412.06,60.2,31,-,3.86,1.26,2.59,-,11.59,77.93
237,臺北市,2014/03/15,士林,-,-,-,-,-,22,-,-,-,-,-,-
238,臺北市,2014/03/15,士林,2.6,0.31,-,55.3,54,-,12.48,2.09,10.39,2.81,17.95,50.79
239,臺北市,2014/03/14,松山,-,-,-,-,-,39,-,-,-,-,-,-
240,臺北市,2014/03/14,松山,3.9,0.5,423.74,44.3,85,-,20.14,2.09,18.05,2.35,14.18,52.91
241,臺北市,2014/03/14,古亭,-,-,-,-,-,38,-,-,-,-,-,-
242,臺北市,2014/03/14,古亭,4.4,0.5,-,41,87,-,22.05,4,18.05,2.64,14.71,54.53
243,臺北市,2014/03/14,中山,-,-,-,-,-,37,-,-,-,-,-,-
244,臺北市,2014/03/14,中山,4.8,0.72,-,34.2,110,-,38.62,9.84,28.77,1.98,15.22,56.03
245,臺北市,2014/03/14,大同,-,-,-,-,-,33,-,-,-,-,-,-
246,臺北市,2014/03/14,大同,5.7,1.09,-,-,94,-,72.69,33.69,39,-,-,-
247,臺北市,2014/03/14,萬華,-,-,-,-,-,44,-,-,-,-,-,-
248,臺北市,2014/03/14,萬華,4.2,0.53,-,37.7,79,-,30.18,4.24,25.94,2.58,14.88,51.74
249,臺北市,2014/03/14,陽明,-,-,-,-,-,35,-,-,-,-,-,-
250,臺北市,2014/03/14,陽明,3.9,0.32,417.5,56.6,50,-,4.74,0.59,4.1,-,7.46,89.18
251,臺北市,2014/03/14,士林,-,-,-,-,-,37,-,-,-,-,-,-
252,臺北市,2014/03/14,士林,4.4,0.39,-,50.9,72,-,14.32,2.61,11.71,2.71,14.64,53.97
253,臺北市,2014/03/13,松山,-,-,-,-,-,33,-,-,-,-,-,-
254,臺北市,2014/03/13,松山,3.6,0.79,441.28,26.5,62,-,40.39,11.73,28.66,1.9,15.86,78.97
255,臺北市,2014/03/13,古亭,-,-,-,-,-,39,-,-,-,-,-,-
256,臺北市,2014/03/13,古亭,2.8,0.92,-,20.6,63,-,46.23,15.66,30.57,1.94,15.93,85.31
257,臺北市,2014/03/13,中山,-,-,-,-,-,33,-,-,-,-,-,-
258,臺北市,2014/03/13,中山,3.5,1.01,-,18.5,80,-,54.63,19.34,35.29,1.61,16.59,82.26
259,臺北市,2014/03/13,大同,-,-,-,-,-,31,-,-,-,-,-,-
260,臺北市,2014/03/13,大同,4.7,1.9,-,-,76,-,104.75,59.67,45.08,-,-,-
261,臺北市,2014/03/13,萬華,-,-,-,-,-,38,-,-,-,-,-,-
262,臺北市,2014/03/13,萬華,3.5,0.88,-,20.6,60,-,47.54,14.53,33.01,2.12,16.26,80.2
263,臺北市,2014/03/13,陽明,-,-,-,-,-,22,-,-,-,-,-,-
264,臺北市,2014/03/13,陽明,2,0.38,421.15,49.4,31,-,5.58,0.62,4.95,-,11.34,98.03
265,臺北市,2014/03/13,士林,-,-,-,-,-,34,-,-,-,-,-,-
266,臺北市,2014/03/13,士林,2.8,0.62,-,31.3,62,-,27.87,6.96,20.91,2.17,16.05,79.24
267,臺北市,2014/03/12,松山,-,-,-,-,-,48,-,-,-,-,-,-
268,臺北市,2014/03/12,松山,5.8,1.14,456.62,6.4,87,-,75.22,29.65,45.57,1.16,18.05,79.84
269,臺北市,2014/03/12,古亭,-,-,-,-,-,55,-,-,-,-,-,-
270,臺北市,2014/03/12,古亭,5.8,1.26,-,5.3,101,-,75.04,28.37,46.67,1.31,18.09,84.95
271,臺北市,2014/03/12,中山,-,-,-,-,-,43,-,-,-,-,-,-
272,臺北市,2014/03/12,中山,4.7,1.32,-,4.8,112,-,80.48,40.2,40.28,1.27,18.34,85.41
273,臺北市,2014/03/12,大同,-,-,-,-,-,41,-,-,-,-,-,-
