序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
27,臺北市,2008/05/27,萬華,3.7,1.0,-,17.9,41,35,22.0,41.31,17.78,23.53,-,-,-,-,-,27.4,-,81.06,50.0,-
28,臺北市,2008/05/27,松山,4.0,0.89,414.31,14.7,38,40,25.0,47.82,21.1,26.72,2.446,0.452,1.99,-,-,27.06,-,77.64,51.0,-
29,臺北市,2008/05/27,士林,3.5,0.67,-,17.3,42,45,18.0,34.7,12.36,22.34,-,-,-,-,-,27.21,-,77.36,50.0,-
30,臺北市,2008/05/27,古亭,3.3,0.87,-,15.1,36,43,25.0,44.89,20.83,24.06,2.276,0.37,1.91,-,-,26.62,-,83.65,48.0,-
31,臺北市,2008/05/26,萬華,4.2,1.26,-,10.2,17,34,23.0,53.51,22.93,30.58,-,-,-,-,-,25.99,-,85.17,34.0,-
32,臺北市,2008/05/26,士林,4.0,1.03,-,7.4,17,43,23.0,57.2,20.34,36.87,-,-,-,-,-,25.99,-,82.59,43.0,-
33,臺北市,2008/05/26,松山,4.3,1.1,428.61,3.3,6,36,21.0,66.05,32.17,33.88,2.624,0.534,2.09,-,-,25.78,-,82.62,36.0,-
34,臺北市,2008/05/26,古亭,3.3,1.09,-,6.7,10,41,21.0,60.43,32.24,28.2,2.442,0.487,1.96,-,-,25.58,-,87.07,41.0,-
35,臺北市,2008/05/26,陽明,2.0,0.19,390.55,29.1,33,22,14.0,5.83,1.27,4.56,-,-,-,-,-,20.51,-,84.41,36.0,-
36,臺北市,2008/05/26,中山,4.4,1.44,-,7.5,12,57,33.0,85.39,43.71,41.67,2.79,0.653,2.14,-,-,27.6,-,75.71,54.0,-
37,臺北市,2008/05/25,士林,3.9,0.53,-,19.5,37,46,18.0,28.94,8.62,20.32,-,-,-,-,-,27.97,-,74.67,46.0,-
38,臺北市,2008/05/25,古亭,2.8,0.62,-,18.1,37,40,21.0,31.17,10.67,20.5,2.113,0.214,1.9,-,-,26.98,-,81.19,42.0,-
39,臺北市,2008/05/25,松山,4.5,0.64,410.88,17.4,38,36,24.0,32.59,9.76,22.83,2.228,0.263,1.97,-,-,27.48,-,75.77,38.0,-
40,臺北市,2008/05/25,陽明,2.5,0.21,393.99,28.3,41,20,20.0,8.54,2.01,6.53,-,-,-,-,-,21.82,-,83.0,37.0,-
41,臺北市,2008/05/25,萬華,2.4,0.62,-,20.6,37,32,21.0,25.23,5.82,19.41,-,-,-,-,-,27.96,-,76.95,43.0,-
42,臺北市,2008/05/25,中山,4.0,0.69,-,18.6,35,44,30.0,37.33,11.4,25.93,2.225,0.211,2.02,-,-,29.39,-,68.92,44.0,-
43,臺北市,2008/05/24,士林,3.7,0.65,-,23.3,44,57,29.0,30.61,5.47,25.14,-,-,-,-,-,27.97,-,79.15,57.0,-
44,臺北市,2008/05/24,陽明,3.8,0.26,395.98,35.9,47,39,25.0,10.42,2.49,7.93,-,-,-,-,-,21.66,-,84.5,45.0,-
45,臺北市,2008/05/24,古亭,3.0,0.84,-,21.1,47,55,35.0,38.76,11.05,27.71,2.27,0.31,1.96,-,-,27.76,-,82.2,59.0,-
46,臺北市,2008/05/24,松山,4.0,0.74,415.9,18.7,43,46,35.0,35.94,8.27,27.67,2.361,0.298,2.06,-,-,27.63,-,79.11,54.0,-
47,臺北市,2008/05/24,萬華,1.9,0.81,-,26.1,53,44,34.0,29.52,5.16,24.35,-,-,-,-,-,28.73,-,78.17,62.0,-
48,臺北市,2008/05/24,中山,4.1,0.86,-,19.5,42,65,39.0,44.77,10.9,33.88,2.311,0.308,2.0,-,-,29.59,-,72.15,58.0,-
49,臺北市,2008/05/23,古亭,3.6,0.92,-,25.7,56,46,27.0,45.47,11.36,34.11,2.318,0.36,1.96,-,-,26.85,-,84.02,91.0,-
50,臺北市,2008/05/23,陽明,3.2,0.23,393.48,43.3,62,23,18.0,6.64,1.32,5.32,-,-,-,-,-,21.91,-,82.64,66.0,-
51,臺北市,2008/05/23,松山,3.2,0.92,422.12,24.4,55,43,29.0,42.09,8.14,33.95,2.518,0.407,2.11,-,-,27.2,-,79.36,90.0,-
52,臺北市,2008/05/23,萬華,3.0,0.94,-,30.2,61,36,28.0,36.94,5.56,31.37,-,-,-,-,-,27.1,-,82.32,95.0,-
53,臺北市,2008/05/23,士林,3.6,0.71,-,24.3,49,46,23.0,34.89,5.01,29.88,-,-,-,-,-,27.55,-,78.88,68.0,-
54,臺北市,2008/05/23,中山,5.1,1.13,-,21.9,46,49,35.0,57.65,14.71,42.94,2.427,0.431,2.0,-,-,29.26,-,71.95,67.0,-
55,臺北市,2008/05/22,中山,4.8,0.9,-,31.3,61,51,32.0,42.55,7.4,35.15,2.299,0.318,1.98,-,-,26.9,-,73.85,84.0,-
56,臺北市,2008/05/22,松山,6.4,0.94,413.02,24.0,50,44,29.0,46.06,11.12,34.95,2.445,0.382,2.06,-,-,26.13,-,78.3,85.0,-
57,臺北市,2008/05/22,陽明,3.9,0.29,398.0,49.8,71,24,19.0,7.13,1.29,5.83,-,-,-,-,-,20.35,-,86.05,87.0,-
58,臺北市,2008/05/22,古亭,3.9,0.93,-,30.1,64,46,31.0,42.16,10.59,31.57,2.314,0.344,1.97,-,-,25.97,-,80.99,88.0,-
59,臺北市,2008/05/22,士林,4.4,0.76,-,30.3,68,50,28.0,38.94,6.35,32.59,-,-,-,-,-,26.42,-,77.91,93.0,-
60,臺北市,2008/05/22,萬華,4.1,0.91,-,36.0,71,43,29.0,32.01,4.32,27.69,-,-,-,-,-,26.28,-,79.53,85.0,-
61,臺北市,2008/05/21,中山,3.4,0.97,-,27.5,43,82,49.0,51.28,10.76,40.53,2.397,0.35,2.05,-,-,25.1,-,64.62,66.0,-
62,臺北市,2008/05/21,松山,3.0,0.72,400.36,25.2,44,72,41.0,37.55,5.99,31.57,2.29,0.273,2.02,-,-,25.11,-,64.29,61.0,-
63,臺北市,2008/05/21,陽明,2.9,0.31,390.91,59.4,66,43,28.0,4.42,1.66,2.76,-,-,-,-,-,18.09,-,82.95,58.0,-
64,臺北市,2008/05/21,士林,2.1,0.48,-,49.8,57,71,33.0,18.49,1.64,16.85,-,-,-,-,-,25.21,-,65.22,60.0,-
65,臺北市,2008/05/21,萬華,2.4,0.9,-,38.6,52,73,-,33.17,4.2,28.97,-,-,-,-,-,25.61,-,64.99,62.0,-
66,臺北市,2008/05/21,古亭,2.2,0.72,-,36.7,51,71,39.0,35.46,6.75,28.72,2.153,0.208,1.95,-,-,25.36,-,66.07,60.0,-
67,臺北市,2008/05/20,中山,4.9,0.71,-,45.0,57,89,51.0,38.28,7.21,31.07,2.131,0.208,1.92,-,-,22.9,-,55.1,70.0,-
68,臺北市,2008/05/20,松山,3.7,0.59,394.74,45.9,63,86,41.0,26.01,3.11,22.9,2.09,0.173,1.92,-,-,23.73,-,53.1,68.0,-
69,臺北市,2008/05/20,陽明,3.5,0.28,393.14,76.1,82,70,37.0,3.19,0.82,2.37,-,-,-,-,-,15.87,-,67.13,70.0,-
70,臺北市,2008/05/20,士林,3.2,0.42,-,58.6,76,93,40.0,15.58,1.27,14.26,-,-,-,-,-,23.34,-,57.47,72.0,-
71,臺北市,2008/05/20,萬華,3.4,0.65,-,55.5,67,78,44.0,23.03,2.5,20.53,-,-,-,-,-,23.55,-,53.92,64.0,-
72,臺北市,2008/05/20,古亭,2.9,0.59,-,53.6,68,84,48.0,27.75,5.3,22.45,2.074,0.152,1.92,-,-,23.42,-,56.58,67.0,-
73,臺北市,2008/05/19,松山,4.3,0.61,399.17,30.2,35,45,34.0,30.89,3.4,27.49,2.158,0.221,1.94,-,-,23.59,-,77.67,45.0,-
74,臺北市,2008/05/19,古亭,3.5,0.76,-,28.3,38,52,36.0,41.9,7.77,34.12,2.236,0.268,1.97,-,-,23.36,-,82.96,51.0,-
75,臺北市,2008/05/19,陽明,2.2,0.26,394.36,63.6,74,27,19.0,4.45,0.94,3.52,-,-,-,-,-,16.27,-,83.23,68.0,-
76,臺北市,2008/05/19,士林,-,0.59,-,32.6,43,66,32.0,-,-,-,-,-,-,-,-,23.94,-,76.8,58.0,-
77,臺北市,2008/05/19,萬華,5.1,0.78,-,32.5,38,50,39.0,34.74,3.95,30.79,-,-,-,-,-,23.52,-,81.94,50.0,-
78,臺北市,2008/05/19,中山,5.0,0.89,-,27.5,33,55,41.0,47.18,8.09,39.08,2.347,0.348,2.0,-,-,25.28,-,72.2,52.0,-
79,臺北市,2008/05/18,松山,2.4,0.39,389.04,30.3,50,35,18.0,21.39,3.84,17.55,2.0,0.136,1.86,-,-,28.51,-,53.65,66.0,-
80,臺北市,2008/05/18,古亭,2.2,0.49,-,39.1,70,37,24.0,23.31,5.55,17.77,2.024,0.148,1.88,-,-,28.43,-,58.09,86.0,-
81,臺北市,2008/05/18,陽明,2.2,0.19,389.39,52.4,69,18,12.0,3.58,0.89,2.69,-,-,-,-,-,20.6,-,74.15,74.0,-
82,臺北市,2008/05/18,士林,15.1,0.42,-,48.1,78,48,19.0,17.67,2.28,15.39,-,-,-,-,-,29.89,-,51.17,81.0,-
83,臺北市,2008/05/18,萬華,2.8,0.46,-,44.3,79,34,23.0,18.93,2.28,16.63,-,-,-,-,-,28.47,-,57.87,90.0,-
84,臺北市,2008/05/18,中山,2.7,0.6,-,35.5,61,44,26.0,31.47,5.94,25.53,2.087,0.189,1.9,-,-,32.4,-,43.92,66.0,-
85,臺北市,2008/05/17,松山,2.4,0.39,389.61,22.5,33,34,19.0,20.12,4.84,15.28,1.997,0.137,1.86,-,-,26.62,-,61.89,34.0,-
86,臺北市,2008/05/17,古亭,1.3,0.4,-,28.5,36,40,22.0,21.69,5.24,16.46,1.989,0.111,1.88,-,-,27.22,-,62.53,40.0,-
87,臺北市,2008/05/17,陽明,2.2,0.16,387.86,40.6,42,18,11.0,2.68,0.7,1.96,-,-,-,-,-,19.16,-,80.75,38.0,-
88,臺北市,2008/05/17,士林,-,0.24,-,38.2,42,39,15.0,9.01,1.11,7.89,-,-,-,-,-,28.46,-,56.23,39.0,-
89,臺北市,2008/05/17,萬華,1.9,0.49,-,28.2,36,35,20.0,20.56,3.7,16.87,-,-,-,-,-,27.41,-,62.07,35.0,-
90,臺北市,2008/05/17,中山,1.7,0.48,-,27.1,36,39,28.0,24.82,5.51,19.31,1.995,0.144,1.85,-,-,30.34,-,50.85,39.0,-
91,臺北市,2008/05/16,松山,5.1,0.46,390.97,34.2,43,50,32.0,22.15,3.93,18.22,2.004,0.135,1.87,-,-,23.99,-,71.16,50.0,-
92,臺北市,2008/05/16,古亭,5.5,0.57,-,31.2,42,58,37.0,32.44,7.54,24.91,2.059,0.146,1.91,-,-,24.84,-,70.55,54.0,-
93,臺北市,2008/05/16,陽明,1.8,0.22,391.65,53.3,61,26,18.0,2.33,0.82,1.5,-,-,-,-,-,16.41,-,85.23,51.0,-
94,臺北市,2008/05/16,士林,-,0.29,-,49.6,58,55,25.0,9.84,2.16,7.66,-,-,-,-,-,25.82,-,60.88,52.0,-
95,臺北市,2008/05/16,萬華,4.0,0.51,-,38.3,46,49,35.0,21.2,2.6,18.59,-,-,-,-,-,24.61,-,71.28,49.0,-
96,臺北市,2008/05/16,中山,3.8,0.61,-,35.4,46,57,38.0,30.38,7.44,22.94,2.03,0.167,1.86,-,-,25.72,-,63.54,54.0,-
97,臺北市,2008/05/15,松山,4.1,0.48,390.26,47.2,59,54,37.0,25.0,3.98,21.02,2.0,0.142,1.86,-,-,23.03,-,66.94,58.0,-
98,臺北市,2008/05/15,古亭,2.7,0.5,-,55.6,73,62,40.0,22.88,3.48,19.4,1.956,0.11,1.85,-,-,23.41,-,68.54,68.0,-
99,臺北市,2008/05/15,陽明,2.2,0.25,393.24,67.1,75,24,18.0,2.4,0.51,1.83,-,-,-,-,-,14.96,-,87.39,64.0,-
100,臺北市,2008/05/15,士林,-,0.32,-,65.3,78,57,30.0,8.8,0.9,7.89,-,-,-,-,-,24.44,-,60.27,69.0,-
101,臺北市,2008/05/15,萬華,3.4,0.55,-,52.2,67,55,39.0,22.17,2.41,19.74,-,-,-,-,-,23.47,-,68.48,63.0,-
102,臺北市,2008/05/15,中山,3.4,0.62,-,47.2,64,63,41.0,30.51,5.0,25.52,2.045,0.175,1.87,-,-,23.12,-,66.98,60.0,-
103,臺北市,2008/05/14,松山,5.6,0.54,389.67,62.7,66,84,50.0,23.45,3.26,20.19,2.024,0.146,1.88,-,-,23.73,-,53.25,67.0,-
104,臺北市,2008/05/14,古亭,3.8,0.52,-,73.2,77,86,52.0,19.11,2.0,17.1,1.978,0.093,1.89,-,-,23.95,-,56.85,68.0,-
105,臺北市,2008/05/14,陽明,4.3,0.33,393.77,85.2,92,56,38.0,4.36,1.06,3.3,-,-,-,-,-,14.83,-,81.48,79.0,-
106,臺北市,2008/05/14,士林,-,0.38,-,82.0,88,87,44.0,11.64,1.23,10.41,-,-,-,-,-,23.91,-,54.74,76.0,-
107,臺北市,2008/05/14,萬華,4.7,0.59,-,71.3,78,79,53.0,19.46,1.51,17.96,-,-,-,-,-,23.95,-,56.93,70.0,-
108,臺北市,2008/05/14,中山,4.5,0.64,-,65.1,70,86,56.0,28.19,3.05,25.14,2.03,0.153,1.88,-,-,23.42,-,56.25,68.0,-
109,臺北市,2008/05/13,松山,5.3,0.45,392.05,49.1,65,66,38.0,19.75,2.63,17.11,2.029,0.135,1.89,-,-,22.58,-,64.77,64.0,-
110,臺北市,2008/05/13,古亭,4.0,0.51,-,51.2,64,74,41.0,24.93,3.13,21.8,2.002,0.124,1.88,-,-,23.08,-,66.1,62.0,-
111,臺北市,2008/05/13,陽明,3.5,0.26,394.18,69.8,84,49,33.0,3.48,1.43,2.05,-,-,-,-,-,14.92,-,83.93,75.0,-
112,臺北市,2008/05/13,士林,-,0.32,-,65.9,81,72,34.0,9.77,1.64,8.13,-,-,-,-,-,23.08,-,61.9,74.0,-
113,臺北市,2008/05/13,萬華,4.8,0.5,-,51.8,66,64,41.0,21.76,1.77,19.97,-,-,-,-,-,23.1,-,66.44,64.0,-
114,臺北市,2008/05/13,中山,6.4,0.6,-,46.3,56,72,44.0,30.2,4.93,25.27,2.042,0.169,1.87,-,-,22.55,-,66.06,61.0,-
115,臺北市,2008/05/12,松山,2.9,0.37,393.09,38.5,49,37,18.0,20.66,3.92,16.74,2.074,0.125,1.95,-,-,21.28,-,58.95,44.0,-
116,臺北市,2008/05/12,古亭,2.3,0.45,-,33.1,38,38,18.0,27.87,6.52,21.35,1.979,0.127,1.85,-,-,21.43,-,58.63,45.0,-
117,臺北市,2008/05/12,陽明,1.5,0.16,391.89,64.4,70,17,12.0,2.06,1.02,1.03,-,-,-,-,-,15.98,-,44.98,61.0,-
118,臺北市,2008/05/12,士林,-,0.29,-,44.2,55,44,13.0,14.29,2.43,11.86,-,-,-,-,-,21.4,-,59.65,48.0,-
119,臺北市,2008/05/12,萬華,3.0,0.49,-,39.5,51,35,18.0,24.26,3.45,20.81,-,-,-,-,-,21.74,-,56.98,45.0,-
120,臺北市,2008/05/12,中山,1.9,0.52,-,36.7,46,46,26.0,30.43,5.92,24.5,-,-,-,-,-,21.21,-,59.64,46.0,-
121,臺北市,2008/05/11,松山,2.9,0.3,387.38,49.4,55,44,21.0,13.59,2.59,11.0,1.914,0.051,1.86,-,-,21.05,-,59.1,48.0,-
122,臺北市,2008/05/11,士林,1.4,0.25,-,57.1,60,59,14.0,8.09,0.81,7.26,-,-,-,-,-,21.09,-,58.94,54.0,-
123,臺北市,2008/05/11,陽明,1.4,0.18,390.62,58.2,60,30,12.0,3.07,1.17,1.9,-,-,-,-,-,12.82,-,80.56,51.0,-
124,臺北市,2008/05/11,中山,1.4,0.44,-,44.4,49,52,29.0,24.49,3.43,21.06,-,-,-,-,-,20.87,-,60.43,51.0,-
125,臺北市,2008/05/11,萬華,3.1,0.4,-,45.3,54,44,22.0,20.17,2.4,17.77,-,-,-,-,-,21.28,-,62.41,48.0,-
126,臺北市,2008/05/11,古亭,3.2,0.34,-,45.2,50,49,22.0,18.97,2.58,16.39,1.943,0.074,1.87,-,-,21.12,-,63.73,49.0,-
127,臺北市,2008/05/10,松山,1.4,0.35,387.11,40.6,46,31,20.0,18.39,2.72,15.66,1.925,0.069,1.86,-,-,21.28,-,78.97,43.0,-
128,臺北市,2008/05/10,士林,1.8,0.41,-,37.3,47,41,17.0,20.32,2.47,17.85,-,-,-,-,-,21.28,-,81.6,46.0,-
129,臺北市,2008/05/10,陽明,1.1,0.19,391.85,55.2,61,13,6.0,3.41,0.99,2.42,-,-,-,-,-,14.42,-,89.2,52.0,-
130,臺北市,2008/05/10,中山,1.8,0.6,-,29.3,35,40,29.0,37.24,7.2,30.04,2.043,0.184,1.86,-,-,21.01,-,80.69,40.0,-
131,臺北市,2008/05/10,萬華,2.2,0.57,-,30.2,33,32,25.0,29.8,4.03,25.76,-,-,-,-,-,21.46,-,83.54,34.0,-
132,臺北市,2008/05/10,古亭,1.8,0.52,-,30.7,39,40,23.0,31.47,5.76,25.71,1.986,0.141,1.84,-,-,21.29,-,83.73,40.0,-
133,臺北市,2008/05/09,松山,4.7,0.79,413.49,29.5,62,55,34.0,42.99,11.95,31.04,2.334,0.291,2.04,-,-,27.83,-,69.94,63.0,-
134,臺北市,2008/05/09,士林,4.5,0.66,-,24.5,51,54,24.0,35.22,12.41,22.81,-,-,-,-,-,28.11,-,72.63,64.0,-
135,臺北市,2008/05/09,陽明,3.6,0.22,393.49,34.5,51,20,14.0,8.46,1.64,6.82,-,-,-,-,-,21.27,-,82.54,59.0,-
136,臺北市,2008/05/09,中山,5.8,1.14,-,21.5,44,61,40.0,55.76,21.74,34.02,2.531,0.505,2.03,-,-,27.83,-,71.36,56.0,-
137,臺北市,2008/05/09,萬華,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,50.0,-
138,臺北市,2008/05/09,古亭,4.2,0.78,-,23.9,47,55,32.0,37.04,11.23,25.81,2.25,0.333,1.92,-,-,27.96,-,72.96,53.0,-
139,臺北市,2008/05/08,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,-
140,臺北市,2008/05/08,松山,10.9,1.11,428.68,27.4,56,57,39.0,66.8,25.93,40.86,2.541,0.391,2.15,-,-,25.3,-,78.92,66.0,-
141,臺北市,2008/05/08,陽明,2.7,0.19,388.94,32.4,44,15,12.0,5.61,1.65,3.96,-,-,-,-,-,20.66,-,82.31,51.0,-
142,臺北市,2008/05/08,古亭,9.1,1.13,-,22.2,57,52,37.0,60.1,22.8,37.3,2.52,0.516,2.0,-,-,25.36,-,81.68,55.0,-
143,臺北市,2008/05/08,中山,10.6,1.65,-,19.4,45,69,53.0,96.22,44.04,52.18,2.949,0.751,2.2,-,-,24.98,-,81.9,74.0,-
144,臺北市,2008/05/08,士林,4.2,1.24,-,23.8,47,56,26.0,66.09,33.67,32.42,-,-,-,-,-,25.31,-,82.34,53.0,-
145,臺北市,2008/05/07,萬華,5.7,1.85,-,-,-,45,38.0,92.98,45.38,47.6,-,-,-,-,-,21.57,-,94.39,45.0,-
146,臺北市,2008/05/07,松山,7.4,1.46,432.94,9.1,20,43,31.0,96.74,51.36,45.38,3.057,0.775,2.28,-,-,21.57,-,90.2,43.0,-
147,臺北市,2008/05/07,陽明,1.4,0.19,393.26,40.7,47,6,4.0,3.86,0.37,3.49,-,-,-,-,-,17.66,-,88.99,41.0,-
148,臺北市,2008/05/07,古亭,4.8,1.54,-,7.5,17,45,31.0,90.12,43.91,46.2,3.029,0.812,2.22,-,-,21.47,-,93.8,45.0,-
149,臺北市,2008/05/07,中山,6.7,1.93,-,6.4,12,55,42.0,128.79,75.29,53.5,3.308,0.968,2.34,-,-,21.19,-,92.08,52.0,-
150,臺北市,2008/05/07,士林,4.0,1.1,-,7.4,13,58,21.0,66.84,25.68,41.16,-,-,-,-,-,21.24,-,91.22,54.0,-
151,臺北市,2008/05/06,萬華,4.9,0.6,-,38.4,49,44,23.0,31.93,3.54,28.4,-,-,-,-,-,20.47,-,80.56,49.0,-
152,臺北市,2008/05/06,松山,3.9,0.58,396.63,27.2,30,46,21.0,39.33,4.8,34.53,2.2,0.22,1.98,-,-,20.12,-,79.82,46.0,-
153,臺北市,2008/05/06,陽明,2.3,0.21,393.6,59.6,66,22,12.0,3.24,1.04,2.2,-,-,-,-,-,15.09,-,79.34,60.0,-
154,臺北市,2008/05/06,士林,5.0,0.4,-,47.7,56,47,19.0,20.31,1.47,18.83,-,-,-,-,-,20.68,-,75.6,52.0,-
155,臺北市,2008/05/06,中山,4.6,0.69,-,27.3,35,49,31.0,48.75,7.86,40.89,2.127,0.236,1.89,-,-,19.96,-,80.08,49.0,-
156,臺北市,2008/05/06,古亭,2.8,0.63,-,34.0,49,49,25.0,38.37,6.71,31.66,2.036,0.184,1.85,-,-,20.34,-,81.24,50.0,-
157,臺北市,2008/05/05,萬華,3.2,0.66,-,30.9,41,40,29.0,28.89,3.29,25.6,-,-,-,-,-,21.08,-,81.97,40.0,-
158,臺北市,2008/05/05,松山,2.2,0.61,398.98,27.6,38,40,28.0,31.32,3.48,27.84,2.169,0.207,1.96,-,-,20.72,-,80.28,41.0,-
159,臺北市,2008/05/05,陽明,1.4,0.3,393.32,55.7,68,20,11.0,5.36,2.12,3.24,-,-,-,-,-,14.31,-,83.22,60.0,-
160,臺北市,2008/05/05,士林,2.3,0.42,-,40.8,50,41,16.0,16.78,0.97,15.81,-,-,-,-,-,20.53,-,79.85,46.0,-
161,臺北市,2008/05/05,中山,3.8,0.8,-,20.9,29,-,35.0,50.04,11.7,38.34,2.302,0.276,2.03,-,-,20.52,-,82.24,31.0,-
162,臺北市,2008/05/05,古亭,2.2,0.58,-,31.1,39,43,27.0,27.45,4.39,23.06,2.035,0.138,1.9,-,-,20.63,-,83.81,43.0,-
163,臺北市,2008/05/04,萬華,5.0,0.79,-,31.7,62,59,45.0,28.58,3.75,24.83,-,-,-,-,-,27.96,-,68.9,62.0,-
164,臺北市,2008/05/04,松山,5.6,0.76,409.66,27.4,48,61,44.0,35.01,3.71,31.26,2.362,0.276,2.09,-,-,27.7,-,65.85,56.0,-
