序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1701,苗栗縣,2013/10/02,三義,2.0,0.23,-,54.5,81,51,36.0,6.94,0.83,6.09,-,-,-,5.91,23.27,74.6,76.0
1702,苗栗縣,2013/10/01,苗栗,3.5,0.37,-,36.5,49,36,18.0,14.69,1.46,13.23,-,-,-,3.22,27.18,76.15,48.0
1703,苗栗縣,2013/10/01,頭份,3.0,0.34,-,38.6,49,37,20.0,15.88,1.53,14.36,1.982,0.114,1.87,3.24,27.19,76.3,37.0
1704,苗栗縣,2013/10/01,三義,1.8,0.21,-,35.5,48,30,21.0,8.8,0.9,7.88,-,-,-,3.66,24.4,83.18,46.0
1705,彰化縣,2013/10/31,彰化,5.1,0.62,-,34.3,59,87,49.0,23.52,1.6,21.91,2.225,0.317,1.91,1.79,24.73,67.78,68.0
1706,彰化縣,2013/10/31,線西,5.0,0.46,-,32.0,54,84,48.0,20.42,3.25,17.18,2.104,0.222,1.88,4.03,23.98,76.08,67.0
1707,彰化縣,2013/10/31,二林,5.2,0.42,-,32.3,59,98,56.0,18.72,2.13,16.57,-,-,-,2.7,23.56,77.05,74.0
1708,彰化縣,2013/10/30,彰化,8.1,0.74,-,43.7,92,90,59.0,26.18,1.49,24.68,2.168,0.367,1.8,1.11,24.56,66.23,87.0
1709,彰化縣,2013/10/30,線西,4.7,0.57,-,42.5,85,79,47.0,24.72,3.68,21.04,2.293,0.352,1.94,1.78,23.71,75.71,64.0
1710,彰化縣,2013/10/30,二林,3.0,0.39,-,44.2,92,92,53.0,18.45,3.12,15.31,-,-,-,1.5,23.22,77.21,91.0
1711,彰化縣,2013/10/29,彰化,4.1,0.61,-,32.3,67,60,35.0,25.45,4.79,20.66,2.045,0.315,1.73,1.31,23.44,69.22,71.0
1712,彰化縣,2013/10/29,線西,4.8,0.4,-,28.6,55,56,31.0,20.43,2.81,17.62,2.073,0.222,1.85,2.34,22.7,76.85,53.0
1713,彰化縣,2013/10/29,二林,3.7,0.37,-,30.1,64,66,33.0,22.26,7.06,15.19,-,-,-,1.75,22.33,77.44,68.0
1714,彰化縣,2013/10/28,彰化,3.4,0.58,-,28.2,61,64,36.0,27.69,5.18,22.52,2.01,0.268,1.74,1.51,22.82,65.86,62.0
1715,彰化縣,2013/10/28,線西,5.1,0.38,-,26.6,55,60,32.0,23.3,3.15,20.15,2.042,0.178,1.86,2.75,22.14,73.54,55.0
1716,彰化縣,2013/10/28,二林,3.3,0.37,-,33.9,70,72,37.0,18.17,3.55,14.59,-,-,-,1.9,21.68,74.89,70.0
1717,彰化縣,2013/10/27,彰化,4.4,0.51,-,33.9,59,70,41.0,22.96,2.2,20.76,1.911,0.183,1.73,1.62,21.74,62.27,62.0
1718,彰化縣,2013/10/27,線西,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-
1719,彰化縣,2013/10/27,二林,3.8,0.33,-,47.4,73,81,44.0,10.78,0.47,10.32,-,-,-,2.08,21.01,70.4,69.0
1720,彰化縣,2013/10/26,彰化,3.6,0.48,-,43.5,60,82,43.0,18.86,1.87,16.99,1.855,0.157,1.7,3.4,20.75,57.86,66.0
1721,彰化縣,2013/10/26,線西,4.0,0.37,-,52.0,67,76,40.0,11.73,1.89,9.84,1.92,0.088,1.83,7.41,20.43,64.26,63.0
1722,彰化縣,2013/10/26,二林,3.8,0.36,-,53.7,68,86,40.0,11.9,1.04,10.85,-,-,-,5.44,20.43,65.86,68.0
1723,彰化縣,2013/10/25,彰化,4.6,0.46,-,48.2,55,100,48.0,17.25,1.58,15.66,1.85,0.15,1.7,4.2,21.68,55.38,75.0
1724,彰化縣,2013/10/25,線西,4.2,0.36,-,54.8,60,96,44.0,11.52,1.03,10.47,1.914,0.083,1.83,8.48,21.26,60.78,73.0
1725,彰化縣,2013/10/25,二林,4.3,0.33,-,59.4,65,107,46.0,10.99,1.48,9.51,-,-,-,6.29,21.3,62.88,78.0
1726,彰化縣,2013/10/24,彰化,3.3,0.33,-,51.1,57,66,35.0,13.0,1.68,11.29,1.793,0.117,1.68,4.86,22.34,65.13,59.0
1727,彰化縣,2013/10/24,線西,3.5,0.25,-,57.0,66,68,35.0,8.84,1.6,7.23,1.884,0.068,1.82,8.38,22.22,71.38,59.0
1728,彰化縣,2013/10/24,二林,2.7,0.23,-,59.7,68,70,34.0,8.62,1.03,7.59,-,-,-,7.03,22.29,71.25,66.0
1729,彰化縣,2013/10/23,彰化,3.3,0.36,-,48.8,62,64,37.0,14.04,1.34,12.7,1.807,0.129,1.68,4.11,23.38,65.07,58.0
1730,彰化縣,2013/10/23,線西,3.2,0.29,-,58.4,69,66,34.0,9.26,1.91,7.34,1.868,0.059,1.81,7.97,22.86,73.57,58.0
1731,彰化縣,2013/10/23,二林,4.4,0.25,-,58.8,70,71,38.0,9.59,0.76,8.79,-,-,-,5.99,22.93,72.7,64.0
1732,彰化縣,2013/10/22,彰化,3.1,0.42,-,52.4,61,86,48.0,14.55,1.43,13.11,1.814,0.13,1.69,3.96,23.36,61.56,68.0
1733,彰化縣,2013/10/22,線西,4.0,0.35,-,60.5,69,80,40.0,8.66,1.21,7.44,1.864,0.047,1.82,8.09,22.92,68.36,65.0
1734,彰化縣,2013/10/22,二林,4.1,0.32,-,61.6,68,87,43.0,10.49,0.69,9.81,-,-,-,6.19,22.92,69.06,68.0
1735,彰化縣,2013/10/21,彰化,2.0,0.35,-,42.7,55,54,27.0,14.06,1.11,12.93,1.788,0.117,1.67,3.66,24.44,63.55,52.0
1736,彰化縣,2013/10/21,線西,5.7,0.27,-,49.2,58,59,30.0,8.31,0.99,7.31,1.843,0.047,1.8,7.3,23.96,70.14,54.0
1737,彰化縣,2013/10/21,二林,4.1,0.24,-,48.7,58,66,29.0,9.98,1.19,8.76,-,-,-,5.22,24.32,70.91,58.0
1738,彰化縣,2013/10/20,彰化,2.7,0.29,-,34.6,48,49,24.0,12.16,0.83,11.33,1.757,0.099,1.66,3.38,25.27,65.37,49.0
1739,彰化縣,2013/10/20,線西,5.3,0.23,-,37.5,47,47,21.0,9.48,1.03,8.44,1.806,0.029,1.78,7.07,24.76,73.55,47.0
1740,彰化縣,2013/10/20,二林,4.4,0.19,-,40.0,51,53,20.0,9.11,0.9,8.18,-,-,-,5.39,25.69,73.35,52.0
1741,彰化縣,2013/10/19,彰化,4.5,0.36,-,25.2,45,41,22.0,17.99,2.35,15.64,1.854,0.172,1.68,2.33,25.7,66.9,53.0
1742,彰化縣,2013/10/19,線西,4.9,0.24,-,27.7,41,39,16.0,13.04,1.86,11.16,1.844,0.051,1.79,4.97,24.8,75.7,39.0
1743,彰化縣,2013/10/19,二林,4.3,0.21,-,32.6,51,44,18.0,11.91,1.88,10.03,-,-,-,3.52,26.01,74.17,54.0
1744,彰化縣,2013/10/18,彰化,4.0,0.43,-,28.9,58,47,25.0,19.3,2.09,17.2,1.916,0.21,1.71,1.81,25.26,65.37,68.0
1745,彰化縣,2013/10/18,線西,5.2,0.28,-,29.1,49,47,18.0,15.63,2.44,13.17,1.91,0.091,1.82,4.02,24.24,75.12,47.0
1746,彰化縣,2013/10/18,二林,4.9,0.28,-,31.4,55,52,20.0,17.79,2.83,14.95,-,-,-,2.97,25.38,74.07,67.0
1747,彰化縣,2013/10/17,彰化,4.0,0.38,-,35.5,60,49,26.0,18.09,1.67,16.39,1.894,0.186,1.71,1.96,24.14,57.97,70.0
1748,彰化縣,2013/10/17,線西,3.3,0.23,-,37.3,51,48,19.0,13.13,2.01,11.12,1.87,0.063,1.81,3.99,23.28,66.64,48.0
1749,彰化縣,2013/10/17,二林,2.6,0.21,-,38.8,57,61,23.0,11.96,1.29,10.64,-,-,-,2.71,24.08,67.73,59.0
1750,彰化縣,2013/10/16,彰化,2.6,0.35,-,40.6,53,64,28.0,17.09,1.4,15.68,1.834,0.144,1.69,3.53,23.56,53.13,57.0
1751,彰化縣,2013/10/16,線西,3.7,0.28,-,43.6,53,72,28.0,13.66,4.04,9.62,1.877,0.059,1.82,7.55,22.48,62.77,61.0
1752,彰化縣,2013/10/16,二林,3.4,0.25,-,44.9,57,84,31.0,10.62,1.04,9.56,-,-,-,5.18,24.0,62.41,67.0
1753,彰化縣,2013/10/15,彰化,2.4,0.3,-,37.7,49,71,30.0,14.69,1.37,13.32,1.813,0.144,1.67,3.46,26.6,58.72,60.0
1754,彰化縣,2013/10/15,線西,6.5,0.25,-,41.9,55,68,26.0,12.59,2.55,10.03,1.85,0.055,1.8,7.13,25.5,67.92,59.0
1755,彰化縣,2013/10/15,二林,3.4,0.22,-,44.7,57,88,29.0,10.33,0.95,9.35,-,-,-,5.3,27.11,66.15,69.0
1756,彰化縣,2013/10/14,彰化,6.1,0.5,-,24.7,50,76,35.0,21.92,2.88,19.04,1.934,0.205,1.73,1.63,27.94,69.53,63.0
1757,彰化縣,2013/10/14,線西,4.3,0.32,-,26.3,49,63,25.0,16.37,2.3,14.03,2.009,0.123,1.89,3.25,26.6,77.68,56.0
1758,彰化縣,2013/10/14,二林,4.5,0.31,-,31.0,58,79,28.0,13.14,1.29,11.81,-,-,-,2.36,28.2,76.71,64.0
1759,彰化縣,2013/10/13,彰化,5.0,0.51,-,27.1,58,65,35.0,20.82,1.7,19.1,1.978,0.219,1.76,1.65,27.76,68.52,58.0
1760,彰化縣,2013/10/13,線西,7.9,0.33,-,25.8,45,63,22.0,18.82,3.7,15.13,1.896,0.064,1.83,3.22,26.29,75.78,56.0
1761,彰化縣,2013/10/13,二林,4.7,0.34,-,32.7,60,71,29.0,14.21,1.64,12.56,-,-,-,2.25,27.99,74.62,60.0
1762,彰化縣,2013/10/12,彰化,4.2,0.46,-,30.1,67,46,26.0,20.2,2.16,18.03,1.914,0.191,1.72,1.43,27.94,68.24,73.0
1763,彰化縣,2013/10/12,線西,4.9,0.28,-,41.1,65,56,26.0,13.56,3.02,10.55,1.833,0.038,1.8,3.8,26.87,76.3,53.0
1764,彰化縣,2013/10/12,二林,4.2,0.27,-,41.0,74,65,31.0,10.25,0.71,9.47,-,-,-,2.29,28.31,74.99,76.0
1765,彰化縣,2013/10/11,彰化,4.4,0.44,-,17.8,37,49,28.0,19.9,2.85,17.04,1.918,0.212,1.71,2.02,27.71,73.19,49.0
1766,彰化縣,2013/10/11,線西,5.8,0.33,-,20.7,40,61,26.0,19.08,5.24,13.84,1.911,0.096,1.82,4.35,26.6,82.42,56.0
1767,彰化縣,2013/10/11,二林,5.5,0.31,-,22.3,40,70,30.0,16.15,2.57,13.57,-,-,-,3.06,28.05,79.76,60.0
1768,彰化縣,2013/10/10,彰化,3.5,0.35,-,20.3,41,39,22.0,15.84,1.95,13.88,1.844,0.156,1.69,2.35,27.48,74.5,44.0
1769,彰化縣,2013/10/10,線西,4.5,0.89,-,24.1,34,39,20.0,13.0,2.09,10.9,1.834,0.06,1.78,4.28,26.35,84.2,39.0
1770,彰化縣,2013/10/10,二林,4.9,0.28,-,24.5,41,52,22.0,12.8,1.58,11.22,-,-,-,3.09,28.06,79.76,51.0
1771,彰化縣,2013/10/09,彰化,6.3,0.52,-,26.9,53,68,46.0,21.05,1.87,19.18,2.026,0.27,1.76,1.94,27.97,73.29,59.0
1772,彰化縣,2013/10/09,線西,5.9,0.38,-,29.0,40,63,33.0,17.72,3.14,14.58,1.918,0.111,1.81,3.51,26.89,85.42,56.0
1773,彰化縣,2013/10/09,二林,4.5,0.31,-,37.3,60,72,40.0,12.56,1.15,11.42,-,-,-,2.55,28.68,80.89,63.0
1774,彰化縣,2013/10/08,彰化,8.1,0.48,-,48.7,70,63,46.0,16.34,0.84,15.48,1.937,0.207,1.73,1.67,28.15,67.69,69.0
1775,彰化縣,2013/10/08,線西,3.6,0.35,-,51.8,74,61,44.0,11.28,1.89,9.39,2.016,0.095,1.92,2.22,27.2,79.94,56.0
1776,彰化縣,2013/10/08,二林,3.8,0.28,-,47.7,77,67,45.0,8.59,0.49,8.13,-,-,-,1.89,28.45,78.01,75.0
1777,彰化縣,2013/10/07,彰化,6.9,0.45,-,36.2,65,51,29.0,14.91,1.53,13.39,1.964,0.21,1.75,1.69,27.91,65.75,65.0
1778,彰化縣,2013/10/07,線西,4.7,0.41,-,49.8,68,60,42.0,14.33,2.48,11.85,2.029,0.162,1.87,2.62,28.44,69.68,55.0
1779,彰化縣,2013/10/07,二林,3.8,0.28,-,33.7,64,58,32.0,12.32,2.74,9.55,-,-,-,2.07,28.17,75.4,56.0
1780,彰化縣,2013/10/06,彰化,1.7,0.33,-,24.4,33,43,20.0,12.72,2.4,10.31,1.802,0.118,1.68,3.89,25.98,76.88,43.0
1781,彰化縣,2013/10/06,線西,4.7,0.26,-,26.1,34,38,25.0,9.41,1.46,7.96,1.834,0.041,1.79,5.85,26.14,81.82,38.0
1782,彰化縣,2013/10/06,二林,1.1,0.15,-,28.0,36,47,18.0,7.44,1.08,6.36,-,-,-,5.18,27.2,78.91,47.0
1783,彰化縣,2013/10/05,彰化,2.5,0.35,-,32.6,44,50,26.0,15.97,1.8,14.17,1.853,0.141,1.71,3.7,25.08,74.49,50.0
1784,彰化縣,2013/10/05,線西,3.6,0.28,-,46.4,54,49,34.0,9.13,1.21,7.92,1.831,0.033,1.8,7.26,24.63,85.47,49.0
1785,彰化縣,2013/10/05,二林,2.2,0.19,-,42.7,52,58,27.0,7.0,0.81,6.19,-,-,-,5.7,25.92,80.84,54.0
1786,彰化縣,2013/10/04,彰化,3.3,0.34,-,40.9,55,58,22.0,17.36,1.71,15.65,1.855,0.142,1.71,3.56,25.37,59.66,54.0
1787,彰化縣,2013/10/04,線西,3.5,0.25,-,46.6,55,52,25.0,11.4,2.64,8.77,1.863,0.054,1.81,7.19,24.26,71.04,51.0
1788,彰化縣,2013/10/04,二林,3.0,0.18,-,47.0,57,65,21.0,8.4,1.06,7.32,-,-,-,5.0,25.85,68.33,58.0
1789,彰化縣,2013/10/03,彰化,2.1,0.38,-,49.7,61,70,38.0,16.21,1.65,14.55,1.894,0.146,1.75,3.28,25.62,53.58,60.0
1790,彰化縣,2013/10/03,線西,3.1,0.29,-,57.0,65,79,39.0,9.05,0.83,8.22,1.89,0.059,1.83,7.09,24.89,63.97,64.0
1791,彰化縣,2013/10/03,二林,3.8,0.25,-,55.3,66,94,38.0,8.64,1.15,7.49,-,-,-,4.98,26.12,63.38,72.0
1792,彰化縣,2013/10/02,彰化,2.4,0.38,-,48.3,74,71,37.0,15.35,1.36,13.99,1.912,0.142,1.77,3.67,26.91,63.14,70.0
1793,彰化縣,2013/10/02,線西,4.8,0.32,-,52.8,84,75,37.0,15.87,1.65,14.25,1.931,0.082,1.85,6.96,25.98,71.77,62.0
1794,彰化縣,2013/10/02,二林,5.1,0.29,-,51.7,77,85,35.0,11.4,1.42,9.97,-,-,-,5.47,27.63,69.53,68.0
1795,彰化縣,2013/10/01,彰化,2.5,0.39,-,28.8,50,40,21.0,17.91,1.44,16.48,1.965,0.185,1.78,2.55,27.97,72.78,50.0
1796,彰化縣,2013/10/01,線西,5.0,0.34,-,34.2,49,44,21.0,14.92,2.01,12.91,1.909,0.082,1.83,4.99,26.82,81.81,44.0
1797,彰化縣,2013/10/01,二林,5.1,0.32,-,35.2,54,53,22.0,12.25,1.0,11.21,-,-,-,3.28,28.57,77.8,60.0
1798,南投縣,2013/10/31,南投,3.4,0.54,-,44.1,96,79,49.0,20.4,1.76,18.64,2.084,0.226,1.86,1.42,24.34,69.9,105.0
1799,南投縣,2013/10/31,埔里,3.0,0.56,-,51.8,92,72,56.0,17.79,1.69,16.1,-,-,-,-,23.12,67.25,113.0
1800,南投縣,2013/10/31,竹山,3.2,0.46,-,52.7,104,90,58.0,17.35,1.15,16.2,-,-,-,-,23.44,67.92,119.0
1801,南投縣,2013/10/30,南投,3.9,0.58,-,46.9,92,84,52.0,20.81,1.84,18.97,2.084,0.236,1.85,1.52,24.06,68.0,92.0
1802,南投縣,2013/10/30,埔里,2.4,0.51,-,50.6,82,69,52.0,16.64,1.49,15.15,-,-,-,-,22.9,66.77,81.0
1803,南投縣,2013/10/30,竹山,2.7,0.41,-,55.7,97,81,49.0,13.96,1.03,12.91,-,-,-,-,23.06,66.02,90.0
1804,南投縣,2013/10/29,南投,3.0,0.5,-,36.1,80,68,37.0,22.81,3.66,19.15,2.113,0.247,1.87,1.42,23.23,70.38,87.0
1805,南投縣,2013/10/29,埔里,2.4,0.45,-,39.8,72,61,45.0,14.91,1.65,13.24,-,-,-,-,21.61,66.33,82.0
1806,南投縣,2013/10/29,竹山,3.2,0.38,-,47.5,87,71,42.0,13.81,0.88,12.89,-,-,-,-,22.18,67.05,86.0
1807,南投縣,2013/10/28,南投,2.1,0.52,-,29.7,77,66,35.0,21.89,3.79,18.1,2.021,0.183,1.84,1.39,22.58,67.97,78.0
1808,南投縣,2013/10/28,埔里,1.8,0.42,-,45.4,75,55,36.0,14.34,1.61,12.73,-,-,-,-,21.02,61.5,79.0
1809,南投縣,2013/10/28,竹山,2.2,0.36,-,43.4,81,76,43.0,14.26,1.66,12.6,-,-,-,-,21.64,64.4,85.0
1810,南投縣,2013/10/27,南投,2.6,0.53,-,33.1,72,81,44.0,19.85,1.76,18.09,2.019,0.153,1.87,1.31,21.59,69.47,74.0
1811,南投縣,2013/10/27,埔里,1.8,0.46,-,41.4,71,59,41.0,14.49,1.3,13.19,-,-,-,-,20.75,64.07,72.0
1812,南投縣,2013/10/27,竹山,3.0,0.43,-,36.7,71,78,42.0,14.55,1.27,13.28,-,-,-,-,20.81,65.42,74.0
1813,南投縣,2013/10/26,南投,2.8,0.48,-,41.8,67,78,38.0,19.73,2.02,17.71,1.916,0.128,1.79,2.0,21.46,61.0,66.0
1814,南投縣,2013/10/26,埔里,2.7,0.48,-,39.2,65,66,42.0,15.54,1.23,14.31,-,-,-,-,21.84,66.43,60.0
1815,南投縣,2013/10/26,竹山,3.2,0.4,-,45.6,77,81,40.0,18.35,2.31,16.03,-,-,-,-,20.93,58.24,74.0
1816,南投縣,2013/10/25,南投,3.0,0.49,-,39.6,59,88,40.0,19.5,1.69,17.81,2.059,0.17,1.89,1.98,22.05,62.75,69.0
1817,南投縣,2013/10/25,埔里,1.6,0.4,-,36.8,63,50,32.0,13.99,1.75,12.24,-,-,-,-,22.37,68.94,64.0
1818,南投縣,2013/10/25,竹山,2.6,0.37,-,45.5,74,85,41.0,13.7,0.76,12.91,-,-,-,-,21.27,61.37,74.0
1819,南投縣,2013/10/24,南投,1.7,0.41,-,30.6,49,64,28.0,18.5,1.97,16.52,2.038,0.175,1.86,2.2,22.26,72.61,57.0
1820,南投縣,2013/10/24,埔里,1.8,0.35,-,39.3,56,46,33.0,11.9,1.35,10.54,-,-,-,-,22.11,71.34,50.0
1821,南投縣,2013/10/24,竹山,2.1,0.38,-,37.1,63,61,32.0,13.48,1.21,12.28,-,-,-,-,21.2,69.9,63.0
1822,南投縣,2013/10/23,南投,2.3,0.54,-,36.7,68,79,42.0,19.88,1.94,17.93,2.063,0.207,1.86,1.79,23.02,69.29,64.0
1823,南投縣,2013/10/23,埔里,2.1,0.4,-,42.7,68,60,42.0,13.2,1.5,11.7,-,-,-,-,22.51,69.44,61.0
1824,南投縣,2013/10/23,竹山,1.7,0.43,-,42.0,78,84,46.0,14.62,1.69,12.93,-,-,-,-,21.94,67.25,73.0
1825,南投縣,2013/10/22,南投,2.4,0.51,-,37.6,68,80,41.0,19.13,1.83,17.3,2.064,0.183,1.88,1.82,23.34,68.2,71.0
1826,南投縣,2013/10/22,埔里,2.8,0.43,-,40.1,73,58,37.0,14.88,2.4,12.48,-,-,-,-,22.95,71.63,71.0
1827,南投縣,2013/10/22,竹山,2.3,0.4,-,42.4,79,80,42.0,14.86,1.66,13.2,-,-,-,-,22.46,66.62,76.0
1828,南投縣,2013/10/21,南投,2.2,0.41,-,33.4,63,56,23.0,17.77,2.04,15.73,2.058,0.185,1.87,1.76,24.86,67.32,62.0
1829,南投縣,2013/10/21,埔里,2.1,0.38,-,35.1,66,-,34.0,14.93,1.92,13.01,-,-,-,-,23.99,72.17,62.0
1830,南投縣,2013/10/21,竹山,2.3,0.35,-,36.0,72,55,26.0,14.55,1.2,13.32,-,-,-,-,23.89,67.22,70.0
1831,南投縣,2013/10/20,南投,1.9,0.35,-,27.3,54,48,21.0,17.04,2.52,14.51,1.946,0.111,1.84,1.9,24.95,70.04,53.0
1832,南投縣,2013/10/20,埔里,1.6,0.38,-,37.0,66,47,34.0,13.6,1.31,12.29,-,-,-,-,24.38,73.16,61.0
1833,南投縣,2013/10/20,竹山,2.0,0.31,-,28.5,60,53,25.0,16.45,1.48,14.97,-,-,-,-,24.3,68.6,62.0
1834,南投縣,2013/10/19,南投,2.4,0.38,-,32.9,75,55,27.0,18.95,1.77,17.17,1.976,0.178,1.8,1.71,25.5,70.44,83.0
1835,南投縣,2013/10/19,埔里,1.7,0.4,-,47.6,76,55,40.0,13.52,1.7,11.82,-,-,-,-,24.95,69.52,79.0
1836,南投縣,2013/10/19,竹山,2.8,0.35,-,35.9,86,68,32.0,17.18,1.84,15.33,-,-,-,-,25.15,69.39,91.0
1837,南投縣,2013/10/18,南投,2.4,0.44,-,25.9,74,59,26.0,23.13,3.7,19.43,2.078,0.221,1.86,1.53,24.92,68.81,78.0
1838,南投縣,2013/10/18,埔里,2.2,0.47,-,41.7,73,65,54.0,15.19,0.92,14.26,-,-,-,-,23.72,69.77,78.0
1839,南投縣,2013/10/18,竹山,2.6,0.38,-,40.7,89,69,34.0,16.82,1.68,15.14,-,-,-,-,24.14,67.98,91.0
1840,南投縣,2013/10/17,南投,2.6,0.44,-,32.0,73,69,28.0,20.26,2.55,17.71,2.121,0.218,1.9,1.48,23.48,66.47,75.0
1841,南投縣,2013/10/17,埔里,2.5,0.42,-,41.8,73,68,51.0,14.94,1.53,13.4,-,-,-,-,22.75,70.05,70.0
1842,南投縣,2013/10/17,竹山,2.8,0.33,-,39.0,81,77,33.0,16.5,1.59,14.91,-,-,-,-,22.87,64.07,78.0
1843,南投縣,2013/10/16,南投,1.9,0.47,-,37.5,62,73,29.0,20.42,1.49,18.95,2.176,0.199,1.98,2.04,24.03,57.66,65.0
1844,南投縣,2013/10/16,埔里,2.2,0.36,-,40.2,69,57,38.0,14.04,1.29,12.75,-,-,-,-,24.43,69.24,68.0
1845,南投縣,2013/10/16,竹山,2.2,0.35,-,38.6,73,73,32.0,16.94,1.1,15.81,-,-,-,-,23.42,58.5,77.0
1846,南投縣,2013/10/15,南投,2.5,0.4,-,36.2,66,67,28.0,16.89,1.02,15.88,2.087,0.174,1.91,1.8,26.79,64.72,68.0
1847,南投縣,2013/10/15,埔里,2.5,0.31,-,37.5,63,45,32.0,12.35,1.9,10.45,-,-,-,-,25.65,69.51,64.0
1848,南投縣,2013/10/15,竹山,2.4,0.29,-,37.7,71,69,30.0,13.08,1.3,11.78,-,-,-,-,25.78,66.96,69.0
1849,南投縣,2013/10/14,南投,3.8,0.5,-,31.5,62,68,32.0,17.8,1.59,16.18,-,-,-,1.46,28.09,67.5,75.0
1850,南投縣,2013/10/14,埔里,2.4,0.32,-,42.6,68,50,32.0,12.28,1.21,11.07,-,-,-,-,26.93,64.85,83.0
1851,南投縣,2013/10/14,竹山,3.5,0.3,-,34.0,69,64,28.0,13.42,1.45,11.96,-,-,-,-,27.05,68.51,77.0
1852,南投縣,2013/10/13,南投,3.0,0.56,-,33.8,71,87,46.0,19.94,2.86,17.08,-,-,-,1.58,27.87,73.62,74.0
1853,南投縣,2013/10/13,埔里,2.7,0.39,-,41.3,71,57,43.0,12.34,1.51,10.83,-,-,-,-,27.05,71.75,73.0
1854,南投縣,2013/10/13,竹山,3.7,0.43,-,35.6,70,93,44.0,13.7,1.55,12.15,-,-,-,-,26.94,74.42,72.0
1855,南投縣,2013/10/12,南投,2.2,0.55,-,33.6,80,73,42.0,20.27,2.78,17.48,-,-,-,1.3,27.57,75.67,75.0
1856,南投縣,2013/10/12,埔里,1.2,0.4,-,38.8,70,60,49.0,13.09,1.49,11.6,-,-,-,-,26.77,75.04,66.0
1857,南投縣,2013/10/12,竹山,2.2,0.46,-,41.3,85,92,49.0,14.86,1.97,12.89,-,-,-,-,27.0,75.94,86.0
1858,南投縣,2013/10/11,南投,2.3,0.47,-,28.1,71,61,34.0,19.62,3.06,16.55,1.958,0.185,1.77,1.32,27.5,76.94,87.0
1859,南投縣,2013/10/11,埔里,2.4,0.36,-,36.9,66,45,37.0,12.21,1.06,11.14,-,-,-,-,26.96,72.64,73.0
1860,南投縣,2013/10/11,竹山,2.6,0.3,-,33.8,73,74,36.0,14.44,2.42,12.02,-,-,-,-,26.84,76.24,78.0
1861,南投縣,2013/10/10,南投,2.0,0.42,-,26.6,65,52,30.0,17.88,3.32,14.56,2.05,0.185,1.86,1.68,27.42,77.5,64.0
1862,南投縣,2013/10/10,埔里,1.9,0.36,-,36.9,66,47,41.0,10.55,1.16,9.37,-,-,-,-,27.07,74.59,68.0
1863,南投縣,2013/10/10,竹山,3.3,0.29,-,32.6,72,62,32.0,11.67,1.41,10.26,-,-,-,-,26.7,77.39,79.0
1864,南投縣,2013/10/09,南投,2.9,0.55,-,34.0,82,72,46.0,18.02,2.25,15.76,1.934,0.179,1.76,1.37,27.49,76.03,95.0
1865,南投縣,2013/10/09,埔里,2.3,0.47,-,41.8,78,61,51.0,13.29,1.62,11.67,-,-,-,-,27.1,76.3,92.0
1866,南投縣,2013/10/09,竹山,3.0,0.4,-,45.1,83,75,45.0,10.99,1.0,9.99,-,-,-,-,27.09,75.0,91.0
1867,南投縣,2013/10/08,南投,5.4,0.53,-,42.6,68,70,47.0,16.46,0.9,15.55,2.018,0.163,1.86,1.4,27.19,75.63,67.0
1868,南投縣,2013/10/08,埔里,2.6,0.44,-,40.6,64,60,42.0,11.47,1.29,10.16,-,-,-,-,26.1,79.46,59.0
1869,南投縣,2013/10/08,竹山,3.5,0.33,-,47.4,71,67,41.0,9.01,1.45,7.55,-,-,-,-,26.23,76.97,69.0
1870,南投縣,2013/10/07,南投,2.1,0.34,-,26.1,53,44,23.0,14.12,2.96,11.15,1.761,0.134,1.63,1.82,26.96,73.68,62.0
1871,南投縣,2013/10/07,埔里,2.2,0.33,-,30.3,55,33,21.0,11.66,1.6,10.02,-,-,-,-,26.03,74.87,67.0
1872,南投縣,2013/10/07,竹山,2.5,0.31,-,32.0,65,47,25.0,8.98,1.64,7.35,-,-,-,-,25.97,75.23,68.0
1873,南投縣,2013/10/06,南投,1.2,0.27,-,20.8,29,33,14.0,12.33,1.77,10.54,1.77,0.09,1.68,2.19,24.72,87.31,33.0
1874,南投縣,2013/10/06,埔里,1.6,0.27,-,19.4,24,19,13.0,9.98,1.32,8.66,-,-,-,-,24.35,82.5,25.0
1875,南投縣,2013/10/06,竹山,2.3,0.25,-,21.5,29,28,13.0,5.79,0.46,5.42,-,-,-,-,23.93,85.21,31.0
1876,南投縣,2013/10/05,南投,1.6,0.39,-,30.4,52,62,27.0,14.83,2.09,12.74,1.961,0.132,1.83,2.4,25.47,74.84,56.0
1877,南投縣,2013/10/05,埔里,1.0,0.3,-,36.0,59,38,23.0,9.88,1.16,8.72,-,-,-,-,24.64,73.59,61.0
