序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
75,臺北市,2007/08/19,陽明,1.4,0.15,384.48,27.8,31,9,6.0,3.06,0.88,2.19,-,-,-,-,-,22.16,-,92.77,30.0,-
76,臺北市,2007/08/19,萬華,4.0,0.94,-,11.9,24,31,17.0,44.72,19.75,24.97,-,-,-,-,-,28.58,-,82.98,31.0,-
77,臺北市,2007/08/19,中山,4.0,1.12,-,-,12,39,21.0,64.91,34.87,30.04,-,-,-,-,-,28.96,-,-,39.0,-
78,臺北市,2007/08/18,松山,1.6,0.13,370.92,29.7,32,11,10.0,2.85,1.24,1.6,-,-,-,-,-,27.83,-,79.1,28.0,-
79,臺北市,2007/08/18,古亭,1.5,0.13,-,26.5,29,19,10.0,4.9,1.81,3.09,1.73,0.006,1.73,-,-,27.11,-,82.78,26.0,-
80,臺北市,2007/08/18,陽明,1.4,0.11,381.92,27.5,31,6,4.0,1.72,0.44,1.33,-,-,-,-,-,21.7,-,95.23,26.0,-
81,臺北市,2007/08/18,士林,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,-
82,臺北市,2007/08/18,萬華,0.5,0.18,-,26.6,29,21,7.0,5.44,1.48,3.95,-,-,-,-,-,28.84,-,76.19,26.0,-
83,臺北市,2007/08/18,中山,1.6,0.2,-,16.5,18,22,11.0,9.62,2.41,7.2,-,-,-,-,-,27.64,-,-,22.0,-
84,臺北市,2007/08/17,松山,3.2,0.31,378.21,11.7,13,24,13.0,23.89,13.36,10.53,1.926,0.132,1.8,-,-,28.45,-,80.69,24.0,-
85,臺北市,2007/08/17,古亭,2.0,0.33,-,11.0,12,24,10.0,19.15,9.92,9.23,1.794,0.086,1.71,-,-,28.11,-,80.62,24.0,-
86,臺北市,2007/08/17,陽明,1.6,0.05,381.89,17.1,18,6,3.0,2.75,1.47,1.28,-,-,-,-,-,22.18,-,94.32,17.0,-
87,臺北市,2007/08/17,士林,2.8,0.17,-,14.0,15,31,10.0,8.71,3.13,5.58,-,-,-,-,-,28.88,-,76.5,31.0,-
88,臺北市,2007/08/17,萬華,1.6,0.41,-,9.9,13,21,10.0,20.15,8.5,11.65,-,-,-,-,-,29.57,-,76.3,21.0,-
89,臺北市,2007/08/17,中山,3.9,0.51,-,8.3,10,31,13.0,33.26,19.36,13.9,2.119,0.274,1.85,-,-,29.41,-,87.55,31.0,-
90,臺北市,2007/08/16,松山,2.5,0.29,376.8,12.9,15,26,15.0,20.67,13.63,7.03,1.92,0.158,1.76,-,-,30.89,-,62.73,25.0,-
91,臺北市,2007/08/16,古亭,2.3,0.3,-,10.0,12,28,13.0,17.95,10.19,7.75,1.803,0.09,1.71,-,-,30.19,-,67.74,28.0,-
92,臺北市,2007/08/16,陽明,2.3,0.05,381.47,15.2,17,8,5.0,2.66,1.47,1.19,-,-,-,-,-,23.0,-,87.05,16.0,-
93,臺北市,2007/08/16,士林,2.9,0.17,-,12.9,15,27,12.0,9.89,4.33,5.56,-,-,-,-,-,30.4,-,65.9,27.0,-
94,臺北市,2007/08/16,萬華,2.2,0.39,-,10.1,12,25,11.0,20.13,10.02,10.12,-,-,-,-,-,31.92,-,60.67,25.0,-
95,臺北市,2007/08/16,中山,4.3,0.44,-,8.6,11,30,15.0,27.59,16.12,11.47,2.452,0.573,1.88,-,-,31.93,-,69.88,30.0,-
96,臺北市,2007/08/15,松山,3.0,0.62,398.34,29.1,65,33,21.0,32.47,11.89,20.58,2.279,0.272,2.01,-,-,29.64,-,70.24,108.0,-
97,臺北市,2007/08/15,古亭,2.9,0.7,-,27.1,67,43,20.0,34.48,13.96,20.52,2.165,0.288,1.88,-,-,28.74,-,75.07,119.0,-
98,臺北市,2007/08/15,陽明,2.5,0.18,386.62,36.5,54,16,12.0,3.77,1.18,2.59,-,-,-,-,-,23.1,-,87.03,55.0,-
99,臺北市,2007/08/15,士林,3.9,0.6,-,37.2,89,49,28.0,27.01,6.52,20.49,-,-,-,-,-,29.06,-,74.28,141.0,-
100,臺北市,2007/08/15,萬華,3.8,0.82,-,35.0,83,43,22.0,34.97,11.73,23.24,-,-,-,-,-,30.29,-,68.84,146.0,-
101,臺北市,2007/08/15,中山,4.6,0.98,-,28.0,70,50,25.0,51.95,19.59,32.35,2.576,0.462,2.12,-,-,31.04,-,75.79,106.0,-
102,臺北市,2007/08/14,松山,3.7,0.98,412.6,13.3,28,36,26.0,55.98,24.98,31.0,2.643,0.495,2.15,-,-,27.98,-,81.67,36.0,-
103,臺北市,2007/08/14,古亭,1.8,0.99,-,13.6,31,38,20.0,51.84,22.71,29.13,2.401,0.447,1.96,-,-,27.08,-,86.09,38.0,-
104,臺北市,2007/08/14,陽明,2.4,0.21,387.2,41.0,49,21,16.0,5.06,1.5,3.55,-,-,-,-,-,22.38,-,89.61,54.0,-
105,臺北市,2007/08/14,士林,3.4,0.7,-,21.0,42,43,18.0,34.26,10.6,23.65,-,-,-,-,-,27.93,-,79.58,46.0,-
106,臺北市,2007/08/14,萬華,2.5,1.03,-,14.4,34,32,16.0,48.35,19.48,28.87,-,-,-,-,-,28.91,-,78.14,38.0,-
107,臺北市,2007/08/14,中山,3.9,1.26,-,13.6,31,48,27.0,67.53,31.43,36.1,2.868,0.618,2.25,-,-,29.31,-,85.79,48.0,-
108,臺北市,2007/08/13,松山,4.0,1.08,415.0,14.9,29,40,27.0,56.47,26.95,29.52,2.632,0.521,2.11,-,-,28.51,-,79.59,40.0,-
109,臺北市,2007/08/13,古亭,3.7,1.01,-,10.1,21,44,21.0,50.12,26.67,23.45,2.322,0.445,1.88,-,-,27.65,-,83.16,44.0,-
110,臺北市,2007/08/13,陽明,3.0,0.24,390.29,32.1,39,18,13.0,9.5,2.34,7.15,-,-,-,-,-,22.5,-,91.54,35.0,-
111,臺北市,2007/08/13,士林,4.8,0.89,-,13.7,33,47,20.0,41.66,15.97,25.69,-,-,-,-,-,28.34,-,80.24,47.0,-
112,臺北市,2007/08/13,萬華,4.2,1.08,-,12.7,26,45,21.0,45.96,21.01,24.96,-,-,-,-,-,29.36,-,76.42,45.0,-
113,臺北市,2007/08/13,中山,4.5,1.38,-,9.6,20,50,28.0,66.95,35.66,31.29,2.885,0.644,2.24,-,-,29.7,-,84.64,50.0,-
114,臺北市,2007/08/12,松山,5.1,0.75,415.38,7.1,8,28,18.0,49.16,28.09,21.08,2.357,0.324,2.03,-,-,26.86,-,89.1,28.0,-
115,臺北市,2007/08/12,古亭,3.0,0.84,-,4.4,5,32,13.0,48.32,29.1,19.22,2.245,0.327,1.92,-,-,26.2,-,91.63,32.0,-
116,臺北市,2007/08/12,陽明,1.7,0.14,386.0,23.3,26,6,5.0,3.87,1.43,2.44,-,-,-,-,-,21.63,-,90.42,24.0,-
117,臺北市,2007/08/12,士林,4.3,0.73,-,5.2,8,36,15.0,43.54,21.3,22.24,-,-,-,-,-,26.67,-,88.02,36.0,-
118,臺北市,2007/08/12,萬華,2.6,0.96,-,5.2,7,29,16.0,48.02,27.69,20.33,-,-,-,-,-,27.84,-,84.96,29.0,-
119,臺北市,2007/08/12,中山,5.6,1.02,-,5.2,6,37,21.0,67.5,42.42,25.07,2.642,0.475,2.17,-,-,27.88,-,94.23,37.0,-
120,臺北市,2007/08/11,松山,2.8,0.61,393.89,18.0,35,29,18.0,35.38,10.38,25.0,2.232,0.294,1.94,-,-,29.93,-,68.14,47.0,-
121,臺北市,2007/08/11,士林,4.2,0.52,-,20.1,39,40,14.0,27.3,7.51,19.79,-,-,-,-,-,29.91,-,68.75,54.0,-
122,臺北市,2007/08/11,陽明,2.6,0.17,384.79,28.3,33,15,9.0,6.74,1.35,5.39,-,-,-,-,-,22.67,-,88.86,34.0,-
123,臺北市,2007/08/11,中山,4.8,0.91,-,13.7,29,37,17.0,49.82,20.57,29.25,2.529,0.438,2.09,-,-,31.53,-,71.58,41.0,-
124,臺北市,2007/08/11,萬華,3.8,0.74,-,15.4,30,36,15.0,36.19,12.28,23.92,-,-,-,-,-,30.8,-,66.01,37.0,-
125,臺北市,2007/08/11,古亭,2.9,0.7,-,12.8,25,36,18.0,38.09,14.1,23.99,2.188,0.316,1.87,-,-,29.06,-,74.15,36.0,-
126,臺北市,2007/08/10,松山,5.7,0.57,392.21,17.8,22,26,18.0,34.44,10.36,24.08,2.171,0.281,1.89,-,-,28.7,-,76.12,28.0,-
127,臺北市,2007/08/10,士林,2.7,0.24,-,27.2,33,27,10.0,13.34,2.27,11.06,-,-,-,-,-,29.03,-,72.58,36.0,-
128,臺北市,2007/08/10,陽明,2.6,0.12,384.92,28.3,36,6,5.0,5.05,1.68,3.35,-,-,-,-,-,22.0,-,92.31,39.0,-
129,臺北市,2007/08/10,中山,4.9,1.06,-,12.9,18,35,22.0,54.76,25.86,28.9,2.458,0.495,1.96,-,-,30.2,-,79.5,35.0,-
130,臺北市,2007/08/10,萬華,4.2,0.55,-,20.9,27,34,16.0,27.05,5.8,21.26,-,-,-,-,-,29.78,-,71.87,34.0,-
131,臺北市,2007/08/10,古亭,4.2,0.64,-,16.7,21,34,21.0,34.38,9.61,24.77,2.161,0.316,1.85,-,-,28.26,-,78.64,34.0,-
132,臺北市,2007/08/09,萬華,1.2,0.42,-,20.9,25,20,10.0,17.95,6.7,11.25,-,-,-,-,-,32.28,-,61.26,25.0,-
133,臺北市,2007/08/09,松山,2.2,0.31,377.4,21.2,27,15,12.0,16.84,7.18,9.66,1.847,0.11,1.74,-,-,30.74,-,66.12,25.0,-
134,臺北市,2007/08/09,陽明,1.6,0.1,380.49,25.4,27,7,4.0,1.34,0.58,0.66,-,-,-,-,-,23.62,-,88.6,25.0,-
135,臺北市,2007/08/09,古亭,1.8,0.27,-,20.0,23,22,11.0,14.44,5.8,8.64,1.792,0.073,1.72,-,-,30.33,-,69.65,23.0,-
136,臺北市,2007/08/09,中山,2.7,0.45,-,16.1,22,24,13.0,26.56,10.37,16.19,2.089,0.247,1.84,-,-,32.41,-,71.83,24.0,-
137,臺北市,2007/08/09,士林,1.6,0.16,-,24.7,28,27,9.0,8.73,2.15,6.57,-,-,-,-,-,30.93,-,64.97,27.0,-
138,臺北市,2007/08/08,萬華,1.7,0.34,-,11.6,14,24,12.0,14.06,5.89,8.17,-,-,-,-,-,30.64,-,73.05,24.0,-
139,臺北市,2007/08/08,松山,1.6,0.27,375.84,13.5,16,21,13.0,14.81,8.48,6.33,1.812,0.088,1.72,-,-,29.33,-,78.61,21.0,-
140,臺北市,2007/08/08,陽明,3.3,0.05,382.68,14.6,17,6,4.0,5.35,2.07,3.28,-,-,-,-,-,22.84,-,95.3,16.0,-
141,臺北市,2007/08/08,古亭,2.0,0.29,-,10.6,12,27,10.0,16.03,8.51,7.52,1.795,0.088,1.71,-,-,28.81,-,81.44,27.0,-
142,臺北市,2007/08/08,中山,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,-
143,臺北市,2007/08/08,士林,2.0,0.14,-,14.2,16,32,12.0,7.26,2.35,4.91,-,-,-,-,-,29.8,-,74.44,32.0,-
144,臺北市,2007/08/07,萬華,3.1,0.56,-,5.7,8,23,10.0,31.65,18.59,13.06,-,-,-,-,-,28.89,-,77.38,23.0,-
145,臺北市,2007/08/07,松山,3.2,0.42,388.22,7.8,9,19,12.0,34.85,22.96,11.89,2.082,0.239,1.84,-,-,27.64,-,83.31,19.0,-
146,臺北市,2007/08/07,陽明,6.2,0.05,386.42,11.1,13,6,4.0,7.18,3.66,3.52,-,-,-,-,-,21.8,-,93.7,12.0,-
147,臺北市,2007/08/07,古亭,2.4,0.44,-,5.9,7,22,12.0,29.95,19.42,10.52,1.907,0.165,1.74,-,-,27.16,-,84.58,22.0,-
148,臺北市,2007/08/07,中山,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,-
149,臺北市,2007/08/07,士林,4.8,0.21,-,7.7,9,22,8.0,15.91,6.18,9.74,-,-,-,-,-,27.82,-,80.21,22.0,-
150,臺北市,2007/08/06,萬華,3.0,0.52,-,29.8,68,35,24.0,25.17,8.54,16.63,-,-,-,-,-,31.56,-,58.94,88.0,-
151,臺北市,2007/08/06,松山,4.8,0.44,394.21,22.7,50,30,23.0,27.43,10.68,16.75,2.044,0.212,1.83,-,-,30.56,-,62.28,74.0,-
152,臺北市,2007/08/06,陽明,3.7,0.12,384.34,29.0,42,18,15.0,5.26,1.43,3.83,-,-,-,-,-,23.14,-,85.27,45.0,-
153,臺北市,2007/08/06,士林,3.6,0.35,-,26.5,56,-,20.0,18.24,3.8,14.44,-,-,-,-,-,30.13,-,65.78,65.0,-
154,臺北市,2007/08/06,中山,4.2,0.68,-,21.5,54,37,21.0,34.75,14.75,20.0,2.308,0.319,1.99,-,-,32.42,-,66.92,86.0,-
155,臺北市,2007/08/06,古亭,4.3,0.48,-,24.3,58,36,25.0,25.38,9.67,15.71,1.984,0.199,1.78,-,-,29.8,-,66.39,99.0,-
156,臺北市,2007/08/05,萬華,2.9,0.58,-,24.1,54,38,20.0,27.67,10.9,16.77,-,-,-,-,-,30.58,-,63.09,75.0,-
157,臺北市,2007/08/05,松山,2.9,0.5,398.31,21.3,44,31,25.0,27.41,13.42,13.99,2.119,0.224,1.9,-,-,29.92,-,63.55,48.0,-
158,臺北市,2007/08/05,陽明,2.7,0.15,385.62,27.4,36,18,13.0,5.44,1.56,3.88,-,-,-,-,-,22.48,-,87.27,36.0,-
159,臺北市,2007/08/05,士林,3.2,0.69,-,21.0,46,-,23.0,34.41,17.68,16.73,-,-,-,-,-,29.51,-,66.71,53.0,-
160,臺北市,2007/08/05,中山,4.3,0.73,-,18.5,41,41,15.0,41.04,20.48,20.56,2.413,0.356,2.06,-,-,31.79,-,68.61,60.0,-
161,臺北市,2007/08/05,古亭,3.8,0.58,-,18.4,44,40,24.0,31.77,15.07,16.7,2.054,0.208,1.85,-,-,29.01,-,70.32,60.0,-
162,臺北市,2007/08/04,萬華,3.2,0.95,-,30.3,60,35,23.0,40.72,11.47,29.25,-,-,-,-,-,28.71,-,74.74,74.0,-
163,臺北市,2007/08/04,松山,3.6,0.83,411.22,21.9,48,37,27.0,48.71,18.02,30.69,2.386,0.388,2.0,-,-,28.27,-,76.5,67.0,-
164,臺北市,2007/08/04,陽明,2.1,0.16,388.02,31.4,40,18,15.0,6.04,2.0,4.04,-,-,-,-,-,21.9,-,90.32,45.0,-
