序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
32,臺北市,2008/07/26,中山,6.9,0.59,-,19.4,37,61,46.0,34.49,11.34,23.15,2.076,0.175,1.9,-,-,30.52,-,69.3,56.0,-
33,臺北市,2008/07/26,松山,11.4,0.47,400.75,15.3,28,62,42.0,25.1,7.3,17.81,2.037,0.236,1.8,-,-,-,-,-,56.0,-
34,臺北市,2008/07/26,古亭,3.0,0.49,-,24.2,43,55,38.0,22.08,5.86,16.22,2.008,0.171,1.84,-,-,-,-,-,52.0,-
35,臺北市,2008/07/26,陽明,2.1,0.16,384.54,33.4,41,32,26.0,4.24,2.0,2.73,-,-,-,-,-,23.79,-,78.5,40.0,-
36,臺北市,2008/07/26,萬華,6.8,0.47,-,25.7,49,51,43.0,23.76,5.25,18.52,-,-,-,-,-,31.12,-,69.29,50.0,-
37,臺北市,2008/07/25,萬華,7.4,0.63,-,37.0,84,56,45.0,30.93,5.1,25.83,-,-,-,-,-,31.46,-,68.66,99.0,-
38,臺北市,2008/07/25,古亭,5.2,0.76,-,34.2,79,57,40.0,33.17,6.5,26.67,2.247,0.353,1.89,-,-,-,-,-,98.0,-
39,臺北市,2008/07/25,松山,21.8,0.79,426.82,14.0,24,66,50.0,57.95,25.12,32.83,2.328,0.449,1.88,-,-,-,-,-,58.0,-
40,臺北市,2008/07/25,陽明,3.1,0.2,386.51,45.5,52,29,23.0,6.9,1.96,4.93,-,-,-,-,-,25.15,-,69.55,50.0,-
41,臺北市,2008/07/25,士林,9.2,0.45,-,37.0,82,72,33.0,31.03,6.89,24.14,-,-,-,-,-,30.74,-,70.09,85.0,-
42,臺北市,2008/07/25,中山,7.3,0.88,-,25.8,60,64,42.0,49.79,15.67,34.13,2.324,0.34,1.98,-,-,30.85,-,67.99,60.0,-
43,臺北市,2008/07/24,陽明,4.2,0.21,390.15,44.9,61,26,19.0,9.79,2.23,7.57,-,-,-,-,-,24.79,-,69.96,57.0,-
44,臺北市,2008/07/24,萬華,5.5,0.55,-,38.9,77,46,32.0,25.11,2.7,22.41,-,-,-,-,-,31.46,-,65.86,82.0,-
45,臺北市,2008/07/24,古亭,4.5,0.63,-,36.2,73,58,35.0,28.48,5.13,23.35,2.129,0.271,1.86,-,-,-,-,-,80.0,-
46,臺北市,2008/07/24,中山,6.4,0.77,-,33.2,71,58,39.0,41.15,9.99,31.16,2.271,0.28,1.99,-,-,30.86,-,65.76,78.0,-
47,臺北市,2008/07/24,松山,8.1,0.68,408.87,38.5,84,59,43.0,30.16,5.19,24.97,2.204,0.339,1.87,-,-,-,-,-,91.0,-
48,臺北市,2008/07/24,士林,6.8,0.43,-,44.0,87,65,26.0,24.31,3.62,20.68,-,-,-,-,-,30.95,-,68.87,97.0,-
49,臺北市,2008/07/23,中山,4.7,0.72,-,22.8,49,52,37.0,37.66,10.77,26.89,2.174,0.233,1.94,-,-,29.44,-,71.91,75.0,-
50,臺北市,2008/07/23,松山,4.6,0.62,408.21,27.0,67,46,32.0,28.46,6.03,22.43,2.171,0.301,1.87,-,-,-,-,-,90.0,-
51,臺北市,2008/07/23,陽明,3.3,0.26,390.98,44.4,61,34,28.0,7.52,1.35,6.16,-,-,-,-,-,23.6,-,81.99,60.0,-
52,臺北市,2008/07/23,古亭,3.6,0.65,-,32.4,77,57,32.0,30.69,8.56,22.13,2.09,0.247,1.84,-,-,-,-,-,102.0,-
53,臺北市,2008/07/23,士林,3.8,0.52,-,32.5,64,55,24.0,24.61,3.76,20.85,-,-,-,-,-,29.93,-,72.26,94.0,-
54,臺北市,2008/07/23,萬華,4.2,0.58,-,32.1,73,39,28.0,25.07,4.69,20.38,-,-,-,-,-,30.06,-,72.69,90.0,-
55,臺北市,2008/07/22,中山,4.5,0.79,-,20.2,41,51,35.0,42.58,12.54,30.04,2.283,0.318,1.97,-,-,29.83,-,69.04,50.0,-
56,臺北市,2008/07/22,松山,5.9,0.75,405.35,19.8,61,54,29.0,41.52,12.51,29.0,2.46,0.549,1.91,-,-,-,-,-,61.0,-
57,臺北市,2008/07/22,陽明,3.1,0.23,387.91,35.4,47,31,23.0,8.92,0.79,8.1,-,-,-,-,-,24.01,-,81.07,50.0,-
58,臺北市,2008/07/22,士林,5.9,0.55,-,27.8,52,52,23.0,32.04,7.49,24.55,-,-,-,-,-,30.54,-,69.14,54.0,-
59,臺北市,2008/07/22,萬華,4.3,0.64,-,29.0,60,32,27.0,25.88,6.16,19.72,-,-,-,-,-,30.35,-,70.69,62.0,-
60,臺北市,2008/07/22,古亭,3.2,0.65,-,25.9,53,44,25.0,31.17,9.35,21.82,2.111,0.262,1.85,-,-,-,-,-,59.0,-
61,臺北市,2008/07/21,中山,3.9,0.87,-,23.7,49,48,33.0,43.43,15.79,27.64,2.275,0.312,1.96,-,-,31.39,-,60.88,52.0,-
62,臺北市,2008/07/21,松山,4.7,0.63,391.83,25.5,56,42,30.0,30.75,6.6,24.16,2.485,0.572,1.91,-,-,-,-,-,59.0,-
63,臺北市,2008/07/21,陽明,3.4,0.19,387.52,31.7,41,23,15.0,7.87,1.33,6.55,-,-,-,-,-,24.42,-,75.38,43.0,-
64,臺北市,2008/07/21,士林,5.3,0.49,-,28.7,59,53,19.0,25.99,6.05,19.94,-,-,-,-,-,31.2,-,64.53,60.0,-
65,臺北市,2008/07/21,萬華,4.5,0.55,-,32.0,63,34,21.0,22.1,4.37,17.73,-,-,-,-,-,32.0,-,63.14,65.0,-
66,臺北市,2008/07/21,古亭,3.7,0.65,-,27.8,57,49,24.0,29.26,8.0,21.26,2.127,0.28,1.85,-,-,-,-,-,61.0,-
67,臺北市,2008/07/20,松山,5.7,0.6,396.71,24.9,57,40,22.0,31.95,10.49,21.46,2.543,0.553,1.99,-,-,-,-,-,64.0,-
68,臺北市,2008/07/20,古亭,3.9,0.57,-,27.2,59,40,21.0,25.93,7.91,18.03,2.051,0.195,1.86,-,-,-,-,-,71.0,-
69,臺北市,2008/07/20,陽明,3.7,0.22,387.36,31.7,43,21,13.0,8.55,1.77,6.78,-,-,-,-,-,23.7,-,78.42,40.0,-
70,臺北市,2008/07/20,士林,4.7,0.48,-,34.7,67,41,15.0,22.51,5.2,17.31,-,-,-,-,-,30.65,-,66.73,60.0,-
71,臺北市,2008/07/20,萬華,3.3,0.57,-,31.8,66,32,20.0,22.77,5.43,17.35,-,-,-,-,-,30.98,-,67.9,69.0,-
72,臺北市,2008/07/20,中山,5.2,0.64,-,25.1,53,42,29.0,34.11,9.71,24.41,2.168,0.227,1.94,-,-,30.24,-,66.3,54.0,-
73,臺北市,2008/07/19,松山,3.3,0.68,394.45,17.5,30,31,16.0,39.85,18.68,21.18,2.653,0.623,2.03,-,-,-,-,-,34.0,-
74,臺北市,2008/07/19,古亭,3.1,0.65,-,16.0,32,34,12.0,33.45,14.94,18.52,2.148,0.266,1.88,-,-,-,-,-,34.0,-
75,臺北市,2008/07/19,陽明,2.5,0.15,382.51,29.4,38,13,9.0,4.9,1.41,3.49,-,-,-,-,-,23.5,-,71.81,40.0,-
76,臺北市,2008/07/19,士林,3.8,0.62,-,22.3,43,40,12.0,31.05,13.35,17.71,-,-,-,-,-,29.57,-,65.82,49.0,-
77,臺北市,2008/07/19,萬華,2.5,0.61,-,18.5,35,26,13.0,25.62,9.25,16.37,-,-,-,-,-,29.61,-,68.63,38.0,-
78,臺北市,2008/07/19,中山,4.4,0.93,-,13.8,29,39,22.0,52.15,27.58,24.56,2.399,0.365,2.03,-,-,29.37,-,65.06,39.0,-
79,臺北市,2008/07/18,松山,4.3,0.87,390.56,8.5,21,28,16.0,48.57,28.31,20.26,2.546,0.601,1.95,-,-,-,-,-,28.0,-
80,臺北市,2008/07/18,古亭,2.6,0.93,-,9.9,20,32,17.0,48.7,29.28,19.43,2.324,0.417,1.91,-,-,-,-,-,32.0,-
81,臺北市,2008/07/18,陽明,2.2,0.15,387.45,26.9,30,6,4.0,4.91,1.25,3.69,-,-,-,-,-,21.51,-,82.1,28.0,-
82,臺北市,2008/07/18,士林,2.8,0.71,-,18.3,33,31,10.0,38.29,18.14,20.15,-,-,-,-,-,27.32,-,81.17,33.0,-
83,臺北市,2008/07/18,萬華,3.8,1.05,-,11.7,23,26,16.0,43.86,23.44,20.4,-,-,-,-,-,27.07,-,87.12,26.0,-
84,臺北市,2008/07/18,中山,4.1,1.09,-,9.2,20,35,24.0,66.0,40.9,25.09,2.546,0.486,2.06,-,-,26.81,-,83.15,35.0,-
85,臺北市,2008/07/17,松山,3.2,0.38,367.06,11.6,13,22,12.0,21.79,8.45,13.34,2.287,0.447,1.84,-,-,-,-,-,22.0,-
86,臺北市,2008/07/17,古亭,2.2,0.45,-,12.2,14,28,13.0,25.6,8.71,16.89,1.95,0.16,1.79,-,-,-,-,-,28.0,-
87,臺北市,2008/07/17,陽明,1.8,0.08,381.18,25.0,31,5,4.0,2.55,0.41,2.13,-,-,-,-,-,22.43,-,86.35,27.0,-
88,臺北市,2008/07/17,士林,3.2,0.2,-,28.1,30,28,7.0,8.63,2.32,6.31,-,-,-,-,-,29.34,-,74.47,30.0,-
89,臺北市,2008/07/17,萬華,2.6,0.43,-,15.8,18,21,14.0,21.24,5.83,15.42,-,-,-,-,-,28.83,-,82.42,21.0,-
90,臺北市,2008/07/17,中山,3.1,0.54,-,11.9,13,28,18.0,31.05,13.28,17.77,1.964,0.144,1.82,-,-,28.37,-,80.26,28.0,-
91,臺北市,2008/07/16,松山,6.7,0.36,370.03,9.4,15,29,16.0,24.28,10.86,13.41,2.365,0.502,1.86,-,-,-,-,-,29.0,-
92,臺北市,2008/07/16,古亭,3.2,0.38,-,13.8,20,33,-,20.99,8.8,12.18,1.937,0.133,1.8,-,-,-,-,-,33.0,-
93,臺北市,2008/07/16,陽明,3.2,0.09,380.11,19.6,22,9,7.0,3.41,1.27,2.14,-,-,-,-,-,23.27,-,79.67,19.0,-
94,臺北市,2008/07/16,士林,3.4,0.19,-,24.3,31,27,10.0,9.55,3.4,6.15,-,-,-,-,-,30.49,-,65.54,29.0,-
95,臺北市,2008/07/16,萬華,3.1,0.42,-,13.9,21,28,18.0,22.85,9.09,13.76,-,-,-,-,-,30.88,-,67.54,28.0,-
96,臺北市,2008/07/16,中山,4.7,0.5,-,11.4,17,30,21.0,31.6,16.1,15.49,2.008,0.14,1.87,-,-,29.83,-,69.22,30.0,-
97,臺北市,2008/07/15,松山,5.9,0.42,373.97,10.0,18,26,17.0,25.19,9.83,15.36,2.414,0.534,1.88,-,-,-,-,-,26.0,-
98,臺北市,2008/07/15,古亭,3.1,0.43,-,14.3,24,50,20.0,23.58,10.71,12.87,1.944,0.167,1.78,-,-,-,-,-,50.0,-
99,臺北市,2008/07/15,陽明,3.8,0.07,381.06,18.4,22,10,9.0,4.01,1.74,2.27,-,-,-,-,-,22.9,-,82.63,21.0,-
100,臺北市,2008/07/15,士林,2.6,0.27,-,23.4,40,29,-,14.94,4.78,10.15,-,-,-,-,-,30.73,-,64.92,56.0,-
101,臺北市,2008/07/15,萬華,2.8,0.47,-,18.0,33,22,16.0,22.25,7.86,14.39,-,-,-,-,-,31.08,-,62.22,52.0,-
102,臺北市,2008/07/15,中山,2.9,0.56,-,11.9,22,30,23.0,32.03,14.9,17.14,2.06,0.188,1.87,-,-,30.18,-,64.71,30.0,-
103,臺北市,2008/07/14,松山,6.5,0.48,380.43,22.8,48,33,24.0,24.12,5.18,18.94,2.392,0.512,1.88,-,-,-,-,-,57.0,-
104,臺北市,2008/07/14,古亭,4.4,0.52,-,25.1,49,44,24.0,26.25,7.35,18.9,2.001,0.184,1.82,-,-,-,-,-,56.0,-
105,臺北市,2008/07/14,陽明,3.1,0.17,384.54,30.3,48,18,14.0,6.23,2.05,4.18,-,-,-,-,-,22.74,-,79.34,45.0,-
106,臺北市,2008/07/14,士林,3.5,0.32,-,27.9,51,40,20.0,13.45,2.37,11.08,-,-,-,-,-,29.78,-,67.86,49.0,-
107,臺北市,2008/07/14,萬華,5.1,0.54,-,25.6,51,36,23.0,25.61,6.21,19.4,-,-,-,-,-,30.39,-,67.34,61.0,-
108,臺北市,2008/07/14,中山,5.5,0.67,-,18.4,39,39,30.0,36.55,13.08,23.47,2.121,0.202,1.92,-,-,29.55,-,67.75,43.0,-
109,臺北市,2008/07/13,松山,4.6,0.54,383.94,26.4,54,34,24.0,24.79,7.31,17.48,2.471,0.551,1.92,-,-,-,-,-,58.0,-
110,臺北市,2008/07/13,古亭,4.2,0.52,-,27.5,57,49,23.0,24.83,6.89,17.93,2.048,0.192,1.86,-,-,-,-,-,59.0,-
111,臺北市,2008/07/13,陽明,3.8,0.19,386.6,32.6,49,22,18.0,8.23,2.03,6.21,-,-,-,-,-,22.92,-,82.74,51.0,-
112,臺北市,2008/07/13,士林,4.5,0.38,-,34.7,61,40,18.0,17.97,3.57,14.4,-,-,-,-,-,29.79,-,71.33,61.0,-
113,臺北市,2008/07/13,萬華,4.0,0.56,-,31.2,59,35,24.0,23.84,5.18,18.66,-,-,-,-,-,30.05,-,72.61,63.0,-
114,臺北市,2008/07/13,中山,4.4,0.67,-,24.5,49,40,31.0,36.44,12.04,24.4,2.2,0.219,1.98,-,-,29.41,-,71.2,53.0,-
115,臺北市,2008/07/12,松山,3.3,0.77,391.87,15.8,36,31,19.0,40.89,18.92,21.96,2.659,0.627,2.03,-,-,-,-,-,46.0,-
116,臺北市,2008/07/12,古亭,4.1,0.66,-,23.2,49,43,26.0,32.17,10.34,21.84,2.145,0.282,1.86,-,-,-,-,-,70.0,-
117,臺北市,2008/07/12,陽明,2.6,0.14,382.76,25.3,34,14,10.0,5.32,1.19,4.14,-,-,-,-,-,22.56,-,81.61,36.0,-
118,臺北市,2008/07/12,士林,3.6,0.64,-,26.0,54,44,17.0,29.43,8.33,21.1,-,-,-,-,-,28.65,-,76.09,67.0,-
119,臺北市,2008/07/12,萬華,3.2,0.62,-,27.0,55,33,26.0,26.15,5.26,20.89,-,-,-,-,-,28.79,-,76.86,77.0,-
120,臺北市,2008/07/12,中山,3.8,0.83,-,18.0,40,45,31.0,44.95,17.17,27.78,2.349,0.366,1.98,-,-,28.48,-,75.48,60.0,-
121,臺北市,2008/07/11,松山,3.9,0.85,393.82,16.1,39,37,25.0,47.46,17.46,30.0,2.622,0.629,1.99,-,-,-,-,-,42.0,-
122,臺北市,2008/07/11,士林,2.6,0.57,-,22.9,44,40,16.0,27.56,6.77,20.79,-,-,-,-,-,27.99,-,77.31,41.0,-
123,臺北市,2008/07/11,陽明,2.7,0.14,385.51,27.2,40,12,9.0,5.89,1.78,4.11,-,-,-,-,-,22.23,-,82.42,35.0,-
124,臺北市,2008/07/11,中山,3.7,1.03,-,13.3,28,40,31.0,60.84,26.65,34.19,2.371,0.412,1.96,-,-,28.07,-,75.99,40.0,-
125,臺北市,2008/07/11,萬華,2.1,0.69,-,21.8,37,29,19.0,27.52,6.55,20.97,-,-,-,-,-,28.49,-,76.94,39.0,-
126,臺北市,2008/07/11,古亭,3.1,0.84,-,18.1,35,38,21.0,40.48,15.37,25.11,2.226,0.366,1.86,-,-,-,-,-,39.0,-
127,臺北市,2008/07/10,松山,4.3,0.61,385.68,16.4,35,33,17.0,32.15,10.57,21.58,2.453,0.545,1.91,-,-,-,-,-,35.0,-
128,臺北市,2008/07/10,士林,5.7,0.34,-,23.1,39,35,12.0,23.55,6.01,17.54,-,-,-,-,-,29.69,-,69.46,42.0,-
129,臺北市,2008/07/10,陽明,2.8,0.14,387.87,21.7,31,13,9.0,8.2,2.29,5.91,-,-,-,-,-,22.31,-,83.35,33.0,-
130,臺北市,2008/07/10,中山,5.7,0.81,-,13.8,24,42,27.0,47.68,20.99,26.69,2.333,0.384,1.95,-,-,29.41,-,68.45,42.0,-
131,臺北市,2008/07/10,萬華,5.6,0.56,-,19.4,40,28,16.0,27.23,8.08,19.14,-,-,-,-,-,29.92,-,68.94,36.0,-
132,臺北市,2008/07/10,古亭,3.5,0.57,-,19.2,35,35,18.0,28.55,9.79,18.75,2.072,0.258,1.81,-,-,-,-,-,35.0,-
133,臺北市,2008/07/09,萬華,7.3,0.58,-,16.0,32,26,17.0,27.97,7.0,20.97,-,-,-,-,-,28.61,-,75.58,36.0,-
134,臺北市,2008/07/09,松山,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,-
135,臺北市,2008/07/09,陽明,2.9,0.14,388.74,22.3,32,10,9.0,7.22,1.32,5.9,-,-,-,-,-,21.98,-,82.88,33.0,-
136,臺北市,2008/07/09,古亭,4.1,0.67,-,12.5,25,31,17.0,35.13,13.98,21.15,2.093,0.286,1.81,-,-,-,-,-,31.0,-
137,臺北市,2008/07/09,中山,7.3,0.77,-,11.3,20,37,26.0,47.12,17.82,29.3,2.287,0.391,1.9,-,-,28.45,-,72.62,37.0,-
138,臺北市,2008/07/09,士林,4.9,0.43,-,20.0,34,35,12.0,26.48,6.22,20.26,-,-,-,-,-,28.78,-,73.79,35.0,-
139,臺北市,2008/07/08,萬華,5.1,0.58,-,13.5,19,26,19.0,29.55,8.32,21.23,-,-,-,-,-,29.81,-,70.3,26.0,-
140,臺北市,2008/07/08,士林,6.0,0.36,-,17.6,23,33,12.0,20.98,4.8,16.18,-,-,-,-,-,29.77,-,66.31,33.0,-
141,臺北市,2008/07/08,陽明,1.9,0.11,388.17,19.1,21,8,7.0,4.96,1.28,3.67,-,-,-,-,-,22.73,-,80.59,28.0,-
142,臺北市,2008/07/08,中山,8.9,0.73,-,8.3,13,32,26.0,45.26,19.19,26.06,2.245,0.333,1.91,-,-,29.51,-,66.98,32.0,-
143,臺北市,2008/07/08,古亭,3.5,0.66,-,10.6,18,31,18.0,36.05,15.62,20.43,2.155,0.3,1.85,-,-,-,-,-,31.0,-
144,臺北市,2008/07/07,萬華,1.7,0.52,-,14.5,24,20,13.0,23.67,8.93,14.74,-,-,-,-,-,30.74,-,65.39,32.0,-
145,臺北市,2008/07/07,松山,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,-
146,臺北市,2008/07/07,陽明,1.8,0.09,385.63,15.9,19,6,4.0,3.9,0.81,3.04,-,-,-,-,-,22.92,-,80.3,20.0,-
147,臺北市,2008/07/07,士林,2.2,0.3,-,18.0,27,32,9.0,17.61,5.48,12.13,-,-,-,-,-,30.17,-,65.49,32.0,-
148,臺北市,2008/07/07,中山,3.2,0.57,-,10.1,16,26,20.0,33.05,16.96,16.09,2.114,0.232,1.88,-,-,30.18,-,64.36,26.0,-
149,臺北市,2008/07/07,古亭,2.8,0.43,-,11.2,18,26,14.0,23.99,12.08,11.91,1.975,0.167,1.81,-,-,-,-,-,26.0,-
150,臺北市,2008/07/06,萬華,3.2,0.48,-,21.1,39,28,20.0,21.49,5.52,15.96,-,-,-,-,-,30.19,-,71.48,48.0,-
151,臺北市,2008/07/06,松山,4.1,0.38,395.49,14.2,28,29,17.0,20.0,7.77,12.23,2.254,0.422,1.83,-,-,-,-,-,40.0,-
152,臺北市,2008/07/06,陽明,2.3,0.12,389.74,21.5,30,11,10.0,6.49,1.64,4.85,-,-,-,-,-,23.2,-,80.86,35.0,-
153,臺北市,2008/07/06,士林,3.4,0.34,-,24.0,39,38,14.0,17.28,3.56,13.71,-,-,-,-,-,30.1,-,68.72,46.0,-
154,臺北市,2008/07/06,中山,3.9,0.47,-,14.9,28,31,24.0,28.02,9.59,18.43,2.023,0.134,1.89,-,-,29.96,-,67.93,34.0,-
155,臺北市,2008/07/06,古亭,2.5,0.46,-,16.2,32,34,19.0,24.09,9.05,15.04,2.02,0.17,1.85,-,-,30.2,-,70.86,41.0,-
156,臺北市,2008/07/05,萬華,4.5,0.52,-,28.6,50,45,34.0,21.18,2.42,18.75,-,-,-,-,-,30.13,-,75.13,61.0,-
157,臺北市,2008/07/05,松山,6.6,0.58,406.28,24.7,52,61,45.0,37.66,14.29,23.37,2.621,0.728,1.89,-,-,-,-,-,63.0,-
158,臺北市,2008/07/05,陽明,3.5,0.19,394.49,30.6,42,35,20.0,9.08,1.8,7.28,-,-,-,-,-,23.11,-,83.57,42.0,-
159,臺北市,2008/07/05,士林,4.9,0.42,-,26.6,42,49,19.0,22.15,3.88,18.27,-,-,-,-,-,29.72,-,74.95,49.0,-
160,臺北市,2008/07/05,中山,3.9,0.66,-,20.3,36,51,39.0,34.8,9.84,24.96,2.105,0.188,1.92,-,-,29.68,-,73.51,53.0,-
161,臺北市,2008/07/05,古亭,3.3,0.56,-,23.1,48,77,37.0,32.28,8.81,23.47,2.099,0.246,1.85,-,-,30.06,-,75.7,64.0,-
162,臺北市,2008/07/04,萬華,5.7,0.69,-,33.2,80,52,37.0,27.22,3.37,23.86,-,-,-,-,-,30.39,-,72.74,88.0,-
163,臺北市,2008/07/04,松山,9.5,0.73,418.42,38.4,88,61,43.0,43.28,9.91,33.38,2.561,0.589,1.97,-,-,-,-,-,112.0,-
164,臺北市,2008/07/04,陽明,4.2,0.26,394.09,52.4,73,48,34.0,8.81,1.3,7.51,-,-,-,-,-,23.69,-,81.25,74.0,-
165,臺北市,2008/07/04,士林,5.5,0.58,-,33.9,74,62,30.0,33.28,7.62,25.66,-,-,-,-,-,29.7,-,72.7,92.0,-
166,臺北市,2008/07/04,中山,5.8,0.89,-,28.8,66,62,45.0,48.6,14.04,34.57,2.29,0.332,1.96,-,-,29.88,-,70.67,90.0,-
