序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
25,臺北市,2014/07/30,陽明,-,-,-,-,-,5,-,-,-,-,-,-
26,臺北市,2014/07/30,陽明,1.8,0.05,398.94,14.4,7,-,2.41,0.71,1.68,-,23.77,95.92
27,臺北市,2014/07/30,士林,-,-,-,-,-,11,-,-,-,-,-,-
28,臺北市,2014/07/30,士林,2.5,0.26,-,10.8,20,-,12.93,5.12,7.8,1.61,30.69,71.43
29,臺北市,2014/07/29,松山,-,-,-,-,-,11,-,-,-,-,-,-
30,臺北市,2014/07/29,松山,4.3,0.25,422.33,10.4,22,-,16.06,6.93,9.13,2.18,30.36,68.41
31,臺北市,2014/07/29,古亭,-,-,-,-,-,8,-,-,-,-,-,-
32,臺北市,2014/07/29,古亭,2.5,0.3,-,11.2,25,-,17.43,7.67,9.76,2.73,31.14,67.53
33,臺北市,2014/07/29,中山,-,-,-,-,-,10,-,-,-,-,-,-
34,臺北市,2014/07/29,中山,2.9,0.43,-,-,37,-,25.24,12.87,12.37,2.3,31.12,66.42
35,臺北市,2014/07/29,大同,-,-,-,-,-,6,-,-,-,-,-,-
36,臺北市,2014/07/29,大同,3.8,0.87,-,-,36,-,48.21,33.08,15.14,-,-,-
37,臺北市,2014/07/29,萬華,-,-,-,-,-,9,-,-,-,-,-,-
38,臺北市,2014/07/29,萬華,3.4,0.34,-,8.9,19,-,23.43,10.84,12.58,2.61,31,67.61
39,臺北市,2014/07/29,陽明,-,-,-,-,-,6,-,-,-,-,-,-
40,臺北市,2014/07/29,陽明,2.3,0.06,400.9,13.9,9,-,2.21,0.55,1.62,-,23.56,93.51
41,臺北市,2014/07/29,士林,-,-,-,-,-,11,-,-,-,-,-,-
42,臺北市,2014/07/29,士林,2.1,0.15,-,13.9,21,-,9.82,4.17,5.66,2.51,30.77,65.79
43,臺北市,2014/07/28,松山,-,-,-,-,-,10,-,-,-,-,-,-
44,臺北市,2014/07/28,松山,2.3,0.28,425.1,11.5,20,-,16.51,7.11,9.4,1.87,30.54,65.54
45,臺北市,2014/07/28,古亭,-,-,-,-,-,8,-,-,-,-,-,-
46,臺北市,2014/07/28,古亭,1.6,0.28,-,11.3,22,-,14.97,6.47,8.5,2.63,30.89,65.63
47,臺北市,2014/07/28,中山,-,-,-,-,-,9,-,-,-,-,-,-
48,臺北市,2014/07/28,中山,0.9,0.4,-,-,38,-,23.62,10.5,13.12,2.16,31.28,64.04
49,臺北市,2014/07/28,大同,-,-,-,-,-,7,-,-,-,-,-,-
50,臺北市,2014/07/28,大同,3,1.11,-,-,36,-,60.32,42.84,17.48,-,-,-
51,臺北市,2014/07/28,萬華,-,-,-,-,-,10,-,-,-,-,-,-
52,臺北市,2014/07/28,萬華,2.2,0.34,-,10.4,21,-,22.04,9.83,12.2,2.27,31.08,63.93
53,臺北市,2014/07/28,陽明,-,-,-,-,-,6,-,-,-,-,-,-
54,臺北市,2014/07/28,陽明,2,0.05,400.57,16.6,9,-,2.06,0.71,1.31,-,23.36,92.68
55,臺北市,2014/07/28,士林,-,-,-,-,-,7,-,-,-,-,-,-
56,臺北市,2014/07/28,士林,2.1,0.18,-,15.4,23,-,10.88,4.96,5.93,2.23,30.65,65.93
57,臺北市,2014/07/27,松山,-,-,-,-,-,14,-,-,-,-,-,-
58,臺北市,2014/07/27,松山,1.9,0.33,431.92,20,37,-,17.17,6.35,10.82,1.58,30.78,61.93
59,臺北市,2014/07/27,古亭,-,-,-,-,-,13,-,-,-,-,-,-
60,臺北市,2014/07/27,古亭,2.3,0.28,-,19.8,30,-,14.42,4.85,9.57,2.31,30.84,66.12
61,臺北市,2014/07/27,中山,-,-,-,-,-,12,-,-,-,-,-,-
62,臺北市,2014/07/27,中山,2.4,0.37,-,-,41,-,20.37,6.9,13.47,2.06,31.24,62.54
63,臺北市,2014/07/27,大同,-,-,-,-,-,10,-,-,-,-,-,-
64,臺北市,2014/07/27,大同,3.9,1.03,-,-,40,-,47.64,31.54,16.11,-,-,-
65,臺北市,2014/07/27,萬華,-,-,-,-,-,14,-,-,-,-,-,-
66,臺北市,2014/07/27,萬華,2.5,0.38,-,18.9,27,-,21,7.57,13.44,1.86,31.14,63.67
67,臺北市,2014/07/27,陽明,-,-,-,-,-,8,-,-,-,-,-,-
68,臺北市,2014/07/27,陽明,1.8,0.1,404.16,21.7,11,-,3.94,1.18,2.76,-,23.84,90.42
69,臺北市,2014/07/27,士林,-,-,-,-,-,14,-,-,-,-,-,-
70,臺北市,2014/07/27,士林,2.4,0.24,-,20.1,30,-,12.03,3.84,8.16,1.85,30.86,65.17
71,臺北市,2014/07/26,松山,-,-,-,-,-,10,-,-,-,-,-,-
72,臺北市,2014/07/26,松山,-,0.43,438.9,18.6,24,-,21.58,7.23,14.35,1.62,29.92,69.7
73,臺北市,2014/07/26,古亭,-,-,-,-,-,12,-,-,-,-,-,-
74,臺北市,2014/07/26,古亭,2.8,0.39,-,19.4,32,-,19.89,5.05,14.84,1.74,29.69,74.5
75,臺北市,2014/07/26,中山,-,-,-,-,-,12,-,-,-,-,-,-
76,臺北市,2014/07/26,中山,1.9,0.55,-,-,42,-,28.03,9.04,19,1.73,30.13,70.34
77,臺北市,2014/07/26,大同,-,-,-,-,-,9,-,-,-,-,-,-
78,臺北市,2014/07/26,大同,3.3,1.31,-,-,43,-,57.11,31.45,25.66,-,-,-
79,臺北市,2014/07/26,萬華,-,-,-,-,-,13,-,-,-,-,-,-
80,臺北市,2014/07/26,萬華,1.7,0.53,-,19.7,30,-,25.97,6.72,19.25,1.28,30.08,71.37
81,臺北市,2014/07/26,陽明,-,-,-,-,-,9,-,-,-,-,-,-
82,臺北市,2014/07/26,陽明,1.7,0.12,406.6,27.2,12,-,3.07,0.42,2.65,-,23.61,94.68
83,臺北市,2014/07/26,士林,-,-,-,-,-,11,-,-,-,-,-,-
84,臺北市,2014/07/26,士林,2.7,0.34,-,23.5,27,-,15.48,3.6,11.88,1.64,29.7,73.36
85,臺北市,2014/07/25,松山,-,-,-,-,-,15,-,-,-,-,-,-
86,臺北市,2014/07/25,松山,2.7,0.61,448.71,20.4,38,-,31.5,8.59,22.91,1.44,29.06,76.4
87,臺北市,2014/07/25,古亭,-,-,-,-,-,14,-,-,-,-,-,-
88,臺北市,2014/07/25,古亭,2.1,0.61,-,21.6,40,-,29.02,7.12,21.91,1.53,28.89,83.24
89,臺北市,2014/07/25,中山,-,-,-,-,-,17,-,-,-,-,-,-
90,臺北市,2014/07/25,中山,2.3,0.78,-,-,51,-,40.54,13.01,27.52,1.5,29.52,77.36
91,臺北市,2014/07/25,大同,-,-,-,-,-,15,-,-,-,-,-,-
92,臺北市,2014/07/25,大同,4.7,1.73,-,-,53,-,80.88,47.96,32.93,-,-,-
93,臺北市,2014/07/25,萬華,-,-,-,-,-,19,-,-,-,-,-,-
94,臺北市,2014/07/25,萬華,2.8,0.73,-,21.2,35,-,35.25,8.59,26.65,1.22,29.38,79.27
95,臺北市,2014/07/25,陽明,-,-,-,-,-,12,-,-,-,-,-,-
96,臺北市,2014/07/25,陽明,2.6,0.15,409.54,33.9,15,-,4.7,0.7,3.95,-,23.06,97.79
97,臺北市,2014/07/25,士林,-,-,-,-,-,16,-,-,-,-,-,-
98,臺北市,2014/07/25,士林,3.3,0.43,-,24.9,36,-,22.63,4.02,18.62,1.7,28.88,78.67
99,臺北市,2014/07/24,松山,-,-,-,-,-,12,-,-,-,-,-,-
100,臺北市,2014/07/24,松山,2.5,0.62,449.7,17.7,35,-,32.51,11.58,20.93,1.29,29.48,73.35
101,臺北市,2014/07/24,古亭,-,-,-,-,-,12,-,-,-,-,-,-
102,臺北市,2014/07/24,古亭,3.4,0.64,-,17.3,38,-,31.03,9.86,21.16,1.63,30.09,75.86
103,臺北市,2014/07/24,中山,-,-,-,-,-,15,-,-,-,-,-,-
104,臺北市,2014/07/24,中山,4.2,0.84,-,-,49,-,40.06,13.33,26.73,1.5,30.36,71.15
105,臺北市,2014/07/24,大同,-,-,-,-,-,11,-,-,-,-,-,-
106,臺北市,2014/07/24,大同,5.9,1.7,-,-,52,-,77.24,42.56,34.68,-,-,-
107,臺北市,2014/07/24,萬華,-,-,-,-,-,16,-,-,-,-,-,-
108,臺北市,2014/07/24,萬華,4.8,0.74,-,21.8,35,-,37.8,10.83,26.97,1.28,30.53,71.23
109,臺北市,2014/07/24,陽明,-,-,-,-,-,12,-,-,-,-,-,-
110,臺北市,2014/07/24,陽明,2.2,0.14,407.13,36.7,17,-,4.37,1.12,3.25,-,24.19,92.63
111,臺北市,2014/07/24,士林,-,-,-,-,-,14,-,-,-,-,-,-
112,臺北市,2014/07/24,士林,2.4,0.51,-,25.5,33,-,21.42,5.5,15.91,1.5,29.69,73.79
113,臺北市,2014/07/23,松山,-,-,-,-,-,7,-,-,-,-,-,-
114,臺北市,2014/07/23,松山,1.5,0.39,433.05,16.1,14,-,22.86,11.33,11.51,2.52,27.78,81.31
115,臺北市,2014/07/23,古亭,-,-,-,-,-,6,-,-,-,-,-,-
116,臺北市,2014/07/23,古亭,1.5,0.4,-,13.7,22,-,20.78,8.84,11.94,4.24,27.56,87.46
117,臺北市,2014/07/23,中山,-,-,-,-,-,8,-,-,-,-,-,-
118,臺北市,2014/07/23,中山,2.2,0.52,-,-,29,-,29.52,15.6,13.92,3.37,28.12,82.3
119,臺北市,2014/07/23,大同,-,-,-,-,-,4,-,-,-,-,-,-
120,臺北市,2014/07/23,大同,2.6,0.89,-,-,33,-,46.68,30.4,16.28,-,-,-
121,臺北市,2014/07/23,萬華,-,-,-,-,-,7,-,-,-,-,-,-
122,臺北市,2014/07/23,萬華,2.5,0.49,-,14.1,16,-,27.63,13.77,13.86,3.1,28.23,82.37
123,臺北市,2014/07/23,陽明,-,-,-,-,-,4,-,-,-,-,-,-
124,臺北市,2014/07/23,陽明,0.7,0.06,404.09,24.3,6,-,2.57,0.98,1.58,-,22.1,98.77
125,臺北市,2014/07/23,士林,-,-,-,-,-,7,-,-,-,-,-,-
126,臺北市,2014/07/23,士林,1.6,0.25,-,16.4,15,-,14.76,4.95,9.8,4.26,27.34,81.92
127,臺北市,2014/07/22,松山,-,-,-,-,-,6,-,-,-,-,-,-
128,臺北市,2014/07/22,松山,1.5,0.22,407.93,10.8,18,-,14.11,5.8,8.31,2.73,28.98,78.93
129,臺北市,2014/07/22,古亭,-,-,-,-,-,5,-,-,-,-,-,-
130,臺北市,2014/07/22,古亭,1.5,0.25,-,11.4,23,-,14.69,6.47,8.21,3.91,29.7,77.84
131,臺北市,2014/07/22,中山,-,-,-,-,-,7,-,-,-,-,-,-
132,臺北市,2014/07/22,中山,1.4,0.41,-,-,34,-,22.84,12.14,10.69,2.88,29.59,78.33
133,臺北市,2014/07/22,大同,-,-,-,-,-,3,-,-,-,-,-,-
134,臺北市,2014/07/22,大同,3.2,0.7,-,-,38,-,41.68,28.05,13.63,-,-,-
135,臺北市,2014/07/22,萬華,-,-,-,-,-,8,-,-,-,-,-,-
136,臺北市,2014/07/22,萬華,2,0.28,-,9.4,19,-,20.99,9.73,11.27,3.65,29.6,78.09
137,臺北市,2014/07/22,陽明,-,-,-,-,-,1,-,-,-,-,-,-
138,臺北市,2014/07/22,陽明,1.6,0.05,400.13,17,5,-,2.35,1.22,1.1,-,22.79,99
139,臺北市,2014/07/22,士林,-,-,-,-,-,6,-,-,-,-,-,-
140,臺北市,2014/07/22,士林,2.9,0.12,-,15,17,-,8.1,3.09,5.01,3.77,29.1,76.86
141,臺北市,2014/07/21,松山,-,-,-,-,-,7,-,-,-,-,-,-
142,臺北市,2014/07/21,松山,1.5,0.2,403.25,10.9,16,-,12.24,5.88,6.35,2.35,31.54,59.8
143,臺北市,2014/07/21,古亭,-,-,-,-,-,4,-,-,-,-,-,-
144,臺北市,2014/07/21,古亭,1.1,0.19,-,11.1,24,-,10.37,4.73,5.64,3.66,31.83,61.26
145,臺北市,2014/07/21,中山,-,-,-,-,-,8,-,-,-,-,-,-
146,臺北市,2014/07/21,中山,1.1,0.33,-,-,30,-,19.83,11.61,8.21,3.4,31.87,60.97
147,臺北市,2014/07/21,大同,-,-,-,-,-,5,-,-,-,-,-,-
148,臺北市,2014/07/21,大同,2.3,1.05,-,-,32,-,57.22,43.12,14.1,-,-,-
149,臺北市,2014/07/21,萬華,-,-,-,-,-,8,-,-,-,-,-,-
150,臺北市,2014/07/21,萬華,1.2,0.3,-,8.8,15,-,23.11,12.37,10.74,3.37,32.68,56.78
151,臺北市,2014/07/21,陽明,-,-,-,-,-,4,-,-,-,-,-,-
152,臺北市,2014/07/21,陽明,3.2,0.05,400.54,14.7,7,-,3.21,1.25,1.96,-,23.69,92.73
153,臺北市,2014/07/21,士林,-,-,-,-,-,6,-,-,-,-,-,-
154,臺北市,2014/07/21,士林,1.5,0.12,-,14.1,17,-,5.89,2.67,3.22,3.62,31.11,64.14
155,臺北市,2014/07/20,松山,-,-,-,-,-,6,-,-,-,-,-,-
156,臺北市,2014/07/20,松山,1,0.19,405.38,11.7,11,-,11.42,4.45,6.97,1.99,31.55,58.75
157,臺北市,2014/07/20,古亭,-,-,-,-,-,5,-,-,-,-,-,-
158,臺北市,2014/07/20,古亭,1.3,0.17,-,12.6,20,-,9.91,4.14,5.77,3.08,31.92,59.76
159,臺北市,2014/07/20,中山,-,-,-,-,-,8,-,-,-,-,-,-
160,臺北市,2014/07/20,中山,1.9,0.26,-,-,26,-,15.87,6.81,9.05,3.04,31.93,59.25
161,臺北市,2014/07/20,大同,-,-,-,-,-,3,-,-,-,-,-,-
162,臺北市,2014/07/20,大同,1.9,0.75,-,-,28,-,42.97,28.89,14.08,-,-,-
163,臺北市,2014/07/20,萬華,-,-,-,-,-,7,-,-,-,-,-,-
164,臺北市,2014/07/20,萬華,1.8,0.22,-,10.5,15,-,16.2,6.71,9.49,2.88,31.91,59.18
165,臺北市,2014/07/20,陽明,-,-,-,-,-,3,-,-,-,-,-,-
166,臺北市,2014/07/20,陽明,2.4,0.05,399.49,16.5,7,-,2.43,1,1.4,-,23.93,90.02
167,臺北市,2014/07/20,士林,-,-,-,-,-,7,-,-,-,-,-,-
168,臺北市,2014/07/20,士林,2.2,0.1,-,15.9,16,-,6.45,2.38,4.07,3.16,31.25,62.96
169,臺北市,2014/07/19,松山,-,-,-,-,-,7,-,-,-,-,-,-
170,臺北市,2014/07/19,松山,1.3,0.25,411.42,12.1,14,-,14.59,5.81,8.78,1.78,31.25,60.18
171,臺北市,2014/07/19,古亭,-,-,-,-,-,7,-,-,-,-,-,-
172,臺北市,2014/07/19,古亭,1.6,0.26,-,11.9,23,-,14.61,6.21,8.4,2.77,31.31,63.78
173,臺北市,2014/07/19,中山,-,-,-,-,-,8,-,-,-,-,-,-
174,臺北市,2014/07/19,中山,0.9,0.39,-,-,34,-,21.88,9.18,12.69,2.11,31.57,61.97
175,臺北市,2014/07/19,大同,-,-,-,-,-,6,-,-,-,-,-,-
176,臺北市,2014/07/19,大同,3.4,1.11,-,-,34,-,66.48,46.81,19.67,-,-,-
177,臺北市,2014/07/19,萬華,-,-,-,-,-,10,-,-,-,-,-,-
178,臺北市,2014/07/19,萬華,1.7,0.33,-,10.1,19,-,22.03,8.75,13.28,2.13,31.53,62.45
179,臺北市,2014/07/19,陽明,-,-,-,-,-,4,-,-,-,-,-,-
180,臺北市,2014/07/19,陽明,3,0.06,401.25,17.2,9,-,2.83,0.87,1.92,-,23.63,90.24
181,臺北市,2014/07/19,士林,-,-,-,-,-,7,-,-,-,-,-,-
182,臺北市,2014/07/19,士林,2.3,0.21,-,13.8,14,-,12.08,4.22,7.86,2.14,30.91,64.13
183,臺北市,2014/07/18,松山,-,-,-,-,-,8,-,-,-,-,-,-
184,臺北市,2014/07/18,松山,1.4,0.25,406.92,11,17,-,16.28,7.4,8.88,1.84,31.89,58.39
185,臺北市,2014/07/18,古亭,-,-,-,-,-,8,-,-,-,-,-,-
186,臺北市,2014/07/18,古亭,1.2,0.31,-,11.5,23,-,19,8.18,10.82,2.52,31.91,62.7
187,臺北市,2014/07/18,中山,-,-,-,-,-,11,-,-,-,-,-,-
188,臺北市,2014/07/18,中山,2.6,-,-,-,33,-,20.05,7.51,12.53,2.74,32.11,59.87
189,臺北市,2014/07/18,大同,-,-,-,-,-,9,-,-,-,-,-,-
190,臺北市,2014/07/18,大同,3.1,1.44,-,-,37,-,69.06,44.72,24.33,-,-,-
191,臺北市,2014/07/18,萬華,-,-,-,-,-,18,-,-,-,-,-,-
192,臺北市,2014/07/18,萬華,1.7,0.4,-,17,25,-,21.79,6.95,14.85,1.88,32,61.7
193,臺北市,2014/07/18,陽明,-,-,-,-,-,5,-,-,-,-,-,-
194,臺北市,2014/07/18,陽明,1.4,0.08,404.31,20.4,10,-,3.84,1.39,2.45,-,24.31,90.24
195,臺北市,2014/07/18,士林,-,-,-,-,-,13,-,-,-,-,-,-
196,臺北市,2014/07/18,士林,1.6,0.22,-,28,25,-,11.9,2.86,9.05,2.92,31.51,63.53
197,臺北市,2014/07/17,松山,-,-,-,-,-,10,-,-,-,-,-,-
198,臺北市,2014/07/17,松山,3.4,0.2,402.79,10.6,17,-,13.12,6.8,6.31,1.95,31.89,58.16
199,臺北市,2014/07/17,古亭,-,-,-,-,-,9,-,-,-,-,-,-
200,臺北市,2014/07/17,古亭,1.3,0.24,-,10.2,27,-,14.99,6.92,8.07,2.84,32.06,61.64
201,臺北市,2014/07/17,中山,-,-,-,-,-,10,-,-,-,-,-,-
202,臺北市,2014/07/17,中山,0.7,0.28,-,-,34,-,18.29,10.13,8.16,3.05,32.36,58.83
203,臺北市,2014/07/17,大同,-,-,-,-,-,7,-,-,-,-,-,-
204,臺北市,2014/07/17,大同,3.1,1.58,-,-,38,-,-,-,-,-,-,-
205,臺北市,2014/07/17,萬華,-,-,-,-,-,9,-,-,-,-,-,-
206,臺北市,2014/07/17,萬華,2,0.36,-,8,20,-,20.5,9.89,10.61,2.12,32.28,60.34
207,臺北市,2014/07/17,陽明,-,-,-,-,-,3,-,-,-,-,-,-
208,臺北市,2014/07/17,陽明,0.9,0.05,400.08,13.5,7,-,3.07,1.61,1.46,-,24.28,89.63
209,臺北市,2014/07/17,士林,-,-,-,-,-,8,-,-,-,-,-,-
210,臺北市,2014/07/17,士林,1.5,0.14,-,11.7,21,-,8.55,2.88,5.67,3.73,31.76,61.53
211,臺北市,2014/07/16,松山,-,-,-,-,-,9,-,-,-,-,-,-
212,臺北市,2014/07/16,松山,3.2,0.25,412.94,9.9,20,-,16.1,7.68,8.42,1.82,31.24,61.19
213,臺北市,2014/07/16,古亭,-,-,-,-,-,10,-,-,-,-,-,-
214,臺北市,2014/07/16,古亭,1.5,0.3,-,11.7,29,-,14.43,6.65,7.78,2.67,30.87,66.6
215,臺北市,2014/07/16,中山,-,-,-,-,-,11,-,-,-,-,-,-
216,臺北市,2014/07/16,中山,0.2,0.38,-,-,42,-,22.53,10.17,12.37,2.54,31.43,62.75
217,臺北市,2014/07/16,大同,-,-,-,-,-,7,-,-,-,-,-,-
218,臺北市,2014/07/16,大同,3,1.62,-,-,43,-,73.05,53.04,20.01,-,-,-
219,臺北市,2014/07/16,萬華,-,-,-,-,-,14,-,-,-,-,-,-
220,臺北市,2014/07/16,萬華,1.6,0.37,-,10.6,23,-,19.98,8,11.98,1.82,31.25,64.24
221,臺北市,2014/07/16,陽明,-,-,-,-,-,6,-,-,-,-,-,-
222,臺北市,2014/07/16,陽明,1.2,0.07,401.69,21.4,11,-,3.75,1.15,2.6,-,24.11,90.41
223,臺北市,2014/07/16,士林,-,-,-,-,-,9,-,-,-,-,-,-
224,臺北市,2014/07/16,士林,1.5,0.18,-,12,24,-,12.32,4.93,7.39,2.56,30.81,65.11
225,臺北市,2014/07/15,松山,-,-,-,-,-,22,-,-,-,-,-,-
226,臺北市,2014/07/15,松山,3.2,0.42,431.47,21.9,37,-,24.81,6.86,17.96,1.42,30.74,69.3
227,臺北市,2014/07/15,古亭,-,-,-,-,-,17,-,-,-,-,-,-
228,臺北市,2014/07/15,古亭,2.3,0.58,-,25.7,45,-,24.6,6.66,17.94,1.97,30.07,74.79
229,臺北市,2014/07/15,中山,-,-,-,-,-,19,-,-,-,-,-,-
230,臺北市,2014/07/15,中山,2.3,0.58,-,-,54,-,28.57,7.46,21.11,2,30.98,70.34
231,臺北市,2014/07/15,大同,-,-,-,-,-,17,-,-,-,-,-,-
232,臺北市,2014/07/15,大同,3.6,1.85,-,-,54,-,67.91,40.06,27.85,-,-,-
233,臺北市,2014/07/15,萬華,-,-,-,-,-,23,-,-,-,-,-,-
234,臺北市,2014/07/15,萬華,2.5,0.63,-,23.3,40,-,26.49,5.53,20.96,1.49,30.8,71.72
235,臺北市,2014/07/15,陽明,-,-,-,-,-,15,-,-,-,-,-,-
236,臺北市,2014/07/15,陽明,2.1,0.14,409.48,39.9,19,-,5.68,1.39,4.3,-,23.87,94.82
237,臺北市,2014/07/15,士林,-,-,-,-,-,18,-,-,-,-,-,-
238,臺北市,2014/07/15,士林,2.2,0.35,-,24.3,33,-,17.45,3.59,13.86,1.94,30.47,72.2
239,臺北市,2014/07/14,松山,-,-,-,-,-,21,-,-,-,-,-,-
240,臺北市,2014/07/14,松山,5,0.49,428.39,28.6,34,-,25.54,6.53,19.01,1.71,31.3,67.97
241,臺北市,2014/07/14,古亭,-,-,-,-,-,18,-,-,-,-,-,-
242,臺北市,2014/07/14,古亭,3.5,0.59,-,23.4,43,-,26.89,6.37,20.53,1.83,30.64,75.01
243,臺北市,2014/07/14,中山,-,-,-,-,-,21,-,-,-,-,-,-
244,臺北市,2014/07/14,中山,2.6,0.82,-,-,57,-,38.59,10.91,27.68,1.56,31.21,71.12
245,臺北市,2014/07/14,大同,-,-,-,-,-,18,-,-,-,-,-,-
246,臺北市,2014/07/14,大同,4.3,2.15,-,-,55,-,75.88,42.51,33.37,-,-,-
247,臺北市,2014/07/14,萬華,-,-,-,-,-,22,-,-,-,-,-,-
248,臺北市,2014/07/14,萬華,3.7,0.72,-,21.9,37,-,33.13,7.2,25.93,1.41,31.06,72.65
249,臺北市,2014/07/14,陽明,-,-,-,-,-,12,-,-,-,-,-,-
250,臺北市,2014/07/14,陽明,1.6,0.14,395.98,30.3,18,-,5.21,0.95,4.25,-,24.55,93.56
251,臺北市,2014/07/14,士林,-,-,-,-,-,19,-,-,-,-,-,-
252,臺北市,2014/07/14,士林,3.6,0.5,-,15,32,-,30.24,5.76,24.49,1.7,30.71,72.93
253,臺北市,2014/07/13,松山,-,-,-,-,-,19,-,-,-,-,-,-
254,臺北市,2014/07/13,松山,3.3,0.46,428.3,25.6,33,-,25.04,6.94,18.1,1.73,31.99,64.89
255,臺北市,2014/07/13,古亭,-,-,-,-,-,14,-,-,-,-,-,-
256,臺北市,2014/07/13,古亭,3.7,0.43,-,23.1,40,-,21.76,5.59,16.18,2.05,32.18,67.5
257,臺北市,2014/07/13,中山,-,-,-,-,-,17,-,-,-,-,-,-
258,臺北市,2014/07/13,中山,2.9,0.54,-,-,53,-,27.46,7.71,19.75,1.71,32.96,62.03
259,臺北市,2014/07/13,大同,-,-,-,-,-,14,-,-,-,-,-,-
260,臺北市,2014/07/13,大同,4.8,1.49,-,-,47,-,56.85,30.75,26.1,-,-,-
261,臺北市,2014/07/13,萬華,-,-,-,-,-,18,-,-,-,-,-,-
262,臺北市,2014/07/13,萬華,3.4,0.5,-,23.6,33,-,21.89,4.81,17.08,1.51,33,62.79
263,臺北市,2014/07/13,陽明,-,-,-,-,-,11,-,-,-,-,-,-
264,臺北市,2014/07/13,陽明,2.8,0.15,389.81,27.8,17,-,7.49,0.85,6.61,-,24.88,90.73
265,臺北市,2014/07/13,士林,-,-,-,-,-,14,-,-,-,-,-,-
266,臺北市,2014/07/13,士林,3.6,0.31,-,23.2,33,-,17.36,3.4,13.97,1.88,32.43,64.4
267,臺北市,2014/07/12,松山,-,-,-,-,-,20,-,-,-,-,-,-
268,臺北市,2014/07/12,松山,3.1,0.57,434.14,28.4,39,-,28.43,6.03,22.4,1.44,30.65,72.95
269,臺北市,2014/07/12,古亭,-,-,-,-,-,16,-,-,-,-,-,-
270,臺北市,2014/07/12,古亭,3,0.54,-,26,40,-,25.07,5.11,19.96,1.69,30.78,76.3
271,臺北市,2014/07/12,中山,-,-,-,-,-,19,-,-,-,-,-,-
272,臺北市,2014/07/12,中山,2.7,0.65,-,-,52,-,31.38,8.19,23.19,1.66,31.43,70.88
273,臺北市,2014/07/12,大同,-,-,-,-,-,15,-,-,-,-,-,-
